date,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2017-06-30,E00030808,Trafford - E00030808,OA,Persons,387,104,249,34,6,5,12,7,7,9,5,9,6,7,4,3,8,6,5,5,5,5,7,1,4,0,2,4,2,6,1,7,1,3,13,6,8,5,8,8,4,7,8,10,6,8,6,6,6,12,12,5,6,1,3,7,7,4,4,7,1,6,3,5,3,4,2,0,0,1,1,3,1,2,1,3,1,0,1,4,0,2,3,2,2,1,1,1,1,0,1,1,1,0,0
2017-06-30,E00030773,Trafford - E00030773,OA,Persons,244,47,126,71,3,2,1,1,1,7,4,4,2,3,4,1,3,3,3,5,2,4,1,2,0,2,1,2,2,1,4,1,1,3,2,1,3,0,3,0,3,0,1,3,3,7,1,9,5,4,3,1,5,5,4,2,2,2,1,3,5,0,4,3,7,2,2,0,4,3,2,1,0,4,1,3,6,7,2,1,1,0,2,4,2,0,2,3,3,2,5,3,0,3,11
2017-06-30,E00030783,Trafford - E00030783,OA,Persons,353,52,168,133,4,3,4,0,5,1,2,4,6,1,4,6,1,5,3,3,5,1,2,2,0,2,1,0,5,2,2,2,1,2,1,2,4,3,4,4,1,2,4,2,2,5,6,2,1,6,2,2,2,10,5,4,5,7,4,6,6,3,6,4,5,1,8,5,7,3,3,1,8,5,3,6,7,3,6,2,4,8,2,4,4,6,5,2,5,5,4,1,3,3,30
2017-06-30,E00030785,Trafford - E00030785,OA,Persons,283,24,142,117,0,0,4,5,1,2,1,0,4,2,0,3,0,1,1,0,4,1,2,2,2,1,3,2,1,0,1,0,3,8,0,0,2,0,1,4,3,2,6,1,1,2,2,2,1,3,6,3,6,5,4,8,5,9,1,4,0,6,2,5,5,2,2,5,4,4,2,3,7,4,5,6,2,6,3,4,4,3,5,3,3,9,2,10,2,5,6,4,5,5,5
2017-06-30,E00030786,Trafford - E00030786,OA,Persons,364,61,253,50,8,2,1,3,1,5,3,4,6,2,2,7,3,3,8,3,1,5,2,3,4,2,1,3,4,8,2,8,8,5,6,8,7,5,3,3,6,7,2,3,4,4,5,5,7,8,11,8,12,7,5,6,0,8,9,9,2,7,4,7,5,1,6,5,2,0,2,0,3,4,1,3,4,4,1,0,0,2,5,2,3,2,2,1,2,0,4,2,0,2,1
2017-06-30,E00030787,Trafford - E00030787,OA,Persons,234,33,108,93,0,1,0,0,3,1,5,0,2,2,3,1,5,2,3,5,4,3,1,0,0,2,0,3,1,3,0,2,1,0,1,1,3,0,0,1,4,0,1,2,1,3,2,0,2,3,4,3,2,3,1,7,6,5,3,5,2,3,2,2,2,1,6,4,3,4,3,1,3,2,7,2,5,2,2,6,2,9,7,1,5,0,7,3,7,1,4,2,3,2,3
2017-06-30,E00030788,Trafford - E00030788,OA,Persons,282,46,163,73,1,3,3,1,1,0,5,1,3,6,2,4,2,4,4,6,6,3,9,1,0,2,3,3,0,2,0,0,0,2,1,2,4,4,3,3,3,2,3,0,2,4,10,3,3,3,6,6,5,10,5,6,6,9,2,0,4,3,2,1,6,2,1,4,4,4,2,3,7,5,3,4,2,7,2,1,2,2,6,3,2,1,3,1,1,0,3,4,2,0,3
2017-06-30,E00030774,Trafford - E00030774,OA,Persons,290,62,216,12,5,7,3,2,1,3,3,2,6,2,5,4,7,5,3,4,0,3,1,2,2,0,2,3,1,5,6,6,8,9,8,5,7,8,7,6,5,10,6,6,4,5,8,7,6,4,4,0,4,5,2,5,9,3,4,2,4,5,3,2,2,2,3,6,1,0,2,2,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2017-06-30,E00030775,Trafford - E00030775,OA,Persons,221,28,136,57,2,1,3,0,2,2,0,2,5,2,1,2,2,1,1,2,2,2,3,2,1,1,2,3,0,4,3,1,2,5,6,2,6,4,3,3,4,7,3,4,5,1,4,3,3,4,3,3,2,3,0,5,2,4,3,2,0,3,1,0,4,1,5,2,0,2,1,2,1,2,4,1,5,1,3,1,0,5,4,1,1,3,1,3,2,6,1,0,0,1,6
2017-06-30,E00030789,Trafford - E00030789,OA,Persons,255,59,155,41,8,7,2,1,6,5,4,2,2,4,3,5,5,1,3,1,1,1,4,1,3,2,2,3,2,3,4,4,0,5,2,4,4,4,2,4,0,5,4,5,7,2,4,2,5,2,2,1,3,6,4,4,3,2,5,4,4,1,3,5,3,2,3,4,5,3,2,1,4,1,3,2,0,2,2,2,3,1,1,0,2,3,2,3,2,0,1,0,0,0,1
2017-06-30,E00030790,Trafford - E00030790,OA,Persons,380,76,215,89,3,4,2,1,2,5,5,3,5,5,4,6,8,6,7,10,4,5,3,1,1,4,2,4,4,4,3,2,5,1,2,1,3,0,2,5,3,3,1,2,7,8,3,5,9,10,4,6,4,12,3,9,2,9,5,6,12,4,7,4,5,4,2,5,5,3,6,4,7,3,3,4,5,4,5,4,4,8,6,2,0,6,2,3,0,2,2,0,0,2,4
2017-06-30,E00030791,Trafford - E00030791,OA,Persons,318,60,158,100,6,2,6,3,3,4,3,5,5,2,5,4,5,1,5,1,6,5,1,3,0,1,3,1,0,3,5,3,4,1,1,3,2,1,1,3,4,5,9,3,1,1,3,2,2,5,4,10,1,9,2,3,4,0,4,2,4,2,4,5,5,5,8,3,1,1,1,8,2,2,3,6,5,1,3,4,3,1,3,3,3,4,3,3,4,4,7,4,4,5,13
2017-06-30,E00030792,Trafford - E00030792,OA,Persons,241,39,185,17,4,7,7,3,4,1,1,1,2,2,1,1,2,2,1,0,1,2,1,1,0,1,1,3,0,6,3,4,8,6,8,10,10,6,11,6,6,9,4,9,6,7,4,0,6,2,3,2,5,6,1,5,4,2,0,3,3,0,1,1,0,2,0,4,2,2,0,2,2,0,3,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2017-06-30,E00030776,Trafford - E00030776,OA,Persons,305,58,216,31,1,6,5,11,2,9,4,1,2,2,2,5,2,2,1,3,0,4,2,3,5,0,4,6,4,3,8,4,6,12,9,8,8,10,10,7,4,5,2,6,2,3,5,7,6,4,1,1,3,3,3,4,3,8,5,5,2,3,2,3,3,3,2,4,1,3,0,0,2,1,2,3,0,1,1,4,1,2,1,0,0,2,4,0,0,0,1,1,0,1,1
2017-06-30,E00030777,Trafford - E00030777,OA,Persons,261,48,183,30,4,6,1,1,4,4,2,3,5,2,4,1,4,3,2,2,4,0,4,2,2,3,0,2,4,6,0,3,6,2,10,7,12,4,6,6,5,5,4,2,9,4,4,2,2,6,5,5,2,3,2,1,4,3,1,0,4,2,2,10,3,1,5,2,2,2,2,1,2,1,3,2,1,2,3,0,0,2,1,1,2,1,0,2,1,0,0,1,0,0,0
2017-06-30,E00030778,Trafford - E00030778,OA,Persons,347,76,240,31,3,5,11,4,4,4,8,3,3,2,4,6,5,5,4,5,4,4,3,0,0,2,2,3,3,4,6,10,5,7,4,7,7,11,15,9,11,9,6,5,5,4,10,6,2,4,4,3,4,0,7,3,5,3,2,3,5,9,5,5,4,1,2,4,3,1,1,3,2,1,0,2,2,1,0,0,3,2,2,1,2,1,2,0,2,0,0,0,1,0,2
2017-06-30,E00030793,Trafford - E00030793,OA,Persons,285,59,167,59,4,1,8,3,6,2,4,2,2,4,5,5,6,2,3,2,0,1,2,1,1,3,2,1,4,0,0,6,7,3,4,11,6,5,7,4,4,4,3,5,3,3,3,4,4,1,5,3,4,5,4,5,2,8,1,2,1,0,3,2,5,4,4,6,1,0,4,4,3,5,5,3,2,4,1,0,3,3,0,2,2,3,6,0,2,1,0,2,1,2,1
2017-06-30,E00030795,Trafford - E00030795,OA,Persons,529,112,388,29,9,9,10,4,12,6,5,11,8,10,5,6,2,5,8,2,5,5,2,2,2,3,3,2,9,10,10,12,16,24,15,19,18,14,14,7,12,10,12,11,8,11,6,7,4,11,8,14,2,7,6,3,6,9,8,0,3,6,5,1,3,9,3,6,5,1,6,1,2,1,2,0,0,7,2,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0
2017-06-30,E00030797,Trafford - E00030797,OA,Persons,323,81,212,30,5,8,8,3,7,6,6,8,9,4,3,4,3,1,2,4,2,2,3,2,0,4,3,1,3,1,6,3,3,7,2,8,10,6,9,8,9,5,7,5,9,6,7,5,9,9,4,4,5,2,6,5,4,2,2,1,0,2,4,8,6,1,2,0,0,1,0,1,1,1,4,2,3,1,2,2,2,1,3,1,1,1,0,0,1,0,0,0,0,1,1
2017-06-30,E00030771,Trafford - E00030771,OA,Persons,358,82,226,50,3,3,2,10,1,6,7,5,7,5,6,7,5,6,3,6,4,3,6,0,3,1,2,11,1,4,4,0,4,3,3,6,1,4,2,5,4,7,1,2,3,6,5,8,7,6,7,4,7,5,4,5,5,9,11,10,4,8,2,6,10,5,3,4,1,7,0,1,4,6,3,4,2,1,0,4,2,3,0,2,1,1,1,1,0,1,1,0,1,0,4
2017-06-30,E00030799,Trafford - E00030799,OA,Persons,313,62,185,66,0,4,3,4,10,6,6,8,3,1,4,2,3,1,3,4,2,3,3,2,2,2,1,3,1,1,2,3,9,6,4,4,1,7,6,1,5,5,1,5,4,3,10,6,5,3,8,0,2,3,2,3,5,5,5,4,3,5,2,5,7,5,6,3,2,3,4,5,7,1,5,2,2,3,2,5,4,2,2,5,0,2,6,3,0,1,0,0,1,0,1
2017-06-30,E00030803,Trafford - E00030803,OA,Persons,329,82,200,47,4,7,8,5,8,6,10,5,3,8,3,1,4,4,3,3,6,3,2,2,4,2,2,3,1,2,5,5,3,4,5,3,5,8,3,7,9,6,10,3,7,1,3,1,3,7,6,4,3,4,4,3,6,3,3,9,6,2,5,3,3,4,3,2,2,4,0,3,0,3,1,1,3,5,2,1,1,2,3,0,2,6,0,1,2,2,0,2,0,2,1
2017-06-30,E00030810,Trafford - E00030810,OA,Persons,393,58,221,114,3,3,2,2,0,3,5,0,6,1,7,4,4,8,4,6,4,8,3,4,2,5,3,8,5,3,4,1,4,4,3,1,4,2,4,3,3,2,5,5,0,5,3,5,4,8,9,3,5,3,6,6,6,8,4,7,5,6,8,6,3,9,4,2,6,3,8,5,1,4,6,7,12,8,7,1,7,2,2,7,7,6,4,5,2,2,1,1,3,1,2
2017-06-30,E00168584,Trafford - E00168584,OA,Persons,229,33,193,3,2,5,1,2,3,1,5,3,3,3,2,0,1,1,0,1,1,1,1,2,2,1,1,3,5,11,9,9,13,13,4,5,2,13,10,7,5,6,8,8,3,2,5,4,2,2,3,0,1,2,3,2,4,2,0,2,2,2,5,2,1,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-30,E00168585,Trafford - E00168585,OA,Persons,352,74,271,7,7,6,9,5,7,4,9,4,7,1,4,4,1,4,0,2,3,0,3,1,3,1,2,6,4,7,5,9,13,12,13,11,13,13,15,12,7,14,5,5,9,7,11,3,5,1,3,8,2,6,2,4,4,3,6,3,2,1,3,4,1,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2017-06-30,E00168593,Trafford - E00168593,OA,Persons,331,68,211,52,1,5,5,4,3,4,9,3,4,11,3,2,4,1,5,4,3,4,6,3,4,2,1,4,5,3,3,2,2,7,3,2,4,2,3,6,6,5,5,7,3,2,4,6,7,4,3,5,10,3,8,4,8,7,7,4,2,7,3,5,6,4,4,2,1,4,9,2,7,5,4,2,0,1,2,1,1,3,1,0,2,3,0,1,0,0,1,0,0,0,3
2017-06-30,E00030772,Trafford - E00030772,OA,Persons,309,81,199,29,5,3,5,5,12,9,6,9,5,7,4,4,0,4,3,0,0,3,1,0,0,3,3,2,1,3,2,2,7,5,7,9,7,8,8,7,13,5,7,10,5,5,10,5,3,8,4,6,3,4,3,2,3,0,4,3,3,2,3,2,2,0,4,2,0,3,2,2,0,0,1,0,0,3,0,3,5,1,2,1,0,1,2,0,1,2,0,0,0,0,0
2017-06-30,E00030779,Trafford - E00030779,OA,Persons,321,71,193,57,1,3,2,4,3,5,4,4,7,3,5,6,6,5,4,9,1,6,5,2,4,3,2,2,2,1,0,3,3,2,4,3,4,7,6,2,3,3,4,3,8,4,5,3,6,4,3,9,2,6,5,8,5,7,6,2,3,3,5,2,7,4,7,2,2,5,4,3,10,4,2,1,4,0,0,5,1,0,0,1,2,2,2,1,1,5,1,0,0,1,2
2017-06-30,E00030796,Trafford - E00030796,OA,Persons,344,90,205,49,6,2,6,11,13,3,7,5,5,5,7,3,8,1,6,2,2,1,4,1,0,2,3,0,1,4,3,1,1,3,4,3,6,10,7,3,11,8,4,3,5,6,4,8,11,5,7,3,5,3,6,5,7,3,5,2,4,3,6,2,3,2,3,6,6,2,3,2,1,2,6,4,2,1,1,1,2,5,1,3,0,1,1,1,0,3,2,2,1,0,2
2017-06-30,E00030798,Trafford - E00030798,OA,Persons,333,60,173,100,7,6,1,4,6,2,7,3,4,3,3,2,3,2,3,4,0,3,2,2,0,1,2,3,1,7,1,1,3,4,3,8,4,6,4,8,4,2,3,7,4,0,7,4,8,7,4,3,5,3,1,2,3,7,7,4,6,2,0,3,5,1,1,2,5,1,3,0,2,2,0,3,3,3,4,0,5,1,3,2,6,4,3,1,3,6,9,5,5,5,21
2017-06-30,E00030802,Trafford - E00030802,OA,Persons,400,77,219,104,4,5,4,2,4,3,3,6,7,4,5,7,9,5,6,3,4,2,2,3,0,1,1,4,0,1,5,4,1,3,6,6,11,3,8,3,6,4,5,3,5,9,12,11,10,9,9,3,3,4,5,7,9,4,5,4,4,2,5,1,4,0,6,2,0,4,0,5,2,4,6,5,2,3,2,7,4,3,5,3,6,3,5,9,0,6,1,5,6,1,7
2017-06-30,E00030805,Trafford - E00030805,OA,Persons,277,59,168,50,8,4,10,4,5,3,1,5,4,1,2,5,2,2,2,1,0,0,2,2,1,2,2,3,4,1,1,4,7,1,3,4,6,5,1,1,9,7,6,9,4,7,3,3,7,6,3,5,4,3,6,3,2,4,9,3,6,1,1,2,1,0,2,1,1,1,4,2,7,3,2,2,2,5,2,3,6,1,1,2,0,1,0,2,1,0,0,2,0,0,1
2017-06-30,E00030813,Trafford - E00030813,OA,Persons,354,64,229,61,3,5,5,3,2,7,4,7,3,3,5,5,4,2,4,2,6,6,3,2,2,4,6,7,1,3,2,1,1,1,1,2,1,2,2,0,4,3,7,2,6,6,5,5,4,6,3,3,2,4,6,8,7,5,9,7,5,8,9,8,9,8,4,11,12,2,3,4,4,5,3,4,3,3,1,3,1,2,4,2,0,2,2,4,1,1,3,1,0,1,2
2017-06-30,E00030822,Trafford - E00030822,OA,Persons,317,57,193,67,0,3,2,3,1,8,3,3,9,4,3,3,3,3,3,6,5,8,9,3,0,0,4,0,1,2,0,4,1,1,0,1,3,0,2,0,3,1,2,4,4,6,3,4,4,7,9,6,6,8,5,6,4,7,6,7,7,7,5,8,7,10,2,1,0,4,5,2,6,7,2,4,1,3,2,2,3,2,1,6,0,2,1,2,5,0,3,0,0,1,3
2017-06-30,E00030827,Trafford - E00030827,OA,Persons,401,67,173,161,4,4,2,4,0,4,5,2,3,8,4,7,5,8,3,4,3,2,2,1,1,2,2,3,3,2,3,4,2,1,0,0,0,3,2,3,5,2,4,0,3,1,4,5,1,6,6,3,2,5,6,5,4,8,4,5,4,7,11,9,5,8,3,5,3,6,6,7,12,9,5,4,5,9,5,6,3,3,4,8,5,5,2,4,4,6,5,4,4,2,28
2017-06-30,E00030845,Trafford - E00030845,OA,Persons,350,87,187,76,1,3,6,4,4,5,4,7,1,5,5,4,10,9,10,9,2,10,5,2,3,1,3,1,1,1,2,3,2,0,0,1,1,0,2,4,4,5,6,2,1,7,3,5,6,2,6,6,8,0,10,8,0,7,6,8,4,3,8,3,10,1,5,5,4,3,3,5,2,4,3,0,6,6,4,2,3,5,3,2,0,2,4,0,2,3,2,1,2,1,8
2017-06-30,E00030817,Trafford - E00030817,OA,Persons,379,64,225,90,2,4,3,6,2,3,8,2,3,4,4,5,2,7,5,4,9,8,4,4,1,1,5,2,4,5,4,2,4,2,2,2,1,2,3,3,3,4,5,6,4,3,3,3,1,6,6,8,6,9,8,5,9,5,6,1,5,6,6,7,4,7,10,8,3,1,4,5,5,2,2,9,5,8,5,10,8,4,5,3,1,1,3,0,0,1,3,3,1,1,0
2017-06-30,E00030826,Trafford - E00030826,OA,Persons,328,49,235,44,1,3,2,4,4,3,1,1,3,6,2,9,3,4,1,2,6,6,2,3,0,1,2,4,1,3,5,3,3,3,5,5,8,4,3,8,6,6,7,2,7,3,8,1,3,4,6,4,6,6,9,7,5,4,7,9,6,6,7,6,6,4,6,3,6,3,2,3,8,4,7,3,0,3,0,1,3,0,1,4,0,1,0,0,0,0,0,0,0,0,1
2017-06-30,E00030829,Trafford - E00030829,OA,Persons,277,40,138,99,0,0,3,0,5,1,3,1,3,3,5,1,3,5,4,3,3,5,3,1,1,2,1,3,4,3,3,1,2,0,1,2,1,3,1,2,1,0,0,5,3,3,3,1,2,3,5,2,2,9,4,4,6,1,8,3,5,2,1,1,5,4,5,2,6,4,0,6,4,5,4,3,3,2,4,3,3,9,7,7,5,2,3,1,4,5,4,3,2,0,6
2017-06-30,E00030833,Trafford - E00030833,OA,Persons,330,84,166,80,4,1,2,1,5,4,4,6,3,14,3,9,7,8,7,6,5,6,3,0,2,0,1,0,1,2,1,3,1,0,0,3,1,2,2,2,4,3,0,2,2,3,8,6,3,7,5,11,9,5,6,7,5,4,4,4,5,2,0,4,6,2,4,7,3,3,0,2,8,4,9,1,4,1,6,2,1,4,8,3,3,2,0,3,1,2,0,5,1,2,5
2017-06-30,E00030835,Trafford - E00030835,OA,Persons,310,48,191,71,1,2,2,3,0,2,2,4,5,5,5,3,7,0,5,2,4,7,6,3,1,1,4,3,1,3,3,2,3,2,2,1,2,1,2,2,2,1,1,3,1,5,4,5,2,8,3,8,9,4,1,7,6,5,4,7,11,3,1,7,7,5,4,6,8,5,3,6,3,2,8,2,5,5,3,4,2,4,2,4,2,3,0,0,1,2,0,2,3,0,0
2017-06-30,E00030834,Trafford - E00030834,OA,Persons,320,61,195,64,2,3,4,4,3,3,3,2,6,4,7,4,5,3,4,4,6,4,4,4,3,1,7,4,2,1,1,2,0,2,3,2,6,2,4,1,4,6,5,2,2,4,2,2,5,7,8,1,8,8,5,11,11,1,3,5,5,7,2,6,3,2,4,3,4,2,2,6,2,2,7,2,3,1,5,1,2,1,6,0,4,1,2,3,0,3,1,0,3,0,5
2017-06-30,E00030836,Trafford - E00030836,OA,Persons,332,70,218,44,2,2,2,3,2,2,2,4,4,4,4,5,8,9,11,6,10,7,4,2,3,5,4,5,2,1,2,2,2,2,2,2,1,0,5,3,4,1,1,1,1,1,4,3,0,5,8,3,12,10,11,8,4,6,10,2,8,8,6,8,5,7,6,5,6,1,4,2,1,3,2,3,3,1,4,3,2,0,0,1,2,2,0,4,1,0,1,0,1,0,3
2017-06-30,E00030837,Trafford - E00030837,OA,Persons,324,67,189,68,0,0,4,3,2,2,5,6,3,7,3,3,5,10,7,7,4,6,6,1,4,7,1,2,2,3,2,2,2,1,0,2,4,1,2,3,2,4,5,2,3,4,2,3,10,11,6,7,2,6,6,8,5,4,6,3,5,1,4,2,6,4,7,3,3,3,7,4,3,6,8,6,8,1,4,2,1,3,1,5,1,2,0,0,0,1,1,0,1,0,0
2017-06-30,E00030838,Trafford - E00030838,OA,Persons,336,59,202,75,0,1,2,3,2,3,2,4,2,5,7,7,5,8,3,5,3,1,8,1,2,2,5,5,5,1,2,0,1,1,2,2,1,4,1,2,2,2,6,3,0,3,2,6,3,7,6,3,9,5,9,9,13,12,4,3,5,6,7,4,2,5,5,7,5,3,3,3,3,7,3,1,4,0,2,2,3,2,1,4,3,1,3,5,4,2,1,0,2,1,12
2017-06-30,E00030815,Trafford - E00030815,OA,Persons,340,81,203,56,4,4,4,8,3,8,4,3,6,6,2,7,5,5,7,5,1,3,3,6,1,3,1,3,0,2,1,2,1,3,3,2,1,1,2,8,7,6,3,11,3,4,6,7,6,6,4,2,5,6,5,6,10,7,3,4,4,6,10,2,3,5,3,8,4,1,5,2,2,2,7,4,3,2,3,1,1,2,4,1,5,4,1,3,1,0,0,1,0,0,1
2017-06-30,E00030819,Trafford - E00030819,OA,Persons,366,81,228,57,2,6,1,3,5,3,3,9,3,5,7,7,10,7,5,5,8,3,9,2,4,2,3,2,4,3,4,1,5,6,2,6,2,2,3,2,7,6,3,4,2,2,3,5,7,6,8,5,6,7,8,6,3,6,9,6,7,9,8,4,4,3,4,4,3,1,5,5,4,3,6,0,3,4,1,2,1,3,1,3,2,2,0,0,1,0,1,0,0,0,9
2017-06-30,E00030821,Trafford - E00030821,OA,Persons,390,108,227,55,3,4,7,6,5,11,5,11,10,5,10,9,9,4,6,3,2,7,3,7,2,3,3,3,1,3,3,4,3,0,1,1,2,1,3,4,6,7,7,5,2,7,8,7,5,7,9,3,9,3,8,8,5,5,7,11,7,2,7,6,5,2,3,6,4,3,6,3,2,2,4,1,2,5,1,2,1,0,3,4,2,1,2,1,0,2,0,0,0,2,6
2017-06-30,E00030842,Trafford - E00030842,OA,Persons,352,96,202,54,1,5,8,3,5,5,5,2,9,9,8,10,6,6,8,6,7,4,3,2,0,2,2,2,2,1,2,2,0,0,3,2,6,4,2,4,9,2,4,2,3,3,8,3,7,8,9,6,4,5,4,7,9,4,7,9,9,5,7,3,3,4,3,3,2,1,6,1,1,4,4,3,2,4,3,0,0,1,0,3,2,2,3,1,2,1,2,3,1,0,4
2017-06-30,E00030844,Trafford - E00030844,OA,Persons,358,82,222,54,1,2,2,4,3,0,4,7,5,8,6,4,5,10,13,8,8,5,12,3,1,0,3,2,1,4,3,4,0,2,1,3,1,1,3,2,0,2,4,0,3,3,5,3,4,10,8,6,5,1,8,5,12,10,14,5,4,8,4,6,7,4,10,6,6,3,3,5,3,3,4,3,2,6,1,3,0,2,5,2,1,1,1,0,4,1,0,0,0,1,0
2017-06-30,E00030811,Trafford - E00030811,OA,Persons,281,42,168,71,0,0,2,1,1,2,1,1,3,3,3,2,6,5,4,8,5,4,5,1,0,1,0,2,2,1,3,0,2,2,2,1,2,4,2,5,0,5,1,6,1,3,4,6,1,2,5,4,3,1,7,10,6,8,4,2,5,5,4,9,5,3,5,5,4,2,2,5,6,6,5,5,1,3,4,3,3,4,0,4,1,3,4,0,1,0,0,3,1,0,5
