OBJECTID,ListEntry,Name,Grade,ListDate,AmendDate,CaptureScale,hyperlink,NGR,Easting,Northing,area_code,area_name
97485,1119591,The Elms,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1119591,SJ 76476 87730,376476,387730.36084392,E08000009,Trafford
97511,1119617,Market House,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1119617,SJ 76693 87896,376693,387896.36084391,E08000009,Trafford
98745,1120856,Charcoal Lodge,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120856,SJ 74563 87382,374562.969,387382.07884392,E08000009,Trafford
98756,1120867,Christ Church,II,1985-04-26T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120867,SJ 79082 88190,379082,388190.36084391,E08000009,Trafford
98768,1120879,Seamon's Moss Bridge,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120879,SJ 75282 88646,375282,388646.36084392,E08000009,Trafford
98775,1120886,The Old Hall,II,1978-10-22T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120886,SJ 77705 88227,377705,388227.36084392,E08000009,Trafford
98806,1120917,"1-11, Sandiway Road",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120917,SJ 76693 88563,376693,388563.36084391,E08000009,Trafford
98810,1120921,16 Old Market Place,II,1985-07-12T00:00:00Z,2018-10-03T09:44:31Z,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1120921,SJ 76818 88084,376827.975002289,388079.499738014,E08000009,Trafford
98822,1120933,"2, 2a, 4a And 4, Old Market Place",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1120933,SJ 76776 88030,376776,388030.36084392,E08000009,Trafford
99434,1121549,"1, Church Brow",II,1979-08-09T00:00:00Z,1986-02-27T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121549,SJ 75807 86847,375807,386847.36084392,E08000009,Trafford
99786,1121901,Freestanding Pier To North West Corner Of Garden Forecourt,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121901,SJ7347287356,373472.270200729,387356.344449997,E08000009,Trafford
99789,1121904,Langham Grove Obelisk,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121904,SJ7349786979,373496.750001907,386978.557250977,E08000009,Trafford
99798,1121913,Pier At South East Corner Of Forecourt Garden,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121913,SJ 73582 87324,373582.107,387324.71884392,E08000009,Trafford
99808,1121923,Deer House,II,1959-03-05T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121923,SJ 74334 87316,374334.293,387316.22784392,E08000009,Trafford
99824,1121939,Willow Cottage,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121939,SJ7240488017,372403.697202683,388016.560152054,E08000009,Trafford
99827,1121942,Bollington Mill,II,1974-04-02T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121942,SJ 73020 87119,373020.126,387118.97884392,E08000009,Trafford
99840,1121956,Barn Cottages,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121956,SJ 73361 87384,373361,387384.36084392,E08000009,Trafford
99845,1121961,Moss Cottage,II,1976-04-26T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121961,SJ 76640 86440,376640,386440.36084392,E08000009,Trafford
99850,1121966,Moss Farmhouse,II,1976-04-26T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121966,SJ 76580 86383,376580,386383.36084391,E08000009,Trafford
99865,1121981,The White Cottage,II,1985-07-12T00:00:00Z,1986-04-03T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1121981,SJ 75745 86807,375745,386807.36084392,E08000009,Trafford
100529,1122650,Church Of St Mary The Virgin,II*,1985-07-12T00:00:00Z,1986-04-03T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1122650,SJ 75864 86846,375864,386846.36084392,E08000009,Trafford
100566,1122687,"7a Bowden Old Forge And 8, 9 And 10",II,1979-08-09T00:00:00Z,1986-04-03T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1122687,SJ 75761 86828,375761,386828.36084392,E08000009,Trafford
140301,1162750,Former Cross Base In St Matthew's Churchyard,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162750,SJ 79443 94193,379443,394193.36084392,E08000009,Trafford
140345,1162794,Gorse Hill Park Entrance Portal And Lodges,II,1963-06-20T00:00:00Z,1987-06-30T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162794,SJ 80437 95562,380437.403,395562.47384392,E08000009,Trafford
140352,1162801,Union Baptist Church,II,1981-03-27T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162801,SJ 80355 94295,380355,394295.36084392,E08000009,Trafford
140381,1162830,The Old Rectory,II,1978-09-21T00:00:00Z,1987-06-30T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162830,SJ 74320 93960,374320,393960.36084391,E08000009,Trafford
140386,1162835,Jones Chest Tomb To South Of Church Of St Michael,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162835,SJ 74732 93950,374732,393950.36084392,E08000009,Trafford
140388,1162837,Yew Tree Farmhouse,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162837,SJ 74651 95815,374651,395815.36084392,E08000009,Trafford
140396,1162845,Commemorative Urn Opposite Junction With Lowood Avenue,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162845,SJ 74918 95652,374918,395652.36084391,E08000009,Trafford
140412,1162861,Wall On North Side Of Garden At Flixton House,II,1981-01-08T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162861,SJ 74702 94399,374702,394399.36084392,E08000009,Trafford
140428,1162878,Church Of St Clement,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162878,SJ 76816 94318,376816,394318.36084392,E08000009,Trafford
140439,1162889,All Saints' Presbytery,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162889,SJ 76690 97454,376689.747,397454.65584391,E08000009,Trafford
140444,1162894,"16, The Village",II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1162894,SJ 74584 94017,374584,394017.36084391,E08000009,Trafford
217437,1240376,The Top Rank Club (Former Essoldo Cinema),II,1994-03-28T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1240376,SJ 79797 94420,379797,394420.36084392,E08000009,Trafford
217469,1240409,Essence Factory,II,1994-02-01T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1240409,SJ 82304 96578,382304,396578.36084392,E08000009,Trafford
222269,1245224,Brooklands Station,II,1999-01-11T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1245224,SJ 78442 91198,378442.000001907,391198.36084938,E08000009,Trafford
230110,1253113,Boundary Stone,II,1987-08-27T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1253113,SJ 76379 87408,376379,387408.36084391,E08000009,Trafford
230111,1253114,The Railway Inn Public House,II,1993-07-21T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1253114,SJ 76642 89262,376641.531,389262.33784392,E08000009,Trafford
232523,1255540,Brindleys Weir,II,1996-03-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1255540,SJ 82230 96953,382229.71,396953.73984392,E08000009,Trafford
238884,1261946,Church Of St John The Divine,II*,1974-10-03T00:00:00Z,1995-02-22T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1261946,SJ 78913 90316,378913,390316.36084392,E08000009,Trafford
286131,1309483,Stretford War Memorial,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1309483,SJ 80403 95582,380403.107,395582.54684392,E08000009,Trafford
286133,1309485,St Ann's Presbytery,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1309485,SJ 79938 94671,379938,394671.36084392,E08000009,Trafford
299548,1323017,"16, Langham Road (See Details For Further Address Information)",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1323017,SJ 76413 86649,376413,386649.36084391,E08000009,Trafford
299686,1323156,West Bank Farmhouse,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1323156,SJ 75452 86116,375452,386116.36084392,E08000009,Trafford
300270,1323744,"1, 1a And 3 Market Street And 2 Post Office Street",II,1985-07-12T00:00:00Z,1986-01-24T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1323744,SJ7676188012,376760.879899979,388011.899499893,E08000009,Trafford
301716,1325200,Church Of St Margaret,II*,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1325200,SJ 76017 87852,376017,387852.36084392,E08000009,Trafford
313891,1337466,Barn 200 Metres North West Of Gardener's Cottage,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1337466,SJ 73619 87739,373619,387739.36084391,E08000009,Trafford
314064,1337640,Manor Farmhouse With Forecourt Railings And Gates,II,1959-03-05T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1337640,SJ7252387991,372523.103200912,387990.80465126,E08000009,Trafford
314085,1337661,"Magnolia
 And The Meadows",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1337661,SJ7412087984,374119.816301346,387983.557352066,E08000009,Trafford
314091,1337667,The Village Farmhouse Including Gatepiers,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1337667,SJ 72506 88028,372506,388028.36084392,E08000009,Trafford
314916,1338497,Sundial Post In Graveyard Of Church Of Saint Mary,II,1985-07-12T00:00:00Z,1986-04-03T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1338497,SJ 75863 86820,375863,386820.36084392,E08000009,Trafford
314938,1338520,The Griffin,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1338520,SJ7592386861,375922.953100204,386861.257951736,E08000009,Trafford
314966,1338548,"Lime Tree Cottage
Yew Tree Cottage",II,1985-07-12T00:00:00Z,1986-01-24T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1338548,SJ 74029 87602,374028.612,387602.67084392,E08000009,Trafford
314972,1338554,"Farm Buildings Quadrangle, Home Farm",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1338554,SJ 74401 86404,374401,386404.36084391,E08000009,Trafford
315299,1338885,Onion Farm,II,1989-07-07T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1338885,SJ 70945 89423,370945,389423.36084391,E08000009,Trafford
322578,1346199,Station Hotel,II,1992-04-27T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1346199,SJ7690287882,376902.417299271,387881.905000687,E08000009,Trafford
322949,1346576,"Cross Base
Cross Base South Of Junction With Wigsey Lane",II,1959-03-05T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1346576,SJ 69891 89559,369890.538,389559.77384392,E08000009,Trafford
322951,1346578,Heathlands Farmhouse,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1346578,SJ 71182 90145,371181.55,390144.98946891,E08000009,Trafford
324176,1347811,Paddocklake Farmhouse,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1347811,SJ 70169 89516,370169,389516.36084392,E08000009,Trafford
324181,1347816,Church Of Saint Werburg,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1347816,SJ 70479 89152,370479,389152.36084391,E08000009,Trafford
324254,1347890,Church Of Saint Anne,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1347890,SJ 79524 91609,379524,391609.36084392,E08000009,Trafford
324737,1348375,Manor House Stables,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1348375,SJ 79021 85922,379021,385922.36084391,E08000009,Trafford
324865,1348503,"Turvelaws
White Thorn Lodge",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1348503,SJ 78312 86788,378312,386788.36084392,E08000009,Trafford
325403,1349044,"Farm Cottage
Rose Cottage",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1349044,SJ 73917 87520,373916.838,387520.17684392,E08000009,Trafford
332793,1356473,2 Piers And Lakeside Wall (Including The Entire Length Which Has A Moulded Coping),II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356473,SJ7346787460,373467.23730278,387460.451951981,E08000009,Trafford
332796,1356476,"Bowdon Downs Church, Schoolroom And Lecture Hall",II,1974-10-24T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356476,SJ 76221 87373,376221,387373.36084392,E08000009,Trafford
332797,1356477,"32 And 34, The Downs",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356477,SJ 76574 87525,376574,387525.36084391,E08000009,Trafford
332798,1356478,"7, Market Street",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356478,SJ 76749 87988,376749,387988.36084392,E08000009,Trafford
332799,1356479,Richmond House,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356479,SJ7646587705,376465.192602158,387705.29834938,E08000009,Trafford
332800,1356480,"Lloyds Bank, Bank House And Number 7",II,1976-05-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356480,SJ7676188063,376761.055799484,388062.840801239,E08000009,Trafford
332801,1356481,"13-21, Sandiway Road",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356481,SJ 76745 88554,376745,388554.36084392,E08000009,Trafford
332802,1356482,The Downs Cottage,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356482,SJ 76178 87472,376178,387472.36084392,E08000009,Trafford
332813,1356493,Stone Flag Wall Around Old Stocks And Cross,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356493,SJ 69884 89563,369884.078,389563.84284392,E08000009,Trafford
332814,1356494,Slaughterhouse,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356494,SJ 73999 87052,373999,387052.36084392,E08000009,Trafford
332815,1356495,Stables To South Of Hall,I,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356495,SJ 73462 87303,373462,387303.36084392,E08000009,Trafford
332816,1356496,Sundial On Garden Forecourt,II,1985-07-12T00:00:00Z,NA,Unknown,https://historicengland.org.uk/listing/the-list/list-entry/1356496,SJ7350787376,373507.215799332,387375.996601105,E08000009,Trafford
332817,1356497,Big Tree Cottages,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356497,SJ 73962 87585,373961.976,387585.58884392,E08000009,Trafford
332818,1356498,Ivy House,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356498,SJ 73976 87561,373976,387561.36084392,E08000009,Trafford
332819,1356499,"Hale Station, West Platform Building, Canopy And Signal Box",II,1977-05-02T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356499,SJ 76974 86907,376974,386907.36084391,E08000009,Trafford
332820,1356500,Hale Chapel,II*,1950-03-02T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356500,SJ 79142 85446,379142,385446.36084392,E08000009,Trafford
332821,1356501,Halecroft,II*,1975-10-13T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356501,SJ7871786355,378716.679800034,386354.712301254,E08000009,Trafford
332822,1356502,Hale Chapel Sunday School And Schoolmaster's House,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356502,SJ 79262 85846,379262,385846.36084391,E08000009,Trafford
332823,1356503,Sundial To Rear Of The Old Farm,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356503,SJ 78343 86491,378343,386491.36084392,E08000009,Trafford
332824,1356504,Mile Post At Shepherds Brow,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356504,SJ 75274 87335,375274,387335.36084391,E08000009,Trafford
332825,1356505,"Cransley
Summerfield",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356505,SJ 76171 86610,376171,386610.36084391,E08000009,Trafford
332826,1356506,Hilston House,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356506,SJ 75338 87245,375338,387245.36084392,E08000009,Trafford
332827,1356507,War Memorial To North East Of St Mary's Church,II,1985-07-12T00:00:00Z,1986-04-03T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356507,SJ 75885 86862,375885,386862.36084392,E08000009,Trafford
332828,1356508,"Scriven House, The Ridge, Adjoining Shop, The Hollies And Farwood",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356508,SJ 76003 86800,376003,386800.36084392,E08000009,Trafford
332829,1356509,"Oakfield Cottage
The Cottage",II,1984-08-29T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356509,SJ 76514 86932,376514,386932.36084392,E08000009,Trafford
332830,1356510,Brick Kiln Lane Bridge,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356510,SJ7300887355,373007.736600876,387355.204000473,E08000009,Trafford
332831,1356511,Big Tree House,II,1976-04-26T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356511,SJ 74013 87586,374013,387586.36084392,E08000009,Trafford
332832,1356512,Dunham Hall,I,1959-03-05T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356512,SJ 73488 87422,373488.402,387422.44084392,E08000009,Trafford
332837,1356517,"Bridgewater Canal Aqueduct
Bridgewater Canal Aqueduct Over Hawthorn Road",II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356517,SJ 79667 93798,379666.932,393797.91284391,E08000009,Trafford
332838,1356518,Church Of St Matthew,II,1963-06-20T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356518,SJ 79482 94175,379482,394175.36084392,E08000009,Trafford
332839,1356519,Church Of St Ann,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356519,SJ 79917 94655,379917,394655.36084392,E08000009,Trafford
332841,1356521,Sundial Immediately South Of Church Of St Michael,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356521,SJ 74728 93953,374728,393953.36084392,E08000009,Trafford
332843,1356523,Newcroft House,II,1987-06-30T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356523,SJ 77780 94506,377780,394506.36084392,E08000009,Trafford
332844,1356524,Broadoaks,II,1975-10-13T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356524,SJ 78191 86515,378191,386515.36084392,E08000009,Trafford
332845,1356525,The Shiel,II,1975-10-13T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356525,SJ 78273 86556,378273,386556.36084391,E08000009,Trafford
332846,1356526,The Homestead,II,1975-10-13T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356526,SJ 78297 86594,378297,386594.36084392,E08000009,Trafford
332847,1356527,"Sundial, Saint Martin's Church Graveyard",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356527,SJ 77245 92981,377245,392981.36084392,E08000009,Trafford
332848,1356528,"Moss Cottage
The Beech",II,1966-11-11T00:00:00Z,1985-07-12T00:00:00Z,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356528,SJ 77350 91936,377350,391936.36084391,E08000009,Trafford
332849,1356529,Sale Old Hall Dovecote,II,1975-03-27T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1356529,SJ7938791272,379386.84070015,391271.939001083,E08000009,Trafford
332850,1356530,Barn To South West Of The Bent Farmhouse,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356530,SJ 70383 89132,370383,389132.36084392,E08000009,Trafford
332851,1356531,The School,II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356531,SJ 71104 89220,371104,389220.36084391,E08000009,Trafford
332852,1356532,"Timber Framed Farm Building, South Side Of Warburton Park Farmyard",II,1985-07-12T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1356532,SJ7014690199,370146.132799149,390198.864751816,E08000009,Trafford
365230,1389135,Sale And Brooklands Cemetery Chapel,II,2000-12-12T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389135,SJ7839991379,378398.641500473,391378.779050827,E08000009,Trafford
365236,1389141,Church Of St Mary,II,2001-01-17T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389141,SJ7182991580,371828.716100693,391580.376451492,E08000009,Trafford
365694,1389603,Altrincham And Dunham Massey War Memorial,II,2001-12-05T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389603,SJ 75967 87751,375966.53550148,387751.567850113,E08000009,Trafford
365707,1389616,Gatepiers And Walls To Timperley Lodge,II,2001-12-12T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389616,"SJ 76913 89827, SJ 76920 89835, SJ 76910 89829, SJ 76918 89838","376909.953, 376909.953, 376909.953, 376909.953","389829.71384392, 389829.71384392, 389829.71384392, 389829.71384392",E08000009,Trafford
365707,1389616,Gatepiers And Walls To Timperley Lodge,II,2001-12-12T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389616,"SJ 76913 89827, SJ 76920 89835, SJ 76910 89829, SJ 76918 89838","376909.953, 376909.953, 376909.953, 376909.953","389829.71384392, 389829.71384392, 389829.71384392, 389829.71384392",E08000009,Trafford
365707,1389616,Gatepiers And Walls To Timperley Lodge,II,2001-12-12T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389616,"SJ 76913 89827, SJ 76920 89835, SJ 76910 89829, SJ 76918 89838","376909.953, 376909.953, 376909.953, 376909.953","389829.71384392, 389829.71384392, 389829.71384392, 389829.71384392",E08000009,Trafford
365707,1389616,Gatepiers And Walls To Timperley Lodge,II,2001-12-12T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1389616,"SJ 76913 89827, SJ 76920 89835, SJ 76910 89829, SJ 76918 89838","376909.953, 376909.953, 376909.953, 376909.953","389829.71384392, 389829.71384392, 389829.71384392, 389829.71384392",E08000009,Trafford
366905,1390816,The Main Office Block To The Linotype Works,II,2004-03-16T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1390816,SJ7627988914,376279.015100479,388913.517999649,E08000009,Trafford
367644,1391565,Arden Hall,II,2006-04-18T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1391565,SJ 78604 90918,378604.15,390918.80034391,E08000009,Trafford
367998,1391923,Trafford Town Hall,II,2007-03-27T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1391923,SJ 81007 95778,381007.45,395778.56246892,E08000009,Trafford
368631,1392565,Barn North East Of Heathlands Farmhouse,II,2008-04-22T00:00:00Z,NA,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1392565,SJ 71194 90153,371193.6,390152.86984392,E08000009,Trafford
369477,1393422,The Moorfield,II,2010-01-13T00:00:00Z,NA,Unknown,https://historicengland.org.uk/listing/the-list/list-entry/1393422,SJ 79402 91221,379402,391221.36084392,E08000009,Trafford
372339,1396300,The Church Of St Vincent De Paul And Presbytery,II,2010-11-16T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1396300,SJ 76412 87777,376412.448,387777.14484392,E08000009,Trafford
372767,1401662,The Volunteer Hotel,II,2012-02-08T16:16:42Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1401662,SJ7867392455,378673.150001526,392455.060874755,E08000009,Trafford
372858,1403203,"Church Of St Mary The Virgin, Including Boundary Wall And Railings",II,2013-02-26T11:10:44Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1403203,SJ7571995605,375719.050001144,395605.504262946,E08000009,Trafford
373005,1405212,32-34 Railway Street,II,2011-11-22T12:33:38Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1405212,SJ7669487639,376694.050001144,387640.54033187,E08000009,Trafford
373896,1416956,"War Memorial In St Mary's Churchyard, Davyhulme",II,2014-04-23T09:36:33Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1416956,SJ7571595620,375714.925001144,395620.490057792,E08000009,Trafford
373897,1416963,Davyhulme Circle War Memorial,II,2014-04-03T09:40:39Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1416963,SJ7637395711,376373.175001144,395710.538967662,E08000009,Trafford
375179,1431675,"Church Of St Peter, Hale",II,2016-04-15T09:38:23Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1431675,SJ7736086551,377359.950000763,386550.597876101,E08000009,Trafford
375180,1431681,War Memorial In St Werburg's Churchyard,II,2016-02-18T14:33:40Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1431681,SJ7046089148,370460.284301758,389148.413577293,E08000009,Trafford
375400,1433672,"War Memorial Cross In The Grounds Of The Church Of St Anne, Sale",II,2016-04-01T12:00:59Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1433672,SJ7953991612,379538.713399887,391612.175100327,E08000009,Trafford
