area_code,area_name,geography,period,indicator,central_heating_type,measure,unit,value
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,2
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,42
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,6
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,583
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,171
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,2
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,4
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,7
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,47
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,22
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,707
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,3
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,260
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,6
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,13
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,7
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,64
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,9
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,22
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,656
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,191
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,1
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,1
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,7
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,65
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,15
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,550
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,35
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,22
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,2
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,4
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,42
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,6
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,693
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,6
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,29
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,2
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,1
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,76
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,10
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,559
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,4
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,61
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,1
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,45
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,1
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,499
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,36
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,27
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,4
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,568
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,3
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,1
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,43
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,2
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,580
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,13
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,1
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,29
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,6
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,552
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,55
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,4
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,2
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,27
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,14
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,634
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,26
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,1
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,4
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,67
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,15
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,583
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,3
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,18
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,5
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,47
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,4
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,12
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,514
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,3
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,20
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,1
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,4
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,40
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,4
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,8
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,545
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,6
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,62
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,2
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,2
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,7
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,10
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,58
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,11
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,510
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,5
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,15
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,2
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,17
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,65
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,5
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,527
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,11
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,27
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,4
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,551
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,15
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,3
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,33
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
