area_code,area_name,geography,period,indicator,household_bedrooms,measure,unit,value
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,305
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,142
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,22
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,28
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,293
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,174
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,118
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,237
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,280
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,119
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,123
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,88
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,276
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,209
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,150
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,286
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,213
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,43
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,65
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,254
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,328
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,136
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,85
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,71
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,359
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,139
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,1
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,23
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,343
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,162
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,107
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,199
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,213
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,170
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,214
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,258
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,193
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,200
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,39
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,225
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,245
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,152
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,82
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,362
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,420
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,48
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,78
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,159
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,356
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,87
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,26
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,115
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,391
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,134
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,65
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,125
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,359
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,128
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,94
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,230
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,394
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,51
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,8
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,64
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,227
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,213
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,26
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,91
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,314
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,118
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,56
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,110
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,371
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,190
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,124
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,217
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,312
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,164
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,57
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,186
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,360
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,165
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,141
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,336
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,122
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,224
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,404
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,413
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,183
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,92
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,129
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,374
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,175
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,266
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,104
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,124
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,178
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,269
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,52
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,385
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,247
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,131
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,57
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,204
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,142
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,281
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,24
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,40
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,203
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,299
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,3
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,52
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,212
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,354
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,27
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,34
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,360
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,206
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,48
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,82
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,335
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,184
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,43
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,179
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,454
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,74
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,29
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,244
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,321
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,80
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,14
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,158
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,385
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,39
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,95
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,134
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,408
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,66
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,24
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,245
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,303
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,50
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,62
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,47
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,343
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,119
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,18
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,32
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,421
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,134
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,108
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,255
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,339
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,42
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,32
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,144
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,399
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,150
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,14
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,84
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,439
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,62
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,47
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,393
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,455
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,262
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,29
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,146
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,295
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,32
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,12
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,170
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,341
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,160
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,186
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,219
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,228
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,90
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,126
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,225
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,301
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,82
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,97
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,332
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,441
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,121
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,30
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,45
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,314
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,205
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,5
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,54
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,316
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,197
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,77
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,75
