area_code,area_name,geography,period,indicator,central_heating_type,measure,unit,value
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,22
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,220
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,9
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,50
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,3236
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,11
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,124
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,3
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,1
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,16
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,46
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,309
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,6
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,42
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2671
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,4
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,435
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,3
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,1
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,1
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,3
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,11
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,184
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,3
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,22
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2891
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,4
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,48
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,1
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,1
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,2
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,5
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,182
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,10
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,44
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2846
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,5
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,270
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,21
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,12
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,21
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,282
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,11
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,20
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2680
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,2
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,156
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,2
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,15
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,8
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,183
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,5
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,56
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,3501
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,9
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,337
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,4
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,4
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,11
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,15
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,282
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,7
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,36
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,3003
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,23
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,558
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,38
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,4
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,4
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,14
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,67
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,23
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,311
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,12
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,25
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2691
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,6
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,199
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,1
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,8
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,182
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,10
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,21
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2771
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,6
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,207
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,4
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,1
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,10
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,2
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,12
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,217
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,11
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,20
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,2681
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,8
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,79
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,10
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,9
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,2
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,7
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,230
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,10
