area_code,area_name,geography,period,indicator,accommodation_type,measure,unit,value
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,A caravan or other mobile or temporary structure,Count,Households,1
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Detached,Count,Households,666
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Semi-detached,Count,Households,1252
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Terraced,Count,Households,813
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,In a purpose-built block of flats or tenement,Count,Households,322
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of a converted or shared house, including bedsits",Count,Households,44
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of another converted building, for example, former school, church or warehouse",Count,Households,15
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"In a commercial building, for example, in an office building, hotel or over a shop",Count,Households,12
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,A caravan or other mobile or temporary structure,Count,Households,0
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Detached,Count,Households,981
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Semi-detached,Count,Households,596
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Terraced,Count,Households,807
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,In a purpose-built block of flats or tenement,Count,Households,634
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of a converted or shared house, including bedsits",Count,Households,174
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of another converted building, for example, former school, church or warehouse",Count,Households,38
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"In a commercial building, for example, in an office building, hotel or over a shop",Count,Households,24
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,A caravan or other mobile or temporary structure,Count,Households,2
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Detached,Count,Households,1955
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Semi-detached,Count,Households,666
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,Terraced,Count,Households,177
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,In a purpose-built block of flats or tenement,Count,Households,238
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of a converted or shared house, including bedsits",Count,Households,9
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"Part of another converted building, for example, former school, church or warehouse",Count,Households,5
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,"In a commercial building, for example, in an office building, hotel or over a shop",Count,Households,7
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Households in England and Wales by accommodation type,A caravan or other mobile or temporary structure,Count,Households,2
