period,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2020-06-30,E08000009,Trafford,Local authority,Females,121367,24779,73802,22786,1177,1342,1335,1523,1581,1461,1622,1541,1645,1745,1704,1687,1692,1618,1588,1518,1470,1453,1386,842,788,891,990,1165,1188,1165,1101,1077,1272,1337,1421,1416,1437,1473,1677,1755,1813,1697,1856,1985,1776,1941,1839,1668,1695,1692,1607,1738,1841,1806,1799,1717,1749,1746,1771,1732,1765,1692,1568,1522,1383,1371,1358,1232,1139,1191,1075,1088,1023,1107,1163,1090,1164,1225,964,988,971,889,749,706,787,755,679,644,634,574,522,418,389,383,1608
2020-06-30,E08000009,Trafford,Local authority,Males,116212,25916,71639,18657,1239,1339,1447,1482,1598,1562,1678,1673,1837,1794,1718,1752,1830,1666,1662,1639,1507,1501,1366,948,886,1030,1113,1266,1197,1323,1340,1264,1326,1311,1231,1411,1475,1332,1509,1498,1587,1620,1586,1790,1703,1750,1661,1642,1530,1642,1662,1638,1749,1709,1638,1714,1610,1548,1624,1656,1638,1647,1560,1369,1408,1361,1314,1265,1184,1153,1092,1020,1026,1035,1005,1009,1147,1091,815,785,788,744,604,549,538,573,511,460,419,372,327,312,250,236,796
2020-06-30,E08000009,Trafford,Local authority,Persons,237579,50695,145441,41443,2416,2681,2782,3005,3179,3023,3300,3214,3482,3539,3422,3439,3522,3284,3250,3157,2977,2954,2752,1790,1674,1921,2103,2431,2385,2488,2441,2341,2598,2648,2652,2827,2912,2805,3186,3253,3400,3317,3442,3775,3479,3691,3500,3310,3225,3334,3269,3376,3590,3515,3437,3431,3359,3294,3395,3388,3403,3339,3128,2891,2791,2732,2672,2497,2323,2344,2167,2108,2049,2142,2168,2099,2311,2316,1779,1773,1759,1633,1353,1255,1325,1328,1190,1104,1053,946,849,730,639,619,2404
