period,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2019-06-30,E08000009,Trafford,Local authority,Females,121276,24822,73795,22659,1310,1299,1485,1539,1437,1603,1535,1613,1729,1685,1673,1705,1627,1589,1523,1470,1432,1457,1278,867,815,898,1053,1159,1163,1112,1093,1242,1296,1365,1368,1393,1457,1642,1726,1795,1661,1817,1958,1755,1929,1829,1683,1709,1697,1626,1757,1849,1808,1810,1736,1761,1762,1795,1780,1809,1723,1587,1542,1405,1400,1378,1241,1170,1207,1096,1105,1033,1122,1171,1112,1177,1240,976,1005,994,917,774,738,818,787,714,688,665,611,564,463,441,435,432,1581
2019-06-30,E08000009,Trafford,Local authority,Males,116078,25850,71704,18524,1284,1417,1435,1565,1550,1656,1641,1828,1770,1704,1710,1819,1648,1670,1653,1500,1510,1440,1301,999,980,1009,1202,1142,1303,1318,1223,1306,1355,1234,1363,1476,1326,1481,1506,1582,1562,1584,1780,1676,1730,1630,1631,1524,1662,1663,1678,1751,1722,1644,1740,1625,1567,1660,1680,1659,1677,1589,1400,1422,1379,1337,1291,1210,1175,1127,1051,1050,1048,1021,1035,1171,1113,840,809,827,776,638,575,575,615,557,493,469,411,378,349,296,275,249,776
2019-06-30,E08000009,Trafford,Local authority,Persons,237354,50672,145499,41183,2594,2716,2920,3104,2987,3259,3176,3441,3499,3389,3383,3524,3275,3259,3176,2970,2942,2897,2579,1866,1795,1907,2255,2301,2466,2430,2316,2548,2651,2599,2731,2869,2783,3123,3232,3377,3223,3401,3738,3431,3659,3459,3314,3233,3359,3289,3435,3600,3530,3454,3476,3386,3329,3455,3460,3468,3400,3176,2942,2827,2779,2715,2532,2380,2382,2223,2156,2083,2170,2192,2147,2348,2353,1816,1814,1821,1693,1412,1313,1393,1402,1271,1181,1134,1022,942,812,737,710,681,2357
