period,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2019-06-30,E01006114,Trafford 004B,LSOA,Males,859,183,569,107,21,15,13,14,11,14,10,9,7,8,11,10,6,9,14,11,12,17,15,12,7,16,9,15,16,8,14,11,13,13,10,15,12,17,15,11,9,13,9,13,10,9,12,8,10,13,14,12,9,19,14,11,9,11,5,16,14,7,9,10,8,9,9,10,9,10,6,8,4,5,10,11,4,1,5,4,2,4,1,4,4,1,2,2,3,2,1,1,1,2,9
2019-06-30,E01006114,Trafford 004B,LSOA,Persons,1752,378,1145,229,29,23,22,27,19,30,23,20,25,15,22,29,16,22,29,27,24,29,36,21,17,22,26,30,26,22,25,23,17,22,28,26,26,25,30,22,22,32,23,25,23,20,21,23,21,25,33,24,24,33,30,22,18,26,14,25,22,20,16,23,16,21,14,15,17,14,11,13,12,9,18,14,11,9,11,11,6,8,6,7,7,7,7,5,9,4,6,3,4,3,14
2019-06-30,E01006115,Trafford 004C,LSOA,Females,802,150,554,98,4,9,4,6,8,10,14,10,8,10,10,10,7,12,13,15,9,12,10,11,11,6,13,13,12,12,12,14,7,13,14,9,8,7,10,13,13,10,24,12,9,18,9,9,12,6,6,8,9,7,16,15,11,18,15,19,10,14,15,7,9,9,12,9,7,5,2,6,3,4,5,4,5,1,1,8,5,4,2,3,3,2,2,3,7,0,5,3,1,1,13
2019-06-30,E01006115,Trafford 004C,LSOA,Males,764,139,540,85,7,9,5,6,4,12,8,10,8,8,13,11,10,8,8,12,11,9,6,6,10,7,18,12,6,10,9,6,8,8,14,10,8,11,11,6,14,8,18,11,9,15,11,16,14,10,14,10,14,11,10,9,13,17,17,10,15,11,14,9,9,11,13,8,13,8,0,3,12,2,7,4,1,2,3,5,3,1,1,1,1,3,1,2,3,2,5,4,4,3,4
2019-06-30,E01006115,Trafford 004C,LSOA,Persons,1566,289,1094,183,11,18,9,12,12,22,22,20,16,18,23,21,17,20,21,27,20,21,16,17,21,13,31,25,18,22,21,20,15,21,28,19,16,18,21,19,27,18,42,23,18,33,20,25,26,16,20,18,23,18,26,24,24,35,32,29,25,25,29,16,18,20,25,17,20,13,2,9,15,6,12,8,6,3,4,13,8,5,3,4,4,5,3,5,10,2,10,7,5,4,17
2019-06-30,E01006116,Trafford 002A,LSOA,Females,689,154,413,122,11,6,5,13,14,12,7,9,13,11,8,12,10,9,13,1,3,6,5,3,4,2,7,8,9,7,6,10,4,9,8,13,9,12,8,13,16,3,11,11,5,11,9,13,12,8,10,6,9,12,16,11,16,9,6,7,8,9,8,13,5,3,8,6,6,8,8,3,4,9,5,7,12,5,6,7,4,5,4,3,4,4,4,3,3,2,0,4,1,3,4
2019-06-30,E01006116,Trafford 002A,LSOA,Males,670,168,378,124,9,9,8,13,9,6,12,16,11,13,8,15,7,14,5,13,5,12,3,10,6,8,8,8,7,5,3,5,6,3,6,4,6,9,7,8,9,7,6,8,15,3,14,5,11,7,10,10,10,8,12,7,10,14,8,8,3,5,10,11,11,5,5,12,5,4,6,3,7,3,9,14,7,7,6,5,7,7,3,4,0,3,1,3,4,2,4,3,0,1,11
2019-06-30,E01006116,Trafford 002A,LSOA,Persons,1359,322,791,246,20,15,13,26,23,18,19,25,24,24,16,27,17,23,18,14,8,18,8,13,10,10,15,16,16,12,9,15,10,12,14,17,15,21,15,21,25,10,17,19,20,14,23,18,23,15,20,16,19,20,28,18,26,23,14,15,11,14,18,24,16,8,13,18,11,12,14,6,11,12,14,21,19,12,12,12,11,12,7,7,4,7,5,6,7,4,4,7,1,4,15
2019-06-30,E01006117,Trafford 002B,LSOA,Females,874,174,511,189,13,8,10,11,8,11,13,11,12,12,11,13,10,6,12,13,9,9,15,4,3,6,5,8,4,5,9,6,10,3,9,7,10,11,12,8,12,12,15,7,13,6,9,13,16,12,17,15,14,12,16,19,17,13,7,19,9,11,12,12,11,18,4,11,6,10,13,8,8,9,15,10,12,12,11,14,6,10,10,5,3,4,3,4,1,7,0,0,5,0,9
2019-06-30,E01006117,Trafford 002B,LSOA,Males,810,183,470,157,9,12,10,9,13,9,16,6,18,10,7,13,16,12,15,8,9,12,4,10,7,7,8,12,9,5,6,4,6,5,10,3,5,6,8,9,9,13,7,9,12,11,8,10,12,14,17,14,9,7,12,13,19,10,11,13,11,11,11,10,9,15,7,17,4,9,14,8,6,13,12,10,9,7,7,4,9,7,2,6,3,4,3,7,4,2,2,0,4,1,4
2019-06-30,E01006117,Trafford 002B,LSOA,Persons,1684,357,981,346,22,20,20,20,21,20,29,17,30,22,18,26,26,18,27,21,18,21,19,14,10,13,13,20,13,10,15,10,16,8,19,10,15,17,20,17,21,25,22,16,25,17,17,23,28,26,34,29,23,19,28,32,36,23,18,32,20,22,23,22,20,33,11,28,10,19,27,16,14,22,27,20,21,19,18,18,15,17,12,11,6,8,6,11,5,9,2,0,9,1,13
2019-06-30,E01006118,Trafford 002C,LSOA,Females,756,123,470,163,6,9,7,8,5,5,6,8,9,3,7,10,10,11,8,11,3,8,12,7,6,6,8,7,8,6,9,9,9,9,10,7,10,7,8,10,9,8,15,3,15,9,9,13,12,14,13,6,12,16,7,11,10,8,12,11,15,11,12,15,11,13,7,5,9,1,11,9,7,6,3,11,12,8,9,6,8,9,1,6,7,5,7,4,3,5,6,2,1,4,12
2019-06-30,E01006118,Trafford 002C,LSOA,Males,704,135,454,115,8,5,12,11,5,9,11,5,10,12,7,8,9,8,8,7,6,10,6,10,7,7,4,11,10,7,8,6,9,7,12,8,7,6,7,12,9,9,9,11,7,8,8,9,10,9,10,10,10,12,16,13,11,13,9,11,10,11,8,9,12,11,8,10,11,7,5,5,4,5,8,8,7,4,6,3,5,10,4,4,4,6,2,5,1,2,1,2,2,0,5
2019-06-30,E01006118,Trafford 002C,LSOA,Persons,1460,258,924,278,14,14,19,19,10,14,17,13,19,15,14,18,19,19,16,18,9,18,18,17,13,13,12,18,18,13,17,15,18,16,22,15,17,13,15,22,18,17,24,14,22,17,17,22,22,23,23,16,22,28,23,24,21,21,21,22,25,22,20,24,23,24,15,15,20,8,16,14,11,11,11,19,19,12,15,9,13,19,5,10,11,11,9,9,4,7,7,4,3,4,17
2019-06-30,E01006119,Trafford 002D,LSOA,Females,787,140,489,158,6,7,6,6,4,12,11,10,11,6,17,10,10,10,8,6,16,9,12,9,7,3,1,6,5,3,3,7,5,5,7,6,9,9,5,9,7,7,9,13,10,10,16,8,7,13,8,8,14,12,15,20,7,11,10,10,17,10,13,24,19,22,12,11,10,8,5,6,6,8,18,12,4,7,4,14,5,11,2,5,4,2,6,7,6,1,2,2,2,1,10
2019-06-30,E01006119,Trafford 002D,LSOA,Males,801,144,516,141,6,8,3,9,10,13,3,10,7,13,9,4,8,10,12,19,12,15,13,9,7,5,5,8,6,15,9,9,14,8,5,5,6,7,8,10,7,14,14,7,11,11,8,10,7,12,13,17,16,13,12,8,14,11,11,15,11,13,10,13,13,13,7,13,16,12,3,10,8,8,10,8,9,10,5,6,8,5,1,8,1,2,8,7,7,1,0,0,0,0,4
2019-06-30,E01006119,Trafford 002D,LSOA,Persons,1588,284,1005,299,12,15,9,15,14,25,14,20,18,19,26,14,18,20,20,25,28,24,25,18,14,8,6,14,11,18,12,16,19,13,12,11,15,16,13,19,14,21,23,20,21,21,24,18,14,25,21,25,30,25,27,28,21,22,21,25,28,23,23,37,32,35,19,24,26,20,8,16,14,16,28,20,13,17,9,20,13,16,3,13,5,4,14,14,13,2,2,2,2,1,14
2019-06-30,E01006120,Trafford 010A,LSOA,Females,720,130,425,165,12,12,13,11,8,5,5,7,9,8,8,5,3,10,4,10,9,12,5,8,5,6,9,7,9,4,2,3,5,9,5,6,5,8,8,11,10,12,13,10,9,9,7,9,8,9,10,2,6,8,8,10,13,9,22,21,13,13,13,10,12,5,4,7,7,9,10,5,4,17,6,13,11,7,9,9,6,8,8,7,6,7,5,5,2,1,3,2,4,0,1
2019-06-30,E01006120,Trafford 010A,LSOA,Males,678,132,377,169,13,4,4,10,6,14,11,10,5,5,10,6,8,9,6,11,8,9,2,4,5,3,3,5,3,8,3,4,5,6,4,7,3,7,11,9,6,7,11,9,10,10,9,10,5,3,10,5,11,6,11,14,4,13,12,10,11,10,12,14,11,6,10,9,9,9,8,6,9,7,8,10,13,10,5,11,11,9,6,7,13,7,6,4,2,1,1,2,2,0,2
2019-06-30,E01006120,Trafford 010A,LSOA,Persons,1398,262,802,334,25,16,17,21,14,19,16,17,14,13,18,11,11,19,10,21,17,21,7,12,10,9,12,12,12,12,5,7,10,15,9,13,8,15,19,20,16,19,24,19,19,19,16,19,13,12,20,7,17,14,19,24,17,22,34,31,24,23,25,24,23,11,14,16,16,18,18,11,13,24,14,23,24,17,14,20,17,17,14,14,19,14,11,9,4,2,4,4,6,0,3
2019-06-30,E01006121,Trafford 002E,LSOA,Females,795,145,499,151,9,9,7,10,7,9,8,11,2,8,6,17,13,15,5,9,11,7,12,9,5,14,8,4,6,13,9,9,10,8,9,11,11,9,13,5,7,7,8,10,9,10,9,7,8,16,16,11,16,14,12,10,12,14,1,14,18,8,16,11,7,13,10,11,11,5,5,3,10,18,11,12,14,6,11,7,8,6,5,7,4,4,3,4,4,1,0,1,1,0,1
2019-06-30,E01006121,Trafford 002E,LSOA,Males,711,139,416,156,2,4,8,5,7,8,16,9,10,6,14,6,7,12,11,14,7,6,11,9,7,9,6,6,10,4,11,9,8,4,9,11,7,11,4,7,9,5,6,8,6,8,7,7,9,11,9,12,13,7,13,12,7,9,10,11,11,8,8,5,12,9,12,7,9,6,10,10,6,10,12,17,13,5,8,6,10,2,2,10,7,6,0,3,4,2,1,2,1,0,3
2019-06-30,E01006121,Trafford 002E,LSOA,Persons,1506,284,915,307,11,13,15,15,14,17,24,20,12,14,20,23,20,27,16,23,18,13,23,18,12,23,14,10,16,17,20,18,18,12,18,22,18,20,17,12,16,12,14,18,15,18,16,14,17,27,25,23,29,21,25,22,19,23,11,25,29,16,24,16,19,22,22,18,20,11,15,13,16,28,23,29,27,11,19,13,18,8,7,17,11,10,3,7,8,3,1,3,2,0,4
2019-06-30,E01006122,Trafford 005A,LSOA,Females,859,127,513,219,8,7,10,7,6,8,10,6,10,8,10,8,10,6,7,6,6,14,8,5,9,7,7,10,10,4,3,4,4,8,10,8,8,13,14,11,6,9,11,12,7,6,13,11,10,12,11,11,9,16,16,18,18,11,15,16,11,15,8,17,8,11,16,10,16,9,4,9,10,10,11,13,16,16,12,11,15,4,3,9,11,5,8,7,9,4,5,2,3,2,11
2019-06-30,E01006122,Trafford 005A,LSOA,Males,860,157,504,199,11,10,9,15,9,9,7,11,6,14,15,5,10,4,12,10,11,13,8,11,8,8,11,12,12,9,8,9,11,3,4,12,9,8,7,6,13,7,4,12,7,9,8,9,9,16,11,12,6,9,15,25,14,13,19,16,15,12,13,5,9,7,12,9,8,6,4,6,10,5,14,10,19,7,8,12,14,11,4,7,9,10,3,2,7,9,6,5,1,4,6
2019-06-30,E01006122,Trafford 005A,LSOA,Persons,1719,284,1017,418,19,17,19,22,15,17,17,17,16,22,25,13,20,10,19,16,17,27,16,16,17,15,18,22,22,13,11,13,15,11,14,20,17,21,21,17,19,16,15,24,14,15,21,20,19,28,22,23,15,25,31,43,32,24,34,32,26,27,21,22,17,18,28,19,24,15,8,15,20,15,25,23,35,23,20,23,29,15,7,16,20,15,11,9,16,13,11,7,4,6,17
2019-06-30,E01006123,Trafford 005B,LSOA,Females,882,176,520,186,5,3,11,11,10,10,8,13,14,12,20,5,19,14,7,14,9,16,9,8,5,3,3,7,7,8,3,5,11,9,11,4,9,7,8,10,5,6,12,7,13,17,3,14,15,8,15,12,16,13,13,14,17,26,16,19,25,16,7,14,9,8,9,8,11,8,10,5,9,10,7,13,13,10,15,6,6,10,4,6,9,7,2,5,5,4,1,5,4,3,9
2019-06-30,E01006123,Trafford 005B,LSOA,Males,814,168,477,169,10,6,11,6,8,9,7,9,13,13,15,16,7,13,11,14,14,7,17,11,6,6,13,9,12,4,5,6,3,4,9,9,8,9,12,9,10,10,9,9,13,10,10,13,14,11,10,11,8,11,8,7,8,12,5,16,23,11,17,5,7,16,6,6,8,13,9,8,7,12,14,7,10,9,6,8,10,8,4,6,5,5,7,8,3,1,2,3,0,3,1
2019-06-30,E01006123,Trafford 005B,LSOA,Persons,1696,344,997,355,15,9,22,17,18,19,15,22,27,25,35,21,26,27,18,28,23,23,26,19,11,9,16,16,19,12,8,11,14,13,20,13,17,16,20,19,15,16,21,16,26,27,13,27,29,19,25,23,24,24,21,21,25,38,21,35,48,27,24,19,16,24,15,14,19,21,19,13,16,22,21,20,23,19,21,14,16,18,8,12,14,12,9,13,8,5,3,8,4,6,10
2019-06-30,E01006124,Trafford 005C,LSOA,Females,741,108,421,212,8,2,6,6,3,7,7,5,11,11,6,4,8,8,6,10,6,9,9,8,5,4,6,9,7,1,3,2,2,7,5,3,4,3,11,4,3,7,5,9,9,6,7,6,11,10,14,15,11,11,8,8,13,15,10,18,14,11,17,9,14,11,16,15,10,11,7,12,15,15,12,5,18,12,8,8,12,9,6,8,5,8,9,8,4,2,3,3,2,0,10
2019-06-30,E01006124,Trafford 005C,LSOA,Males,700,133,399,168,6,7,8,16,9,6,9,11,6,4,5,12,5,13,12,4,10,7,4,4,6,4,9,6,8,6,4,4,6,7,4,5,4,2,2,5,3,5,8,9,9,7,6,9,9,10,3,6,13,15,13,13,7,11,5,14,14,8,19,14,15,7,16,15,9,13,9,12,10,10,15,11,13,9,9,8,7,5,4,3,1,8,8,3,5,0,0,0,3,0,2
2019-06-30,E01006124,Trafford 005C,LSOA,Persons,1441,241,820,380,14,9,14,22,12,13,16,16,17,15,11,16,13,21,18,14,16,16,13,12,11,8,15,15,15,7,7,6,8,14,9,8,8,5,13,9,6,12,13,18,18,13,13,15,20,20,17,21,24,26,21,21,20,26,15,32,28,19,36,23,29,18,32,30,19,24,16,24,25,25,27,16,31,21,17,16,19,14,10,11,6,16,17,11,9,2,3,3,5,0,12
2019-06-30,E01006125,Trafford 007A,LSOA,Females,766,124,455,187,1,5,6,4,5,9,9,8,9,7,9,13,9,6,12,12,7,7,9,7,0,8,2,7,8,5,4,6,6,6,5,5,5,7,7,14,5,11,12,10,11,14,8,10,7,16,11,17,14,12,18,9,14,12,12,14,8,15,8,14,17,13,5,6,7,9,12,17,9,11,12,11,9,5,5,16,8,2,8,9,6,3,8,3,1,3,4,2,2,4,8
2019-06-30,E01006125,Trafford 007A,LSOA,Males,708,140,423,145,5,5,8,7,9,12,7,8,12,7,8,10,12,11,9,10,11,10,13,7,6,7,6,6,9,11,9,5,10,5,6,6,9,6,8,6,7,7,4,6,6,5,5,7,7,9,13,15,12,7,8,18,8,15,12,8,8,9,9,11,12,13,8,8,10,12,7,7,11,10,5,13,8,8,5,9,8,4,6,3,2,3,5,4,0,1,0,3,1,3,7
2019-06-30,E01006125,Trafford 007A,LSOA,Persons,1474,264,878,332,6,10,14,11,14,21,16,16,21,14,17,23,21,17,21,22,18,17,22,14,6,15,8,13,17,16,13,11,16,11,11,11,14,13,15,20,12,18,16,16,17,19,13,17,14,25,24,32,26,19,26,27,22,27,24,22,16,24,17,25,29,26,13,14,17,21,19,24,20,21,17,24,17,13,10,25,16,6,14,12,8,6,13,7,1,4,4,5,3,7,15
2019-06-30,E01006126,Trafford 007B,LSOA,Females,1005,213,601,191,15,14,21,18,9,11,10,12,10,12,11,11,18,15,9,17,9,10,12,9,6,8,10,6,5,4,9,7,15,13,15,20,12,19,11,17,13,12,15,13,15,22,12,11,8,10,19,19,15,12,13,13,15,6,13,15,16,21,16,9,11,10,7,10,13,10,8,10,11,14,10,5,13,3,7,5,9,3,4,5,4,6,4,1,4,5,5,4,4,7,30
2019-06-30,E01006126,Trafford 007B,LSOA,Males,831,213,508,110,12,9,16,14,12,12,14,22,9,11,17,11,13,15,13,13,20,8,16,7,11,10,10,10,9,7,9,9,12,7,11,14,9,11,12,20,8,9,11,8,11,14,9,10,11,11,12,8,8,7,10,7,8,9,12,10,10,13,6,8,10,9,13,12,12,4,9,7,5,5,6,8,15,4,9,4,3,6,1,4,1,3,2,1,2,2,0,1,3,1,4
2019-06-30,E01006126,Trafford 007B,LSOA,Persons,1836,426,1109,301,27,23,37,32,21,23,24,34,19,23,28,22,31,30,22,30,29,18,28,16,17,18,20,16,14,11,18,16,27,20,26,34,21,30,23,37,21,21,26,21,26,36,21,21,19,21,31,27,23,19,23,20,23,15,25,25,26,34,22,17,21,19,20,22,25,14,17,17,16,19,16,13,28,7,16,9,12,9,5,9,5,9,6,2,6,7,5,5,7,8,34
2019-06-30,E01006127,Trafford 007C,LSOA,Females,813,143,509,161,8,11,9,7,9,3,5,8,8,8,7,9,8,18,10,15,9,12,10,10,4,11,8,9,7,9,7,11,17,7,5,7,10,5,9,14,11,12,9,13,12,12,13,11,14,5,10,12,9,16,8,13,15,15,15,8,11,10,6,6,11,7,15,19,10,14,11,9,10,9,10,11,10,14,10,8,3,5,4,2,5,3,3,6,0,3,1,3,1,1,5
2019-06-30,E01006127,Trafford 007C,LSOA,Males,741,169,432,140,12,10,12,8,5,9,15,7,16,9,13,12,8,10,10,13,13,15,14,7,6,2,9,7,9,4,4,2,5,6,9,10,11,12,5,13,7,11,12,8,11,8,4,8,9,5,10,12,15,14,10,4,8,11,7,13,8,5,14,9,9,5,11,11,10,6,8,9,12,6,8,17,9,12,5,3,7,3,4,1,6,4,2,2,3,5,2,2,2,0,2
2019-06-30,E01006127,Trafford 007C,LSOA,Persons,1554,312,941,301,20,21,21,15,14,12,20,15,24,17,20,21,16,28,20,28,22,27,24,17,10,13,17,16,16,13,11,13,22,13,14,17,21,17,14,27,18,23,21,21,23,20,17,19,23,10,20,24,24,30,18,17,23,26,22,21,19,15,20,15,20,12,26,30,20,20,19,18,22,15,18,28,19,26,15,11,10,8,8,3,11,7,5,8,3,8,3,5,3,1,7
2019-06-30,E01006128,Trafford 005D,LSOA,Females,966,153,565,248,14,8,16,17,7,9,14,7,16,10,5,10,7,6,4,3,9,11,9,8,3,5,6,11,8,5,11,8,8,14,6,10,5,16,9,8,15,13,13,15,13,15,20,30,11,11,16,16,10,8,15,15,15,11,12,12,10,13,21,12,10,11,9,8,15,12,11,14,8,9,7,15,12,10,10,8,4,5,7,10,10,6,12,10,17,8,4,2,4,5,28
2019-06-30,E01006128,Trafford 005D,LSOA,Males,883,204,514,165,12,7,10,20,10,19,13,17,14,14,10,11,10,11,9,17,8,7,11,4,5,5,15,3,9,8,10,5,9,3,11,17,7,19,7,11,10,15,12,16,13,11,15,11,8,9,21,13,18,9,15,7,13,8,12,14,18,13,7,11,5,11,7,10,8,11,13,11,10,8,7,8,11,3,9,8,4,7,10,7,9,5,1,6,3,2,1,1,1,0,9
2019-06-30,E01006128,Trafford 005D,LSOA,Persons,1849,357,1079,413,26,15,26,37,17,28,27,24,30,24,15,21,17,17,13,20,17,18,20,12,8,10,21,14,17,13,21,13,17,17,17,27,12,35,16,19,25,28,25,31,26,26,35,41,19,20,37,29,28,17,30,22,28,19,24,26,28,26,28,23,15,22,16,18,23,23,24,25,18,17,14,23,23,13,19,16,8,12,17,17,19,11,13,16,20,10,5,3,5,5,37
2019-06-30,E01006129,Trafford 010B,LSOA,Females,737,127,408,202,7,6,6,2,10,8,8,12,13,7,8,5,7,9,7,12,7,13,8,6,2,5,3,3,3,4,3,4,7,4,7,7,9,8,2,7,7,12,6,11,8,11,7,11,5,10,12,7,5,18,11,18,14,11,15,19,10,13,10,8,4,7,5,10,11,12,10,7,6,9,7,11,11,13,9,13,7,7,5,12,7,5,10,7,2,5,6,4,5,3,9
2019-06-30,E01006129,Trafford 010B,LSOA,Males,654,119,366,169,6,7,5,9,3,6,6,8,10,10,8,10,8,4,10,9,5,3,4,9,3,5,3,1,5,2,5,7,3,4,8,5,5,7,8,7,6,5,9,10,9,13,7,8,9,10,10,12,11,16,4,5,13,11,9,14,10,12,11,8,11,6,8,6,4,3,14,14,6,6,8,11,5,10,4,8,10,12,2,5,2,3,3,5,4,7,5,4,6,5,7
2019-06-30,E01006129,Trafford 010B,LSOA,Persons,1391,246,774,371,13,13,11,11,13,14,14,20,23,17,16,15,15,13,17,21,12,16,12,15,5,10,6,4,8,6,8,11,10,8,15,12,14,15,10,14,13,17,15,21,17,24,14,19,14,20,22,19,16,34,15,23,27,22,24,33,20,25,21,16,15,13,13,16,15,15,24,21,12,15,15,22,16,23,13,21,17,19,7,17,9,8,13,12,6,12,11,8,11,8,16
2019-06-30,E01006130,Trafford 007D,LSOA,Females,899,157,562,180,11,8,13,9,11,10,10,5,14,8,7,8,11,14,5,13,9,9,10,13,7,6,9,9,5,6,10,10,11,7,10,14,15,14,14,9,9,8,11,8,13,17,14,14,9,15,14,14,13,12,9,10,15,10,15,20,15,17,11,18,14,9,13,7,11,9,6,10,4,11,14,9,10,4,9,4,8,12,6,10,10,7,8,4,6,2,2,4,0,2,9
2019-06-30,E01006130,Trafford 007D,LSOA,Males,880,175,557,148,13,14,10,11,10,9,8,10,10,15,14,12,7,10,13,9,14,8,7,3,14,10,7,15,5,15,10,11,9,8,12,7,9,13,11,6,8,15,10,6,8,16,16,14,25,9,14,6,14,13,13,10,13,15,12,19,11,18,10,18,7,9,8,13,13,6,5,5,7,7,10,11,10,3,7,13,4,3,8,11,4,8,3,2,4,1,1,5,2,1,7
2019-06-30,E01006130,Trafford 007D,LSOA,Persons,1779,332,1119,328,24,22,23,20,21,19,18,15,24,23,21,20,18,24,18,22,23,17,17,16,21,16,16,24,10,21,20,21,20,15,22,21,24,27,25,15,17,23,21,14,21,33,30,28,34,24,28,20,27,25,22,20,28,25,27,39,26,35,21,36,21,18,21,20,24,15,11,15,11,18,24,20,20,7,16,17,12,15,14,21,14,15,11,6,10,3,3,9,2,3,16
2019-06-30,E01006131,Trafford 005E,LSOA,Females,803,159,465,179,11,7,8,12,7,8,9,12,12,7,14,8,12,10,11,11,7,5,6,4,4,3,3,7,4,8,6,7,6,10,11,9,8,10,13,16,8,12,12,11,12,12,7,12,9,8,10,4,15,12,12,12,11,10,10,21,20,11,14,10,9,11,9,7,7,6,8,11,9,8,9,9,9,12,8,7,9,4,3,4,8,9,5,7,0,7,8,3,3,3,10
2019-06-30,E01006131,Trafford 005E,LSOA,Males,797,171,483,143,5,11,9,9,8,13,9,15,16,23,7,5,13,11,12,5,5,10,9,4,6,6,7,7,14,7,11,10,10,8,8,10,8,10,17,6,7,6,10,10,10,5,12,11,10,12,10,12,12,10,9,13,15,13,10,11,12,15,14,11,12,12,10,8,8,4,7,10,10,9,9,12,8,9,8,6,9,7,3,3,5,5,3,1,1,1,2,4,2,2,3
2019-06-30,E01006131,Trafford 005E,LSOA,Persons,1600,330,948,322,16,18,17,21,15,21,18,27,28,30,21,13,25,21,23,16,12,15,15,8,10,9,10,14,18,15,17,17,16,18,19,19,16,20,30,22,15,18,22,21,22,17,19,23,19,20,20,16,27,22,21,25,26,23,20,32,32,26,28,21,21,23,19,15,15,10,15,21,19,17,18,21,17,21,16,13,18,11,6,7,13,14,8,8,1,8,10,7,5,5,13
2019-06-30,E01006132,Trafford 007E,LSOA,Females,776,130,486,160,5,6,13,8,10,9,9,8,6,10,3,10,8,7,9,9,6,10,8,4,5,9,10,9,7,9,6,7,3,7,7,12,8,7,7,12,10,10,12,17,10,9,6,12,7,12,18,13,8,8,14,9,11,15,10,15,18,12,11,7,17,8,12,15,7,11,15,10,3,13,7,9,5,5,3,5,8,9,5,7,3,4,7,7,5,5,4,3,2,3,2
2019-06-30,E01006132,Trafford 007E,LSOA,Males,730,139,456,135,8,12,10,9,13,9,7,6,9,13,6,11,12,1,5,8,10,4,5,4,5,9,10,9,10,9,8,4,11,8,10,8,9,7,6,12,13,16,7,12,11,11,9,8,7,12,10,10,9,9,5,9,10,13,10,15,11,14,14,12,11,10,7,6,7,4,4,11,6,6,12,8,8,8,6,3,6,3,8,7,4,5,0,3,4,8,1,2,1,0,7
2019-06-30,E01006132,Trafford 007E,LSOA,Persons,1506,269,942,295,13,18,23,17,23,18,16,14,15,23,9,21,20,8,14,17,16,14,13,8,10,18,20,18,17,18,14,11,14,15,17,20,17,14,13,24,23,26,19,29,21,20,15,20,14,24,28,23,17,17,19,18,21,28,20,30,29,26,25,19,28,18,19,21,14,15,19,21,9,19,19,17,13,13,9,8,14,12,13,14,7,9,7,10,9,13,5,5,3,3,9
2019-06-30,E01006133,Trafford 010C,LSOA,Females,722,96,372,254,10,2,3,6,3,3,6,8,8,6,3,6,8,5,5,14,9,4,5,1,3,4,5,2,4,2,4,4,2,5,8,4,7,5,4,9,4,9,8,8,5,13,6,10,4,6,12,14,13,9,11,10,13,12,8,14,10,13,10,9,12,14,9,8,7,16,12,13,14,17,16,8,15,2,15,9,9,6,8,9,17,6,8,2,12,5,7,3,10,4,11
2019-06-30,E01006133,Trafford 010C,LSOA,Males,666,106,366,194,2,5,10,3,7,5,4,9,8,4,8,11,6,12,6,6,5,5,4,2,2,2,5,2,7,6,4,5,7,3,5,6,3,4,8,8,7,4,7,6,12,10,4,8,6,14,6,10,10,13,15,8,13,10,12,11,11,10,11,4,15,9,9,9,9,15,7,13,15,14,9,13,7,9,9,9,6,8,11,6,5,3,5,4,6,2,1,2,2,2,11
2019-06-30,E01006133,Trafford 010C,LSOA,Persons,1388,202,738,448,12,7,13,9,10,8,10,17,16,10,11,17,14,17,11,20,14,9,9,3,5,6,10,4,11,8,8,9,9,8,13,10,10,9,12,17,11,13,15,14,17,23,10,18,10,20,18,24,23,22,26,18,26,22,20,25,21,23,21,13,27,23,18,17,16,31,19,26,29,31,25,21,22,11,24,18,15,14,19,15,22,9,13,6,18,7,8,5,12,6,22
2019-06-30,E01006141,Trafford 003A,LSOA,Females,858,213,535,110,12,15,10,11,7,18,8,11,17,19,15,13,19,14,9,15,10,10,5,6,4,8,5,10,5,10,5,11,10,9,9,13,7,7,10,21,19,22,15,15,15,15,9,10,9,14,11,10,17,18,7,11,10,20,10,14,16,15,7,9,6,11,6,11,8,14,11,5,2,8,8,11,2,1,2,4,2,2,4,2,5,8,3,3,1,2,0,5,1,1,3
2019-06-30,E01006141,Trafford 003A,LSOA,Males,864,223,553,88,14,8,9,10,19,11,11,16,13,13,11,20,19,23,13,13,17,12,10,14,14,11,9,9,8,4,12,10,12,8,16,18,11,12,18,15,8,11,14,14,13,6,12,17,8,14,15,14,19,10,16,6,12,12,16,4,14,11,6,7,7,9,8,4,6,4,4,9,6,5,5,9,4,2,9,4,5,5,2,5,1,2,2,1,1,1,0,0,1,0,1
2019-06-30,E01006141,Trafford 003A,LSOA,Persons,1722,436,1088,198,26,23,19,21,26,29,19,27,30,32,26,33,38,37,22,28,27,22,15,20,18,19,14,19,13,14,17,21,22,17,25,31,18,19,28,36,27,33,29,29,28,21,21,27,17,28,26,24,36,28,23,17,22,32,26,18,30,26,13,16,13,20,14,15,14,18,15,14,8,13,13,20,6,3,11,8,7,7,6,7,6,10,5,4,2,3,0,5,2,1,4
