period,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2020-06-30,E01006097,Trafford 015A,LSOA,Persons,1950,354,1123,473,7,19,16,25,23,28,17,20,28,43,25,23,30,16,20,14,20,12,14,8,10,17,18,28,29,33,34,24,29,30,19,19,27,20,33,28,23,18,20,29,35,38,38,31,22,29,22,25,31,20,22,18,21,22,25,18,16,20,17,17,19,22,15,22,16,22,14,28,21,14,22,16,17,19,15,21,19,19,16,20,30,18,19,18,12,12,10,13,11,10,37
2020-06-30,E01006098,Trafford 014A,LSOA,Females,713,163,386,164,3,6,9,4,7,12,9,6,23,11,19,14,12,11,9,8,5,12,6,1,4,5,5,7,7,3,2,1,2,3,2,5,4,8,3,10,13,7,7,10,14,15,13,12,15,19,10,6,10,5,17,12,9,11,10,6,11,10,9,4,7,11,7,7,4,4,9,8,13,11,7,5,7,13,5,7,9,3,3,6,5,3,5,8,5,3,4,2,1,1,17
2020-06-30,E01006098,Trafford 014A,LSOA,Males,658,176,350,132,6,9,5,5,16,10,13,5,14,17,14,13,13,15,12,9,8,7,8,2,4,4,5,9,6,4,4,4,2,4,3,5,6,3,3,8,9,3,13,7,8,21,8,11,6,10,12,6,10,10,13,14,7,11,9,7,6,11,6,6,8,4,5,6,4,8,3,9,8,6,11,5,3,9,9,8,8,4,4,2,4,6,1,3,6,2,1,3,2,2,5
2020-06-30,E01006098,Trafford 014A,LSOA,Persons,1371,339,736,296,9,15,14,9,23,22,22,11,37,28,33,27,25,26,21,17,13,19,14,3,8,9,10,16,13,7,6,5,4,7,5,10,10,11,6,18,22,10,20,17,22,36,21,23,21,29,22,12,20,15,30,26,16,22,19,13,17,21,15,10,15,15,12,13,8,12,12,17,21,17,18,10,10,22,14,15,17,7,7,8,9,9,6,11,11,5,5,5,3,3,22
2020-06-30,E01006099,Trafford 014B,LSOA,Females,713,159,417,137,10,14,10,12,9,5,12,11,11,10,12,8,11,10,8,6,8,5,3,5,4,4,8,7,6,8,3,6,3,5,5,13,5,16,8,14,7,13,13,14,16,13,8,15,13,12,12,5,5,10,13,11,10,8,10,8,14,12,3,10,5,5,5,6,5,5,10,6,5,7,11,8,7,4,6,5,4,4,6,8,7,9,1,6,5,2,2,1,2,1,5
2020-06-30,E01006099,Trafford 014B,LSOA,Males,640,130,406,104,9,7,10,10,6,6,12,4,9,7,4,12,5,10,9,10,11,4,8,5,2,4,2,4,1,10,7,7,5,8,7,9,9,10,12,11,8,12,13,11,9,9,12,14,10,8,10,11,8,11,13,8,7,12,10,10,6,13,8,8,7,3,7,8,4,5,4,5,5,6,4,5,6,7,4,6,3,6,2,2,4,7,7,2,5,1,3,4,1,0,0
2020-06-30,E01006099,Trafford 014B,LSOA,Persons,1353,289,823,241,19,21,20,22,15,11,24,15,20,17,16,20,16,20,17,16,19,9,11,10,6,8,10,11,7,18,10,13,8,13,12,22,14,26,20,25,15,25,26,25,25,22,20,29,23,20,22,16,13,21,26,19,17,20,20,18,20,25,11,18,12,8,12,14,9,10,14,11,10,13,15,13,13,11,10,11,7,10,8,10,11,16,8,8,10,3,5,5,3,1,5
2020-06-30,E01006102,Trafford 018A,LSOA,Females,763,180,442,141,14,9,11,13,9,10,13,12,18,9,8,8,11,14,10,11,8,7,11,4,3,3,7,6,3,2,6,7,6,7,4,5,8,14,13,10,9,12,13,20,13,16,10,13,5,7,16,11,12,11,10,17,6,13,8,6,11,10,10,8,9,8,4,11,9,10,9,5,9,11,4,6,4,10,2,6,7,5,2,4,6,5,4,7,4,1,5,1,5,2,7
2020-06-30,E01006102,Trafford 018A,LSOA,Males,675,179,376,120,9,8,13,16,10,19,10,10,15,10,10,10,6,10,14,9,8,5,7,5,2,4,4,4,5,4,0,6,2,4,3,8,6,9,10,8,6,11,6,11,15,19,8,9,10,12,11,10,8,8,9,5,12,7,16,18,13,9,5,8,2,5,4,5,10,6,7,6,10,8,6,4,2,9,9,3,5,6,3,5,3,4,1,2,3,5,2,1,5,0,5
2020-06-30,E01006102,Trafford 018A,LSOA,Persons,1438,359,818,261,23,17,24,29,19,29,23,22,33,19,18,18,17,24,24,20,16,12,18,9,5,7,11,10,8,6,6,13,8,11,7,13,14,23,23,18,15,23,19,31,28,35,18,22,15,19,27,21,20,19,19,22,18,20,24,24,24,19,15,16,11,13,8,16,19,16,16,11,19,19,10,10,6,19,11,9,12,11,5,9,9,9,5,9,7,6,7,2,10,2,12
2020-06-30,E01006104,Trafford 017A,LSOA,Females,784,140,435,209,9,11,5,10,10,10,7,9,8,12,10,8,14,7,3,7,9,2,4,7,5,9,5,7,10,10,4,5,8,12,12,10,11,10,8,9,8,7,7,7,11,9,8,5,9,8,4,10,7,9,9,14,10,9,11,12,12,16,12,10,12,20,5,8,9,19,13,14,10,8,9,5,11,13,6,6,13,9,14,2,6,6,5,4,8,4,5,4,5,4,6
2020-06-30,E01006104,Trafford 017A,LSOA,Males,712,144,429,139,7,4,8,7,8,6,11,8,8,15,8,11,10,8,10,15,7,9,5,5,5,4,7,10,6,12,10,4,7,7,7,7,4,9,5,5,9,6,7,8,5,10,9,10,6,4,7,5,9,7,17,8,11,7,11,17,13,11,13,11,16,15,11,17,14,3,8,7,7,9,8,9,14,13,7,3,7,6,3,4,3,6,2,2,5,5,3,3,1,0,1
2020-06-30,E01006104,Trafford 017A,LSOA,Persons,1496,284,864,348,16,15,13,17,18,16,18,17,16,27,18,19,24,15,13,22,16,11,9,12,10,13,12,17,16,22,14,9,15,19,19,17,15,19,13,14,17,13,14,15,16,19,17,15,15,12,11,15,16,16,26,22,21,16,22,29,25,27,25,21,28,35,16,25,23,22,21,21,17,17,17,14,25,26,13,9,20,15,17,6,9,12,7,6,13,9,8,7,6,4,7
2020-06-30,E01006105,Trafford 017B,LSOA,Females,1134,365,667,102,23,15,22,27,18,26,24,26,20,16,25,28,24,31,18,22,13,20,17,9,9,10,9,17,9,13,16,10,11,24,15,16,15,22,24,13,25,30,17,16,16,16,14,15,9,13,7,15,13,8,12,12,7,17,19,6,8,12,11,11,15,8,12,8,3,8,7,9,6,10,4,2,2,9,0,7,3,1,3,3,2,3,6,1,2,4,3,1,1,1,4
2020-06-30,E01006105,Trafford 017B,LSOA,Males,1058,416,558,84,23,20,17,18,29,36,29,26,32,30,32,32,26,20,28,18,14,15,13,19,7,10,13,5,8,10,14,6,9,17,8,13,15,11,14,15,12,15,11,11,10,15,10,13,6,10,8,8,9,9,10,18,16,10,16,19,13,15,4,7,15,12,8,10,2,9,6,6,7,5,2,7,5,3,2,4,3,2,2,2,0,4,0,0,0,4,5,3,0,2,1
2020-06-30,E01006105,Trafford 017B,LSOA,Persons,2192,781,1225,186,46,35,39,45,47,62,53,52,52,46,57,60,50,51,46,40,27,35,30,28,16,20,22,22,17,23,30,16,20,41,23,29,30,33,38,28,37,45,28,27,26,31,24,28,15,23,15,23,22,17,22,30,23,27,35,25,21,27,15,18,30,20,20,18,5,17,13,15,13,15,6,9,7,12,2,11,6,3,5,5,2,7,6,1,2,8,8,4,1,3,5
2020-06-30,E01006106,Trafford 017C,LSOA,Females,820,168,483,169,11,8,14,10,6,9,9,11,13,12,15,12,11,11,6,10,4,7,7,6,7,7,2,10,15,8,8,9,8,13,10,6,7,11,10,15,11,7,15,16,4,6,6,6,5,7,8,10,7,12,13,7,13,20,18,11,10,17,8,13,10,12,11,10,20,5,5,8,4,11,8,4,4,9,8,4,11,4,7,4,9,4,3,7,5,7,7,5,3,6,17
2020-06-30,E01006106,Trafford 017C,LSOA,Males,747,200,424,123,8,9,20,16,8,14,10,16,16,14,14,8,15,11,13,8,12,7,10,6,2,6,8,8,6,15,10,12,11,11,12,8,13,12,13,6,4,6,6,8,4,5,8,8,6,8,3,5,8,8,14,7,11,9,9,12,9,12,13,9,8,12,7,7,10,13,14,5,3,4,7,5,8,7,6,6,3,4,3,2,1,3,6,3,0,0,3,4,3,6,4
2020-06-30,E01006106,Trafford 017C,LSOA,Persons,1567,368,907,292,19,17,34,26,14,23,19,27,29,26,29,20,26,22,19,18,16,14,17,12,9,13,10,18,21,23,18,21,19,24,22,14,20,23,23,21,15,13,21,24,8,11,14,14,11,15,11,15,15,20,27,14,24,29,27,23,19,29,21,22,18,24,18,17,30,18,19,13,7,15,15,9,12,16,14,10,14,8,10,6,10,7,9,10,5,7,10,9,6,12,21
2020-06-30,E01006107,Trafford 017D,LSOA,Females,789,149,452,188,9,7,5,8,6,8,11,7,16,16,10,7,13,10,11,5,14,9,9,2,8,6,7,15,12,5,3,9,8,5,15,9,10,10,15,7,4,13,12,11,10,6,12,10,8,10,5,5,8,14,6,4,13,11,9,15,10,13,8,12,9,10,11,9,6,13,10,9,8,9,3,11,10,9,4,4,5,12,6,5,7,9,9,6,2,4,1,2,2,6,22
2020-06-30,E01006107,Trafford 017D,LSOA,Males,715,157,436,122,5,7,13,18,13,11,7,12,10,14,4,8,12,5,7,11,8,9,7,6,6,9,13,11,6,9,8,9,5,7,8,9,11,10,13,6,5,7,6,9,7,9,7,11,8,5,8,11,7,10,10,7,8,8,7,15,7,11,13,11,9,14,15,10,11,4,8,7,6,13,4,9,8,10,2,3,7,4,2,7,1,8,4,2,4,2,1,2,1,1,2
2020-06-30,E01006107,Trafford 017D,LSOA,Persons,1504,306,888,310,14,14,18,26,19,19,18,19,26,30,14,15,25,15,18,16,22,18,16,8,14,15,20,26,18,14,11,18,13,12,23,18,21,20,28,13,9,20,18,20,17,15,19,21,16,15,13,16,15,24,16,11,21,19,16,30,17,24,21,23,18,24,26,19,17,17,18,16,14,22,7,20,18,19,6,7,12,16,8,12,8,17,13,8,6,6,2,4,3,7,24
2020-06-30,E01006108,Trafford 017E,LSOA,Females,961,275,628,58,14,19,11,17,17,13,23,13,19,22,19,14,14,25,17,18,15,18,11,9,7,12,10,9,14,12,13,15,15,16,27,22,19,14,18,13,11,12,20,11,13,12,11,12,8,18,15,13,14,13,5,15,12,13,11,11,15,7,9,6,7,15,13,10,7,7,8,2,4,3,1,4,5,3,3,2,1,2,1,1,1,1,1,1,0,3,2,0,0,0,2
2020-06-30,E01006108,Trafford 017E,LSOA,Males,795,261,468,66,8,16,19,19,25,20,12,12,21,15,18,15,17,8,16,20,12,12,13,9,10,12,11,12,13,8,6,13,12,8,15,16,8,13,9,17,10,7,13,10,9,9,8,7,10,7,8,5,6,6,9,6,8,6,6,7,12,10,9,11,7,8,10,8,7,4,8,1,9,4,0,4,2,1,3,0,1,2,1,3,8,5,0,7,0,0,1,0,1,0,1
2020-06-30,E01006108,Trafford 017E,LSOA,Persons,1756,536,1096,124,22,35,30,36,42,33,35,25,40,37,37,29,31,33,33,38,27,30,24,18,17,24,21,21,27,20,19,28,27,24,42,38,27,27,27,30,21,19,33,21,22,21,19,19,18,25,23,18,20,19,14,21,20,19,17,18,27,17,18,17,14,23,23,18,14,11,16,3,13,7,1,8,7,4,6,2,2,4,2,4,9,6,1,8,0,3,3,0,1,0,3
2020-06-30,E01006109,Trafford 001A,LSOA,Females,507,113,346,48,7,9,9,10,3,7,6,5,14,4,6,7,5,7,7,7,3,10,4,7,3,5,6,4,3,5,7,3,5,5,8,13,9,8,9,7,7,8,10,8,7,8,10,5,6,3,5,7,3,7,8,14,10,8,11,11,10,11,15,7,5,4,5,5,4,4,1,3,0,3,0,1,3,5,1,3,4,1,0,3,2,2,2,2,3,0,1,1,1,0,2
2020-06-30,E01006109,Trafford 001A,LSOA,Males,727,142,510,75,12,7,15,8,7,8,11,7,9,9,8,6,12,5,10,8,8,10,7,5,6,5,5,10,9,9,7,5,6,7,6,9,8,10,10,6,5,7,9,10,16,17,21,21,17,12,12,14,16,13,13,19,18,16,10,10,13,18,10,12,4,9,7,6,7,9,4,4,0,3,3,5,3,6,1,1,2,5,2,2,5,4,2,5,4,3,1,0,0,0,1
2020-06-30,E01006109,Trafford 001A,LSOA,Persons,1234,255,856,123,19,16,24,18,10,15,17,12,23,13,14,13,17,12,17,15,11,20,11,12,9,10,11,14,12,14,14,8,11,12,14,22,17,18,19,13,12,15,19,18,23,25,31,26,23,15,17,21,19,20,21,33,28,24,21,21,23,29,25,19,9,13,12,11,11,13,5,7,0,6,3,6,6,11,2,4,6,6,2,5,7,6,4,7,7,3,2,1,1,0,3
2020-06-30,E01006110,Trafford 001B,LSOA,Females,962,216,640,106,12,12,13,18,16,7,12,12,9,14,13,17,14,13,19,15,11,9,12,8,15,11,11,11,16,11,7,13,8,6,13,16,13,26,12,17,20,16,15,19,17,13,19,19,18,12,17,16,15,16,8,10,18,9,10,13,18,15,9,9,10,10,8,8,7,3,8,3,3,3,2,3,3,6,7,3,2,1,2,2,3,7,5,2,2,10,13,0,5,0,8
2020-06-30,E01006110,Trafford 001B,LSOA,Males,811,223,517,71,14,15,15,8,13,10,10,16,13,11,9,19,19,18,12,21,9,14,5,16,10,12,3,7,4,4,14,6,7,6,12,16,14,11,11,13,9,10,21,21,12,18,15,17,15,10,12,10,8,11,13,9,8,8,9,11,7,10,7,10,11,10,4,9,8,4,8,4,4,6,2,2,6,5,4,4,2,1,1,0,2,2,5,2,2,2,1,1,0,0,1
2020-06-30,E01006110,Trafford 001B,LSOA,Persons,1773,439,1157,177,26,27,28,26,29,17,22,28,22,25,22,36,33,31,31,36,20,23,17,24,25,23,14,18,20,15,21,19,15,12,25,32,27,37,23,30,29,26,36,40,29,31,34,36,33,22,29,26,23,27,21,19,26,17,19,24,25,25,16,19,21,20,12,17,15,7,16,7,7,9,4,5,9,11,11,7,4,2,3,2,5,9,10,4,4,12,14,1,5,0,9
2020-06-30,E01006111,Trafford 001C,LSOA,Females,946,252,629,65,15,16,11,8,17,11,19,15,14,24,19,15,15,9,22,22,16,11,15,13,11,11,15,15,11,10,15,13,8,7,13,11,9,14,21,13,21,17,21,31,11,12,11,13,12,11,11,12,10,8,13,10,14,15,18,19,8,16,7,8,12,9,9,9,9,9,2,2,1,4,5,9,6,2,2,2,2,4,1,2,1,1,1,0,1,0,0,5,0,0,3
2020-06-30,E01006111,Trafford 001C,LSOA,Males,871,254,559,58,13,15,11,24,9,13,11,12,18,14,18,16,16,28,21,15,7,29,16,16,11,13,12,13,12,8,8,5,9,7,13,16,14,9,12,15,16,16,13,14,12,13,13,16,14,8,17,14,9,8,8,17,10,9,11,10,7,14,6,7,8,6,6,8,4,7,6,3,4,5,4,1,2,2,1,1,1,1,2,0,2,3,0,1,1,0,3,2,2,3,1
2020-06-30,E01006111,Trafford 001C,LSOA,Persons,1817,506,1188,123,28,31,22,32,26,24,30,27,32,38,37,31,31,37,43,37,23,40,31,29,22,24,27,28,23,18,23,18,17,14,26,27,23,23,33,28,37,33,34,45,23,25,24,29,26,19,28,26,19,16,21,27,24,24,29,29,15,30,13,15,20,15,15,17,13,16,8,5,5,9,9,10,8,4,3,3,3,5,3,2,3,4,1,1,2,0,3,7,2,3,4
2020-06-30,E01006112,Trafford 001D,LSOA,Females,1044,246,682,116,8,11,14,14,10,20,19,17,16,18,15,21,14,11,17,21,18,16,23,19,9,10,16,12,10,19,17,11,13,15,21,19,14,13,21,16,21,17,17,18,18,21,10,13,11,16,15,16,13,17,13,10,14,16,13,11,7,8,6,15,10,6,5,7,6,8,6,5,6,2,3,3,3,2,0,5,5,3,5,5,6,5,1,2,4,6,8,6,4,5,8
2020-06-30,E01006112,Trafford 001D,LSOA,Males,976,290,599,87,19,12,13,23,19,15,20,17,30,18,18,18,15,23,15,15,15,22,10,12,8,9,9,7,6,24,17,11,15,11,10,16,8,13,9,19,12,22,15,16,14,19,10,11,11,5,10,9,12,16,12,10,8,7,10,12,13,17,11,6,9,9,12,15,15,8,11,9,6,5,1,5,2,2,5,1,2,2,3,2,1,3,7,2,1,4,1,1,1,0,2
2020-06-30,E01006112,Trafford 001D,LSOA,Persons,2020,536,1281,203,27,23,27,37,29,35,39,34,46,36,33,39,29,34,32,36,33,38,33,31,17,19,25,19,16,43,34,22,28,26,31,35,22,26,30,35,33,39,32,34,32,40,20,24,22,21,25,25,25,33,25,20,22,23,23,23,20,25,17,21,19,15,17,22,21,16,17,14,12,7,4,8,5,4,5,6,7,5,8,7,7,8,8,4,5,10,9,7,5,5,10
2020-06-30,E01006113,Trafford 004A,LSOA,Females,803,158,520,125,9,8,11,12,11,6,8,7,6,10,11,13,14,13,13,6,11,13,15,14,8,10,7,11,18,10,8,6,6,6,12,9,14,7,11,11,9,9,11,15,8,17,8,9,13,9,7,8,10,11,14,8,17,8,10,10,17,6,8,10,13,10,19,12,7,7,8,6,11,8,3,3,3,3,2,3,4,5,2,5,7,4,4,7,5,3,5,4,0,4,9
2020-06-30,E01006113,Trafford 004A,LSOA,Males,758,186,485,87,12,10,12,10,11,17,7,14,10,20,8,11,12,15,8,9,19,12,11,8,4,12,12,15,14,8,8,11,15,13,7,7,14,11,9,13,9,8,7,8,10,13,13,9,8,6,8,8,9,9,5,8,15,6,13,7,12,10,9,9,10,9,7,6,11,5,6,6,4,5,2,4,4,2,1,3,1,2,4,2,1,1,1,0,0,5,2,6,6,8,6
2020-06-30,E01006113,Trafford 004A,LSOA,Persons,1561,344,1005,212,21,18,23,22,22,23,15,21,16,30,19,24,26,28,21,15,30,25,26,22,12,22,19,26,32,18,16,17,21,19,19,16,28,18,20,24,18,17,18,23,18,30,21,18,21,15,15,16,19,20,19,16,32,14,23,17,29,16,17,19,23,19,26,18,18,12,14,12,15,13,5,7,7,5,3,6,5,7,6,7,8,5,5,7,5,8,7,10,6,12,15
2020-06-30,E01006114,Trafford 004B,LSOA,Females,898,182,588,128,6,7,6,8,12,10,13,17,10,18,9,10,18,10,14,14,17,13,18,16,10,11,7,21,15,10,11,9,13,7,9,21,11,14,9,14,8,14,19,14,9,12,10,9,14,16,12,19,11,16,12,18,10,9,14,9,8,8,12,7,14,6,11,6,5,8,4,6,6,8,7,8,3,6,6,6,6,3,4,5,3,3,6,6,3,5,1,3,2,4,6
2020-06-30,E01006114,Trafford 004B,LSOA,Males,855,185,558,112,10,23,12,14,16,8,13,9,8,9,9,10,10,8,9,17,16,13,14,14,13,9,19,10,11,11,10,13,12,14,12,12,14,12,12,12,11,9,13,8,14,10,11,12,8,12,13,13,11,8,11,13,13,8,11,4,13,12,8,10,10,8,12,9,10,7,10,8,5,4,7,12,12,3,1,3,3,3,4,2,3,4,0,1,3,3,1,1,0,1,11
2020-06-30,E01006114,Trafford 004B,LSOA,Persons,1753,367,1146,240,16,30,18,22,28,18,26,26,18,27,18,20,28,18,23,31,33,26,32,30,23,20,26,31,26,21,21,22,25,21,21,33,25,26,21,26,19,23,32,22,23,22,21,21,22,28,25,32,22,24,23,31,23,17,25,13,21,20,20,17,24,14,23,15,15,15,14,14,11,12,14,20,15,9,7,9,9,6,8,7,6,7,6,7,6,8,2,4,2,5,17
2020-06-30,E01006115,Trafford 004C,LSOA,Females,803,145,555,103,3,5,9,4,7,9,12,14,9,8,9,11,10,8,12,15,15,8,11,7,10,12,6,13,13,13,11,15,13,7,11,15,10,7,8,15,13,13,10,23,14,9,18,10,7,8,5,5,8,8,9,15,16,13,17,13,18,10,12,14,8,10,8,11,10,4,6,3,7,3,5,5,4,4,1,1,8,5,4,2,4,3,2,3,3,5,1,4,3,1,12
2020-06-30,E01006115,Trafford 004C,LSOA,Males,780,134,554,92,6,7,8,7,7,5,11,10,10,9,6,13,9,9,7,10,12,8,11,5,7,11,9,17,14,5,8,11,7,9,12,18,12,9,10,8,6,15,9,20,10,8,15,11,14,14,10,14,10,15,11,10,9,13,17,17,10,16,13,12,10,9,11,13,9,9,7,1,1,12,1,5,4,2,2,6,5,3,2,1,1,1,2,1,2,3,3,6,4,4,4
2020-06-30,E01006115,Trafford 004C,LSOA,Persons,1583,279,1109,195,9,12,17,11,14,14,23,24,19,17,15,24,19,17,19,25,27,16,22,12,17,23,15,30,27,18,19,26,20,16,23,33,22,16,18,23,19,28,19,43,24,17,33,21,21,22,15,19,18,23,20,25,25,26,34,30,28,26,25,26,18,19,19,24,19,13,13,4,8,15,6,10,8,6,3,7,13,8,6,3,5,4,4,4,5,8,4,10,7,5,16
2020-06-30,E01006116,Trafford 002A,LSOA,Females,695,160,412,123,6,14,7,4,13,12,13,8,7,13,12,8,13,11,10,9,2,4,4,2,6,7,3,6,6,9,10,8,8,5,13,9,11,9,11,11,10,16,4,11,11,5,12,10,12,10,7,11,6,9,10,15,10,14,13,5,6,9,8,8,15,4,3,8,6,5,6,8,3,5,8,6,7,11,3,7,7,7,4,3,4,3,5,3,3,2,1,0,3,1,8
2020-06-30,E01006116,Trafford 002A,LSOA,Males,673,167,381,125,6,9,9,9,14,9,7,11,14,11,12,9,17,8,15,7,11,4,10,3,9,9,10,7,8,4,5,6,5,7,3,6,6,8,10,7,9,8,7,5,11,13,2,12,7,11,6,10,9,10,8,11,8,9,14,6,7,3,5,10,10,10,7,4,11,3,5,4,4,6,6,7,14,7,7,5,5,8,5,3,4,0,4,1,2,4,1,4,2,1,13
2020-06-30,E01006116,Trafford 002A,LSOA,Persons,1368,327,793,248,12,23,16,13,27,21,20,19,21,24,24,17,30,19,25,16,13,8,14,5,15,16,13,13,14,13,15,14,13,12,16,15,17,17,21,18,19,24,11,16,22,18,14,22,19,21,13,21,15,19,18,26,18,23,27,11,13,12,13,18,25,14,10,12,17,8,11,12,7,11,14,13,21,18,10,12,12,15,9,6,8,3,9,4,5,6,2,4,5,2,21
2020-06-30,E01006117,Trafford 002B,LSOA,Females,898,175,536,187,5,14,8,14,12,8,9,16,10,12,11,12,12,10,7,15,14,11,10,10,4,4,8,5,8,6,6,9,7,11,5,10,10,9,13,12,8,12,12,15,8,13,7,9,14,19,12,17,15,15,10,16,19,16,13,8,22,10,9,10,10,12,17,5,11,7,11,12,8,8,9,16,9,11,11,13,14,7,7,7,3,3,4,2,4,2,6,0,1,4,8
