pharmacy_name,address,postcode,opening_hours_monday,opening_hours_tuesday,opening_hours_wednesday,opening_hours_thursday,opening_hours_friday,opening_hours_saturday,opening_hours_sunday,organisation_data_service_code,health_and_wellbeing_board,ward_code,ward_name,la_code,la_name
Cohens Chemist,"259c Orrell Road, Orrell, Wigan, Lancashire",WN5 8NB,09:00-17:00,09:00-17:00,09:00-14:00,09:00-17:00,09:00-17:00,09:00-12:00,CLOSED,FDH71,Wigan,E05015005,Orrell,E08000010,Wigan
Cohens Chemist,"47a High Street, Standish, Wigan",WN6 0HA,09:00-18:00,09:00-18:00,09:00-17:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FGM90,Wigan,E05015008,Standish with Langtree,E08000010,Wigan
Cohens Chemist,"36 Braithwaite Road, Lowton, Warrington",WA3 2HY,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FHH13,Wigan,E05015004,Lowton East,E08000010,Wigan
Cohens Chemist,"23 Church Street, Atherton, Manchester",M46 9DE,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FPP35,Wigan,E05014993,Atherton North,E08000010,Wigan
Cohens Chemist,"Atherton Health Centre, Omerod House, Nelson St, Atherton",M46 0LE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FRF02,Wigan,E05014993,Atherton North,E08000010,Wigan
Cohens Chemist,"147-149 Elliott Street, Tyldesley, Manchester",M29 8FL,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FVX82,Wigan,E05015009,Tyldesley & Mosley Common,E08000010,Wigan
Davina Pharmacy,"155 Elliott Street, Tydesley, Manchester",M29 8FL,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FDH26,Wigan,E05015009,Tyldesley & Mosley Common,E08000010,Wigan
Elliott Street Pharmacy,"177 Elliott Street, Tyldesley, Manchester",M29 8DR,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:30,FCV17,Wigan,E05015009,Tyldesley & Mosley Common,E08000010,Wigan
England Pharmacy,"280 Gidlow Lane, Wigan, Lancashire",WN6 7PG,09:00-18:30,09:00-18:30,09:00-17:00,09:00-18:15,09:00-18:15,09:00-13:00,CLOSED,FM634,Wigan,E05015011,Wigan West,E08000010,Wigan
Evergreen Pharmacy,"91a Mesnes Street, Wigan, Greater Manchester",WN1 1QJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FJ396,Wigan,E05015010,Wigan Central,E08000010,Wigan
George Wilson,"Pemberton Primary Care, Resource Centre, Sherwood Drive, Wigan",WN5 9QX,08:30-18:00,08:30-18:00,08:30-17:00,08:30-18:00,08:30-18:00,09:00-12:30,CLOSED,FQP74,Wigan,E05014996,Douglas,E08000010,Wigan
Golborne Late Night Chemist,"98 High Street, Golborne, Warrington",WA3 3DA,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,"10:00-12:00,17:00-21:00",10:00-16:00,FDP26,Wigan,E05014997,Golborne & Lowton West,E08000010,Wigan
Gpharmacy Direct,"Unit 9 Queens Ent. Park, Queens Street, Golborne, Greater Manchester",WA3 3AF,"08:00-13:00,14:00-18:30","08:00-13:00,14:00-18:30","08:00-13:00,14:00-18:30","08:00-13:00,14:00-18:30","08:00-13:00,14:00-18:30","08:00-13:00,14:00-16:00",CLOSED,FR267,Wigan,E05014997,Golborne & Lowton West,E08000010,Wigan
Hawkley Pharmacy,"54 Carr Lane, Hawkley Hall, Wigan",WN3 5ND,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-12:30,CLOSED,FMH96,Wigan,E05015013,Worsley Mesnes,E08000010,Wigan
Hindley Pharmacy,"Hindley Health Centre, 17 Liverpool Road, Hindley, Nr.wigan, Lancashire",WN2 3HQ,08:30-19:00,08:30-19:00,08:30-17:00,08:30-19:00,08:30-19:00,09:00-11:00,CLOSED,FXV58,Wigan,E05014998,Hindley,E08000010,Wigan
Hollowood Chemist,"7 Ince Green Lane, Ince, Wigan, Lancashire",WN2 2AR,"09:00-13:15,14:15-18:00","09:00-13:15,14:15-18:00","09:00-13:15,14:15-18:00","09:00-13:15,14:15-18:00","09:00-13:15,14:15-18:00",09:00-13:00,CLOSED,FA200,Wigan,E05015000,Ince,E08000010,Wigan
Hollowood Chemist,"11 Mesnes Street, Wigan",WN1 1QP,09:00-18:00,09:00-18:00,09:00-17:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FPC22,Wigan,E05015010,Wigan Central,E08000010,Wigan
Hollowood Chemist,"142 Haigh Road, Aspull, Wigan, Lancashire",WN2 1XH,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FXM89,Wigan,E05014991,"Aspull, New Springs & Whelley",E08000010,Wigan
J Morris Pharmacy,"109 Wigan Road, Ashton In Makerfield, Wigan, Lancashire",WN4 9BH,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-13:00,CLOSED,FLP99,Wigan,E05014995,Bryn with Ashton-in-Makerfield North,E08000010,Wigan
Liverpool Road Pharmacy,"612 Liverpool Road, Platt Bridge, Wigan, Lancashire",WN2 5BB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FVX03,Wigan,E05014989,Abram,E08000010,Wigan
Manor Pharmacy,"Boston House, Wigan Health Centre, Frog Lane, Wigan",WN6 7LB,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,"08:30-12:45,14:00-18:30",09:00-13:00,CLOSED,FFH39,Wigan,E05015011,Wigan West,E08000010,Wigan
Manor Pharmacy,"12 The Ctr, Richmond Dr, Higher Folds, Leigh",WN7 2XT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FJD69,Wigan,E05015001,Leigh Central & Higher Folds,E08000010,Wigan
Manor Pharmacy,"90-92 Manchester Road, Leigh, Wigan, Lancashire",WN7 2LD,09:00-18:00,09:00-18:00,09:00-17:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FLX23,Wigan,E05015002,Leigh South,E08000010,Wigan
Manor Pharmacy,"Wigan & Leigh College, Leigh Stadium,Sale Way, Leigh",WN7 4JY,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FPT79,Wigan,E05015002,Leigh South,E08000010,Wigan
Manor Pharmacy,"Chandler House, Poolstock Lane, Wigan",WN3 5HL,08:30-18:30,08:30-18:30,08:30-16:00,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FQ045,Wigan,E05015013,Worsley Mesnes,E08000010,Wigan
Manor Pharmacy,"4 Gathurst Lane, Shevington, Wigan, Lancashire",WN6 8HA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-17:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FQF30,Wigan,E05015007,Shevington with Lower Ground & Moor,E08000010,Wigan
New Springs Pharmacy,"21 Wigan Road, New Springs, Wigan",WN2 1DH,"09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00",09:00-13:00,CLOSED,FLL04,Wigan,E05014991,"Aspull, New Springs & Whelley",E08000010,Wigan
Peak Pharmacy,"11 College Street, Leigh",WN7 2RF,"09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30",CLOSED,CLOSED,FKK46,Wigan,E05015001,Leigh Central & Higher Folds,E08000010,Wigan
Peak Pharmacy,"76 Bradshawgate, Leigh, Wigan, Lancashire",WN7 4NP,"09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30",CLOSED,CLOSED,FNH71,Wigan,E05015001,Leigh Central & Higher Folds,E08000010,Wigan
Peak Pharmacy,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-12:00,CLOSED,FYQ60,Wigan,E05014994,Atherton South & Lilford,E08000010,Wigan
Platt Bridge Health Centre Pharmacy,"Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,"08:30-13:30,14:30-18:30","08:30-13:30,14:30-18:30","08:30-13:30,14:30-18:30","08:30-13:30,14:30-18:30","08:30-13:30,14:30-18:30",09:00-12:30,CLOSED,FX650,Wigan,E05014989,Abram,E08000010,Wigan
Rowlands Pharmacy,"5 Oaklands Road, Lowton, Warrington",WA3 2LA,"09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00",CLOSED,CLOSED,FA756,Wigan,E05015004,Lowton East,E08000010,Wigan
Rowlands Pharmacy,"52 Marsh Green, Wigan, Lancashire",WN5 0PU,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FEY33,Wigan,E05015006,Pemberton,E08000010,Wigan
Rowlands Pharmacy,"120 Wigan Road, Ashton-In-Makerfield, Nr.wigan",WN4 9SU,"09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30",CLOSED,CLOSED,FJR77,Wigan,E05014995,Bryn with Ashton-in-Makerfield North,E08000010,Wigan
Shevington Community Pharmacy,"The Surgery, Houghton Lane, Shevington, Wigan, Greater Manchester",WN6 8ET,08:00-18:30,08:00-18:30,"08:00-13:00,14:00-18:30",08:00-18:30,08:00-18:30,08:00-14:00,CLOSED,FDN29,Wigan,E05015007,Shevington with Lower Ground & Moor,E08000010,Wigan
Standish Pharmacy,"15 Preston Road, Standish, Wigan, Lancashire",WN6 0HR,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FW187,Wigan,E05015008,Standish with Langtree,E08000010,Wigan
Tesco Instore Pharmacy,"Tesco Store, Central Park Way, Wigan",WN1 1XE,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,10:00-16:00,FGM80,Wigan,E05015010,Wigan Central,E08000010,Wigan
Tesco Instore Pharmacy,"Tesco Stores, Spinning Jenny Way, Leigh, Wigan",WN7 4BA,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FXW22,Wigan,E05015001,Leigh Central & Higher Folds,E08000010,Wigan
Tims & Parker Pharmacy,"Claire Hse,Lower Ince H/C, Phoenix Way, Lower Ince, Wigan",WN3 4NW,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FJG67,Wigan,E05015000,Ince,E08000010,Wigan
Tims & Parker Pharmacy,"Leigh Health Park, Derby Street, Leigh",WN7 2PD,"09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00","09:00-13:00,13:30-17:00","09:00-13:00,13:30-18:00","09:00-13:00,13:30-18:00",CLOSED,CLOSED,FPE00,Wigan,E05015001,Leigh Central & Higher Folds,E08000010,Wigan
Trayners Chemist,"108 Market Street, Hindley, Wigan",WN2 3AY,08:00-18:00,08:00-18:00,08:00-16:00,08:00-18:00,08:00-18:00,08:00-14:00,CLOSED,FKX71,Wigan,E05014998,Hindley,E08000010,Wigan
Well,"56 Church Street, Orrell, Wigan, Lancashire",WN5 8TQ,08:30-19:00,08:30-18:00,08:30-18:00,08:30-19:00,08:30-16:00,CLOSED,CLOSED,FHG83,Wigan,E05015005,Orrell,E08000010,Wigan
Well,"1 Coldalhurst Lane, Astley, Tyldesley, Manchester",M29 7BS,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FJ016,Wigan,E05014992,Astley,E08000010,Wigan
Well,"97-99 High Street, Golborne, Nr.warrington, Lancashire",WA3 3BU,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FR006,Wigan,E05014997,Golborne & Lowton West,E08000010,Wigan
Well,"216 Ormskirk Road, Newtown, Wigan, Lancashire",WN5 9ED,09:00-18:00,09:00-18:00,09:00-17:30,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FY111,Wigan,E05014996,Douglas,E08000010,Wigan
Well,"Hindley Medical Centre, 109 Ladies Lane, Hindley, Wigan",WN2 2QG,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:30-11:30,CLOSED,FY680,Wigan,E05014998,Hindley,E08000010,Wigan
