area_code,area_name,geography,period,indicator,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6566.9
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,1130.6
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4169.2
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,5396
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2337.9
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2163.3
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2375.5
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2028.7
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2717.6
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3676
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3414
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4270.2
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2855.4
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3545.4
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,5084
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4041.5
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,681.1
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3448.9
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3113.9
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,5583.8
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4803.5
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4676.6
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3114.5
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,5353.4
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,435
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3896.9
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,1935.8
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,1171.2
