period,area_code,area_name,geography,sex,age_group,usual_residents
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 55 to 59 years,19003
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 60 to 64 years,20089
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 65 to 69 years,20256
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 70 to 74 years,16096
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 75 to 79 years,13516
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 80 to 84 years,8824
1991-04-21,E08000003,Manchester,Local authority,Persons,Aged 85 years and over,5708
2001-04-29,E08000003,Manchester,Local authority,Females,All ages,201252
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 4 years and under,12136
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 5 to 9 years,12331
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 10 to 14 years,13514
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 15 to 19 years,15074
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 20 to 24 years,22735
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 25 to 29 years,16703
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 30 to 34 years,15949
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 35 to 39 years,14317
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 40 to 44 years,12012
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 45 to 49 years,9873
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 50 to 54 years,9837
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 55 to 59 years,8124
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 60 to 64 years,7999
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 65 to 69 years,7234
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 70 to 74 years,7238
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 75 to 79 years,6724
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 80 to 84 years,4740
2001-04-29,E08000003,Manchester,Local authority,Females,Aged 85 years and over,4712
2001-04-29,E08000003,Manchester,Local authority,Males,All ages,191564
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 4 years and under,12556
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 5 to 9 years,13217
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 10 to 14 years,13935
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 15 to 19 years,14492
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 20 to 24 years,22147
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 25 to 29 years,16707
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 30 to 34 years,15390
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 35 to 39 years,13986
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 40 to 44 years,11819
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 45 to 49 years,10479
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 50 to 54 years,10139
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 55 to 59 years,7788
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 60 to 64 years,7551
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 65 to 69 years,6828
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 70 to 74 years,5669
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 75 to 79 years,4681
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 80 to 84 years,2574
2001-04-29,E08000003,Manchester,Local authority,Males,Aged 85 years and over,1606
2001-04-29,E08000003,Manchester,Local authority,Persons,All ages,392816
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 4 years and under,24692
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 5 to 9 years,25548
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 10 to 14 years,27449
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 15 to 19 years,29566
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 20 to 24 years,44882
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 25 to 29 years,33410
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 30 to 34 years,31339
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 35 to 39 years,28303
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 40 to 44 years,23831
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 45 to 49 years,20352
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 50 to 54 years,19976
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 55 to 59 years,15912
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 60 to 64 years,15550
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 65 to 69 years,14062
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 70 to 74 years,12907
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 75 to 79 years,11405
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 80 to 84 years,7314
2001-04-29,E08000003,Manchester,Local authority,Persons,Aged 85 years and over,6318
2011-03-27,E08000003,Manchester,Local authority,Females,All ages,250504
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 4 years and under,17798
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 5 to 9 years,14170
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 10 to 14 years,12952
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 15 to 19 years,19270
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 20 to 24 years,33425
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 25 to 29 years,27790
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 30 to 34 years,21472
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 35 to 39 years,16217
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 40 to 44 years,15642
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 45 to 49 years,14471
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 50 to 54 years,11708
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 55 to 59 years,9483
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 60 to 64 years,8848
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 65 to 69 years,6935
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 70 to 74 years,6289
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 75 to 79 years,5339
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 80 to 84 years,4329
2011-03-27,E08000003,Manchester,Local authority,Females,Aged 85 years and over,4366
2011-03-27,E08000003,Manchester,Local authority,Males,All ages,252623
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 4 years and under,18615
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 5 to 9 years,14447
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 10 to 14 years,13833
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 15 to 19 years,19032
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 20 to 24 years,33573
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 25 to 29 years,28805
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 30 to 34 years,23532
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 35 to 39 years,17753
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 40 to 44 years,16824
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 45 to 49 years,14166
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 50 to 54 years,12219
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 55 to 59 years,10150
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 60 to 64 years,9388
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 65 to 69 years,6256
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 70 to 74 years,5287
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 75 to 79 years,4039
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 80 to 84 years,2697
2011-03-27,E08000003,Manchester,Local authority,Males,Aged 85 years and over,2007
2011-03-27,E08000003,Manchester,Local authority,Persons,All ages,503127
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 4 years and under,36413
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 5 to 9 years,28617
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 10 to 14 years,26785
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 15 to 19 years,38302
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 20 to 24 years,66998
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 25 to 29 years,56595
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 30 to 34 years,45004
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 35 to 39 years,33970
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 40 to 44 years,32466
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 45 to 49 years,28637
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 50 to 54 years,23927
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 55 to 59 years,19633
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 60 to 64 years,18236
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 65 to 69 years,13191
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 70 to 74 years,11576
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 75 to 79 years,9378
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 80 to 84 years,7026
2011-03-27,E08000003,Manchester,Local authority,Persons,Aged 85 years and over,6373
2021-03-21,E08000003,Manchester,Local authority,Females,All ages,277800
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 4 years and under,17000
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 5 to 9 years,17900
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 10 to 14 years,17700
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 15 to 19 years,21500
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 20 to 24 years,31900
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 25 to 29 years,26500
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 30 to 34 years,24200
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 35 to 39 years,21300
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 40 to 44 years,17900
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 45 to 49 years,15200
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 50 to 54 years,14800
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 55 to 59 years,13300
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 60 to 64 years,10700
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 65 to 69 years,8100
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 70 to 74 years,7000
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 75 to 79 years,5000
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 80 to 84 years,3900
2021-03-21,E08000003,Manchester,Local authority,Females,Aged 85 years and over,3900
2021-03-21,E08000003,Manchester,Local authority,Males,All ages,274200
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 4 years and under,17400
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 5 to 9 years,18700
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 10 to 14 years,18600
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 15 to 19 years,20900
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 20 to 24 years,30000
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 25 to 29 years,26100
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 30 to 34 years,23800
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 35 to 39 years,20700
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 40 to 44 years,17900
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 45 to 49 years,15900
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 50 to 54 years,15600
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 55 to 59 years,13400
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 60 to 64 years,10900
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 65 to 69 years,8300
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 70 to 74 years,6800
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 75 to 79 years,4200
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 80 to 84 years,2800
2021-03-21,E08000003,Manchester,Local authority,Males,Aged 85 years and over,2100
2021-03-21,E08000003,Manchester,Local authority,Persons,All ages,552000
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 4 years and under,34400
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 5 to 9 years,36600
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 10 to 14 years,36300
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 15 to 19 years,42400
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 20 to 24 years,61900
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 25 to 29 years,52600
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 30 to 34 years,48000
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 35 to 39 years,42100
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 40 to 44 years,35800
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 45 to 49 years,31100
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 50 to 54 years,30400
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 55 to 59 years,26700
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 60 to 64 years,21600
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 65 to 69 years,16500
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 70 to 74 years,13800
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 75 to 79 years,9200
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 80 to 84 years,6700
2021-03-21,E08000003,Manchester,Local authority,Persons,Aged 85 years and over,5900
1981-04-05,E08000004,Oldham,Local authority,Females,All ages,112499
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 4 years and under,7031
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 5 to 9 years,7526
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 10 to 14 years,8826
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 15 to 19 years,8984
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 20 to 24 years,7812
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 25 to 29 years,7370
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 30 to 34 years,8254
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 35 to 39 years,6971
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 40 to 44 years,6197
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 45 to 49 years,5689
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 50 to 54 years,5827
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 55 to 59 years,6564
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 60 to 64 years,5896
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 65 to 69 years,6040
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 70 to 74 years,5519
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 75 to 79 years,4116
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 80 to 84 years,2439
1981-04-05,E08000004,Oldham,Local authority,Females,Aged 85 years and over,1440
1981-04-05,E08000004,Oldham,Local authority,Males,All ages,106962
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 4 years and under,7369
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 5 to 9 years,8038
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 10 to 14 years,9752
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 15 to 19 years,9213
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 20 to 24 years,7720
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 25 to 29 years,7360
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 30 to 34 years,8420
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 35 to 39 years,7037
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 40 to 44 years,6716
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 45 to 49 years,5946
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 50 to 54 years,5780
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 55 to 59 years,6325
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 60 to 64 years,5063
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 65 to 69 years,4870
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 70 to 74 years,3884
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 75 to 79 years,2193
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 80 to 84 years,930
1981-04-05,E08000004,Oldham,Local authority,Males,Aged 85 years and over,345
1981-04-05,E08000004,Oldham,Local authority,Persons,All ages,219461
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 4 years and under,14400
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 5 to 9 years,15564
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 10 to 14 years,18578
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 15 to 19 years,18197
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 20 to 24 years,15532
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 25 to 29 years,14730
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 30 to 34 years,16674
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 35 to 39 years,14008
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 40 to 44 years,12913
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 45 to 49 years,11635
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 50 to 54 years,11607
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 55 to 59 years,12889
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 60 to 64 years,10959
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 65 to 69 years,10910
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 70 to 74 years,9403
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 75 to 79 years,6309
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 80 to 84 years,3369
1981-04-05,E08000004,Oldham,Local authority,Persons,Aged 85 years and over,1785
1991-04-21,E08000004,Oldham,Local authority,Females,All ages,111828
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 4 years and under,7748
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 5 to 9 years,7504
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 10 to 14 years,6962
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 15 to 19 years,7246
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 20 to 24 years,8185
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 25 to 29 years,8566
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 30 to 34 years,7728
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 35 to 39 years,7093
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 40 to 44 years,7916
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 45 to 49 years,6605
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 50 to 54 years,5927
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 55 to 59 years,5271
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 60 to 64 years,5227
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 65 to 69 years,5545
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 70 to 74 years,4694
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 75 to 79 years,4260
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 80 to 84 years,3119
1991-04-21,E08000004,Oldham,Local authority,Females,Aged 85 years and over,2232
1991-04-21,E08000004,Oldham,Local authority,Males,All ages,104703
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 4 years and under,8204
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 5 to 9 years,7952
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 10 to 14 years,7412
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 15 to 19 years,7440
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 20 to 24 years,7826
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 25 to 29 years,8069
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 30 to 34 years,7395
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 35 to 39 years,6975
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 40 to 44 years,7825
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 45 to 49 years,6576
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 50 to 54 years,6148
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 55 to 59 years,5314
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 60 to 64 years,4786
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 65 to 69 years,4730
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 70 to 74 years,3285
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 75 to 79 years,2683
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 80 to 84 years,1467
1991-04-21,E08000004,Oldham,Local authority,Males,Aged 85 years and over,616
1991-04-21,E08000004,Oldham,Local authority,Persons,All ages,216531
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 4 years and under,15952
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 5 to 9 years,15456
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 10 to 14 years,14374
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 15 to 19 years,14686
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 20 to 24 years,16011
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 25 to 29 years,16635
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 30 to 34 years,15123
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 35 to 39 years,14068
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 40 to 44 years,15741
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 45 to 49 years,13181
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 50 to 54 years,12075
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 55 to 59 years,10585
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 60 to 64 years,10013
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 65 to 69 years,10275
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 70 to 74 years,7979
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 75 to 79 years,6943
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 80 to 84 years,4586
1991-04-21,E08000004,Oldham,Local authority,Persons,Aged 85 years and over,2848
2001-04-29,E08000004,Oldham,Local authority,Females,All ages,112244
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 4 years and under,7374
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 5 to 9 years,7530
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 10 to 14 years,7659
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 15 to 19 years,7146
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 20 to 24 years,6271
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 25 to 29 years,7223
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 30 to 34 years,8513
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 35 to 39 years,8519
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 40 to 44 years,7446
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 45 to 49 years,6917
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 50 to 54 years,7560
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 55 to 59 years,6333
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 60 to 64 years,5372
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 65 to 69 years,4569
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 70 to 74 years,4279
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 75 to 79 years,3887
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 80 to 84 years,2885
2001-04-29,E08000004,Oldham,Local authority,Females,Aged 85 years and over,2761
2001-04-29,E08000004,Oldham,Local authority,Males,All ages,105034
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 4 years and under,7822
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 5 to 9 years,8073
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 10 to 14 years,8298
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 15 to 19 years,7337
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 20 to 24 years,5637
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 25 to 29 years,6471
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 30 to 34 years,7919
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 35 to 39 years,8185
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 40 to 44 years,7121
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 45 to 49 years,6765
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 50 to 54 years,7402
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 55 to 59 years,5906
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 60 to 64 years,5447
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 65 to 69 years,4172
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 70 to 74 years,3333
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 75 to 79 years,2711
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 80 to 84 years,1488
2001-04-29,E08000004,Oldham,Local authority,Males,Aged 85 years and over,947
2001-04-29,E08000004,Oldham,Local authority,Persons,All ages,217278
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 4 years and under,15196
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 5 to 9 years,15603
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 10 to 14 years,15957
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 15 to 19 years,14483
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 20 to 24 years,11908
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 25 to 29 years,13694
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 30 to 34 years,16432
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 35 to 39 years,16704
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 40 to 44 years,14567
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 45 to 49 years,13682
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 50 to 54 years,14962
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 55 to 59 years,12239
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 60 to 64 years,10819
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 65 to 69 years,8741
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 70 to 74 years,7612
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 75 to 79 years,6598
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 80 to 84 years,4373
2001-04-29,E08000004,Oldham,Local authority,Persons,Aged 85 years and over,3708
2011-03-27,E08000004,Oldham,Local authority,Females,All ages,114742
2011-03-27,E08000004,Oldham,Local authority,Females,Aged 4 years and under,8225
2011-03-27,E08000004,Oldham,Local authority,Females,Aged 5 to 9 years,7442
