area_code,area_name,geography,period,indicator,measure,unit,sex,age_group,value
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,All ages,212731
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 4 years and under,13939
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 5 to 9 years,13613
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 10 to 14 years,12931
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 15 to 19 years,13921
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 20 to 24 years,15098
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 25 to 29 years,16438
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 30 to 34 years,15701
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 35 to 39 years,14243
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 40 to 44 years,15640
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 45 to 49 years,12899
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 50 to 54 years,12062
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 55 to 59 years,11289
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 60 to 64 years,11032
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 65 to 69 years,10559
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 70 to 74 years,8396
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 75 to 79 years,6921
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 80 to 84 years,4766
E08000009,Trafford,Local authority,1991-04-21,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 85 years and over,3283
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,All ages,107982
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 4 years and under,5793
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 5 to 9 years,6463
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 10 to 14 years,6876
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 15 to 19 years,6465
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 20 to 24 years,5174
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 25 to 29 years,6760
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 30 to 34 years,8200
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 35 to 39 years,8978
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 40 to 44 years,7958
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 45 to 49 years,7028
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 50 to 54 years,7249
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 55 to 59 years,5871
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 60 to 64 years,5334
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 65 to 69 years,4900
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 70 to 74 years,4720
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 75 to 79 years,4158
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 80 to 84 years,3140
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 85 years and over,2915
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,All ages,102161
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 4 years and under,6176
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 5 to 9 years,6945
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 10 to 14 years,7331
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 15 to 19 years,6496
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 20 to 24 years,5408
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 25 to 29 years,6662
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 30 to 34 years,7802
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 35 to 39 years,8772
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 40 to 44 years,7867
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 45 to 49 years,6774
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 50 to 54 years,7180
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 55 to 59 years,5551
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 60 to 64 years,4927
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 65 to 69 years,4561
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 70 to 74 years,3712
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 75 to 79 years,2991
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 80 to 84 years,1902
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 85 years and over,1104
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,All ages,210143
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 4 years and under,11969
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 5 to 9 years,13408
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 10 to 14 years,14207
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 15 to 19 years,12961
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 20 to 24 years,10582
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 25 to 29 years,13422
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 30 to 34 years,16002
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 35 to 39 years,17750
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 40 to 44 years,15825
