area_code,area_name,geography,period,indicator,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,11722
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,5864
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,5858
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,7581
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,3906
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3675
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8878
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4472
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4406
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8674
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4430
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4244
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8395
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4300
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4095
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8655
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4431
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4224
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8193
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4251
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3942
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,6924
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,3593
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3331
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,7247
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,3758
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3489
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,7040
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,3668
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3372
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8356
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4273
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4083
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8549
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4361
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4188
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,6644
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,3454
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3190
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8027
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4079
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3948
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,9535
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4775
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4760
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8058
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4131
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3927
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8189
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4330
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3859
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8116
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4260
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3856
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,9350
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4878
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4472
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8694
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4347
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4347
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8286
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4153
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4133
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8401
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4395
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4006
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,7737
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4030
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3707
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,10105
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,5197
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4908
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,9514
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4811
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4703
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8153
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4147
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,4006
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,7756
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4047
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3709
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,All persons,Count,Persons,8278
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Female,Count,Persons,4306
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Male,Count,Persons,3972
