area_code,area_name,geography,period,indicator,measure,unit,value
E05000819,Altrincham,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000819,Altrincham,Electoral ward,2021-03-21,1 person in household,Count,Households,1821
E05000819,Altrincham,Electoral ward,2021-03-21,2 people in household,Count,Households,1785
E05000819,Altrincham,Electoral ward,2021-03-21,3 people in household,Count,Households,875
E05000819,Altrincham,Electoral ward,2021-03-21,4 people in household,Count,Households,850
E05000819,Altrincham,Electoral ward,2021-03-21,5 people in household,Count,Households,208
E05000819,Altrincham,Electoral ward,2021-03-21,6 people in household,Count,Households,54
E05000819,Altrincham,Electoral ward,2021-03-21,7 people in household,Count,Households,12
E05000819,Altrincham,Electoral ward,2021-03-21,8 or more people in household,Count,Households,4
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,1 person in household,Count,Households,1348
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,2 people in household,Count,Households,1351
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,3 people in household,Count,Households,680
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,4 people in household,Count,Households,724
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,5 people in household,Count,Households,185
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,6 people in household,Count,Households,33
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,7 people in household,Count,Households,6
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,8 or more people in household,Count,Households,1
E05000821,Bowdon,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000821,Bowdon,Electoral ward,2021-03-21,1 person in household,Count,Households,1038
E05000821,Bowdon,Electoral ward,2021-03-21,2 people in household,Count,Households,1353
E05000821,Bowdon,Electoral ward,2021-03-21,3 people in household,Count,Households,555
E05000821,Bowdon,Electoral ward,2021-03-21,4 people in household,Count,Households,534
E05000821,Bowdon,Electoral ward,2021-03-21,5 people in household,Count,Households,186
E05000821,Bowdon,Electoral ward,2021-03-21,6 people in household,Count,Households,52
E05000821,Bowdon,Electoral ward,2021-03-21,7 people in household,Count,Households,14
E05000821,Bowdon,Electoral ward,2021-03-21,8 or more people in household,Count,Households,7
E05000822,Broadheath,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000822,Broadheath,Electoral ward,2021-03-21,1 person in household,Count,Households,1394
E05000822,Broadheath,Electoral ward,2021-03-21,2 people in household,Count,Households,1674
E05000822,Broadheath,Electoral ward,2021-03-21,3 people in household,Count,Households,1052
E05000822,Broadheath,Electoral ward,2021-03-21,4 people in household,Count,Households,1057
E05000822,Broadheath,Electoral ward,2021-03-21,5 people in household,Count,Households,295
E05000822,Broadheath,Electoral ward,2021-03-21,6 people in household,Count,Households,80
E05000822,Broadheath,Electoral ward,2021-03-21,7 people in household,Count,Households,12
E05000822,Broadheath,Electoral ward,2021-03-21,8 or more people in household,Count,Households,6
E05000823,Brooklands,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000823,Brooklands,Electoral ward,2021-03-21,1 person in household,Count,Households,1106
E05000823,Brooklands,Electoral ward,2021-03-21,2 people in household,Count,Households,1309
E05000823,Brooklands,Electoral ward,2021-03-21,3 people in household,Count,Households,739
E05000823,Brooklands,Electoral ward,2021-03-21,4 people in household,Count,Households,801
E05000823,Brooklands,Electoral ward,2021-03-21,5 people in household,Count,Households,192
E05000823,Brooklands,Electoral ward,2021-03-21,6 people in household,Count,Households,41
E05000823,Brooklands,Electoral ward,2021-03-21,7 people in household,Count,Households,13
E05000823,Brooklands,Electoral ward,2021-03-21,8 or more people in household,Count,Households,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,1 person in household,Count,Households,1287
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,2 people in household,Count,Households,1284
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,3 people in household,Count,Households,744
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,4 people in household,Count,Households,539
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,5 people in household,Count,Households,237
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,6 people in household,Count,Households,66
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,7 people in household,Count,Households,15
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,8 or more people in household,Count,Households,11
E05000825,Clifford,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000825,Clifford,Electoral ward,2021-03-21,1 person in household,Count,Households,1840
E05000825,Clifford,Electoral ward,2021-03-21,2 people in household,Count,Households,1302
E05000825,Clifford,Electoral ward,2021-03-21,3 people in household,Count,Households,766
E05000825,Clifford,Electoral ward,2021-03-21,4 people in household,Count,Households,586
E05000825,Clifford,Electoral ward,2021-03-21,5 people in household,Count,Households,361
E05000825,Clifford,Electoral ward,2021-03-21,6 people in household,Count,Households,189
E05000825,Clifford,Electoral ward,2021-03-21,7 people in household,Count,Households,89
E05000825,Clifford,Electoral ward,2021-03-21,8 or more people in household,Count,Households,72
E05000826,Davyhulme East,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,1 person in household,Count,Households,1043
E05000826,Davyhulme East,Electoral ward,2021-03-21,2 people in household,Count,Households,1389
E05000826,Davyhulme East,Electoral ward,2021-03-21,3 people in household,Count,Households,757
E05000826,Davyhulme East,Electoral ward,2021-03-21,4 people in household,Count,Households,590
E05000826,Davyhulme East,Electoral ward,2021-03-21,5 people in household,Count,Households,154
E05000826,Davyhulme East,Electoral ward,2021-03-21,6 people in household,Count,Households,37
E05000826,Davyhulme East,Electoral ward,2021-03-21,7 people in household,Count,Households,9
E05000826,Davyhulme East,Electoral ward,2021-03-21,8 or more people in household,Count,Households,3
E05000827,Davyhulme West,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,1 person in household,Count,Households,1006
E05000827,Davyhulme West,Electoral ward,2021-03-21,2 people in household,Count,Households,1439
E05000827,Davyhulme West,Electoral ward,2021-03-21,3 people in household,Count,Households,744
E05000827,Davyhulme West,Electoral ward,2021-03-21,4 people in household,Count,Households,661
E05000827,Davyhulme West,Electoral ward,2021-03-21,5 people in household,Count,Households,201
E05000827,Davyhulme West,Electoral ward,2021-03-21,6 people in household,Count,Households,51
E05000827,Davyhulme West,Electoral ward,2021-03-21,7 people in household,Count,Households,4
E05000827,Davyhulme West,Electoral ward,2021-03-21,8 or more people in household,Count,Households,3
E05000828,Flixton,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000828,Flixton,Electoral ward,2021-03-21,1 person in household,Count,Households,1392
E05000828,Flixton,Electoral ward,2021-03-21,2 people in household,Count,Households,1537
E05000828,Flixton,Electoral ward,2021-03-21,3 people in household,Count,Households,785
E05000828,Flixton,Electoral ward,2021-03-21,4 people in household,Count,Households,679
E05000828,Flixton,Electoral ward,2021-03-21,5 people in household,Count,Households,163
E05000828,Flixton,Electoral ward,2021-03-21,6 people in household,Count,Households,36
E05000828,Flixton,Electoral ward,2021-03-21,7 people in household,Count,Households,7
E05000828,Flixton,Electoral ward,2021-03-21,8 or more people in household,Count,Households,3
E05000829,Gorse Hill,Electoral ward,2021-03-21,0 people in household,Count,Households,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,1 person in household,Count,Households,1544
E05000829,Gorse Hill,Electoral ward,2021-03-21,2 people in household,Count,Households,1588
E05000829,Gorse Hill,Electoral ward,2021-03-21,3 people in household,Count,Households,889
E05000829,Gorse Hill,Electoral ward,2021-03-21,4 people in household,Count,Households,642
E05000829,Gorse Hill,Electoral ward,2021-03-21,5 people in household,Count,Households,264
