area_code,area_name,geography,period,indicator,measure,unit,value
E00030771,E00030771,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4532.3
E00030772,E00030772,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6015.8
E00030773,E00030773,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2933.3
E00030774,E00030774,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,11585.4
E00030775,E00030775,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,5089.5
E00030776,E00030776,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6555
E00030777,E00030777,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6542.9
E00030778,E00030778,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,7180.9
E00030779,E00030779,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6447.6
E00030780,E00030780,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,918.3
E00030782,E00030782,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2274.8
E00030783,E00030783,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,1526.5
E00030784,E00030784,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,6092.9
E00030785,E00030785,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2194
E00030786,E00030786,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4343.2
E00030787,E00030787,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,2915.2
E00030788,E00030788,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4343.8
E00030789,E00030789,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,7986.6
E00030790,E00030790,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4328.2
E00030791,E00030791,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,4334.9
E00030792,E00030792,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,15687.5
E00030793,E00030793,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,3452.2
E00030796,E00030796,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,8082.8
E00030797,E00030797,Output Area,2021-03-21,Usual residents per square kilometre,Count,Persons,10943.4
