area_code,area_name,geography,period,indicator,measure,unit,age,sex,value
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 13 years,Male,88
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 14 years,All persons,175
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 14 years,Female,91
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 14 years,Male,84
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 15 years,All persons,141
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 15 years,Female,65
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 15 years,Male,76
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 16 years,All persons,152
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 16 years,Female,74
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 16 years,Male,78
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 17 years,All persons,129
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 17 years,Female,63
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 17 years,Male,66
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 18 years,All persons,113
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 18 years,Female,55
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 18 years,Male,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 19 years,All persons,77
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 19 years,Female,30
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 19 years,Male,47
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 20 years,All persons,62
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 20 years,Female,28
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 20 years,Male,34
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 21 years,All persons,62
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 21 years,Female,30
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 21 years,Male,32
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 22 years,All persons,103
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 22 years,Female,49
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 22 years,Male,54
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 23 years,All persons,106
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 23 years,Female,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 23 years,Male,48
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 24 years,All persons,149
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 24 years,Female,80
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 24 years,Male,69
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 25 years,All persons,162
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 25 years,Female,75
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 25 years,Male,87
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 26 years,All persons,158
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 26 years,Female,83
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 26 years,Male,75
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 27 years,All persons,180
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 27 years,Female,88
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 27 years,Male,92
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 28 years,All persons,188
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 28 years,Female,95
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 28 years,Male,93
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 29 years,All persons,196
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 29 years,Female,92
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 29 years,Male,104
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 30 years,All persons,189
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 30 years,Female,109
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 30 years,Male,80
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 31 years,All persons,183
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 31 years,Female,94
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 31 years,Male,89
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 32 years,All persons,216
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 32 years,Female,97
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 32 years,Male,119
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 33 years,All persons,224
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 33 years,Female,115
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 33 years,Male,109
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 34 years,All persons,211
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 34 years,Female,120
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 34 years,Male,91
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 35 years,All persons,221
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 35 years,Female,113
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 35 years,Male,108
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 36 years,All persons,243
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 36 years,Female,123
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 36 years,Male,120
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 37 years,All persons,216
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 37 years,Female,107
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 37 years,Male,109
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 38 years,All persons,209
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 38 years,Female,114
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 38 years,Male,95
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 39 years,All persons,215
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 39 years,Female,113
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 39 years,Male,102
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 40 years,All persons,253
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 40 years,Female,143
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 40 years,Male,110
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 41 years,All persons,242
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 41 years,Female,122
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 41 years,Male,120
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 42 years,All persons,203
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 42 years,Female,104
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 42 years,Male,99
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 43 years,All persons,194
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 43 years,Female,101
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 43 years,Male,93
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 44 years,All persons,239
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 44 years,Female,127
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 44 years,Male,112
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 45 years,All persons,188
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 45 years,Female,90
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 45 years,Male,98
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 46 years,All persons,215
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 46 years,Female,96
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 46 years,Male,119
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 47 years,All persons,200
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 47 years,Female,96
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 47 years,Male,104
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 48 years,All persons,172
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 48 years,Female,74
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 48 years,Male,98
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 49 years,All persons,212
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 49 years,Female,95
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 49 years,Male,117
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 50 years,All persons,195
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 50 years,Female,98
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 50 years,Male,97
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 51 years,All persons,127
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 51 years,Female,64
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 51 years,Male,63
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 52 years,All persons,159
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 52 years,Female,63
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 52 years,Male,96
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 53 years,All persons,159
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 53 years,Female,96
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 53 years,Male,63
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 54 years,All persons,150
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 54 years,Female,88
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 54 years,Male,62
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 55 years,All persons,170
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 55 years,Female,83
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 55 years,Male,87
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 56 years,All persons,147
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 56 years,Female,75
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 56 years,Male,72
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 57 years,All persons,157
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 57 years,Female,86
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 57 years,Male,71
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 58 years,All persons,167
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 58 years,Female,79
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 58 years,Male,88
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 59 years,All persons,110
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 59 years,Female,60
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 59 years,Male,50
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 60 years,All persons,115
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 60 years,Female,57
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 60 years,Male,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 61 years,All persons,127
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 61 years,Female,55
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 61 years,Male,72
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 62 years,All persons,133
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 62 years,Female,68
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 62 years,Male,65
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 63 years,All persons,120
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 63 years,Female,60
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 63 years,Male,60
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 64 years,All persons,109
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 64 years,Female,45
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 64 years,Male,64
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 65 years,All persons,87
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 65 years,Female,41
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 65 years,Male,46
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 66 years,All persons,102
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 66 years,Female,50
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 66 years,Male,52
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 67 years,All persons,105
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 67 years,Female,47
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 67 years,Male,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 68 years,All persons,88
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 68 years,Female,46
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 68 years,Male,42
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 69 years,All persons,86
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 69 years,Female,36
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 69 years,Male,50
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 70 years,All persons,96
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 70 years,Female,47
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 70 years,Male,49
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 71 years,All persons,82
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 71 years,Female,47
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 71 years,Male,35
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 72 years,All persons,100
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 72 years,Female,55
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 72 years,Male,45
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 73 years,All persons,90
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 73 years,Female,42
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 73 years,Male,48
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 74 years,All persons,105
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 74 years,Female,62
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 74 years,Male,43
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 75 years,All persons,74
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 75 years,Female,38
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 75 years,Male,36
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 76 years,All persons,87
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 76 years,Female,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 76 years,Male,29
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 77 years,All persons,101
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 77 years,Female,58
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 77 years,Male,43
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 78 years,All persons,78
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 78 years,Female,43
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 78 years,Male,35
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 79 years,All persons,55
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 79 years,Female,38
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 79 years,Male,17
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 80 years,All persons,66
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 80 years,Female,37
E05000819,Altrincham,Electoral ward,2021-03-21,Usual resident population by sex and age,Count,Persons,Aged 80 years,Male,29
