area_code,area_name,geography,period,indicator,language,measure,unit,value
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,2
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,0
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,0
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,6
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,24
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,49
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,142
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,1
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,10
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,18
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,48
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,15
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,7
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,5
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,12
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,16
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,5
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,16
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,39
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,86
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,6
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,4
E08000009,Trafford,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,5
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,English,Count,Persons,307912
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,17
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,6
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,3
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,2
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,French,Count,Persons,170
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,592
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,291
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,202
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,61
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,2059
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,249
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,136
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,1653
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,537
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,262
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,226
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,218
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,145
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,27
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,8
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,4
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,4
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,8
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,10
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,2
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,10
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,85
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,13
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,10
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,8
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,4
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,243
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,175
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,580
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,3
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,449
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,320
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,13
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,28
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,313
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,50
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,127
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,2
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,49
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,70
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,10
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,26
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,193
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,277
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,35
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,18
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,100
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,143
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,301
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,17
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,3
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,52
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,105
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,9
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,74
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,21
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,2
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,1
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,1
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,1
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,24
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,14
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,3
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,2
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,4
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,20
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,6
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,13
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,0
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,14
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,42
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,12
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,4
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,20
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,80
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,73
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,11
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,9
E08000010,Wigan,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,8
