area_code,area_name,geography,period,indicator,language,measure,unit,value
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,547
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,524
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,265
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,29
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,5
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,161
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,English,Count,Persons,207898
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,13
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,1
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,1
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,12
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,French,Count,Persons,176
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,719
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,517
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,458
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,68
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,1068
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,123
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,220
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,1553
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,176
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,81
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,246
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,106
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,59
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,32
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,5
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,7
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,1
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,3
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,2
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,5
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,64
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,60
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,12
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,16
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,130
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,49
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,539
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,359
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,256
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,532
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,1
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,5598
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,32
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,2799
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,473
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,5955
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,351
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,1
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,19
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,45
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,138
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,16
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,14
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,237
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,55
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,136
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,141
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,3
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,2
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,35
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,39
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,7
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,67
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,25
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,5
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,35
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,91
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,67
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,0
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,26
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,70
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,54
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,67
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,5
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,14
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,62
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,10
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,36
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,51
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,160
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,142
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,12
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,3
E08000004,Oldham,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,51
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,English,Count,Persons,194800
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,10
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,1
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,1
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,French,Count,Persons,184
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,1287
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,448
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,313
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,67
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,2628
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,169
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,100
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,669
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,267
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,91
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,111
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,112
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,79
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,25
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,5
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,3
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,4
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,3
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,56
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,41
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,6
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,28
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,152
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,74
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,607
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,399
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,283
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,126
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,32
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,5218
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,38
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,1818
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,1384
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,1413
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,45
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,5
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,8
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,72
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,145
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,12
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,58
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,363
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,96
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,127
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,197
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,7
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,33
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,62
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,20
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,53
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,10
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,3
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,0
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,2
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,12
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,70
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,7
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,3
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,15
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,68
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,92
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,96
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,4
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,27
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,57
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,4
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,39
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,52
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,82
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,86
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,11
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,11
E08000005,Rochdale,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,47
E08000006,Salford,Local authority,2021-03-21,First or preferred language,English,Count,Persons,229864
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,73
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,8
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,1
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,1
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,2
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,3
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,French,Count,Persons,657
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,2685
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,1469
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,957
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,117
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,4813
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,370
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,426
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,1378
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,376
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,152
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,367
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,651
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,579
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,97
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,43
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,21
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,25
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,20
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,10
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,11
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,35
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,222
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,136
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,5
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,37
E08000006,Salford,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,47
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,1037
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,401
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,233
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,2461
E08000006,Salford,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,411
E08000006,Salford,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,663
E08000006,Salford,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,1154
E08000006,Salford,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,155
E08000006,Salford,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,48
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,908
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,239
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,378
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,3
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,220
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,143
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,48
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,115
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,276
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,424
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,30
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,58
E08000006,Salford,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,110
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,195
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,782
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,666
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,25
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,15
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,55
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,93
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,21
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,194
E08000006,Salford,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,99
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,1
E08000006,Salford,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,1
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,0
E08000006,Salford,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,3
E08000006,Salford,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,110
E08000006,Salford,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,845
E08000006,Salford,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,49
