AREFNO,date,year,month,day,hour,mode,output_time,collision_severity,casualty_severity,number_vehicles,number_casualties,sex,ageband,light_conditions,speed_limit,area_name,lon,lat
201906XF64307,2019-11-17,2019,Nov,Sun,16,Car,16:00:00,Slight,Slight,3,1,Female,46-55,Dark,70,Salford,-2.373645469021203,53.47615353692484
201906XF64310,2019-11-16,2019,Nov,Sat,17,Car,17:30:00,Slight,Slight,3,4,Male,46-55,Dark,70,Salford,-2.3762047368439796,53.506553513427136
201906XF64310,2019-11-16,2019,Nov,Sat,17,Car,17:30:00,Slight,Slight,3,4,Female,56-65,Dark,70,Salford,-2.3762047368439796,53.506553513427136
201906XF64310,2019-11-16,2019,Nov,Sat,17,Car,17:30:00,Slight,Slight,3,4,Female,6-10,Dark,70,Salford,-2.3762047368439796,53.506553513427136
201906XF64310,2019-11-16,2019,Nov,Sat,17,Car,17:30:00,Slight,Slight,3,4,Female,46-55,Dark,70,Salford,-2.3762047368439796,53.506553513427136
201906XF64826,2019-11-12,2019,Nov,Tue,6,Car,06:30:00,Slight,Slight,2,1,Male,46-55,Dark,70,Salford,-2.337223635348357,53.526714100689006
201906XF64907,2019-11-29,2019,Nov,Fri,19,Car,19:08:00,Slight,Slight,2,2,Female,26-35,Dark,70,Salford,-2.3621005726514253,53.526982861044694
201906XF64907,2019-11-29,2019,Nov,Fri,19,Car,19:08:00,Slight,Slight,2,2,Female,26-35,Dark,70,Salford,-2.3621005726514253,53.526982861044694
201906XF65104,2019-12-02,2019,Dec,Mon,17,Car,17:25:00,Slight,Slight,2,1,Female,21-25,Dark,70,Salford,-2.380343065001579,53.49219482115796
201906XF65110,2019-11-24,2019,Nov,Sun,17,Car,17:26:00,Slight,Slight,2,1,Female,6-10,Dark,70,Salford,-2.3769276148630896,53.48777432839482
201906XF65267,2019-12-05,2019,Dec,Thu,19,Car,19:10:00,Slight,Slight,3,1,Male,26-35,Dark,70,Salford,-2.3837125965427752,53.494790702019095
201906XF65302,2019-12-06,2019,Dec,Fri,7,Car,07:46:00,Slight,Slight,3,3,Male,26-35,Daylight,70,Salford,-2.4701119843750767,53.438806897434546
201906XF65302,2019-12-06,2019,Dec,Fri,7,Goods Vehicle,07:46:00,Slight,Slight,3,3,Male,26-35,Daylight,70,Salford,-2.4701119843750767,53.438806897434546
201906XF65302,2019-12-06,2019,Dec,Fri,7,Car,07:46:00,Slight,Slight,3,3,Male,36-45,Daylight,70,Salford,-2.4701119843750767,53.438806897434546
201906XF66059,2019-12-08,2019,Dec,Sun,11,Powered 2 Wheeler,11:15:00,Serious,Serious,1,1,Male,66-75,Daylight,70,Salford,-2.3873959157332463,53.50034267584348
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,16-20,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,21-25,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,21-25,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,21-25,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,0-5,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF66114,2019-12-15,2019,Dec,Sun,18,Car,18:00:00,Slight,Slight,3,6,Female,0-5,Dark,70,Salford,-2.372850665472159,53.47486167725851
201906XF67035,2019-12-03,2019,Dec,Tue,14,Car,14:20:00,Slight,Slight,2,1,Female,16-20,Daylight,70,Salford,-2.384392268633257,53.499938909220504
201906XG53538,2019-02-07,2019,Feb,Thu,18,Car,18:20:00,Slight,Slight,2,1,Male,56-65,Dark,40,Tameside,-2.136672914197986,53.456400001897606
201906XG54861,2019-03-23,2019,Mar,Sat,14,Car,14:03:00,Slight,Slight,2,1,Male,66-75,Daylight,70,Tameside,-2.132926295394359,53.47187338819932
201906XG55961,2019-04-14,2019,Apr,Sun,13,Car,13:45:00,Slight,Slight,2,1,Female,26-35,Daylight,70,Tameside,-2.1356959204172856,53.45227540438725
201906XG56617,2019-05-13,2019,May,Mon,14,Car,14:55:00,Serious,Serious,1,1,Female,36-45,Daylight,70,Tameside,-2.138968024011859,53.467453168611875
201906XG56632,2019-05-12,2019,May,Sun,8,Car,08:10:00,Slight,Slight,1,1,Male,21-25,Daylight,70,Tameside,-2.139230091702466,53.46468441591694
201906XG58083,2019-06-17,2019,Jun,Mon,20,Car,20:16:00,Slight,Slight,2,2,Female,56-65,Daylight,70,Tameside,-2.1159314643120446,53.48241658995133
201906XG58083,2019-06-17,2019,Jun,Mon,20,Car,20:16:00,Slight,Slight,2,2,Female,26-35,Daylight,70,Tameside,-2.1159314643120446,53.48241658995133
201906XG58268,2019-06-20,2019,Jun,Thu,13,Car,13:20:00,Serious,Slight,3,4,Male,16-20,Daylight,70,Tameside,-2.1246974020148794,53.47587314825883
201906XG58268,2019-06-20,2019,Jun,Thu,13,Car,13:20:00,Serious,Slight,3,4,Male,21-25,Daylight,70,Tameside,-2.1246974020148794,53.47587314825883
201906XG58268,2019-06-20,2019,Jun,Thu,13,Powered 2 Wheeler,13:20:00,Serious,Serious,3,4,Male,21-25,Daylight,70,Tameside,-2.1246974020148794,53.47587314825883
201906XG58268,2019-06-20,2019,Jun,Thu,13,Car,13:20:00,Serious,Slight,3,4,Male,46-55,Daylight,70,Tameside,-2.1246974020148794,53.47587314825883
201906XG59214,2019-07-12,2019,Jul,Fri,11,Car,11:16:00,Slight,Slight,2,1,Male,46-55,Daylight,70,Tameside,-2.131266312075277,53.456343156385095
201906XG59663,2019-07-26,2019,Jul,Fri,14,Car,14:55:00,Serious,Serious,2,1,Male,26-35,Daylight,70,Tameside,-2.078582216002987,53.45342333844591
201906XG59700,2019-08-02,2019,Aug,Fri,16,Car,16:00:00,Slight,Slight,3,4,Male,21-25,Daylight,70,Tameside,-2.1328664598928335,53.44311931757813
201906XG59700,2019-08-02,2019,Aug,Fri,16,Goods Vehicle,16:00:00,Slight,Slight,3,4,Male,46-55,Daylight,70,Tameside,-2.1328664598928335,53.44311931757813
201906XG59700,2019-08-02,2019,Aug,Fri,16,Goods Vehicle,16:00:00,Slight,Slight,3,4,Female,66-75,Daylight,70,Tameside,-2.1328664598928335,53.44311931757813
201906XG59700,2019-08-02,2019,Aug,Fri,16,Car,16:00:00,Slight,Slight,3,4,Male,26-35,Daylight,70,Tameside,-2.1328664598928335,53.44311931757813
201906XG60701,2019-08-19,2019,Aug,Mon,16,Car,16:30:00,Slight,Slight,3,1,Male,21-25,Daylight,70,Tameside,-2.132821182732698,53.4430834140292
201906XG62373,2019-09-22,2019,Sep,Sun,16,Car,16:20:00,Slight,Slight,2,2,Male,56-65,Daylight,70,Tameside,-2.132125945911902,53.44221230204866
201906XG62373,2019-09-22,2019,Sep,Sun,16,Car,16:20:00,Slight,Slight,2,2,Male,16-20,Daylight,70,Tameside,-2.132125945911902,53.44221230204866
201906XG63891,2019-11-04,2019,Nov,Mon,14,Car,14:04:00,Slight,Slight,3,1,Female,26-35,Daylight,70,Tameside,-2.02616416488447,53.455046378854256
201906XG63922,2019-10-28,2019,Oct,Mon,16,Powered 2 Wheeler,16:20:00,Slight,Slight,1,1,Female,21-25,Daylight,70,Tameside,-2.1356973844243066,53.452733815439075
201906XG64152,2019-11-04,2019,Nov,Mon,12,Goods Vehicle,12:15:00,Slight,Slight,2,4,Male,56-65,Daylight,70,Tameside,-2.1282629001980014,53.47412560775017
201906XG64152,2019-11-04,2019,Nov,Mon,12,Car,12:15:00,Slight,Slight,2,4,Male,46-55,Daylight,70,Tameside,-2.1282629001980014,53.47412560775017
201906XG64152,2019-11-04,2019,Nov,Mon,12,Car,12:15:00,Slight,Slight,2,4,Male,26-35,Daylight,70,Tameside,-2.1282629001980014,53.47412560775017
201906XG64152,2019-11-04,2019,Nov,Mon,12,Car,12:15:00,Slight,Slight,2,4,Female,16-20,Daylight,70,Tameside,-2.1282629001980014,53.47412560775017
201906XG64704,2019-11-27,2019,Nov,Wed,17,Car,17:15:00,Slight,Slight,2,1,Female,46-55,Dark,70,Tameside,-2.114921559007541,53.482309706240464
201906XG66478,2019-12-28,2019,Dec,Sat,17,Car,17:00:00,Slight,Slight,2,1,Female,46-55,Dark,70,Tameside,-2.1361695219067043,53.45439614662851
201906XG66948,2019-12-22,2019,Dec,Sun,20,Car,20:15:00,Slight,Slight,3,1,Female,26-35,Dark,70,Tameside,-2.132791100972328,53.44309243603386
201906XI56888,2019-05-12,2019,May,Sun,11,Pedal Cycle,11:17:00,Slight,Slight,2,1,Male,36-45,Daylight,30,Manchester,-2.284290701062804,53.3711347499083
201906XI57909,2019-06-14,2019,Jun,Fri,8,Car,08:40:00,Slight,Slight,3,2,Male,26-35,Daylight,40,Manchester,-2.2882302238332928,53.371394953447634
201906XI57909,2019-06-14,2019,Jun,Fri,8,Taxi or private hire,08:40:00,Slight,Slight,3,2,Male,46-55,Daylight,40,Manchester,-2.2882302238332928,53.371394953447634
201906XI58369,2019-06-28,2019,Jun,Fri,15,Car,15:58:00,Slight,Slight,3,1,Female,56-65,Daylight,70,Manchester,-2.2764265384235753,53.368249907868375
201906XI61550,2019-09-10,2019,Sep,Tue,18,Taxi or private hire,18:00:00,Slight,Slight,4,1,Female,26-35,Daylight,70,Manchester,-2.28648119085687,53.37280139394345
201906XI65785,2019-12-13,2019,Dec,Fri,3,Car,03:00:00,Serious,Serious,1,1,Female,36-45,Dark,70,Manchester,-2.295583977295837,53.361156869100995
201906XJ52208,2019-01-02,2019,Jan,Wed,16,Car,16:50:00,Slight,Slight,4,2,Female,26-35,Dark,70,Stockport,-2.2244699489674495,53.39914498788366
201906XJ52208,2019-01-02,2019,Jan,Wed,16,Car,16:50:00,Slight,Slight,4,2,Female,56-65,Dark,70,Stockport,-2.2244699489674495,53.39914498788366
201906XJ53143,2019-01-22,2019,Jan,Tue,17,Car,17:18:00,Slight,Slight,2,1,Female,36-45,Dark,50,Stockport,-2.1265480051878027,53.429508601436766
201906XJ53621,2019-02-06,2019,Feb,Wed,18,Car,18:30:00,Slight,Slight,3,1,Female,36-45,Dark,70,Stockport,-2.2194059969336726,53.39999034837784
201906XJ57117,2019-05-20,2019,May,Mon,15,Other Vehicle,15:15:00,Slight,Slight,2,1,Male,36-45,Daylight,70,Stockport,-2.1940239959414045,53.404420763771256
201906XJ57580,2019-05-20,2019,May,Mon,9,Taxi or private hire,09:58:00,Slight,Slight,6,2,Male,46-55,Daylight,70,Stockport,-2.143728984186055,53.418729857784186
201906XJ57580,2019-05-20,2019,May,Mon,9,Car,09:58:00,Slight,Slight,6,2,Male,46-55,Daylight,70,Stockport,-2.143728984186055,53.418729857784186
201906XJ58300,2019-06-25,2019,Jun,Tue,19,Car,19:35:00,Slight,Slight,2,1,Female,26-35,Daylight,70,Stockport,-2.127132380804251,53.42361150851139
201906XJ58388,2019-06-24,2019,Jun,Mon,16,Car,16:40:00,Slight,Slight,2,1,Female,16-20,Daylight,70,Stockport,-2.1976572971085817,53.40297662672511
201906XJ58883,2019-07-01,2019,Jul,Mon,15,Car,15:53:00,Slight,Slight,2,1,Male,21-25,Daylight,70,Stockport,-2.1774969581962402,53.40884191382342
201906XJ59148,2019-07-17,2019,Jul,Wed,6,Car,06:30:00,Slight,Slight,2,1,Male,36-45,Daylight,70,Stockport,-2.2309033230173148,53.3984945179479
201906XJ59449,2019-07-28,2019,Jul,Sun,8,Car,08:27:00,Slight,Slight,2,1,Male,46-55,Daylight,70,Stockport,-2.1926576028469587,53.40494431570802
201906XJ60643,2019-07-02,2019,Jul,Tue,20,Car,20:15:00,Slight,Slight,2,1,Female,26-35,Daylight,70,Stockport,-2.12643872516688,53.42818740503031
201906XJ60877,2019-08-09,2019,Aug,Fri,12,Car,12:55:00,Slight,Slight,4,1,Male,36-45,Daylight,70,Stockport,-2.2152888147235696,53.400725925729155
201906XJ60995,2019-08-26,2019,Aug,Mon,14,Car,14:15:00,Slight,Slight,2,2,Female,26-35,Daylight,50,Stockport,-2.126776303142199,53.43036226805721
201906XJ60995,2019-08-26,2019,Aug,Mon,14,Car,14:15:00,Slight,Slight,2,2,Male,26-35,Daylight,50,Stockport,-2.126776303142199,53.43036226805721
201906XJ61982,2019-09-12,2019,Sep,Thu,11,Car,11:00:00,Slight,Slight,2,1,Female,46-55,Daylight,70,Stockport,-2.150130624377209,53.416429891077854
201906XJ62641,2019-09-30,2019,Sep,Mon,8,Car,08:00:00,Slight,Slight,5,3,Male,46-55,Daylight,70,Stockport,-2.176699428779448,53.40878017835703
201906XJ62641,2019-09-30,2019,Sep,Mon,8,Other Vehicle,08:00:00,Slight,Slight,5,3,Male,21-25,Daylight,70,Stockport,-2.176699428779448,53.40878017835703
201906XJ62641,2019-09-30,2019,Sep,Mon,8,Other Vehicle,08:00:00,Slight,Slight,5,3,Female,46-55,Daylight,70,Stockport,-2.176699428779448,53.40878017835703
201906XJ63758,2019-10-29,2019,Oct,Tue,19,Car,19:15:00,Slight,Slight,2,1,Female,21-25,Dark,70,Stockport,-2.153360546624952,53.41507749892318
201906XJ64488,2019-11-21,2019,Nov,Thu,17,Car,17:45:00,Slight,Slight,2,1,Male,36-45,Dark,70,Stockport,-2.175661885105027,53.40888058537368
201906XJ64766,2019-11-15,2019,Nov,Fri,16,Car,16:54:00,Slight,Slight,3,1,Female,21-25,Dark,70,Stockport,-2.2234477456068373,53.39923679305165
201906XJ65597,2019-12-11,2019,Dec,Wed,22,Car,22:22:00,Slight,Slight,3,4,Male,36-45,Dark,70,Stockport,-2.2363046007584706,53.39888842577518
201906XJ65597,2019-12-11,2019,Dec,Wed,22,Car,22:22:00,Slight,Slight,3,4,Male,56-65,Dark,70,Stockport,-2.2363046007584706,53.39888842577518
201906XJ65597,2019-12-11,2019,Dec,Wed,22,Car,22:22:00,Slight,Slight,3,4,Female,56-65,Dark,70,Stockport,-2.2363046007584706,53.39888842577518
201906XJ65597,2019-12-11,2019,Dec,Wed,22,Car,22:22:00,Slight,Slight,3,4,Male,56-65,Dark,70,Stockport,-2.2363046007584706,53.39888842577518
201906XJ66723,2019-12-12,2019,Dec,Thu,11,Car,11:20:00,Slight,Slight,3,4,Male,56-65,Daylight,70,Stockport,-2.2206383160895555,53.399808303575206
201906XJ66723,2019-12-12,2019,Dec,Thu,11,Car,11:20:00,Slight,Slight,3,4,Female,26-35,Daylight,70,Stockport,-2.2206383160895555,53.399808303575206
201906XJ66723,2019-12-12,2019,Dec,Thu,11,Car,11:20:00,Slight,Slight,3,4,Female,56-65,Daylight,70,Stockport,-2.2206383160895555,53.399808303575206
201906XJ66723,2019-12-12,2019,Dec,Thu,11,Car,11:20:00,Slight,Slight,3,4,Female,56-65,Daylight,70,Stockport,-2.2206383160895555,53.399808303575206
201906XJ66752,2019-12-31,2019,Dec,Tue,21,Car,21:00:00,Slight,Slight,2,1,Female,66-75,Dark,70,Stockport,-2.2161599887154964,53.40049963566759
201906XK51969,2019-01-03,2019,Jan,Thu,21,Car,21:06:00,Serious,Slight,2,3,Male,26-35,Dark,70,Bolton,-2.558770868958559,53.58722970374904
201906XK51969,2019-01-03,2019,Jan,Thu,21,Car,21:06:00,Serious,Serious,2,3,Male,56-65,Dark,70,Bolton,-2.558770868958559,53.58722970374904
201906XK51969,2019-01-03,2019,Jan,Thu,21,Car,21:06:00,Serious,Slight,2,3,Female,26-35,Dark,70,Bolton,-2.558770868958559,53.58722970374904
201906XK52554,2019-01-18,2019,Jan,Fri,18,Car,18:30:00,Slight,Slight,3,2,Male,46-55,Dark,70,Bolton,-2.5338385306154607,53.56871063587736
201906XK52554,2019-01-18,2019,Jan,Fri,18,Car,18:30:00,Slight,Slight,3,2,Male,56-65,Dark,70,Bolton,-2.5338385306154607,53.56871063587736
201906XK57061,2019-05-23,2019,May,Thu,19,Other Vehicle,19:45:00,Slight,Slight,1,1,Male,26-35,Daylight,70,Bolton,-2.390453804036511,53.534506769619234
201906XK57152,2019-05-24,2019,May,Fri,12,Car,12:30:00,Slight,Slight,2,2,Male,36-45,Daylight,70,Bolton,-2.3891076902517305,53.54072215093265
201906XK57152,2019-05-24,2019,May,Fri,12,Car,12:30:00,Slight,Slight,2,2,Male,21-25,Daylight,70,Bolton,-2.3891076902517305,53.54072215093265
201906XK57990,2019-06-19,2019,Jun,Wed,17,Car,17:10:00,Slight,Slight,2,1,Female,46-55,Daylight,70,Bolton,-2.5415368522322495,53.5720556624925
201906XK58044,2019-06-17,2019,Jun,Mon,6,Powered 2 Wheeler,06:35:00,Serious,Serious,2,1,Male,26-35,Daylight,70,Bolton,-2.3911157240414584,53.53593376287091
201906XK59046,2019-06-17,2019,Jun,Mon,9,Car,09:30:00,Slight,Slight,2,1,Male,36-45,Daylight,70,Bolton,-2.5450044081532655,53.57396342887976
201906XK60262,2019-07-22,2019,Jul,Mon,17,Car,17:15:00,Slight,Slight,3,2,Female,36-45,Daylight,70,Bolton,-2.4449295098700286,53.54407780524775
201906XK60262,2019-07-22,2019,Jul,Mon,17,Car,17:15:00,Slight,Slight,3,2,Female,26-35,Daylight,70,Bolton,-2.4449295098700286,53.54407780524775
201906XK63182,2019-10-19,2019,Oct,Sat,11,Car,11:40:00,Slight,Slight,3,2,Male,21-25,Daylight,70,Bolton,-2.390276791639791,53.539864440351465
201906XK63182,2019-10-19,2019,Oct,Sat,11,Car,11:40:00,Slight,Slight,3,2,Female,21-25,Daylight,70,Bolton,-2.390276791639791,53.539864440351465
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Female,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Serious,5,10,Female,56-65,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Female,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Male,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Male,6-10,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Male,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Female,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Female,36-45,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Male,26-35,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK63681,2019-10-19,2019,Oct,Sat,13,Car,13:45:00,Serious,Slight,5,10,Male,21-25,Daylight,70,Bolton,-2.4845633419901274,53.553766030015055
201906XK64873,2019-11-30,2019,Nov,Sat,0,Car,00:05:00,Slight,Slight,2,2,Male,36-45,Dark,70,Bolton,-2.5291052274396697,53.566933991772174
201906XK64873,2019-11-30,2019,Nov,Sat,0,Car,00:05:00,Slight,Slight,2,2,Female,36-45,Dark,70,Bolton,-2.5291052274396697,53.566933991772174
201906XK65349,2019-12-07,2019,Dec,Sat,0,Car,00:40:00,Slight,Slight,1,3,Male,46-55,Dark,70,Bolton,-2.4568453574491347,53.546324903097386
201906XK65349,2019-12-07,2019,Dec,Sat,0,Car,00:40:00,Slight,Slight,1,3,Female,46-55,Dark,70,Bolton,-2.4568453574491347,53.546324903097386
201906XK65349,2019-12-07,2019,Dec,Sat,0,Car,00:40:00,Slight,Slight,1,3,Female,16-20,Dark,70,Bolton,-2.4568453574491347,53.546324903097386
201906XK66298,2019-12-21,2019,Dec,Sat,10,Car,10:35:00,Slight,Slight,3,1,Female,26-35,Daylight,70,Bolton,-2.5402772429252063,53.57156699766931
201906XM52295,2019-01-07,2019,Jan,Mon,7,Car,07:44:00,Slight,Slight,2,1,Male,26-35,Dark,70,Trafford,-2.3552504048916703,53.46370666806419
201906XM52578,2019-01-16,2019,Jan,Wed,20,Car,20:52:00,Slight,Slight,3,1,Male,36-45,Dark,70,Trafford,-2.305229016373491,53.43231328679014
201906XM55074,2019-03-22,2019,Mar,Fri,13,Car,13:25:00,Slight,Slight,3,2,Female,16-20,Daylight,70,Trafford,-2.3388263358940176,53.45537710973149
201906XM55074,2019-03-22,2019,Mar,Fri,13,Car,13:25:00,Slight,Slight,3,2,Female,66-75,Daylight,70,Trafford,-2.3388263358940176,53.45537710973149
201906XM56901,2019-05-20,2019,May,Mon,8,Car,08:05:00,Slight,Slight,2,2,Male,46-55,Daylight,70,Trafford,-2.3551162733966233,53.46387784874711
201906XM56901,2019-05-20,2019,May,Mon,8,Car,08:05:00,Slight,Slight,2,2,Female,26-35,Daylight,70,Trafford,-2.3551162733966233,53.46387784874711
201906XM57747,2019-06-09,2019,Jun,Sun,12,Car,12:20:00,Slight,Slight,3,1,Male,26-35,Daylight,70,Trafford,-2.3674124758100588,53.46797536198326
201906XM57986,2019-06-21,2019,Jun,Fri,21,Car,21:29:00,Slight,Slight,3,2,Male,56-65,Daylight,70,Trafford,-2.3662447694015554,53.46707110974621
201906XM57986,2019-06-21,2019,Jun,Fri,21,Car,21:29:00,Slight,Slight,3,2,Female,16-20,Daylight,70,Trafford,-2.3662447694015554,53.46707110974621
201906XM58871,2019-06-07,2019,Jun,Fri,19,Car,19:55:00,Slight,Slight,2,1,Male,26-35,Daylight,70,Trafford,-2.3594804438201273,53.465195089520144
201906XM59089,2019-07-15,2019,Jul,Mon,8,Car,08:03:00,Slight,Slight,2,2,Female,46-55,Daylight,70,Trafford,-2.3264736518367193,53.43916026952323
201906XM59089,2019-07-15,2019,Jul,Mon,8,Car,08:03:00,Slight,Slight,2,2,Male,46-55,Daylight,70,Trafford,-2.3264736518367193,53.43916026952323
201906XM60833,2019-08-27,2019,Aug,Tue,15,Car,15:07:00,Slight,Slight,2,1,Female,36-45,Daylight,70,Trafford,-2.33980023177763,53.44910035239874
201906XM61066,2019-09-02,2019,Sep,Mon,18,Car,18:55:00,Slight,Slight,3,1,Female,36-45,Daylight,70,Trafford,-2.3461505439605617,53.461585141113495
201906XM62149,2019-09-28,2019,Sep,Sat,14,Car,14:50:00,Slight,Slight,1,1,Female,21-25,Daylight,70,Trafford,-2.28942710036358,53.37501447311354
201906XM62273,2019-09-27,2019,Sep,Fri,13,Car,13:42:00,Slight,Slight,1,1,Female,21-25,Daylight,70,Trafford,-2.303640973193101,53.431238712033426
201906XM63666,2019-10-27,2019,Oct,Sun,11,Car,11:54:00,Slight,Slight,3,1,Female,46-55,Daylight,70,Trafford,-2.368914910669432,53.469256086396655
201906XM63977,2019-11-05,2019,Nov,Tue,14,Car,14:55:00,Slight,Slight,2,1,Female,46-55,Daylight,70,Trafford,-2.2932741653068005,53.42733664170581
201906XM65107,2019-12-02,2019,Dec,Mon,14,Car,14:00:00,Slight,Slight,3,1,Female,26-35,Daylight,70,Trafford,-2.3319737240657585,53.43986418328836
201906XM66208,2019-12-24,2019,Dec,Tue,16,Car,16:45:00,Slight,Slight,4,1,Female,26-35,Dark,70,Trafford,-2.3388456912733826,53.45591636589472
201906XM66325,2019-12-12,2019,Dec,Thu,8,Car,08:17:00,Slight,Slight,3,1,Female,26-35,Daylight,70,Trafford,-2.3359288975224657,53.44126431908116
201906XN52716,2019-01-15,2019,Jan,Tue,7,Car,07:30:00,Slight,Slight,4,2,Male,46-55,Daylight,70,Bury,-2.2792904017778524,53.54380667716489
201906XN52716,2019-01-15,2019,Jan,Tue,7,Car,07:30:00,Slight,Slight,4,2,Female,26-35,Daylight,70,Bury,-2.2792904017778524,53.54380667716489
201906XN52791,2019-01-23,2019,Jan,Wed,8,Car,08:15:00,Slight,Slight,2,1,Female,26-35,Daylight,70,Bury,-2.2969470217415777,53.53740931843822
201906XN53874,2019-02-21,2019,Feb,Thu,16,Car,16:22:00,Slight,Slight,2,4,Female,16-20,Daylight,70,Bury,-2.2487053806999517,53.54446748865276
201906XN53874,2019-02-21,2019,Feb,Thu,16,Car,16:22:00,Slight,Slight,2,4,Female,16-20,Daylight,70,Bury,-2.2487053806999517,53.54446748865276
201906XN53874,2019-02-21,2019,Feb,Thu,16,Car,16:22:00,Slight,Slight,2,4,Female,16-20,Daylight,70,Bury,-2.2487053806999517,53.54446748865276
201906XN53874,2019-02-21,2019,Feb,Thu,16,Car,16:22:00,Slight,Slight,2,4,Female,16-20,Daylight,70,Bury,-2.2487053806999517,53.54446748865276
201906XN53994,2019-02-26,2019,Feb,Tue,18,Car,18:15:00,Slight,Slight,3,1,Male,46-55,Dark,70,Bury,-2.271539156708793,53.577620714426374
201906XN54151,2019-02-21,2019,Feb,Thu,13,Car,13:14:00,Slight,Slight,4,1,Female,46-55,Daylight,70,Bury,-2.2468980520163693,53.55803466099836
201906XN55001,2019-03-12,2019,Mar,Tue,5,Car,05:40:00,Slight,Slight,3,1,Male,26-35,Dark,70,Bury,-2.2758724625737203,53.54498310546188
201906XN55576,2019-04-08,2019,Apr,Mon,12,Car,12:30:00,Slight,Slight,2,3,Male,26-35,Daylight,70,Bury,-2.262203924423885,53.550514759394105
201906XN55576,2019-04-08,2019,Apr,Mon,12,Car,12:30:00,Slight,Slight,2,3,Female,21-25,Daylight,70,Bury,-2.262203924423885,53.550514759394105
201906XN55576,2019-04-08,2019,Apr,Mon,12,Car,12:30:00,Slight,Slight,2,3,Female,26-35,Daylight,70,Bury,-2.262203924423885,53.550514759394105
201906XN56022,2019-04-15,2019,Apr,Mon,19,Car,19:30:00,Slight,Slight,2,1,Male,26-35,Daylight,70,Bury,-2.2694706242340064,53.563468779319294
201906XN56154,2019-05-02,2019,May,Thu,1,Pedestrian,01:55:00,Fatal,Fatal,1,1,Female,36-45,Dark,70,Bury,-2.270817369173078,53.59463721279378
201906XN56176,2019-04-09,2019,Apr,Tue,17,Car,17:50:00,Slight,Slight,2,1,Female,46-55,Daylight,70,Bury,-2.2429294735335596,53.542519909578395
201906XN56760,2019-05-03,2019,May,Fri,6,Car,06:15:00,Slight,Slight,2,2,Male,21-25,Daylight,70,Bury,-2.2404319104685606,53.541167718957006
201906XN56760,2019-05-03,2019,May,Fri,6,Car,06:15:00,Slight,Slight,2,2,Male,46-55,Daylight,70,Bury,-2.2404319104685606,53.541167718957006
201906XN57364,2019-05-22,2019,May,Wed,16,Car,16:30:00,Slight,Slight,2,1,Female,26-35,Daylight,70,Bury,-2.2602764705673173,53.548784220474424
201906XN58373,2019-06-30,2019,Jun,Sun,17,Car,17:40:00,Slight,Slight,2,1,Male,36-45,Daylight,70,Bury,-2.288224023924866,53.53935419248087
201906XN58676,2019-07-03,2019,Jul,Wed,11,Car,11:10:00,Slight,Slight,2,1,Male,36-45,Daylight,70,Bury,-2.30807367122759,53.660727505965966
201906XN59170,2019-07-19,2019,Jul,Fri,18,Car,18:45:00,Slight,Slight,2,1,Female,36-45,Daylight,70,Bury,-2.2486983372277347,53.5561253986717
201906XN59678,2019-08-04,2019,Aug,Sun,18,Taxi or private hire,18:55:00,Slight,Slight,3,2,Male,26-35,Daylight,70,Bury,-2.269035791296458,53.561564230938316
