"Accident Index","Year","VehicleReferenceNumber","CasualtyNumber","CasualtyClass","Sex","AgeBandOfCasualty","CasualtySeverity","PedLocation","PedMovement","CarPassenger","BusPassenger","PedInjWork","CasTypeCode"
"114776872013",2013,1,1,3,2,10,3,4,1,0,0,0,0
"114776872013",2013,1,2,3,2,8,3,5,1,0,0,0,0
"114777022013",2013,1,1,2,2,4,3,0,0,0,2,0,11
"114777372013",2013,1,1,3,1,1,3,10,1,0,0,2,0
"114777492013",2013,2,1,1,2,7,3,0,0,0,0,0,9
"114777492013",2013,2,2,2,1,2,3,0,0,2,0,0,9
"114777862013",2013,2,1,1,2,5,3,0,0,0,0,0,9
"114777862013",2013,3,2,1,2,6,3,0,0,0,0,0,9
"114778012013",2013,1,1,3,1,11,3,5,1,0,0,0,0
"114778012013",2013,1,2,3,2,11,3,5,1,0,0,0,0
"114778242013",2013,2,1,1,2,8,3,0,0,0,0,0,9
"114778372013",2013,2,1,1,1,9,3,0,0,0,0,0,9
"114778372013",2013,2,2,2,2,6,3,0,0,1,0,0,9
"114779002013",2013,1,1,2,2,9,3,0,0,1,0,0,9
"114779062013",2013,1,1,3,1,1,3,5,3,0,0,0,0
"114779262013",2013,1,1,3,1,2,3,4,1,0,0,0,0
"114779412013",2013,1,1,1,2,2,3,0,0,0,0,0,1
"114780182013",2013,2,1,1,2,8,3,0,0,0,0,0,9
"114780422013",2013,2,1,1,2,8,3,0,0,0,0,0,9
"114781112013",2013,2,1,1,1,4,3,0,0,0,0,0,1
"114781262013",2013,1,1,1,1,10,3,0,0,0,0,0,9
"114781262013",2013,2,2,1,2,4,3,0,0,0,0,0,9
"114781262013",2013,3,3,1,2,6,3,0,0,0,0,0,9
"114781312013",2013,2,1,1,1,4,3,0,0,0,0,0,9
"114781482013",2013,2,1,1,1,8,2,0,0,0,0,0,4
"114781872013",2013,4,1,1,1,8,3,0,0,0,0,0,9
"114782032013",2013,2,1,2,1,4,3,0,0,2,0,0,9
"114783592013",2013,1,1,3,1,1,3,10,4,0,0,0,0
"114783732013",2013,1,1,1,2,6,3,0,0,0,0,0,9
"114783732013",2013,2,2,1,1,5,3,0,0,0,0,0,19
"114784272013",2013,2,1,1,1,3,3,0,0,0,0,0,1
"114784502013",2013,1,1,2,2,7,3,0,0,1,0,0,9
"114785012013",2013,2,1,1,1,6,3,0,0,0,0,0,3
"114785082013",2013,1,1,3,1,11,3,1,4,0,0,0,0
"114785152013",2013,1,1,1,1,6,3,0,0,0,0,0,9
"114785282013",2013,2,1,1,1,6,3,0,0,0,0,0,9
"114785512013",2013,2,1,1,1,6,3,0,0,0,0,0,9
"114785762013",2013,2,1,1,1,7,2,0,0,0,0,0,5
"114785782013",2013,2,1,1,2,9,3,0,0,0,0,0,9
"114785882013",2013,2,1,1,2,6,3,0,0,0,0,0,9
"114785882013",2013,3,2,1,2,11,3,0,0,0,0,0,9
"114786132013",2013,2,1,1,1,7,2,0,0,0,0,0,1
"114786402013",2013,1,1,1,1,4,3,0,0,0,0,0,9
"114786402013",2013,2,4,2,1,7,3,0,0,1,0,0,9
"114786402013",2013,3,2,2,1,5,3,0,0,1,0,0,9
"114786402013",2013,3,3,2,1,5,3,0,0,1,0,0,9
"114786452013",2013,1,1,3,1,4,3,10,1,0,0,0,0
"114790062013",2013,2,1,1,1,4,3,0,0,0,0,0,3
"114790272013",2013,2,1,1,1,4,2,0,0,0,0,0,5
"114791452013",2013,2,1,1,1,6,3,0,0,0,0,0,9
"114791592013",2013,1,1,3,1,8,3,4,9,0,0,0,0
"114792112013",2013,1,1,1,1,4,3,0,0,0,0,0,3
"114792262013",2013,2,1,1,1,8,3,0,0,0,0,0,9
"114792262013",2013,2,2,2,1,4,3,0,0,1,0,0,9
"114792332013",2013,2,1,3,2,8,3,9,6,0,0,0,0
"114792452013",2013,1,1,3,2,1,2,1,3,0,0,2,0
"114792562013",2013,1,2,2,2,10,3,0,0,1,0,0,9
"114792562013",2013,2,1,1,1,5,3,0,0,0,0,0,9
"114792782013",2013,2,1,1,2,7,3,0,0,0,0,0,9
"114792882013",2013,2,1,1,1,10,3,0,0,0,0,0,9
"114792882013",2013,2,2,2,2,11,3,0,0,1,0,0,9
"114792882013",2013,2,3,2,2,10,3,0,0,2,0,0,9
"114793202013",2013,1,1,3,2,7,3,9,6,0,0,0,0
"114793372013",2013,2,1,1,1,11,3,0,0,0,0,0,9
"114793372013",2013,3,2,1,1,8,3,0,0,0,0,0,9
"114793852013",2013,1,1,2,1,3,3,0,0,1,0,0,9
"114794142013",2013,3,1,1,1,6,3,0,0,0,0,0,9
"114794142013",2013,3,2,2,2,6,3,0,0,1,0,0,9
"114794242013",2013,2,1,1,1,7,3,0,0,0,0,0,9
"114794302013",2013,2,1,1,1,6,3,0,0,0,0,0,9
"114794462013",2013,1,1,3,1,1,3,10,9,0,0,2,0
"114794532013",2013,1,1,1,1,5,3,0,0,0,0,0,9
"114794662013",2013,2,1,1,1,4,3,0,0,0,0,0,2
"114794672013",2013,1,1,1,2,6,3,0,0,0,0,0,9
"114794672013",2013,1,4,2,2,9,3,0,0,1,0,0,9
"114794672013",2013,1,5,2,2,1,3,0,0,2,0,0,9
"114794672013",2013,1,6,2,2,2,3,0,0,2,0,0,9
"114794672013",2013,2,2,1,1,7,3,0,0,0,0,0,9
"114794672013",2013,2,7,2,2,7,3,0,0,1,0,0,9
"114794672013",2013,2,8,2,2,2,3,0,0,2,0,0,9
"114794672013",2013,2,10,2,2,1,3,0,0,2,0,0,9
"114794672013",2013,3,3,1,1,7,3,0,0,0,0,0,9
"114794672013",2013,3,9,2,2,3,3,0,0,2,0,0,9
"114797572013",2013,1,1,3,1,4,3,5,2,0,0,0,0
"114797692013",2013,2,1,2,2,6,3,0,0,1,0,0,9
"114797852013",2013,1,2,1,1,7,3,0,0,0,0,0,9
"114797852013",2013,2,1,1,2,10,3,0,0,0,0,0,9
"114797902013",2013,1,1,1,1,6,3,0,0,0,0,0,9
"114797902013",2013,2,2,1,1,6,3,0,0,0,0,0,9
"114797932013",2013,2,1,1,1,6,2,0,0,0,0,0,4
"114797982013",2013,2,1,1,1,9,3,0,0,0,0,0,9
"114798032013",2013,2,1,1,2,9,3,0,0,0,0,0,9
"114798032013",2013,2,2,2,2,11,3,0,0,1,0,0,9
"114798152013",2013,1,1,1,2,5,3,0,0,0,0,0,9
"114798152013",2013,2,2,1,1,9,3,0,0,0,0,0,10
"114798152013",2013,2,3,2,2,8,3,0,0,1,0,0,10
"114798912013",2013,1,1,3,1,1,3,5,1,0,0,0,0
"114799042013",2013,2,1,1,1,8,3,0,0,0,0,0,9
"114799042013",2013,2,2,2,2,4,3,0,0,1,0,0,9
"114799262013",2013,1,1,3,2,9,3,5,3,0,0,0,0
"114799972013",2013,1,1,1,1,9,1,0,0,0,0,0,9
"114799972013",2013,2,2,2,2,5,1,0,0,2,0,0,8
"114799972013",2013,2,3,1,1,6,2,0,0,0,0,0,8
"114800012013",2013,1,1,1,1,5,3,0,0,0,0,0,2
"114800412013",2013,1,1,1,2,5,3,0,0,0,0,0,9
"114800572013",2013,1,1,1,1,5,3,0,0,0,0,0,9
"114800572013",2013,1,2,2,1,1,3,0,0,2,0,0,9
"114800802013",2013,1,1,3,1,10,2,5,3,0,0,0,0
"114800952013",2013,1,1,1,2,5,3,0,0,0,0,0,9
"114800952013",2013,2,2,1,2,4,3,0,0,0,0,0,9
"114800952013",2013,2,3,2,1,5,3,0,0,1,0,0,9
"114800962013",2013,1,1,2,2,6,3,0,0,1,0,0,19
"114801642013",2013,1,1,3,1,10,3,5,3,0,0,0,0
"114802232013",2013,1,1,2,1,5,3,0,0,0,4,0,11
"114802232013",2013,1,2,2,2,7,3,0,0,0,4,0,11
"114802232013",2013,1,3,2,2,3,3,0,0,0,4,0,11
"114802312013",2013,1,1,3,2,4,3,5,4,0,0,0,0
"114802662013",2013,1,1,3,1,4,2,4,1,0,0,0,0
"114803882013",2013,1,1,1,2,11,3,0,0,0,0,0,9
"114804242013",2013,2,1,1,1,8,3,0,0,0,0,0,1
"114805032013",2013,2,1,1,1,9,3,0,0,0,0,0,1
"114805072013",2013,2,1,1,1,7,2,0,0,0,0,0,9
"114805122013",2013,1,1,3,1,10,2,5,1,0,0,0,0
"114805892013",2013,1,1,1,1,6,3,0,0,0,0,0,9
"114805892013",2013,2,2,1,1,6,3,0,0,0,0,0,9
"114805952013",2013,2,1,1,1,10,3,0,0,0,0,0,1
"114806052013",2013,1,1,1,1,8,3,0,0,0,0,0,9
"114809482013",2013,2,1,1,2,7,3,0,0,0,0,0,9
"114809872013",2013,2,1,1,1,7,3,0,0,0,0,0,9
"114809922013",2013,2,1,1,1,7,3,0,0,0,0,0,3
"114809962013",2013,2,1,1,1,8,3,0,0,0,0,0,5
"114810242013",2013,2,1,1,2,5,3,0,0,0,0,0,9
"114810402013",2013,1,1,3,1,4,2,5,1,0,0,0,0
"114810532013",2013,2,1,1,1,8,3,0,0,0,0,0,9
"114810792013",2013,1,1,3,1,9,2,5,1,0,0,0,0
"114810912013",2013,2,1,1,1,9,3,0,0,0,0,0,9
"114811252013",2013,2,1,1,1,8,2,0,0,0,0,0,3
"114811932013",2013,2,1,1,1,3,3,0,0,0,0,0,1
"114812212013",2013,1,1,3,1,3,3,5,2,0,0,0,0
"114812472013",2013,1,1,3,2,3,3,5,1,0,0,0,0
"114812502013",2013,2,1,3,2,9,3,10,1,0,0,0,0
"114812672013",2013,1,1,1,1,3,2,0,0,0,0,0,1
"114812772013",2013,1,1,1,1,5,3,0,0,0,0,0,5
"114812902013",2013,2,1,1,2,6,3,0,0,0,0,0,1
"114813542013",2013,1,1,2,1,6,3,0,0,1,0,0,9
"114820512013",2013,2,1,1,1,6,3,0,0,0,0,0,1
"114821452013",2013,1,1,3,2,6,3,4,2,0,0,0,0
"114821662013",2013,1,1,3,1,4,3,5,3,0,0,0,0
"114824702013",2013,1,1,1,1,6,3,0,0,0,0,0,9
"114824702013",2013,1,2,2,2,7,3,0,0,1,0,0,9
"100552122014",2014,1,1,1,2,11,3,0,0,0,0,0,9
"100552122014",2014,2,2,1,2,10,3,0,0,0,0,0,9
"100812222014",2014,2,1,1,1,7,3,0,0,0,0,0,1
"100812292014",2014,1,1,1,1,5,1,0,0,0,0,0,9
"100812292014",2014,1,2,2,2,4,2,0,0,1,0,0,9
"100813752014",2014,1,1,3,1,8,3,5,2,0,0,0,0
"100815022014",2014,1,1,3,1,3,2,5,4,0,0,0,0
"100815832014",2014,2,1,1,1,4,3,0,0,0,0,0,5
"100818932014",2014,1,1,1,1,4,3,0,0,0,0,0,3
"100819212014",2014,1,1,3,1,3,2,5,1,0,0,0,0
"100819542014",2014,1,1,3,2,6,2,5,3,0,0,0,0
"100819602014",2014,2,1,1,1,10,3,0,0,0,0,0,5
"100819862014",2014,1,1,3,2,4,3,1,3,0,0,0,0
"100820902014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100821792014",2014,1,1,1,1,5,3,0,0,0,0,0,9
"100821792014",2014,2,2,1,1,5,2,0,0,0,0,0,9
"100822962014",2014,1,1,2,2,6,3,0,0,1,0,0,9
"100823022014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100823092014",2014,1,1,3,2,3,3,5,3,0,0,0,0
"100823172014",2014,2,1,1,1,7,3,0,0,0,0,0,1
"100823662014",2014,1,1,1,1,9,3,0,0,0,0,0,5
"100823702014",2014,2,1,1,1,5,3,0,0,0,0,0,9
"100824332014",2014,1,1,3,1,6,2,5,1,0,0,0,0
"100824532014",2014,2,1,2,2,6,3,0,0,2,0,0,9
"100824622014",2014,1,1,1,1,4,2,0,0,0,0,0,9
"100824622014",2014,2,2,1,1,7,3,0,0,0,0,0,9
"100824872014",2014,1,1,2,2,8,3,0,0,1,0,0,9
"100825152014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100825152014",2014,2,2,2,2,8,3,0,0,1,0,0,9
"100825392014",2014,2,1,1,1,5,3,0,0,0,0,0,9
"100825392014",2014,2,2,2,1,6,2,0,0,1,0,0,9
"100825412014",2014,1,1,1,1,6,3,0,0,0,0,0,1
"100825982014",2014,1,1,1,1,5,2,0,0,0,0,0,3
"100826012014",2014,2,1,1,1,5,3,0,0,0,0,0,3
"100826952014",2014,1,1,3,2,9,2,10,1,0,0,0,0
"100827502014",2014,2,1,1,1,9,2,0,0,0,0,0,5
"100827632014",2014,2,1,1,1,7,3,0,0,0,0,0,5
"100828412014",2014,2,1,1,1,4,3,0,0,0,0,0,4
"100828492014",2014,1,1,3,1,5,2,5,1,0,0,0,0
"100828602014",2014,1,1,3,2,6,3,5,1,0,0,0,0
"100828602014",2014,1,2,3,2,1,3,5,1,0,0,0,0
"100828872014",2014,1,1,1,1,10,3,0,0,0,0,0,9
"100829112014",2014,2,1,1,2,5,3,0,0,0,0,0,9
"100829242014",2014,2,1,1,1,8,3,0,0,0,0,0,1
"100829292014",2014,1,1,1,2,6,3,0,0,0,0,0,9
"100829292014",2014,1,3,2,1,2,3,0,0,2,0,0,9
"100829292014",2014,2,2,1,2,9,3,0,0,0,0,0,9
"100829292014",2014,2,4,2,2,1,3,0,0,2,0,0,9
"100829882014",2014,1,1,2,2,5,3,0,0,1,0,0,9
"100830642014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100831242014",2014,1,1,3,1,8,3,1,1,0,0,0,0
"100831712014",2014,1,1,3,2,7,3,5,1,0,0,0,0
"100831862014",2014,2,1,1,2,7,3,0,0,0,0,0,9
"100832902014",2014,2,1,1,1,6,3,0,0,0,0,0,1
"100832952014",2014,2,1,1,1,11,3,0,0,0,0,0,9
"100832952014",2014,2,2,2,2,10,3,0,0,1,0,0,9
"100833592014",2014,1,1,3,2,8,2,2,3,0,0,0,0
"100833852014",2014,1,1,3,2,9,3,1,3,0,0,0,0
"100834232014",2014,1,1,3,2,3,3,4,3,0,0,0,0
"100834472014",2014,2,1,1,1,7,3,0,0,0,0,0,1
"100834582014",2014,2,1,1,1,6,3,0,0,0,0,0,1
"100834792014",2014,1,2,1,2,5,3,0,0,0,0,0,9
"100834792014",2014,1,3,2,2,5,3,0,0,1,0,0,9
"100834792014",2014,1,4,2,2,5,3,0,0,2,0,0,9
"100834792014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100834902014",2014,1,1,2,1,3,3,0,0,1,0,0,9
"100834902014",2014,1,2,2,1,3,3,0,0,2,0,0,9
"100835072014",2014,1,1,3,1,7,3,4,3,0,0,0,0
"100835382014",2014,1,1,1,2,5,3,0,0,0,0,0,9
"100835382014",2014,2,2,1,2,6,3,0,0,0,0,0,9
"100835382014",2014,2,3,2,1,1,3,0,0,2,0,0,9
"100836132014",2014,2,1,1,2,6,3,0,0,0,0,0,9
"100837432014",2014,1,2,2,1,3,3,0,0,2,0,0,9
"100837432014",2014,1,3,2,1,2,3,0,0,2,0,0,9
"100837432014",2014,1,4,2,1,1,3,0,0,2,0,0,9
"100837432014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100838342014",2014,1,1,2,2,4,3,0,0,2,0,0,9
"100838342014",2014,1,2,2,2,4,3,0,0,1,0,0,9
"100838522014",2014,2,1,1,1,10,3,0,0,0,0,0,1
"100838542014",2014,1,1,2,2,6,3,0,0,0,3,0,11
"100838582014",2014,1,1,1,2,4,3,0,0,0,0,0,9
"100838582014",2014,1,2,2,2,4,3,0,0,1,0,0,9
"100838592014",2014,3,1,1,1,6,2,0,0,0,0,0,3
"100838622014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100838622014",2014,2,2,2,1,10,3,0,0,1,0,0,9
"100838902014",2014,1,1,1,1,6,3,0,0,0,0,0,1
"100839202014",2014,1,1,3,2,8,3,5,1,0,0,0,0
"100839332014",2014,2,1,1,2,7,3,0,0,0,0,0,9
"100839332014",2014,2,2,2,2,6,3,0,0,2,0,0,9
"100839332014",2014,2,3,2,1,6,3,0,0,2,0,0,9
"100839662014",2014,1,1,2,1,5,3,0,0,1,0,0,9
"100839692014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100841102014",2014,2,1,2,2,7,3,0,0,1,0,0,9
"100842132014",2014,1,1,1,2,5,3,0,0,0,0,0,9
"100842182014",2014,2,1,1,1,2,3,0,0,0,0,0,1
"100842212014",2014,1,1,3,1,6,3,5,2,0,0,0,0
"100842802014",2014,1,1,3,1,11,2,5,3,0,0,0,0
"100842902014",2014,1,1,1,2,11,3,0,0,0,0,0,9
"100842902014",2014,2,2,1,2,8,3,0,0,0,0,0,9
"100843102014",2014,1,1,1,1,8,3,0,0,0,0,0,9
"100843102014",2014,1,2,3,1,6,1,8,3,0,0,0,0
"100843102014",2014,1,3,2,2,8,3,0,0,1,0,0,9
"100843542014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100843542014",2014,2,2,2,1,6,3,0,0,1,0,0,9
"100844002014",2014,1,2,2,1,6,3,0,0,1,0,0,9
"100844002014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100844512014",2014,1,1,3,2,8,2,1,1,0,0,0,0
"100845632014",2014,1,1,1,1,7,3,0,0,0,0,0,9
"100845632014",2014,2,2,1,2,4,3,0,0,0,0,0,9
"100845632014",2014,2,3,2,2,4,3,0,0,1,0,0,9
"100846042014",2014,1,1,2,2,3,3,0,0,2,0,0,9
"100846472014",2014,2,1,1,1,6,3,0,0,0,0,0,2
"100846772014",2014,1,1,1,2,8,3,0,0,0,0,0,9
"100846772014",2014,2,2,1,1,9,3,0,0,0,0,0,9
"100846772014",2014,2,3,2,2,3,3,0,0,1,0,0,9
"100846782014",2014,1,1,1,1,9,2,0,0,0,0,0,4
"100846982014",2014,1,1,1,1,4,3,0,0,0,0,0,3
"100847372014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100847412014",2014,1,1,3,1,2,3,5,3,0,0,0,0
"100847522014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100847522014",2014,2,2,2,2,6,3,0,0,1,0,0,9
"100848312014",2014,1,1,2,1,8,3,0,0,0,3,0,11
"100848372014",2014,1,1,3,2,1,3,5,1,0,0,0,0
"100848532014",2014,1,1,3,2,2,3,5,1,0,0,0,0
"100848842014",2014,2,1,1,1,8,3,0,0,0,0,0,3
"100849022014",2014,1,1,3,2,8,3,5,9,0,0,0,0
"100849342014",2014,1,1,3,1,2,3,5,3,0,0,0,0
"100849522014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100849832014",2014,1,1,3,1,3,2,5,1,0,0,0,0
"100849962014",2014,2,1,1,1,8,3,0,0,0,0,0,19
"100850032014",2014,1,1,1,1,6,3,0,0,0,0,0,9
"100850282014",2014,1,4,1,1,7,3,0,0,0,0,0,9
"100850282014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100850282014",2014,2,2,2,2,7,3,0,0,1,0,0,9
"100850282014",2014,2,3,2,2,1,3,0,0,2,0,0,9
"100850322014",2014,1,1,1,1,6,3,0,0,0,0,0,1
"100850462014",2014,1,1,3,1,10,3,5,1,0,0,0,0
"100850912014",2014,1,1,1,1,11,2,0,0,0,0,0,9
"100850912014",2014,1,2,3,2,3,2,6,9,0,0,0,0
"100850912014",2014,1,3,3,2,7,3,6,9,0,0,0,0
"100851422014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100851582014",2014,2,1,1,1,10,3,0,0,0,0,0,1
"100851602014",2014,1,2,1,1,4,3,0,0,0,0,0,9
"100851602014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100851602014",2014,2,3,2,2,6,3,0,0,1,0,0,9
"100851602014",2014,2,4,2,1,1,2,0,0,2,0,0,9
"100851652014",2014,1,1,3,1,8,3,10,3,0,0,2,0
"100851682014",2014,2,1,1,1,8,3,0,0,0,0,0,1
"100851722014",2014,2,1,1,1,9,3,0,0,0,0,0,21
"100851902014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100853082014",2014,1,1,1,1,8,3,0,0,0,0,0,9
"100853082014",2014,2,2,1,2,9,3,0,0,0,0,0,9
"100853122014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100853142014",2014,2,1,1,2,7,3,0,0,0,0,0,19
"100853142014",2014,3,2,2,1,9,3,0,0,1,0,0,19
"100853302014",2014,2,1,1,1,7,2,0,0,0,0,0,9
"100853342014",2014,1,1,2,2,11,3,0,0,0,4,0,11
"100853472014",2014,2,1,1,1,6,3,0,0,0,0,0,8
"100853962014",2014,2,1,1,1,6,3,0,0,0,0,0,3
"100854172014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100854172014",2014,2,2,2,2,6,3,0,0,1,0,0,9
"100854182014",2014,1,1,3,1,1,2,9,9,0,0,0,0
"100854542014",2014,1,1,3,1,2,3,5,2,0,0,0,0
"100854582014",2014,1,1,3,2,8,3,5,2,0,0,0,0
"100854662014",2014,2,1,1,2,4,3,0,0,0,0,0,9
"100854662014",2014,2,2,2,1,4,3,0,0,1,0,0,9
"100855102014",2014,2,1,1,2,5,3,0,0,0,0,0,9
"100856342014",2014,1,1,1,1,5,3,0,0,0,0,0,9
"100856342014",2014,2,2,1,1,7,3,0,0,0,0,0,19
"100856592014",2014,1,1,1,2,7,3,0,0,0,0,0,9
"100856592014",2014,2,2,1,2,4,3,0,0,0,0,0,9
"100856892014",2014,2,1,1,1,7,3,0,0,0,0,0,9
"100856892014",2014,2,2,2,1,7,3,0,0,1,0,0,9
"100857572014",2014,1,1,1,2,5,3,0,0,0,0,0,9
"100857572014",2014,2,2,1,2,6,3,0,0,0,0,0,9
"100857942014",2014,1,1,3,1,4,3,9,9,0,0,0,0
"100858082014",2014,2,2,2,2,4,3,0,0,1,0,0,9
"100858082014",2014,2,3,2,2,5,3,0,0,2,0,0,9
"100858082014",2014,3,1,1,1,8,3,0,0,0,0,0,9
"100858492014",2014,1,1,3,1,11,3,4,1,0,0,0,0
"100859272014",2014,2,1,1,1,4,3,0,0,0,0,0,3
"100859312014",2014,2,1,1,1,8,2,0,0,0,0,0,9
"100859492014",2014,1,1,3,1,8,3,5,9,0,0,0,0
"100859732014",2014,2,1,1,1,8,3,0,0,0,0,0,9
"100859822014",2014,1,1,1,2,5,3,0,0,0,0,0,9
"100859822014",2014,2,2,1,2,7,3,0,0,0,0,0,9
"100859952014",2014,2,1,1,2,7,3,0,0,0,0,0,9
"100859952014",2014,2,2,2,1,2,3,0,0,1,0,0,9
"100860362014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100860452014",2014,1,1,3,2,9,3,10,5,0,0,0,0
"100860542014",2014,2,1,1,1,6,2,0,0,0,0,0,9
"100861552014",2014,1,1,1,2,9,3,0,0,0,0,0,9
"100861552014",2014,2,2,1,2,6,3,0,0,0,0,0,9
"100861602014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100861872014",2014,1,1,1,1,4,3,0,0,0,0,0,9
"100861872014",2014,1,2,2,1,5,2,0,0,1,0,0,9
"100861872014",2014,1,3,2,1,4,3,0,0,2,0,0,9
"100862102014",2014,2,1,1,1,10,3,0,0,0,0,0,9
"100862132014",2014,2,1,1,1,7,2,0,0,0,0,0,3
"100862162014",2014,1,1,1,1,4,3,0,0,0,0,0,3
"100862162014",2014,2,2,1,1,2,3,0,0,0,0,0,1
"100862172014",2014,1,1,2,2,1,3,0,0,2,0,0,9
"100862322014",2014,2,1,1,2,7,2,0,0,0,0,0,1
"100862592014",2014,2,1,1,1,8,3,0,0,0,0,0,1
"100862602014",2014,1,1,1,1,10,3,0,0,0,0,0,9
"100862602014",2014,2,2,1,1,6,3,0,0,0,0,0,9
"100862602014",2014,2,3,2,2,6,3,0,0,1,0,0,9
"100863012014",2014,1,1,1,1,7,3,0,0,0,0,0,9
"100863012014",2014,2,2,1,1,10,3,0,0,0,0,0,9
"100863102014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100863102014",2014,2,2,2,1,7,3,0,0,1,0,0,9
"100863202014",2014,1,1,2,1,4,3,0,0,2,0,0,9
"100863202014",2014,1,2,2,1,3,3,0,0,1,0,0,9
"100863202014",2014,1,3,2,1,3,3,0,0,2,0,0,9
"100863242014",2014,1,1,1,1,8,3,0,0,0,0,0,3
"100864082014",2014,1,1,3,1,7,3,1,3,0,0,0,0
"100864172014",2014,2,1,1,1,4,2,0,0,0,0,0,3
"100864232014",2014,1,1,3,1,8,1,10,9,0,0,0,0
"100864932014",2014,1,1,3,1,2,3,5,1,0,0,0,0
"100865072014",2014,1,1,1,2,5,3,0,0,0,0,0,9
"100865072014",2014,1,2,2,1,4,3,0,0,1,0,0,9
"100865202014",2014,1,1,1,1,6,3,0,0,0,0,0,9
"100865202014",2014,2,2,1,2,4,3,0,0,0,0,0,9
"100865252014",2014,1,1,1,2,7,3,0,0,0,0,0,9
"100865272014",2014,2,1,2,2,6,3,0,0,1,0,0,9
"100865892014",2014,1,1,3,2,3,3,2,4,0,0,0,0
"100865932014",2014,1,1,1,1,11,3,0,0,0,0,0,9
"100866652014",2014,2,1,1,1,7,3,0,0,0,0,0,1
"100866802014",2014,1,1,3,1,2,3,5,3,0,0,0,0
"100867232014",2014,2,1,1,1,5,3,0,0,0,0,0,5
"100867522014",2014,2,1,1,2,7,3,0,0,0,0,0,9
"100867522014",2014,2,2,2,1,6,3,0,0,1,0,0,9
"100867602014",2014,1,1,3,1,2,3,5,1,0,0,0,0
"100867922014",2014,3,1,2,2,6,3,0,0,0,0,0,10
"100868122014",2014,2,1,1,2,9,3,0,0,0,0,0,9
"100868282014",2014,2,1,2,1,1,3,0,0,1,0,0,9
"100868282014",2014,3,2,1,2,7,3,0,0,0,0,0,9
"100868562014",2014,1,1,3,2,10,2,5,3,0,0,0,0
"100869072014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100869072014",2014,2,2,2,2,6,3,0,0,1,0,0,9
"100869282014",2014,2,1,1,1,6,3,0,0,0,0,0,9
"100869842014",2014,1,1,1,2,7,3,0,0,0,0,0,9
"100869842014",2014,1,2,2,2,5,3,0,0,1,0,0,9
"100871232014",2014,2,1,1,2,7,3,0,0,0,0,0,9
"100871522014",2014,1,1,1,1,6,2,0,0,0,0,0,1
"100871582014",2014,1,1,3,1,7,2,1,1,0,0,0,0
"100872152014",2014,2,1,1,1,5,3,0,0,0,0,0,9
"100872782014",2014,1,1,1,1,4,3,0,0,0,0,0,5
"100873002014",2014,1,1,3,1,4,3,1,3,0,0,0,0
"100873382014",2014,1,1,1,1,11,2,0,0,0,0,0,4
"100874012014",2014,2,1,1,2,4,3,0,0,0,0,0,9
"100874012014",2014,2,2,2,2,4,3,0,0,1,0,0,9
"100874762014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100875052014",2014,1,1,1,1,5,3,0,0,0,0,0,9
"100875052014",2014,2,2,1,1,9,3,0,0,0,0,0,9
"100875052014",2014,2,3,2,2,6,3,0,0,1,0,0,9
"100875052014",2014,2,4,2,2,3,3,0,0,2,0,0,9
"100875662014",2014,2,1,1,1,3,3,0,0,0,0,0,1
"100875992014",2014,2,1,1,1,8,3,0,0,0,0,0,9
"100875992014",2014,3,2,1,1,5,3,0,0,0,0,0,9
"100875992014",2014,4,3,1,1,5,3,0,0,0,0,0,9
"100875992014",2014,4,4,2,2,4,3,0,0,1,0,0,9
"100876432014",2014,1,1,1,1,8,3,0,0,0,0,0,11
"100876432014",2014,2,2,1,1,7,3,0,0,0,0,0,19
"100876632014",2014,1,1,1,1,4,3,0,0,0,0,0,4
"100876882014",2014,1,1,1,2,7,3,0,0,0,0,0,9
"100876882014",2014,2,2,1,1,7,3,0,0,0,0,0,20
"100876952014",2014,2,1,2,1,7,3,0,0,1,0,0,9
"100877152014",2014,2,1,1,2,8,3,0,0,0,0,0,9
"100877152014",2014,2,3,2,1,4,3,0,0,1,0,0,9
"100877152014",2014,3,2,1,2,8,3,0,0,0,0,0,9
