AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,long,lat
201606E020966,2016-09-08,Sep,Thu,9,Pedestrian,Slight,Daylight,Female,35-39,Manchester,-2.229102,53.453023
201606E020967,2016-09-17,Sep,Sat,23,Pedal Cycle,Slight,Dark,Male,15-19,Manchester,-2.270217,53.432398
201606E020973,2016-09-24,Sep,Sat,18,Other Vehicle,Slight,Daylight,Male,15-19,Manchester,-2.219502,53.410641
201606E020973,2016-09-24,Sep,Sat,18,Other Vehicle,Slight,Daylight,Female,15-19,Manchester,-2.219502,53.410641
201606E021092,2016-09-26,Sep,Mon,12,Pedal Cycle,Slight,Daylight,Male,15-19,Manchester,-2.225383,53.45596
201606E021152,2016-09-28,Sep,Wed,19,Pedestrian,Serious,Dark,Female,55-59,Manchester,-2.242975,53.435306
201606E021196,2016-10-03,Oct,Mon,14,Car,Slight,Daylight,Female,60-64,Manchester,-2.26204,53.441593
201606E021196,2016-10-03,Oct,Mon,14,Car,Slight,Daylight,Male,60-64,Manchester,-2.26204,53.441593
201606E021310,2016-10-13,Oct,Thu,19,Powered 2 Wheeler,Serious,Dark,Male,25-29,Manchester,-2.287918,53.408015
201606E021417,2016-09-08,Sep,Thu,18,Car,Slight,Daylight,Male,40-44,Manchester,-2.242225,53.364224
201606E021417,2016-09-08,Sep,Thu,18,Car,Slight,Daylight,Female,30-34,Manchester,-2.242225,53.364224
201606E021425,2016-09-20,Sep,Tue,19,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.218772,53.441384
201606E021485,2016-09-24,Sep,Sat,17,Car,Slight,Daylight,Male,35-39,Manchester,-2.179863,53.446662
201606E021485,2016-09-24,Sep,Sat,17,Car,Slight,Daylight,Female,25-29,Manchester,-2.179863,53.446662
201606E021512,2016-09-19,Sep,Mon,16,Pedestrian,Slight,Daylight,Female,5-9,Manchester,-2.214719,53.425886
201606E021557,2016-09-27,Sep,Tue,7,Pedestrian,Slight,Daylight,Male,15-19,Manchester,-2.244205,53.439789
201606E021630,2016-10-08,Oct,Sat,19,Powered 2 Wheeler,Serious,Dark,Male,30-34,Manchester,-2.228967,53.467189
201606E021642,2016-10-10,Oct,Mon,12,Pedal Cycle,Slight,Daylight,Male,30-34,Manchester,-2.248798,53.465729
201606E021796,2016-09-28,Sep,Wed,17,Pedal Cycle,Serious,Daylight,Male,20-24,Manchester,-2.218802,53.441356999999996
201606E021805,2016-10-07,Oct,Fri,14,Car,Slight,Daylight,Female,35-39,Manchester,-2.247069,53.453374
201606E021818,2016-10-06,Oct,Thu,16,Pedal Cycle,Slight,Daylight,Male,5-9,Manchester,-2.227519,53.449988
201606E022063,2016-11-01,Nov,Tue,14,Powered 2 Wheeler,Serious,Daylight,Male,40-44,Manchester,-2.252188,53.397345
201606E022191,2016-09-29,Sep,Thu,13,Car,Slight,Daylight,Female,60-64,Manchester,-2.265956,53.379077
201606E022191,2016-09-29,Sep,Thu,13,Car,Slight,Daylight,Female,80-84,Manchester,-2.265956,53.379077
201606E022229,2016-10-31,Oct,Mon,19,Powered 2 Wheeler,Serious,Dark,Male,35-39,Manchester,-2.265197,53.397353
201606E022405,2016-10-25,Oct,Tue,16,Powered 2 Wheeler,Slight,Daylight,Male,55-59,Manchester,-2.209794,53.4678
201606E022455,2016-10-29,Oct,Sat,12,Car,Slight,Daylight,Female,20-24,Manchester,-2.216076,53.435267
201606E022455,2016-10-29,Oct,Sat,12,Car,Slight,Daylight,Female,15-19,Manchester,-2.216076,53.435267
201606E022455,2016-10-29,Oct,Sat,12,Car,Slight,Daylight,Male,20-24,Manchester,-2.216076,53.435267
201606E022549,2016-10-18,Oct,Tue,15,Pedal Cycle,Serious,Daylight,Male,15-19,Manchester,-2.233751,53.466074
201606E022551,2016-10-26,Oct,Wed,11,Car,Serious,Daylight,Male,40-44,Manchester,-2.270682,53.389493
201606E022551,2016-10-26,Oct,Wed,11,Pedestrian,Slight,Daylight,Female,15-19,Manchester,-2.270682,53.389493
201606E022552,2016-11-02,Nov,Wed,15,Car,Slight,Daylight,Male,0-4,Manchester,-2.213641,53.429978
201606E022557,2016-11-09,Nov,Wed,11,Car,Slight,Daylight,Female,20-24,Manchester,-2.214172,53.439828
201606E022557,2016-11-09,Nov,Wed,11,Car,Slight,Daylight,Male,35-39,Manchester,-2.214172,53.439828
201606E022560,2016-10-15,Oct,Sat,5,Car,Slight,Dark,Male,40-44,Manchester,-2.200039,53.456482
201606E022560,2016-10-15,Oct,Sat,5,Car,Slight,Dark,Male,45-49,Manchester,-2.200039,53.456482
201606E022566,2016-11-07,Nov,Mon,16,Car,Slight,Daylight,Male,15-19,Manchester,-2.261328,53.406476
201606E022618,2016-11-06,Nov,Sun,15,Car,Slight,Daylight,Male,50-54,Manchester,-2.197512,53.453915
201606E022632,2016-11-08,Nov,Tue,9,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.237982,53.47101
201606E022747,2016-10-25,Oct,Tue,18,Pedal Cycle,Serious,Dark,Female,20-24,Manchester,-2.258425,53.458689
201606E022984,2016-11-12,Nov,Sat,19,Car,Slight,Dark,Male,30-34,Manchester,-2.253,53.470799
201606E022984,2016-11-12,Nov,Sat,19,Car,Slight,Dark,Female,35-39,Manchester,-2.253,53.470799
201606E022985,2016-10-31,Oct,Mon,11,Pedal Cycle,Slight,Daylight,Male,20-24,Manchester,-2.222542,53.451282
201606E023040,2016-11-12,Nov,Sat,21,Pedestrian,Slight,Dark,Male,35-39,Manchester,-2.237561,53.471226
201606E023083,2016-11-11,Nov,Fri,19,Pedal Cycle,Slight,Dark,Male,50-54,Manchester,-2.264817,53.454756
201606E023199,2016-10-21,Oct,Fri,7,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.267362,53.442786
201606E023200,2016-11-03,Nov,Thu,18,Car,Slight,Dark,Male,50-54,Manchester,-2.222625,53.470033
201606E023200,2016-11-03,Nov,Thu,18,Car,Slight,Dark,Female,25-29,Manchester,-2.222625,53.470033
201606E023200,2016-11-03,Nov,Thu,18,Car,Slight,Dark,Female,20-24,Manchester,-2.222625,53.470033
201606E023200,2016-11-03,Nov,Thu,18,Car,Slight,Dark,Female,20-24,Manchester,-2.222625,53.470033
201606E023202,2016-10-20,Oct,Thu,15,Pedestrian,Slight,Daylight,Female,20-24,Manchester,-2.205346,53.442019
201606E023220,2016-11-19,Nov,Sat,18,Powered 2 Wheeler,Slight,Dark,Male,20-24,Manchester,-2.256951,53.471465
201606E023264,2016-11-12,Nov,Sat,16,Pedestrian,Serious,Dark,Female,50-54,Manchester,-2.225047,53.455107
201606E023272,2016-11-17,Nov,Thu,10,Pedestrian,Serious,Daylight,Female,20-24,Manchester,-2.232162,53.464693
201606E023278,2016-11-21,Nov,Mon,1,Pedal Cycle,Slight,Dark,Female,20-24,Manchester,-2.222259,53.451903
201606E023284,2016-11-12,Nov,Sat,17,Pedestrian,Slight,Dark,Male,35-39,Manchester,-2.244974,53.453027
201606E023298,2016-11-19,Nov,Sat,9,Pedal Cycle,Slight,Daylight,Male,50-54,Manchester,-2.276915,53.390729
201606E023299,2016-11-21,Nov,Mon,22,Car,Slight,Dark,Female,30-34,Manchester,-2.2732,53.411663
201606E023299,2016-11-21,Nov,Mon,22,Car,Slight,Dark,Male,45-49,Manchester,-2.2732,53.411663
201606E023299,2016-11-21,Nov,Mon,22,Car,Slight,Dark,Male,30-34,Manchester,-2.2732,53.411663
201606E023329,2016-11-12,Nov,Sat,22,Car,Serious,Dark,Male,25-29,Manchester,-2.265272,53.469775
201606E023358,2016-11-17,Nov,Thu,8,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.248847,53.443222
201606E023369,2016-11-22,Nov,Tue,17,Car,Slight,Dark,Female,40-44,Manchester,-2.267423,53.404503
201606E023435,2016-11-26,Nov,Sat,17,Powered 2 Wheeler,Slight,Dark,Male,30-34,Manchester,-2.244817,53.462466
201606E023449,2016-11-26,Nov,Sat,19,Pedal Cycle,Slight,Dark,Female,20-24,Manchester,-2.225017,53.455071
201606E023454,2016-11-08,Nov,Tue,18,Pedestrian,Slight,Dark,Male,55-59,Manchester,-2.200476,53.456364
201606E023490,2016-11-08,Nov,Tue,9,Pedal Cycle,Slight,Daylight,Male,45-49,Manchester,-2.251799,53.446083
201606E023500,2016-11-24,Nov,Thu,16,Pedestrian,Slight,Dark,Male,10-14,Manchester,-2.287121,53.414677
201606E023515,2016-11-03,Nov,Thu,18,Car,Slight,Dark,Female,20-24,Manchester,-2.258294,53.422195
201606E023604,2016-11-09,Nov,Wed,15,Car,Slight,Daylight,Male,30-34,Manchester,-2.252466,53.456958
201606E023644,2016-11-23,Nov,Wed,5,Car,Slight,Dark,Male,55-59,Manchester,-2.245037,53.456227
201606E023669,2016-11-23,Nov,Wed,15,Pedestrian,Slight,Daylight,Female,5-9,Manchester,-2.261804,53.439841
201606E023677,2016-11-08,Nov,Tue,16,Pedestrian,Serious,Dark,Female,5-9,Manchester,-2.217185,53.463724
201606E023681,2016-11-18,Nov,Fri,22,Pedestrian,Slight,Dark,Female,35-39,Manchester,-2.194883,53.458531
201606E023722,2016-10-29,Oct,Sat,14,Car,Slight,Daylight,Male,0-4,Manchester,-2.184393,53.435761
201606E023779,2016-11-13,Nov,Sun,21,Powered 2 Wheeler,Slight,Dark,Male,20-24,Manchester,-2.290161,53.410338
201606E023788,2016-11-28,Nov,Mon,16,Car,Slight,Dark,Male,20-24,Manchester,-2.242774,53.47136
201606E023816,2016-11-30,Nov,Wed,16,Car,Slight,Dark,Male,30-34,Manchester,-2.234495,53.420626
201606E023816,2016-11-30,Nov,Wed,16,Car,Slight,Dark,Female,30-34,Manchester,-2.234495,53.420626
201606E023816,2016-11-30,Nov,Wed,16,Car,Slight,Dark,Female,15-19,Manchester,-2.234495,53.420626
201606E023816,2016-11-30,Nov,Wed,16,Car,Slight,Dark,Female,5-9,Manchester,-2.234495,53.420626
201606E023816,2016-11-30,Nov,Wed,16,Car,Slight,Dark,Female,15-19,Manchester,-2.234495,53.420626
201606E023857,2016-11-22,Nov,Tue,17,Powered 2 Wheeler,Slight,Dark,Male,60-64,Manchester,-2.255169,53.402822
201606E023865,2016-11-22,Nov,Tue,17,Pedestrian,Slight,Dark,Female,20-24,Manchester,-2.21279,53.461412
201606E023868,2016-11-22,Nov,Tue,14,Car,Slight,Daylight,Male,15-19,Manchester,-2.239651,53.467878
201606E023868,2016-11-22,Nov,Tue,14,Car,Slight,Daylight,Male,15-19,Manchester,-2.239651,53.467878
201606E023868,2016-11-22,Nov,Tue,14,Car,Slight,Daylight,Male,25-29,Manchester,-2.239651,53.467878
201606E023905,2016-11-22,Nov,Tue,15,Car,Slight,Daylight,Female,30-34,Manchester,-2.260482,53.373795
201606E023911,2016-11-28,Nov,Mon,11,Car,Slight,Daylight,Female,45-49,Manchester,-2.23451,53.420662
201606E023924,2016-11-23,Nov,Wed,22,Car,Slight,Dark,Male,50-54,Manchester,-2.204071,53.424206
201606E023958,2016-11-22,Nov,Tue,9,Pedal Cycle,Slight,Daylight,Female,20-24,Manchester,-2.225137,53.455116
201606E023978,2016-11-18,Nov,Fri,19,Taxi,Slight,Dark,Male,50-54,Manchester,-2.23666,53.471741
201606E023982,2016-11-13,Nov,Sun,2,Car,Slight,Dark,Male,30-34,Manchester,-2.245301,53.462797
201606E024021,2016-11-02,Nov,Wed,9,Pedal Cycle,Slight,Daylight,Female,30-34,Manchester,-2.290882,53.443351
201606E024043,2016-11-26,Nov,Sat,12,Car,Slight,Daylight,Male,15-19,Manchester,-2.207361,53.42295
201606E024055,2016-11-07,Nov,Mon,17,Pedal Cycle,Slight,Dark,Male,25-29,Manchester,-2.230768,53.449217
201606E024117,2016-12-14,Dec,Wed,4,Car,Fatal,Dark,Male,35-39,Manchester,-2.207425,53.448469
201606E024160,2016-12-01,Dec,Thu,17,Car,Slight,Dark,Female,5-9,Manchester,-2.271868,53.389257
201606E024193,2016-11-27,Nov,Sun,23,Car,Slight,Dark,Male,25-29,Manchester,-2.197765,53.446796
201606E024193,2016-11-27,Nov,Sun,23,Car,Slight,Dark,Male,25-29,Manchester,-2.197765,53.446796
201606E024272,2016-11-30,Nov,Wed,9,Car,Slight,Daylight,Male,25-29,Manchester,-2.235428,53.472372
201606E024273,2016-12-12,Dec,Mon,17,Pedal Cycle,Slight,Dark,Male,40-44,Manchester,-2.215704,53.468832
201606E024307,2016-12-03,Dec,Sat,0,Pedestrian,Serious,Dark,Male,15-19,Manchester,-2.246159,53.467901
201606E024326,2016-12-03,Dec,Sat,18,Pedal Cycle,Slight,Dark,Male,10-14,Manchester,-2.233113,53.434831
201606E024332,2016-12-02,Dec,Fri,11,Car,Slight,Daylight,Female,20-24,Manchester,-2.214692,53.465346
201606E024368,2016-11-29,Nov,Tue,17,Pedal Cycle,Slight,Dark,Female,20-24,Manchester,-2.218241,53.446589
201606E024394,2016-12-02,Dec,Fri,13,Car,Slight,Daylight,Male,40-44,Manchester,-2.236886,53.471695
201606E024436,2016-12-04,Dec,Sun,10,Car,Slight,Daylight,Male,25-29,Manchester,-2.230788,53.422413
201606E024436,2016-12-04,Dec,Sun,10,Car,Slight,Daylight,Female,75-79,Manchester,-2.230788,53.422413
201606E024446,2016-12-05,Dec,Mon,16,Pedal Cycle,Slight,Daylight,Male,60-64,Manchester,-2.307539,53.400263
201606E024450,2016-12-01,Dec,Thu,15,Car,Slight,Daylight,Male,35-39,Manchester,-2.272595,53.387646
201606E024455,2016-12-06,Dec,Tue,19,Car,Slight,Dark,Male,55-59,Manchester,-2.252644,53.428481
201606E024513,2016-12-07,Dec,Wed,12,Car,Slight,Daylight,Female,65-69,Manchester,-2.271362,53.449105
201606E024513,2016-12-07,Dec,Wed,12,Car,Slight,Daylight,Female,10-14,Manchester,-2.271362,53.449105
201606E024513,2016-12-07,Dec,Wed,12,Car,Slight,Daylight,Male,35-39,Manchester,-2.271362,53.449105
201606E024572,2016-12-09,Dec,Fri,18,Car,Slight,Dark,Male,20-24,Manchester,-2.220672,53.415852
201606E024628,2016-12-07,Dec,Wed,17,Pedal Cycle,Slight,Dark,Male,25-29,Manchester,-2.210617,53.460733
201606E024704,2016-12-09,Dec,Fri,12,Car,Slight,Daylight,Male,35-39,Manchester,-2.245145,53.459265
201606E024747,2016-12-13,Dec,Tue,17,Pedal Cycle,Slight,Dark,Male,35-39,Manchester,-2.217601,53.424478
201606E024792,2016-07-22,Jul,Fri,13,Pedal Cycle,Fatal,Daylight,Male,40-44,Manchester,-2.243962,53.457739
201606E024841,2016-12-14,Dec,Wed,9,Pedal Cycle,Slight,Daylight,Male,50-54,Manchester,-2.206808,53.467185
201606E024843,2016-12-14,Dec,Wed,15,Pedestrian,Serious,Daylight,Male,5-9,Manchester,-2.243497,53.447529
201606E024872,2016-12-16,Dec,Fri,8,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.270232,53.432398
201606E024880,2016-12-16,Dec,Fri,16,Pedal Cycle,Slight,Dark,Male,50-54,Manchester,-2.271365,53.449519
201606E024894,2016-11-15,Nov,Tue,0,Pedal Cycle,Serious,Dark,Male,15-19,Manchester,-2.258336,53.458752
201606E024906,2016-12-17,Dec,Sat,18,Pedestrian,Slight,Dark,Male,10-14,Manchester,-2.239495,53.448095
201606E024911,2016-12-17,Dec,Sat,14,Car,Slight,Daylight,Female,50-54,Manchester,-2.291421,53.38131
201606E025020,2016-12-19,Dec,Mon,14,Car,Slight,Daylight,Male,40-44,Manchester,-2.249619,53.46197
201606E025055,2016-12-19,Dec,Mon,8,Pedestrian,Slight,Daylight,Female,30-34,Manchester,-2.201649,53.456021
201606E025055,2016-12-19,Dec,Mon,8,Pedestrian,Slight,Daylight,Female,10-14,Manchester,-2.201649,53.456021
201606E025064,2016-12-22,Dec,Thu,21,Pedal Cycle,Slight,Dark,Male,55-59,Manchester,-2.200259,53.435861
201606E025151,2016-12-23,Dec,Fri,8,Pedestrian,Slight,Daylight,Male,5-9,Manchester,-2.197876,53.454355
201606E025216,2016-12-21,Dec,Wed,13,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Manchester,-2.244924,53.452245
201606E025296,2016-12-28,Dec,Wed,10,Car,Slight,Daylight,Female,35-39,Manchester,-2.23267,53.414364
201606E025317,2016-12-24,Dec,Sat,16,Pedestrian,Slight,Dark,Male,30-34,Manchester,-2.191527,53.445691
201606E025491,2016-12-31,Dec,Sat,22,Pedal Cycle,Slight,Dark,Male,30-34,Manchester,-2.215008,53.435314
201606E025799,2016-12-29,Dec,Thu,13,Car,Slight,Daylight,Male,60-64,Manchester,-2.26712,53.430598
201606E026459,2016-12-04,Dec,Sun,18,Car,Slight,Dark,Female,15-19,Manchester,-2.212497,53.442024
201606E026676,2016-12-15,Dec,Thu,18,Pedal Cycle,Slight,Dark,Male,45-49,Manchester,-2.230028,53.437731
201606E151471,2016-04-19,Apr,Tue,14,Pedestrian,Slight,Daylight,Female,45-49,Manchester,-2.190671,53.442744
201606EC22950,2016-10-22,Oct,Sat,12,Car,Slight,Daylight,Female,75-79,Manchester,-2.288519,53.358989
201606EC22950,2016-10-22,Oct,Sat,12,Car,Slight,Daylight,Male,35-39,Manchester,-2.288519,53.358989
201606EF11409,2016-01-26,Jan,Tue,1,Car,Slight,Dark,Male,25-29,Manchester,-2.260979,53.47471
201606EJ24447,2016-12-06,Dec,Tue,9,Car,Slight,Daylight,Male,30-34,Manchester,-2.244553,53.387653
201606EM18580,2016-07-25,Jul,Mon,17,Pedal Cycle,Slight,Daylight,Female,25-29,Manchester,-2.269722,53.451761
201606EM20156,2016-08-23,Aug,Tue,18,Pedal Cycle,Slight,Daylight,Male,40-44,Manchester,-2.24959,53.467283
201606EM21502,2016-09-25,Sep,Sun,11,Pedal Cycle,Slight,Daylight,Female,30-34,Manchester,-2.258576,53.458608
201606F010546,2016-01-01,Jan,Fri,6,Pedal Cycle,Slight,Dark,Male,20-24,Salford,-2.261815,53.483292
201606F010563,2016-01-03,Jan,Sun,18,Car,Slight,Dark,Female,40-44,Salford,-2.412019,53.502482
201606F010585,2016-01-04,Jan,Mon,17,Pedal Cycle,Slight,Dark,Male,10-14,Salford,-2.38005,53.49839
201606F010715,2016-01-07,Jan,Thu,17,Pedestrian,Slight,Dark,Female,45-49,Salford,-2.327519,53.512721
201606F010777,2016-01-09,Jan,Sat,19,Car,Slight,Dark,Male,25-29,Salford,-2.351366,53.484222
201606F011053,2016-01-20,Jan,Wed,15,Powered 2 Wheeler,Slight,Daylight,Male,20-24,Salford,-2.396661,53.519163
201606F011064,2016-01-14,Jan,Thu,8,Car,Slight,Dark,Female,45-49,Salford,-2.294948,53.480483
201606F011071,2016-01-15,Jan,Fri,16,Pedestrian,Slight,Daylight,Female,30-34,Salford,-2.250177,53.485169
201606F011083,2016-01-15,Jan,Fri,17,Pedestrian,Serious,Dark,Male,80-84,Salford,-2.32476,53.489169
201606F011146,2016-01-11,Jan,Mon,7,Pedestrian,Slight,Daylight,Female,10-14,Salford,-2.434093,53.430405
201606F011302,2016-01-25,Jan,Mon,17,Pedal Cycle,Slight,Dark,Male,35-39,Salford,-2.330413,53.487293
201606F011361,2016-01-08,Jan,Fri,6,Pedal Cycle,Slight,Dark,Male,45-49,Salford,-2.306309,53.480328
201606F011364,2016-01-09,Jan,Sat,16,Car,Slight,Dark,Male,25-29,Salford,-2.328058,53.48881
201606F011364,2016-01-09,Jan,Sat,16,Car,Slight,Dark,Female,30-34,Salford,-2.328058,53.48881
201606F011364,2016-01-09,Jan,Sat,16,Car,Slight,Dark,Male,5-9,Salford,-2.328058,53.48881
201606F011364,2016-01-09,Jan,Sat,16,Car,Slight,Dark,Female,50-54,Salford,-2.328058,53.48881
201606F011378,2016-01-24,Jan,Sun,17,Car,Slight,Dark,Female,15-19,Salford,-2.32144,53.502517
201606F011404,2016-01-26,Jan,Tue,22,Car,Slight,Dark,Male,35-39,Salford,-2.281513,53.479023
201606F011419,2016-01-15,Jan,Fri,15,Car,Slight,Daylight,Male,5-9,Salford,-2.333194,53.519087
201606F011438,2016-01-21,Jan,Thu,7,Car,Slight,Dark,Female,50-54,Salford,-2.354443,53.508051
201606F011451,2016-01-31,Jan,Sun,18,Pedestrian,Slight,Dark,Female,15-19,Salford,-2.430139,53.524674
201606F011494,2016-01-20,Jan,Wed,15,Pedestrian,Slight,Daylight,Male,5-9,Salford,-2.430862,53.527503
201606F011533,2016-01-30,Jan,Sat,10,Car,Slight,Daylight,Male,50-54,Salford,-2.29467,53.483764
201606F011573,2016-01-18,Jan,Mon,9,Car,Slight,Daylight,Female,30-34,Salford,-2.266102,53.513359
201606F011594,2016-01-29,Jan,Fri,17,Pedal Cycle,Slight,Dark,Male,35-39,Salford,-2.382253,53.500298
201606F011723,2016-01-28,Jan,Thu,7,Pedestrian,Slight,Dark,Male,25-29,Salford,-2.295994,53.476957
201606F011731,2016-02-08,Feb,Mon,18,Pedestrian,Slight,Dark,Male,45-49,Salford,-2.344953,53.483144
201606F011776,2016-01-08,Jan,Fri,7,Powered 2 Wheeler,Slight,Dark,Male,45-49,Salford,-2.400334,53.529614
201606F011860,2016-01-27,Jan,Wed,15,Pedestrian,Slight,Daylight,Male,10-14,Salford,-2.382959,53.513356
201606F011887,2016-01-26,Jan,Tue,18,Car,Slight,Dark,Female,55-59,Salford,-2.278336,53.4817
201606F011974,2016-02-01,Feb,Mon,16,Powered 2 Wheeler,Slight,Daylight,Male,40-44,Salford,-2.285349,53.491571
201606F012078,2016-02-13,Feb,Sat,22,Car,Slight,Dark,Male,20-24,Salford,-2.265371,53.476058
201606F012078,2016-02-13,Feb,Sat,22,Car,Slight,Dark,Male,20-24,Salford,-2.265371,53.476058
201606F012078,2016-02-13,Feb,Sat,22,Car,Slight,Dark,Male,20-24,Salford,-2.265371,53.476058
201606F012117,2016-02-06,Feb,Sat,15,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Salford,-2.261785,53.483248
201606F012241,2016-02-06,Feb,Sat,13,Powered 2 Wheeler,Slight,Daylight,Male,20-24,Salford,-2.340348,53.512263
201606F012262,2016-02-05,Feb,Fri,17,Pedestrian,Slight,Daylight,Male,10-14,Salford,-2.401672,53.52436
201606F012270,2016-02-08,Feb,Mon,17,Powered 2 Wheeler,Serious,Dark,Male,50-54,Salford,-2.279595,53.483027
201606F012494,2016-02-10,Feb,Wed,16,Car,Slight,Daylight,Female,0-4,Salford,-2.311451,53.501429
201606F012494,2016-02-10,Feb,Wed,16,Car,Slight,Daylight,Male,35-39,Salford,-2.311451,53.501429
201606F012499,2016-02-04,Feb,Thu,21,Taxi,Slight,Dark,Male,35-39,Salford,-2.267826,53.504474
201606F012499,2016-02-04,Feb,Thu,21,Pedal Cycle,Slight,Dark,Male,25-29,Salford,-2.267826,53.504474
201606F012533,2016-02-12,Feb,Fri,13,Pedal Cycle,Slight,Daylight,Female,25-29,Salford,-2.281045,53.49488
201606F012538,2016-02-23,Feb,Tue,16,Pedestrian,Slight,Daylight,Male,60-64,Salford,-2.382217,53.523093
201606F012648,2016-02-11,Feb,Thu,10,Car,Slight,Daylight,Female,60-64,Salford,-2.392039,53.51188
201606F012703,2016-02-22,Feb,Mon,9,Powered 2 Wheeler,Slight,Daylight,Male,35-39,Salford,-2.423205,53.503971
201606F012728,2016-02-29,Feb,Mon,18,Car,Slight,Dark,Female,5-9,Salford,-2.26766,53.514074
201606F012728,2016-02-29,Feb,Mon,18,Car,Slight,Dark,Female,40-44,Salford,-2.26766,53.514074
201606F012744,2016-02-15,Feb,Mon,17,Car,Slight,Dark,Male,30-34,Salford,-2.372774,53.47658
201606F012793,2016-02-16,Feb,Tue,19,Car,Slight,Dark,Female,45-49,Salford,-2.282597,53.478904
201606F012970,2016-03-04,Mar,Fri,10,Car,Slight,Daylight,Male,25-29,Salford,-2.303534,53.484209
201606F013182,2016-03-17,Mar,Thu,16,Pedestrian,Serious,Daylight,Male,0-4,Salford,-2.42703,53.531966
201606F013182,2016-03-17,Mar,Thu,16,Pedestrian,Serious,Daylight,Female,30-34,Salford,-2.42703,53.531966
201606F013206,2016-02-27,Feb,Sat,16,Car,Slight,Daylight,Male,0-4,Salford,-2.270266,53.499345
201606F013206,2016-02-27,Feb,Sat,16,Car,Slight,Daylight,Male,35-39,Salford,-2.270266,53.499345
201606F013272,2016-03-06,Mar,Sun,13,Car,Slight,Daylight,Female,25-29,Salford,-2.386246,53.516618
201606F013396,2016-02-18,Feb,Thu,18,Powered 2 Wheeler,Slight,Dark,Male,20-24,Salford,-2.358919,53.480982
201606F013422,2016-02-29,Feb,Mon,7,Pedestrian,Slight,Daylight,Female,10-14,Salford,-2.427792,53.438391
201606F013493,2016-03-10,Mar,Thu,17,Other Vehicle,Slight,Daylight,Female,65-69,Salford,-2.355625,53.51416
201606F013637,2016-03-09,Mar,Wed,14,Car,Slight,Daylight,Female,55-59,Salford,-2.334451,53.517888
201606F013669,2016-03-12,Mar,Sat,21,Powered 2 Wheeler,Slight,Dark,Male,15-19,Salford,-2.340363,53.512173
201606F013706,2016-03-13,Mar,Sun,9,Car,Slight,Daylight,Male,15-19,Salford,-2.273727,53.498466
201606F013706,2016-03-13,Mar,Sun,9,Car,Slight,Daylight,Female,40-44,Salford,-2.273727,53.498466
201606F013723,2016-03-10,Mar,Thu,10,Car,Slight,Daylight,Male,55-59,Salford,-2.336947,53.518789
201606F013723,2016-03-10,Mar,Thu,10,Car,Slight,Daylight,Female,55-59,Salford,-2.336947,53.518789
201606F013843,2016-03-12,Mar,Sat,21,Powered 2 Wheeler,Slight,Dark,Male,20-24,Salford,-2.32587,53.502182
201606F013906,2016-03-23,Mar,Wed,15,Bus or Coach,Slight,Daylight,Female,80-84,Salford,-2.287164,53.48807
201606F013957,2016-03-30,Mar,Wed,20,Car,Slight,Dark,Female,20-24,Salford,-2.334247,53.509179
201606F013957,2016-03-30,Mar,Wed,20,Car,Slight,Dark,Female,50-54,Salford,-2.334247,53.509179
201606F014014,2016-03-06,Mar,Sun,2,Pedestrian,Serious,Dark,Male,40-44,Salford,-2.252578,53.503743
201606F014121,2016-04-03,Apr,Sun,16,Car,Slight,Daylight,Female,20-24,Salford,-2.26519,53.475995
201606F014121,2016-04-03,Apr,Sun,16,Car,Slight,Daylight,Female,25-29,Salford,-2.26519,53.475995
201606F014203,2016-03-29,Mar,Tue,17,Powered 2 Wheeler,Serious,Daylight,Male,30-34,Salford,-2.330451,53.517477
201606F014213,2016-03-14,Mar,Mon,15,Car,Slight,Daylight,Male,30-34,Salford,-2.423598,53.531295
201606F014329,2016-04-05,Apr,Tue,18,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Salford,-2.254046,53.487021
201606F014351,2016-03-01,Mar,Tue,20,Pedestrian,Slight,Dark,Female,45-49,Salford,-2.25842,53.507443
201606F014393,2016-03-29,Mar,Tue,20,Pedestrian,Slight,Dark,Male,35-39,Salford,-2.346845,53.486096
201606F014393,2016-03-29,Mar,Tue,20,Powered 2 Wheeler,Slight,Dark,Male,15-19,Salford,-2.346845,53.486096
201606F014587,2016-03-21,Mar,Mon,10,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Salford,-2.25634,53.502495
201606F014597,2016-03-24,Mar,Thu,22,Powered 2 Wheeler,Serious,Dark,Male,50-54,Salford,-2.33501,53.52177
201606F014638,2016-04-11,Apr,Mon,12,Car,Slight,Daylight,Male,15-19,Salford,-2.330821,53.485521
201606F014646,2016-04-11,Apr,Mon,19,Car,Slight,Daylight,Female,30-34,Salford,-2.396638,53.523199
201606F014658,2016-03-23,Mar,Wed,20,Goods Vehicle,Slight,Dark,Female,30-34,Salford,-2.307284,53.500559
201606F014675,2016-03-29,Mar,Tue,8,Car,Slight,Daylight,Female,35-39,Salford,-2.335025,53.521761
