date,count,rate,lad15cd,lad15nm,cauth15cd,cauth15nm
2017-09-01,4955,3.5,E08000004,Oldham,E47000001,Greater Manchester Combined Authority
2017-09-01,4075,3,E08000005,Rochdale,E47000001,Greater Manchester Combined Authority
2017-09-01,4525,2.8,E08000006,Salford,E47000001,Greater Manchester Combined Authority
2017-09-01,3405,1.9,E08000007,Stockport,E47000001,Greater Manchester Combined Authority
2017-09-01,3750,2.7,E08000008,Tameside,E47000001,Greater Manchester Combined Authority
2017-09-01,2400,1.7,E08000009,Trafford,E47000001,Greater Manchester Combined Authority
2017-09-01,5415,2.7,E08000010,Wigan,E47000001,Greater Manchester Combined Authority
2017-10-01,5560,3.2,E08000001,Bolton,E47000001,Greater Manchester Combined Authority
2017-10-01,2820,2.4,E08000002,Bury,E47000001,Greater Manchester Combined Authority
2017-10-01,9595,2.5,E08000003,Manchester,E47000001,Greater Manchester Combined Authority
2017-10-01,4995,3.5,E08000004,Oldham,E47000001,Greater Manchester Combined Authority
2017-10-01,3955,2.9,E08000005,Rochdale,E47000001,Greater Manchester Combined Authority
2017-10-01,4365,2.7,E08000006,Salford,E47000001,Greater Manchester Combined Authority
2017-10-01,3390,1.9,E08000007,Stockport,E47000001,Greater Manchester Combined Authority
2017-10-01,3795,2.7,E08000008,Tameside,E47000001,Greater Manchester Combined Authority
2017-10-01,2435,1.7,E08000009,Trafford,E47000001,Greater Manchester Combined Authority
2017-10-01,5310,2.6,E08000010,Wigan,E47000001,Greater Manchester Combined Authority
