area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,2065
E08000006,Salford,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,1462
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,1281
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,11609
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,5766
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,1790
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,2289
E08000002,Bury,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,940
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,2791
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,1115
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,2217
E08000006,Salford,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,1895
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,1259
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,10823
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,4968
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2012,4,2012-12-31,1812
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,2103
E08000002,Bury,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,1043
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,2611
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,1110
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,2310
E08000006,Salford,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,1867
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,1273
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,6948
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,5179
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2011,4,2011-12-31,1858
E08000001,Bolton,All licensed buses and coaches,2020,4,2020-12-31,866
E08000002,Bury,All licensed buses and coaches,2020,4,2020-12-31,139
E08000003,Manchester,All licensed buses and coaches,2020,4,2020-12-31,1571
E08000004,Oldham,All licensed buses and coaches,2020,4,2020-12-31,501
E08000005,Rochdale,All licensed buses and coaches,2020,4,2020-12-31,236
E08000006,Salford,All licensed buses and coaches,2020,4,2020-12-31,285
E08000007,Stockport,All licensed buses and coaches,2020,4,2020-12-31,1264
E08000008,Tameside,All licensed buses and coaches,2020,4,2020-12-31,270
E08000009,Trafford,All licensed buses and coaches,2020,4,2020-12-31,223
E08000010,Wigan,All licensed buses and coaches,2020,4,2020-12-31,349
E08000001,Bolton,All licensed buses and coaches,2019,4,2019-12-31,607
E08000002,Bury,All licensed buses and coaches,2019,4,2019-12-31,154
E08000003,Manchester,All licensed buses and coaches,2019,4,2019-12-31,1116
E08000004,Oldham,All licensed buses and coaches,2019,4,2019-12-31,678
E08000005,Rochdale,All licensed buses and coaches,2019,4,2019-12-31,271
E08000006,Salford,All licensed buses and coaches,2019,4,2019-12-31,304
E08000007,Stockport,All licensed buses and coaches,2019,4,2019-12-31,1207
E08000008,Tameside,All licensed buses and coaches,2019,4,2019-12-31,221
E08000009,Trafford,All licensed buses and coaches,2019,4,2019-12-31,268
E08000010,Wigan,All licensed buses and coaches,2019,4,2019-12-31,559
E08000001,Bolton,All licensed buses and coaches,2018,4,2018-12-31,499
E08000002,Bury,All licensed buses and coaches,2018,4,2018-12-31,166
E08000003,Manchester,All licensed buses and coaches,2018,4,2018-12-31,931
E08000004,Oldham,All licensed buses and coaches,2018,4,2018-12-31,920
E08000005,Rochdale,All licensed buses and coaches,2018,4,2018-12-31,273
E08000006,Salford,All licensed buses and coaches,2018,4,2018-12-31,284
E08000007,Stockport,All licensed buses and coaches,2018,4,2018-12-31,1204
E08000008,Tameside,All licensed buses and coaches,2018,4,2018-12-31,252
E08000009,Trafford,All licensed buses and coaches,2018,4,2018-12-31,282
E08000010,Wigan,All licensed buses and coaches,2018,4,2018-12-31,578
E08000001,Bolton,All licensed buses and coaches,2017,4,2017-12-31,482
E08000002,Bury,All licensed buses and coaches,2017,4,2017-12-31,175
E08000003,Manchester,All licensed buses and coaches,2017,4,2017-12-31,894
E08000004,Oldham,All licensed buses and coaches,2017,4,2017-12-31,974
E08000005,Rochdale,All licensed buses and coaches,2017,4,2017-12-31,276
E08000006,Salford,All licensed buses and coaches,2017,4,2017-12-31,281
E08000007,Stockport,All licensed buses and coaches,2017,4,2017-12-31,1251
E08000008,Tameside,All licensed buses and coaches,2017,4,2017-12-31,316
E08000009,Trafford,All licensed buses and coaches,2017,4,2017-12-31,278
E08000010,Wigan,All licensed buses and coaches,2017,4,2017-12-31,598
E08000001,Bolton,All licensed buses and coaches,2016,4,2016-12-31,490
E08000002,Bury,All licensed buses and coaches,2016,4,2016-12-31,194
E08000003,Manchester,All licensed buses and coaches,2016,4,2016-12-31,891
E08000004,Oldham,All licensed buses and coaches,2016,4,2016-12-31,998
E08000005,Rochdale,All licensed buses and coaches,2016,4,2016-12-31,300
E08000006,Salford,All licensed buses and coaches,2016,4,2016-12-31,317
E08000007,Stockport,All licensed buses and coaches,2016,4,2016-12-31,1313
E08000008,Tameside,All licensed buses and coaches,2016,4,2016-12-31,315
E08000009,Trafford,All licensed buses and coaches,2016,4,2016-12-31,239
E08000010,Wigan,All licensed buses and coaches,2016,4,2016-12-31,598
E08000001,Bolton,All licensed buses and coaches,2015,4,2015-12-31,468
E08000002,Bury,All licensed buses and coaches,2015,4,2015-12-31,187
E08000003,Manchester,All licensed buses and coaches,2015,4,2015-12-31,758
E08000004,Oldham,All licensed buses and coaches,2015,4,2015-12-31,1000
E08000005,Rochdale,All licensed buses and coaches,2015,4,2015-12-31,289
E08000006,Salford,All licensed buses and coaches,2015,4,2015-12-31,306
E08000007,Stockport,All licensed buses and coaches,2015,4,2015-12-31,1351
E08000008,Tameside,All licensed buses and coaches,2015,4,2015-12-31,311
E08000009,Trafford,All licensed buses and coaches,2015,4,2015-12-31,249
E08000010,Wigan,All licensed buses and coaches,2015,4,2015-12-31,601
E08000001,Bolton,All licensed buses and coaches,2014,4,2014-12-31,446
E08000002,Bury,All licensed buses and coaches,2014,4,2014-12-31,204
E08000003,Manchester,All licensed buses and coaches,2014,4,2014-12-31,708
E08000004,Oldham,All licensed buses and coaches,2014,4,2014-12-31,1069
E08000005,Rochdale,All licensed buses and coaches,2014,4,2014-12-31,285
E08000006,Salford,All licensed buses and coaches,2014,4,2014-12-31,319
E08000007,Stockport,All licensed buses and coaches,2014,4,2014-12-31,1373
E08000008,Tameside,All licensed buses and coaches,2014,4,2014-12-31,328
E08000009,Trafford,All licensed buses and coaches,2014,4,2014-12-31,256
E08000010,Wigan,All licensed buses and coaches,2014,4,2014-12-31,598
E08000001,Bolton,All licensed buses and coaches,2013,4,2013-12-31,414
E08000002,Bury,All licensed buses and coaches,2013,4,2013-12-31,215
E08000003,Manchester,All licensed buses and coaches,2013,4,2013-12-31,742
E08000004,Oldham,All licensed buses and coaches,2013,4,2013-12-31,1071
E08000005,Rochdale,All licensed buses and coaches,2013,4,2013-12-31,313
E08000006,Salford,All licensed buses and coaches,2013,4,2013-12-31,334
E08000007,Stockport,All licensed buses and coaches,2013,4,2013-12-31,1341
E08000008,Tameside,All licensed buses and coaches,2013,4,2013-12-31,326
E08000009,Trafford,All licensed buses and coaches,2013,4,2013-12-31,281
E08000010,Wigan,All licensed buses and coaches,2013,4,2013-12-31,589
E08000001,Bolton,All licensed buses and coaches,2012,4,2012-12-31,409
E08000002,Bury,All licensed buses and coaches,2012,4,2012-12-31,217
E08000003,Manchester,All licensed buses and coaches,2012,4,2012-12-31,772
E08000004,Oldham,All licensed buses and coaches,2012,4,2012-12-31,1091
E08000005,Rochdale,All licensed buses and coaches,2012,4,2012-12-31,312
E08000006,Salford,All licensed buses and coaches,2012,4,2012-12-31,350
E08000007,Stockport,All licensed buses and coaches,2012,4,2012-12-31,1343
E08000008,Tameside,All licensed buses and coaches,2012,4,2012-12-31,337
E08000009,Trafford,All licensed buses and coaches,2012,4,2012-12-31,290
E08000010,Wigan,All licensed buses and coaches,2012,4,2012-12-31,599
E08000001,Bolton,All licensed buses and coaches,2011,4,2011-12-31,412
E08000002,Bury,All licensed buses and coaches,2011,4,2011-12-31,230
E08000003,Manchester,All licensed buses and coaches,2011,4,2011-12-31,758
E08000004,Oldham,All licensed buses and coaches,2011,4,2011-12-31,1327
E08000005,Rochdale,All licensed buses and coaches,2011,4,2011-12-31,316
E08000006,Salford,All licensed buses and coaches,2011,4,2011-12-31,355
E08000007,Stockport,All licensed buses and coaches,2011,4,2011-12-31,1189
E08000008,Tameside,All licensed buses and coaches,2011,4,2011-12-31,330
E08000009,Trafford,All licensed buses and coaches,2011,4,2011-12-31,327
E08000010,Wigan,All licensed buses and coaches,2011,4,2011-12-31,661
E08000001,Bolton,All other licensed vehicles,2020,4,2020-12-31,1039
E08000002,Bury,All other licensed vehicles,2020,4,2020-12-31,763
E08000003,Manchester,All other licensed vehicles,2020,4,2020-12-31,1386
E08000004,Oldham,All other licensed vehicles,2020,4,2020-12-31,960
E08000005,Rochdale,All other licensed vehicles,2020,4,2020-12-31,871
E08000006,Salford,All other licensed vehicles,2020,4,2020-12-31,973
E08000007,Stockport,All other licensed vehicles,2020,4,2020-12-31,1402
E08000008,Tameside,All other licensed vehicles,2020,4,2020-12-31,870
E08000009,Trafford,All other licensed vehicles,2020,4,2020-12-31,1101
E08000010,Wigan,All other licensed vehicles,2020,4,2020-12-31,1540
E08000001,Bolton,All other licensed vehicles,2019,4,2019-12-31,1080
E08000002,Bury,All other licensed vehicles,2019,4,2019-12-31,741
E08000003,Manchester,All other licensed vehicles,2019,4,2019-12-31,1432
E08000004,Oldham,All other licensed vehicles,2019,4,2019-12-31,936
E08000005,Rochdale,All other licensed vehicles,2019,4,2019-12-31,844
E08000006,Salford,All other licensed vehicles,2019,4,2019-12-31,993
E08000007,Stockport,All other licensed vehicles,2019,4,2019-12-31,1058
E08000008,Tameside,All other licensed vehicles,2019,4,2019-12-31,866
E08000009,Trafford,All other licensed vehicles,2019,4,2019-12-31,1177
E08000010,Wigan,All other licensed vehicles,2019,4,2019-12-31,1479
E08000001,Bolton,All other licensed vehicles,2018,4,2018-12-31,1057
E08000002,Bury,All other licensed vehicles,2018,4,2018-12-31,720
E08000003,Manchester,All other licensed vehicles,2018,4,2018-12-31,1536
E08000004,Oldham,All other licensed vehicles,2018,4,2018-12-31,937
E08000005,Rochdale,All other licensed vehicles,2018,4,2018-12-31,859
E08000006,Salford,All other licensed vehicles,2018,4,2018-12-31,1027
E08000007,Stockport,All other licensed vehicles,2018,4,2018-12-31,1091
E08000008,Tameside,All other licensed vehicles,2018,4,2018-12-31,916
E08000009,Trafford,All other licensed vehicles,2018,4,2018-12-31,1226
E08000010,Wigan,All other licensed vehicles,2018,4,2018-12-31,1516
E08000001,Bolton,All other licensed vehicles,2017,4,2017-12-31,1016
E08000002,Bury,All other licensed vehicles,2017,4,2017-12-31,711
E08000003,Manchester,All other licensed vehicles,2017,4,2017-12-31,1548
E08000004,Oldham,All other licensed vehicles,2017,4,2017-12-31,919
E08000005,Rochdale,All other licensed vehicles,2017,4,2017-12-31,873
E08000006,Salford,All other licensed vehicles,2017,4,2017-12-31,1033
E08000007,Stockport,All other licensed vehicles,2017,4,2017-12-31,1192
E08000008,Tameside,All other licensed vehicles,2017,4,2017-12-31,879
E08000009,Trafford,All other licensed vehicles,2017,4,2017-12-31,1197
E08000010,Wigan,All other licensed vehicles,2017,4,2017-12-31,1540
E08000001,Bolton,All other licensed vehicles,2016,4,2016-12-31,1014
E08000002,Bury,All other licensed vehicles,2016,4,2016-12-31,694
E08000003,Manchester,All other licensed vehicles,2016,4,2016-12-31,1591
E08000004,Oldham,All other licensed vehicles,2016,4,2016-12-31,942
E08000005,Rochdale,All other licensed vehicles,2016,4,2016-12-31,821
E08000006,Salford,All other licensed vehicles,2016,4,2016-12-31,1027
E08000007,Stockport,All other licensed vehicles,2016,4,2016-12-31,1217
E08000008,Tameside,All other licensed vehicles,2016,4,2016-12-31,902
E08000009,Trafford,All other licensed vehicles,2016,4,2016-12-31,1745
E08000010,Wigan,All other licensed vehicles,2016,4,2016-12-31,1575
E08000001,Bolton,All other licensed vehicles,2015,4,2015-12-31,929
E08000002,Bury,All other licensed vehicles,2015,4,2015-12-31,689
E08000003,Manchester,All other licensed vehicles,2015,4,2015-12-31,1678
E08000004,Oldham,All other licensed vehicles,2015,4,2015-12-31,841
E08000005,Rochdale,All other licensed vehicles,2015,4,2015-12-31,782
E08000006,Salford,All other licensed vehicles,2015,4,2015-12-31,981
E08000007,Stockport,All other licensed vehicles,2015,4,2015-12-31,1137
E08000008,Tameside,All other licensed vehicles,2015,4,2015-12-31,843
E08000009,Trafford,All other licensed vehicles,2015,4,2015-12-31,2354
E08000010,Wigan,All other licensed vehicles,2015,4,2015-12-31,1543
E08000001,Bolton,All other licensed vehicles,2014,4,2014-12-31,914
E08000002,Bury,All other licensed vehicles,2014,4,2014-12-31,679
E08000003,Manchester,All other licensed vehicles,2014,4,2014-12-31,1637
E08000004,Oldham,All other licensed vehicles,2014,4,2014-12-31,784
E08000005,Rochdale,All other licensed vehicles,2014,4,2014-12-31,764
E08000006,Salford,All other licensed vehicles,2014,4,2014-12-31,930
E08000007,Stockport,All other licensed vehicles,2014,4,2014-12-31,1093
E08000008,Tameside,All other licensed vehicles,2014,4,2014-12-31,835
E08000009,Trafford,All other licensed vehicles,2014,4,2014-12-31,2275
E08000010,Wigan,All other licensed vehicles,2014,4,2014-12-31,1530
E08000001,Bolton,All other licensed vehicles,2013,4,2013-12-31,892
E08000002,Bury,All other licensed vehicles,2013,4,2013-12-31,651
E08000003,Manchester,All other licensed vehicles,2013,4,2013-12-31,1528
E08000004,Oldham,All other licensed vehicles,2013,4,2013-12-31,743
E08000005,Rochdale,All other licensed vehicles,2013,4,2013-12-31,770
E08000006,Salford,All other licensed vehicles,2013,4,2013-12-31,874
E08000007,Stockport,All other licensed vehicles,2013,4,2013-12-31,1080
E08000008,Tameside,All other licensed vehicles,2013,4,2013-12-31,787
E08000009,Trafford,All other licensed vehicles,2013,4,2013-12-31,2196
E08000010,Wigan,All other licensed vehicles,2013,4,2013-12-31,1487
E08000001,Bolton,All other licensed vehicles,2012,4,2012-12-31,872
E08000002,Bury,All other licensed vehicles,2012,4,2012-12-31,675
E08000003,Manchester,All other licensed vehicles,2012,4,2012-12-31,1469
E08000004,Oldham,All other licensed vehicles,2012,4,2012-12-31,738
E08000005,Rochdale,All other licensed vehicles,2012,4,2012-12-31,796
E08000006,Salford,All other licensed vehicles,2012,4,2012-12-31,865
E08000007,Stockport,All other licensed vehicles,2012,4,2012-12-31,1044
E08000008,Tameside,All other licensed vehicles,2012,4,2012-12-31,746
E08000009,Trafford,All other licensed vehicles,2012,4,2012-12-31,2359
E08000010,Wigan,All other licensed vehicles,2012,4,2012-12-31,1465
E08000001,Bolton,All other licensed vehicles,2011,4,2011-12-31,824
E08000002,Bury,All other licensed vehicles,2011,4,2011-12-31,694
E08000003,Manchester,All other licensed vehicles,2011,4,2011-12-31,1459
E08000004,Oldham,All other licensed vehicles,2011,4,2011-12-31,722
E08000005,Rochdale,All other licensed vehicles,2011,4,2011-12-31,767
E08000006,Salford,All other licensed vehicles,2011,4,2011-12-31,818
E08000007,Stockport,All other licensed vehicles,2011,4,2011-12-31,951
E08000008,Tameside,All other licensed vehicles,2011,4,2011-12-31,685
E08000009,Trafford,All other licensed vehicles,2011,4,2011-12-31,2596
E08000010,Wigan,All other licensed vehicles,2011,4,2011-12-31,1486
E08000001,Bolton,All licensed vehicles,2020,4,2020-12-31,146950
E08000002,Bury,All licensed vehicles,2020,4,2020-12-31,118973
E08000003,Manchester,All licensed vehicles,2020,4,2020-12-31,186622
E08000004,Oldham,All licensed vehicles,2020,4,2020-12-31,108363
E08000005,Rochdale,All licensed vehicles,2020,4,2020-12-31,108617
E08000006,Salford,All licensed vehicles,2020,4,2020-12-31,111077
E08000007,Stockport,All licensed vehicles,2020,4,2020-12-31,438003
E08000008,Tameside,All licensed vehicles,2020,4,2020-12-31,122626
E08000009,Trafford,All licensed vehicles,2020,4,2020-12-31,129116
E08000010,Wigan,All licensed vehicles,2020,4,2020-12-31,182729
E08000001,Bolton,All licensed vehicles,2019,4,2019-12-31,146566
E08000002,Bury,All licensed vehicles,2019,4,2019-12-31,121862
E08000003,Manchester,All licensed vehicles,2019,4,2019-12-31,183266
E08000004,Oldham,All licensed vehicles,2019,4,2019-12-31,107731
E08000005,Rochdale,All licensed vehicles,2019,4,2019-12-31,107530
E08000006,Salford,All licensed vehicles,2019,4,2019-12-31,110525
E08000007,Stockport,All licensed vehicles,2019,4,2019-12-31,167746
E08000008,Tameside,All licensed vehicles,2019,4,2019-12-31,124297
E08000009,Trafford,All licensed vehicles,2019,4,2019-12-31,131133
E08000010,Wigan,All licensed vehicles,2019,4,2019-12-31,182054
E08000001,Bolton,All licensed vehicles,2018,4,2018-12-31,143244
E08000002,Bury,All licensed vehicles,2018,4,2018-12-31,120587
E08000003,Manchester,All licensed vehicles,2018,4,2018-12-31,178427
E08000004,Oldham,All licensed vehicles,2018,4,2018-12-31,105563
E08000005,Rochdale,All licensed vehicles,2018,4,2018-12-31,105009
E08000006,Salford,All licensed vehicles,2018,4,2018-12-31,107995
E08000007,Stockport,All licensed vehicles,2018,4,2018-12-31,165813
E08000008,Tameside,All licensed vehicles,2018,4,2018-12-31,123586
E08000009,Trafford,All licensed vehicles,2018,4,2018-12-31,130076
E08000010,Wigan,All licensed vehicles,2018,4,2018-12-31,178446
E08000001,Bolton,All licensed vehicles,2017,4,2017-12-31,141038
E08000002,Bury,All licensed vehicles,2017,4,2017-12-31,116545
E08000003,Manchester,All licensed vehicles,2017,4,2017-12-31,173628
E08000004,Oldham,All licensed vehicles,2017,4,2017-12-31,103704
E08000005,Rochdale,All licensed vehicles,2017,4,2017-12-31,103141
E08000006,Salford,All licensed vehicles,2017,4,2017-12-31,106211
E08000007,Stockport,All licensed vehicles,2017,4,2017-12-31,164768
E08000008,Tameside,All licensed vehicles,2017,4,2017-12-31,122472
E08000009,Trafford,All licensed vehicles,2017,4,2017-12-31,129457
E08000010,Wigan,All licensed vehicles,2017,4,2017-12-31,175466
E08000001,Bolton,All licensed vehicles,2016,4,2016-12-31,139634
E08000002,Bury,All licensed vehicles,2016,4,2016-12-31,112262
E08000003,Manchester,All licensed vehicles,2016,4,2016-12-31,170509
E08000004,Oldham,All licensed vehicles,2016,4,2016-12-31,102498
E08000005,Rochdale,All licensed vehicles,2016,4,2016-12-31,101581
E08000006,Salford,All licensed vehicles,2016,4,2016-12-31,104083
E08000007,Stockport,All licensed vehicles,2016,4,2016-12-31,164242
E08000008,Tameside,All licensed vehicles,2016,4,2016-12-31,121840
E08000009,Trafford,All licensed vehicles,2016,4,2016-12-31,129079
E08000010,Wigan,All licensed vehicles,2016,4,2016-12-31,173596
E08000001,Bolton,All licensed vehicles,2015,4,2015-12-31,136443
E08000002,Bury,All licensed vehicles,2015,4,2015-12-31,109345
E08000003,Manchester,All licensed vehicles,2015,4,2015-12-31,164501
E08000004,Oldham,All licensed vehicles,2015,4,2015-12-31,99965
E08000005,Rochdale,All licensed vehicles,2015,4,2015-12-31,99112
E08000006,Salford,All licensed vehicles,2015,4,2015-12-31,101092
E08000007,Stockport,All licensed vehicles,2015,4,2015-12-31,163155
E08000008,Tameside,All licensed vehicles,2015,4,2015-12-31,120116
E08000009,Trafford,All licensed vehicles,2015,4,2015-12-31,154848
E08000010,Wigan,All licensed vehicles,2015,4,2015-12-31,170643
E08000001,Bolton,All licensed vehicles,2014,4,2014-12-31,134076
E08000002,Bury,All licensed vehicles,2014,4,2014-12-31,107733
E08000003,Manchester,All licensed vehicles,2014,4,2014-12-31,156988
E08000004,Oldham,All licensed vehicles,2014,4,2014-12-31,98055
E08000005,Rochdale,All licensed vehicles,2014,4,2014-12-31,97062
E08000006,Salford,All licensed vehicles,2014,4,2014-12-31,98461
E08000007,Stockport,All licensed vehicles,2014,4,2014-12-31,161777
E08000008,Tameside,All licensed vehicles,2014,4,2014-12-31,118210
E08000009,Trafford,All licensed vehicles,2014,4,2014-12-31,152979
E08000010,Wigan,All licensed vehicles,2014,4,2014-12-31,168115
E08000001,Bolton,All licensed vehicles,2013,4,2013-12-31,132189
E08000002,Bury,All licensed vehicles,2013,4,2013-12-31,103494
E08000003,Manchester,All licensed vehicles,2013,4,2013-12-31,152240
E08000004,Oldham,All licensed vehicles,2013,4,2013-12-31,96215
E08000005,Rochdale,All licensed vehicles,2013,4,2013-12-31,95741
E08000006,Salford,All licensed vehicles,2013,4,2013-12-31,96087
E08000007,Stockport,All licensed vehicles,2013,4,2013-12-31,159089
E08000008,Tameside,All licensed vehicles,2013,4,2013-12-31,116094
E08000009,Trafford,All licensed vehicles,2013,4,2013-12-31,151451
E08000010,Wigan,All licensed vehicles,2013,4,2013-12-31,165225
E08000001,Bolton,All licensed vehicles,2012,4,2012-12-31,130792
E08000002,Bury,All licensed vehicles,2012,4,2012-12-31,101412
E08000003,Manchester,All licensed vehicles,2012,4,2012-12-31,150122
E08000004,Oldham,All licensed vehicles,2012,4,2012-12-31,95460
E08000005,Rochdale,All licensed vehicles,2012,4,2012-12-31,95237
E08000006,Salford,All licensed vehicles,2012,4,2012-12-31,95424
E08000007,Stockport,All licensed vehicles,2012,4,2012-12-31,157233
E08000008,Tameside,All licensed vehicles,2012,4,2012-12-31,114283
E08000009,Trafford,All licensed vehicles,2012,4,2012-12-31,147906
E08000010,Wigan,All licensed vehicles,2012,4,2012-12-31,162030
E08000001,Bolton,All licensed vehicles,2011,4,2011-12-31,130689
E08000002,Bury,All licensed vehicles,2011,4,2011-12-31,100974
E08000003,Manchester,All licensed vehicles,2011,4,2011-12-31,151161
E08000004,Oldham,All licensed vehicles,2011,4,2011-12-31,96140
E08000005,Rochdale,All licensed vehicles,2011,4,2011-12-31,95558
E08000006,Salford,All licensed vehicles,2011,4,2011-12-31,95359
E08000007,Stockport,All licensed vehicles,2011,4,2011-12-31,156593
E08000008,Tameside,All licensed vehicles,2011,4,2011-12-31,110064
E08000009,Trafford,All licensed vehicles,2011,4,2011-12-31,148764
E08000010,Wigan,All licensed vehicles,2011,4,2011-12-31,161470
E08000001,Bolton,All licensed diesel cars,2020,4,2020-12-31,46609
E08000002,Bury,All licensed diesel cars,2020,4,2020-12-31,34374
E08000003,Manchester,All licensed diesel cars,2020,4,2020-12-31,60744
E08000004,Oldham,All licensed diesel cars,2020,4,2020-12-31,35960
E08000005,Rochdale,All licensed diesel cars,2020,4,2020-12-31,36597
E08000006,Salford,All licensed diesel cars,2020,4,2020-12-31,34153
E08000007,Stockport,All licensed diesel cars,2020,4,2020-12-31,150220
E08000008,Tameside,All licensed diesel cars,2020,4,2020-12-31,35247
E08000009,Trafford,All licensed diesel cars,2020,4,2020-12-31,38803
E08000010,Wigan,All licensed diesel cars,2020,4,2020-12-31,59350
E08000001,Bolton,All licensed diesel cars,2019,4,2019-12-31,46787
E08000002,Bury,All licensed diesel cars,2019,4,2019-12-31,37258
E08000003,Manchester,All licensed diesel cars,2019,4,2019-12-31,59491
E08000004,Oldham,All licensed diesel cars,2019,4,2019-12-31,35465
E08000005,Rochdale,All licensed diesel cars,2019,4,2019-12-31,36080
E08000006,Salford,All licensed diesel cars,2019,4,2019-12-31,33881
E08000007,Stockport,All licensed diesel cars,2019,4,2019-12-31,49150
E08000008,Tameside,All licensed diesel cars,2019,4,2019-12-31,35085
E08000009,Trafford,All licensed diesel cars,2019,4,2019-12-31,40030
E08000010,Wigan,All licensed diesel cars,2019,4,2019-12-31,59231
E08000001,Bolton,All licensed diesel cars,2018,4,2018-12-31,45536
E08000002,Bury,All licensed diesel cars,2018,4,2018-12-31,39472
E08000003,Manchester,All licensed diesel cars,2018,4,2018-12-31,57181
E08000004,Oldham,All licensed diesel cars,2018,4,2018-12-31,34227
E08000005,Rochdale,All licensed diesel cars,2018,4,2018-12-31,34948
E08000006,Salford,All licensed diesel cars,2018,4,2018-12-31,32735
E08000007,Stockport,All licensed diesel cars,2018,4,2018-12-31,48897
E08000008,Tameside,All licensed diesel cars,2018,4,2018-12-31,33913
E08000009,Trafford,All licensed diesel cars,2018,4,2018-12-31,40119
E08000010,Wigan,All licensed diesel cars,2018,4,2018-12-31,57671
E08000001,Bolton,All licensed diesel cars,2017,4,2017-12-31,44526
E08000002,Bury,All licensed diesel cars,2017,4,2017-12-31,40293
E08000003,Manchester,All licensed diesel cars,2017,4,2017-12-31,54888
E08000004,Oldham,All licensed diesel cars,2017,4,2017-12-31,32765
E08000005,Rochdale,All licensed diesel cars,2017,4,2017-12-31,33759
E08000006,Salford,All licensed diesel cars,2017,4,2017-12-31,31649
E08000007,Stockport,All licensed diesel cars,2017,4,2017-12-31,48607
E08000008,Tameside,All licensed diesel cars,2017,4,2017-12-31,32728
E08000009,Trafford,All licensed diesel cars,2017,4,2017-12-31,39790
E08000010,Wigan,All licensed diesel cars,2017,4,2017-12-31,55804
E08000001,Bolton,All licensed diesel cars,2016,4,2016-12-31,42962
E08000002,Bury,All licensed diesel cars,2016,4,2016-12-31,36200
E08000003,Manchester,All licensed diesel cars,2016,4,2016-12-31,52203
E08000004,Oldham,All licensed diesel cars,2016,4,2016-12-31,31306
E08000005,Rochdale,All licensed diesel cars,2016,4,2016-12-31,32287
E08000006,Salford,All licensed diesel cars,2016,4,2016-12-31,30254
E08000007,Stockport,All licensed diesel cars,2016,4,2016-12-31,47321
E08000008,Tameside,All licensed diesel cars,2016,4,2016-12-31,31128
E08000009,Trafford,All licensed diesel cars,2016,4,2016-12-31,38651
E08000010,Wigan,All licensed diesel cars,2016,4,2016-12-31,53697
E08000001,Bolton,All licensed diesel cars,2015,4,2015-12-31,40410
E08000002,Bury,All licensed diesel cars,2015,4,2015-12-31,32695
E08000003,Manchester,All licensed diesel cars,2015,4,2015-12-31,48033
E08000004,Oldham,All licensed diesel cars,2015,4,2015-12-31,29589
E08000005,Rochdale,All licensed diesel cars,2015,4,2015-12-31,30112
E08000006,Salford,All licensed diesel cars,2015,4,2015-12-31,28069
E08000007,Stockport,All licensed diesel cars,2015,4,2015-12-31,45323
E08000008,Tameside,All licensed diesel cars,2015,4,2015-12-31,29235
E08000009,Trafford,All licensed diesel cars,2015,4,2015-12-31,56847
E08000010,Wigan,All licensed diesel cars,2015,4,2015-12-31,50620
E08000001,Bolton,All licensed diesel cars,2014,4,2014-12-31,37689
E08000002,Bury,All licensed diesel cars,2014,4,2014-12-31,30318
E08000003,Manchester,All licensed diesel cars,2014,4,2014-12-31,43045
E08000004,Oldham,All licensed diesel cars,2014,4,2014-12-31,27648
E08000005,Rochdale,All licensed diesel cars,2014,4,2014-12-31,27984
E08000006,Salford,All licensed diesel cars,2014,4,2014-12-31,25725
E08000007,Stockport,All licensed diesel cars,2014,4,2014-12-31,42964
E08000008,Tameside,All licensed diesel cars,2014,4,2014-12-31,26975
E08000009,Trafford,All licensed diesel cars,2014,4,2014-12-31,55575
E08000010,Wigan,All licensed diesel cars,2014,4,2014-12-31,47407
E08000001,Bolton,All licensed diesel cars,2013,4,2013-12-31,35132
E08000002,Bury,All licensed diesel cars,2013,4,2013-12-31,27451
