area_code,area_name,median_price,min_price,max_price,transactions
E01005627,Salford 015B,166500,130000,210000,18
E01005734,Salford 013C,166500,95000,235000,18
E01004935,Bolton 035C,167000,85000,320000,30
E01005180,Manchester 030C,167000,92000,203500,16
E01005626,Salford 018C,167000,120000,260000,15
E01005985,Tameside 024A,167000,108000,330000,31
E01005936,Tameside 004A,167497,80000,332000,18
E01005474,Rochdale 011A,167500,68000,290000,15
E01033218,Bolton 028F,167500,92000,340000,40
E01006375,Wigan 008E,167750,39950,250000,28
E01006037,Tameside 022C,168000,110000,287000,17
E01006229,Wigan 002A,168000,65000,474500,23
E01006385,Wigan 029E,168000,60000,335000,18
E01005940,Tameside 002C,168500,115000,250000,16
E01004929,Bolton 010D,168995,48500,255000,107
E01005301,Manchester 033E,169000,105000,750000,21
E01005365,Oldham 033A,169000,85000,337500,31
E01006187,Trafford 003C,169000,98000,382500,51
E01006378,Wigan 025E,169000,110000,483000,32
E01005728,Salford 019D,169247,75000,251195,42
E01005336,Oldham 015D,169725,110000,300000,24
E01005167,Manchester 008F,169950,31250,187500,19
E01005756,Stockport 004D,169950,87000,204950,43
E01004908,Bolton 034E,170000,100000,407000,18
E01005018,Bury 001E,170000,91500,365000,31
E01005125,Manchester 040A,170000,122000,240000,21
E01005625,Salford 015A,170000,95000,215000,21
E01005699,Salford 015C,170000,64750,253000,41
E01005736,Salford 013E,170000,60000,290000,41
E01006264,Wigan 036D,170000,119000,295000,13
E01006017,Tameside 016B,170750,117500,205000,16
E01004944,Bury 021D,171000,127250,235000,27
E01005270,Manchester 035A,171000,145000,199950,15
E01005400,Oldham 009C,171225,76500,215000,22
E01005077,Manchester 042A,171250,120000,220000,10
E01006048,Tameside 023B,171250,82000,430000,26
E01006379,Wigan 029C,171250,65000,235000,35
E01005121,Manchester 041B,171500,122000,200000,12
E01005128,Manchester 055A,171500,110000,380000,23
E01004919,Bolton 012D,171750,94500,255000,34
E01004888,Bolton 004C,172000,73260,333000,17
E01005530,Rochdale 025A,172000,100000,303000,29
E01005749,Stockport 009C,172000,63250,342500,25
E01005333,Oldham 015C,172475,124000,285000,18
E01006263,Wigan 032B,172499,80000,270000,20
E01005274,Manchester 038A,172500,118100,417550,14
E01006018,Tameside 016C,172500,121000,350000,19
E01005752,Stockport 012A,172550,80000,359328,18
E01005119,Manchester 041A,173000,59500,215000,11
E01005623,Salford 018B,173000,92000,425000,20
E01006078,Trafford 024A,173495,67000,377000,118
E01005123,Manchester 041D,173800,140000,219950,17
E01006374,Wigan 006D,174750,110000,577500,28
E01005040,Bury 026A,174950,80000,362500,33
E01005658,Salford 024B,174995,84500,212995,65
E01005675,Salford 008B,174995,73500,325000,61
E01004771,Bolton 003C,175000,136000,330000,19
E01005453,Oldham 007D,175000,60000,319995,55
E01005696,Salford 012D,175000,75000,370000,29
E01005762,Stockport 026B,175000,55000,234995,41
E01005798,Stockport 027A,175000,59500,585000,29
E01005988,Tameside 024C,175000,90000,275500,31
E01005993,Tameside 010A,175000,81000,242000,23
E01006051,Tameside 023D,175000,54000,650000,33
E01006186,Trafford 003B,175000,99950,273000,27
E01006367,Wigan 018F,175000,95000,380000,45
E01005105,Manchester 015C,175500,85000,230000,34
E01033674,Manchester 058C,175500,50000,252000,24
E01005279,Manchester 035E,175875,25000,430000,24
E01005774,Stockport 028D,176000,86000,240000,24
E01005818,Stockport 018B,176000,95000,270000,35
E01005165,Manchester 008D,176500,38000,290000,10
E01005394,Oldham 004B,176500,110000,495000,20
E01005765,Stockport 018A,176500,80500,355000,26
E01006175,Trafford 018C,176750,107000,385000,22
E01004915,Bolton 024E,177000,127500,231250,23
E01004953,Bury 010E,177000,105000,457750,19
E01004981,Bury 004D,177000,56500,355000,19
E01005263,Manchester 046A,177000,80000,630000,27
E01006207,Trafford 022C,177000,80000,238000,17
E01005356,Oldham 005B,177250,90000,423500,22
E01005503,Rochdale 020C,177500,65000,285000,22
E01005648,Salford 011B,177500,35000,475000,62
E01005837,Stockport 021D,177500,140000,355000,34
E01006097,Trafford 015A,177500,75000,700000,42
E01005759,Stockport 023A,178000,62500,416000,39
E01006394,Wigan 021B,178000,113000,340000,21
E01005743,Stockport 009A,178500,132000,275000,20
E01006121,Trafford 002E,178500,150000,225000,18
E01005824,Stockport 024A,178625,47000,283000,26
E01005838,Stockport 031C,178749,75750,375000,84
E01005007,Bury 019D,178750,45000,337000,34
E01005518,Rochdale 001A,178995,73500,247500,44
E01005550,Rochdale 025G,179000,120000,335000,38
E01005219,Manchester 031A,179450,80000,405000,23
E01006315,Wigan 001A,179500,86000,440000,18
E01005133,Manchester 013D,179950,110000,280500,21
E01033663,Manchester 013E,179950,115000,375000,59
E01005061,Manchester 018A,179995,147995,227995,16
E01006400,Wigan 021D,179995,75125,287995,43
E01004914,Bolton 024D,180000,74500,250000,13
E01005000,Bury 012A,180000,87000,335000,20
E01005112,Manchester 048D,180000,96000,250000,24
E01005120,Manchester 034B,180000,35000,277000,21
E01005122,Manchester 041C,180000,110000,227000,11
E01005162,Manchester 004D,180000,80000,410000,17
E01005609,Salford 016A,180000,85000,260000,33
E01005970,Tameside 021A,180000,38000,238000,21
E01006046,Tameside 030E,180000,90000,276000,29
E01033664,Manchester 054D,180000,126000,321000,45
E01033667,Manchester 054E,180000,39950,430000,37
E01033684,Manchester 013F,180000,117000,272500,64
E01006189,Trafford 003D,181000,82500,325000,33
E01006061,Tameside 003B,181475,90000,300000,22
E01005130,Manchester 054A,181950,70000,222950,33
E01005800,Stockport 023D,182497,76500,465000,34
E01006111,Trafford 001C,182500,145000,220000,2
E01033682,Manchester 060C,182500,85000,455000,58
E01005067,Manchester 020A,182995,65500,234995,56
E01005462,Oldham 035E,182995,58000,264995,35
E01005046,Bury 002C,182999,105000,555000,35
E01005032,Bury 025B,183000,58000,475000,16
E01005612,Salford 016C,183000,180000,186000,2
E01005831,Stockport 027F,183000,85000,260000,27
E01006158,Trafford 008B,183000,105000,235000,22
E01005150,Manchester 029A,183250,100000,510000,22
E01005873,Stockport 015C,183250,126000,325000,24
E01005183,Manchester 030F,183500,155000,192000,4
E01006251,Wigan 029B,183911,90000,350000,27
E01005411,Oldham 006B,184000,87000,875000,37
E01033660,Manchester 059B,184000,125000,340000,59
E01006381,Wigan 028B,184250,53000,360000,36
E01004951,Bury 010C,184950,56631,330000,27
E01004937,Bolton 035D,185000,77000,345000,31
E01004972,Bury 023A,185000,118500,305000,11
E01004973,Bury 023B,185000,50000,400000,38
E01005055,Bury 017B,185000,150000,425000,22
E01005360,Oldham 001D,185000,99000,540000,19
E01005714,Salford 007D,185000,77000,255995,54
E01005840,Stockport 031D,185000,62500,352500,53
E01005885,Stockport 020E,185000,94500,775000,33
E01005939,Tameside 002B,185000,141000,327000,17
E01006180,Trafford 011D,185000,92500,317500,31
E01006395,Wigan 021C,185000,127500,285000,39
E01004775,Bolton 014A,185876,65000,1025000,51
E01005615,Salford 016F,186000,70750,365000,19
E01005910,Stockport 029B,186000,50000,415000,28
E01004945,Bury 017A,186500,104000,455000,28
E01005565,Rochdale 012C,186500,65000,335000,12
E01005218,Manchester 034F,187000,45000,430000,20
E01005268,Manchester 046C,187000,70000,360000,72
E01005819,Stockport 018C,187000,81000,265000,30
E01033655,Manchester 056B,187100,122000,229950,44
E01004788,Bolton 002A,187350,145000,335000,12
E01005521,Rochdale 003C,187475,87000,565000,18
E01005829,Stockport 024E,187475,107000,245000,14
E01005011,Bury 019E,187500,87000,660000,29
E01006184,Trafford 008D,187500,79500,670000,28
E01005962,Tameside 014B,188000,100000,300000,21
E01006156,Trafford 008A,188450,122500,326000,17
E01005311,Manchester 036D,188750,108500,560000,24
E01006031,Tameside 020A,188995,80000,244995,63
E01005646,Salford 010A,189500,75000,350000,11
E01005069,Manchester 047A,189750,105000,300000,18
E01005701,Salford 015D,189750,120000,415000,26
E01005770,Stockport 025B,189950,46000,570000,33
E01005037,Bury 024D,190000,78500,486880,23
E01005282,Manchester 032D,190000,127000,270000,7
E01005859,Stockport 008A,190000,66000,740000,26
E01005898,Stockport 010B,190000,72500,700000,25
E01005989,Tameside 025C,190000,144000,296000,23
E01006015,Tameside 017D,190000,76000,285000,25
E01006236,Wigan 007A,190750,92000,490675,20
E01004784,Bolton 006A,192000,117500,258000,18
E01006300,Wigan 037D,192000,115000,450000,29
E01005928,Stockport 032B,192500,130000,585000,25
E01005596,Rochdale 003D,192747,56000,345000,50
E01005179,Manchester 030B,192750,95200,560000,34
E01004998,Bury 014B,193000,90000,254595,53
E01005151,Manchester 029B,193000,135000,940000,20
E01005262,Manchester 044B,193497,95000,255000,36
E01004836,Bolton 020B,193750,110000,375000,24
E01005825,Stockport 019A,193750,120000,420500,30
E01004892,Bolton 030A,194950,81000,340000,29
E01005944,Tameside 007D,194995,71000,298995,95
E01004789,Bolton 006D,195000,150000,480000,25
E01004835,Bolton 020A,195000,132000,455000,19
E01004974,Bury 024A,195000,100000,537500,37
E01005057,Bury 017D,195000,87000,387500,19
E01005412,Oldham 013B,195000,113000,555000,49
E01005508,Rochdale 020F,195000,105000,400000,33
E01005778,Stockport 022B,195000,135000,340000,29
E01005780,Stockport 022D,195600,154000,310000,28
E01033654,Manchester 055C,195650,130000,300500,48
E01006112,Trafford 001D,196000,168000,303500,15
E01006199,Trafford 009B,196000,117000,272950,24
E01005138,Manchester 002D,196445,77500,256995,42
E01004808,Bolton 001E,197000,77500,647500,43
E01005632,Salford 020B,197000,60000,408000,103
E01005747,Stockport 005C,197000,107000,344500,31
E01006157,Trafford 006B,197000,102000,252500,28
E01004970,Bury 022B,197250,90000,307000,22
E01006365,Wigan 018D,197497,108000,385000,40
E01005022,Bury 003B,197500,100000,950000,31
E01005571,Rochdale 006D,197500,66000,609995,38
E01006179,Trafford 008C,197500,74000,385000,20
E01005066,Manchester 018E,197995,99950,234995,11
E01005830,Stockport 027E,198000,85000,429995,45
E01006382,Wigan 028C,198000,120000,435000,19
E01006095,Trafford 019C,198500,150000,507500,26
E01006116,Trafford 002A,199000,115000,312000,18
E01006301,Wigan 037E,199950,142000,440000,26
E01006366,Wigan 018E,199995,90000,320000,53
E01004949,Bury 010A,200000,87000,325000,29
E01005334,Oldham 017D,200000,93000,365000,21
E01005570,Rochdale 007A,200000,52500,820000,21
E01005863,Stockport 006A,200000,77000,750000,37
E01006075,Trafford 025B,200000,78000,1585000,58
E01006141,Trafford 003A,200000,120000,237500,19
E01006188,Trafford 001F,200000,76150,360000,20
E01004792,Bolton 006F,200700,110000,775000,40
E01005777,Stockport 034A,201000,83000,416500,34
E01006092,Trafford 019B,201250,100000,257000,14
E01006045,Tameside 030D,201500,144340,625000,17
E01005045,Bury 023E,201999,80000,465000,61
E01005742,Salford 014F,202000,125000,420000,35
E01006024,Tameside 022A,202000,85000,380000,27
E01006177,Trafford 018E,202000,134200,240000,11
E01004901,Bolton 028E,202500,76000,285000,27
E01005056,Bury 017C,202500,67500,350000,20
E01004971,Bury 022C,202575,115000,278750,22
E01005017,Bury 001D,203000,85000,399950,29
E01005267,Manchester 046B,203000,80000,365000,23
E01005115,Manchester 044A,203250,93000,315000,18
E01005705,Salford 003B,204950,62000,595000,134
E01033653,Manchester 055B,204950,126500,445000,49
E01005023,Bury 002B,205000,150000,290000,11
E01005278,Manchester 035D,205000,156500,280000,15
E01005735,Salford 013D,205000,170000,620000,19
E01005891,Stockport 001D,205000,47000,323000,19
E01006091,Trafford 019A,205000,96375,542500,58
E01006181,Trafford 011E,205000,150000,340100,24
E01006206,Trafford 022B,205000,132000,415000,23
E01032922,Oldham 020E,205000,43000,625000,43
E01033656,Manchester 057B,205000,155000,315000,33
E01005076,Manchester 039A,205500,115000,899950,50
E01006319,Wigan 001D,205500,75000,550000,30
E01032687,Salford 022F,205969,85000,314496,88
E01005955,Tameside 002D,206000,127000,302500,27
E01005339,Oldham 010C,207500,125000,377500,26
E01005544,Rochdale 025D,207500,85000,536000,27
E01005982,Tameside 029D,207500,75000,275000,14
E01005114,Manchester 047D,208000,47000,665000,41
E01005468,Rochdale 016E,208000,130000,380000,75
E01005380,Oldham 030C,209425,70000,400000,6
E01004804,Bolton 001C,209975,112500,380000,14
E01004893,Bolton 028B,210000,128500,360000,19
E01005217,Manchester 034E,210000,64000,285000,37
E01005296,Manchester 029E,210000,166500,580000,22
E01005629,Salford 021A,210000,89950,330000,17
E01005748,Stockport 005D,210000,48000,425000,31
E01005779,Stockport 022C,210000,155000,298500,25
E01005835,Stockport 021C,210000,135500,490000,25
E01006150,Trafford 012C,210000,115000,675000,29
E01033683,Manchester 060D,210000,139500,550000,49
E01005185,Manchester 032B,211000,82500,307000,12
E01005124,Manchester 041E,211500,132000,419950,18
E01005573,Rochdale 007C,212000,132000,410000,15
E01005637,Salford 020G,212000,110000,688000,27
E01005047,Bury 003C,212500,133412,790000,20
E01032909,Salford 022I,212833,105000,2700000,78
E01005273,Manchester 035C,213250,137000,375000,20
E01006127,Trafford 007C,213500,141000,345000,29
E01005416,Oldham 013C,213750,119000,425000,42
E01006277,Wigan 016D,214250,82750,385000,28
E01032917,Salford 028J,214250,75000,302000,177
E01005649,Salford 010B,214950,71000,1100000,25
E01004803,Bolton 001B,215000,131000,740000,25
E01005035,Bury 025C,215000,95000,409995,29
E01005158,Manchester 033C,215000,155000,533000,25
E01005184,Manchester 032A,215000,122000,380000,25
E01005713,Salford 007C,215000,105000,309995,28
E01004967,Bury 005D,215350,130000,283000,12
E01005587,Rochdale 007E,216000,125000,350000,27
E01005836,Stockport 031B,216000,92000,425000,40
E01006176,Trafford 018D,216000,107500,465000,26
E01006198,Trafford 009A,216750,125000,520000,22
E01005724,Salford 021G,217500,80200,427500,20
E01006230,Wigan 002B,217750,106500,430000,69
E01004841,Bolton 012B,217950,51750,285950,8
E01006377,Wigan 025D,218000,95000,370000,15
E01033659,Manchester 055D,218000,80000,525000,81
E01005275,Manchester 038B,218750,90500,567500,26
E01006313,Wigan 003C,218995,71250,324995,39
E01004840,Bolton 012A,219000,69000,1100000,45
E01005118,Manchester 034A,219750,22636,330000,10
E01005961,Tameside 014A,219995,80000,344950,109
E01004768,Bolton 001A,220000,125000,699950,26
E01005879,Stockport 020B,220000,79950,490000,26
E01005900,Stockport 010C,220000,88000,760000,22
E01006130,Trafford 007D,220000,64000,380000,33
E01006155,Trafford 006A,220000,151000,257000,23
E01006166,Trafford 013A,220000,110000,372500,26
E01006182,Trafford 006D,220000,90000,287000,19
E01006237,Wigan 002D,220000,97500,474950,75
E01006165,Trafford 012E,220500,115000,335000,48
E01005276,Manchester 038C,221000,69000,695000,33
E01006200,Trafford 009C,221750,92000,515000,20
E01005790,Stockport 034D,222500,104000,350000,19
E01032906,Salford 022G,222500,70000,385000,72
E01033661,Manchester 055E,222500,99970,445000,34
E01005271,Manchester 032C,223000,98000,380000,11
E01005769,Stockport 022A,223000,125000,425000,51
E01005001,Bury 012B,223500,70000,398880,14
E01005078,Manchester 042B,223500,87500,999950,41
E01005283,Manchester 032E,223500,129500,275000,9
E01005019,Bury 002A,223900,120000,380000,20
E01005636,Salford 020F,224000,100000,770000,31
E01005294,Manchester 052D,225000,122500,425000,21
E01005308,Manchester 040E,225000,126665,390000,17
E01005843,Stockport 021E,225000,160000,330000,24
E01006110,Trafford 001B,225000,121000,275000,17
E01006161,Trafford 015C,225000,69880,875000,49
E01006314,Wigan 003D,225000,102000,450000,27
E01033219,Bolton 028G,225000,97500,510000,33
E01033658,Manchester 054C,225000,96200,1155000,37
E01006197,Trafford 010D,225500,112500,499999,34
E01005549,Rochdale 025F,226000,160000,430000,26
E01005995,Tameside 010B,226000,135000,449000,21
E01004805,Bolton 002C,227500,97000,800000,38
E01004843,Bolton 018C,228000,35000,485000,37
E01033670,Manchester 039E,228000,140010,425000,57
E01005126,Manchester 045A,228500,84500,445000,34
E01005577,Rochdale 011D,228750,61500,650000,32
E01005084,Manchester 042D,229000,133000,310000,39
E01005044,Bury 026E,230000,167000,322000,15
E01005081,Manchester 039C,230000,110000,260000,9
E01005697,Salford 014B,230000,125000,515000,27
E01005847,Stockport 040B,230000,120000,385000,25
E01005853,Stockport 011A,230000,87900,436500,21
E01006380,Wigan 029D,230000,85000,346995,49
E01005021,Bury 001F,230225,132000,550000,14
E01033673,Manchester 059D,230428,125000,471142,188
E01006316,Wigan 001B,230475,42500,379950,82
E01005020,Bury 003A,231250,132000,425000,18
E01005171,Manchester 045E,232000,66699,405500,33
E01005904,Stockport 010E,232000,93000,550000,16
E01005038,Bury 025D,232500,142000,370000,15
E01005827,Stockport 024C,232500,100000,485000,36
E01005901,Stockport 012C,232500,125000,360000,22
E01005083,Manchester 039D,233250,94000,910000,26
E01005574,Rochdale 007D,233500,90000,700000,38
E01006122,Trafford 005A,234000,103500,350000,39
E01005815,Stockport 033D,234500,192000,560000,22
E01004845,Bolton 018D,234950,78000,575000,34
E01004842,Bolton 012C,235000,77000,799995,29
E01005413,Oldham 021B,235000,110000,625000,21
E01005782,Stockport 030A,235000,129000,355000,23
E01005785,Stockport 030D,235000,80000,420000,25
E01005856,Stockport 011B,235000,65000,540000,27
E01005920,Stockport 003D,235000,151000,299500,33
E01006090,Trafford 020A,235000,114000,381000,30
E01006114,Trafford 004B,235000,145000,343000,15
E01006132,Trafford 007E,235000,185000,335000,23
E01033681,Manchester 060B,235284,139000,1225000,70
E01005858,Stockport 013E,235375,81000,720000,40
E01006348,Wigan 039E,235950,95591,713000,59
E01005304,Manchester 040B,236000,123000,465000,11
E01006128,Trafford 005D,236000,109250,355000,53
E01006250,Wigan 029A,236247,117500,580000,60
E01004884,Bolton 007E,236250,80000,425000,36
E01005307,Manchester 040D,236750,145000,324000,30
E01005832,Stockport 021A,237000,115000,360000,18
E01005073,Manchester 048C,237500,75000,485000,26
E01005813,Stockport 033B,237500,115000,571000,25
E01006372,Wigan 006B,237500,60000,485000,20
E01005806,Stockport 033A,237750,200000,585000,20
E01005298,Manchester 028B,238500,39500,325000,18
E01005305,Manchester 036A,238750,131000,296950,17
E01005878,Stockport 020A,238750,120000,474750,38
E01005058,Bury 017E,238875,155000,310000,18
E01005850,Stockport 040D,239500,130000,385000,24
E01006131,Trafford 005E,239999,119000,483000,29
E01004950,Bury 010B,240000,167000,450000,12
E01005811,Stockport 037D,240000,113000,700000,37
E01005911,Stockport 029C,240000,55000,425000,14
E01006119,Trafford 002D,241000,181000,300000,14
E01006163,Trafford 015E,241250,166950,547500,34
E01005269,Manchester 046D,241500,172650,450000,18
E01006233,Wigan 002C,244250,73010,400000,26
E01004934,Bolton 035B,245000,138000,390000,11
E01005845,Stockport 036B,245000,154000,370000,30
E01005852,Stockport 013A,245000,107500,517000,21
E01005912,Stockport 029D,247500,134600,555000,35
E01006125,Trafford 007A,247500,115000,395000,22
E01005410,Oldham 006A,248000,120000,548500,9
E01006072,Tameside 015E,248000,135000,580000,23
E01005154,Manchester 033A,248500,165000,820000,19
E01006211,Trafford 022E,248750,215000,282500,14
E01005849,Stockport 036C,249000,89000,528000,29
E01004952,Bury 010D,249750,142500,345000,18
E01005801,Stockport 027B,249995,79500,439995,103
E01006201,Trafford 009D,249995,112500,393000,29
E01005082,Manchester 037A,250000,160000,567500,31
E01005740,Salford 014D,250000,186500,740000,35
E01005771,Stockport 025C,250000,130000,470000,23
E01005846,Stockport 040A,250000,150000,455000,19
E01006183,Trafford 006E,250000,220000,375000,13
E01004965,Bury 005B,250500,110000,375000,16
E01005033,Bury 024B,250500,65000,485000,26
E01005814,Stockport 033C,251000,140000,485000,22
E01005857,Stockport 013D,252000,115000,573000,23
E01004806,Bolton 002D,252500,110000,765000,36
E01004896,Bolton 030B,252500,152000,545000,24
E01005006,Bury 012D,253995,88000,372995,46
E01005844,Stockport 036A,254500,125000,530000,20
E01005848,Stockport 040C,255000,67000,535000,35
E01005861,Stockport 011D,255555,164000,380000,27
E01006173,Trafford 018B,256000,149950,400000,22
E01005545,Rochdale 025E,257000,180000,618000,17
E01006123,Trafford 005B,257500,110000,381750,25
E01006169,Trafford 013B,257600,103000,445000,30
E01005842,Stockport 038A,258000,170000,730000,25
E01006204,Trafford 022A,258950,115000,665000,37
E01006231,Wigan 004A,259975,70000,825000,24
E01005277,Manchester 038D,260000,97500,1450000,35
E01005634,Salford 020D,260000,125000,495000,33
E01005793,Stockport 039C,260000,128000,458750,23
E01033677,Manchester 060A,260000,175000,456000,44
E01006146,Trafford 004E,261275,120000,328000,14
E01005408,Oldham 020C,262000,40000,600000,38
E01005409,Oldham 020D,262000,130000,900000,25
E01006089,Trafford 024C,262000,122000,629950,64
E01005869,Stockport 006D,262500,160000,455000,28
E01006099,Trafford 014B,263500,160000,455000,17
E01005443,Oldham 003B,264000,122000,550000,22
E01005907,Stockport 038C,264250,73000,485000,24
E01005012,Bury 018C,264950,88000,1600000,23
E01005043,Bury 026D,265000,220000,570000,13
E01005181,Manchester 030D,265000,85000,520000,18
E01005715,Salford 007E,265000,102000,510000,49
E01005772,Stockport 028B,265000,115000,436694,23
E01005851,Stockport 036D,265000,200000,440000,33
E01006154,Trafford 012D,265000,123332,639150,41
E01005406,Oldham 021A,265500,103000,1900000,26
E01005175,Manchester 043D,265750,180000,595000,26
E01006133,Trafford 010C,266000,195000,635000,23
E01033686,Manchester 028F,266500,92500,500000,20
E01005710,Salford 004D,267995,82113,385995,115
E01005407,Oldham 013A,268000,96000,730000,31
E01006074,Trafford 025A,268000,140000,1361800,25
E01006118,Trafford 002C,268475,165000,340000,18
E01006117,Trafford 002B,269950,125000,350000,19
E01005170,Manchester 045D,270000,207500,495000,21
E01005367,Oldham 033C,270000,140000,660000,17
E01005802,Stockport 027C,270000,130000,620000,27
E01005866,Stockport 006C,270000,120000,720000,25
E01006129,Trafford 010B,270000,124950,434500,17
E01006178,Trafford 014E,270000,86500,550000,32
E01005841,Stockport 035D,272000,102000,430000,26
E01005867,Stockport 008C,272500,87000,870000,22
E01005913,Stockport 038D,272500,104000,425000,21
E01005809,Stockport 037B,273000,220000,780000,14
E01005805,Stockport 035A,274500,225000,475000,20
E01004924,Bolton 008D,275000,120000,550000,27
E01004984,Bury 019A,275000,119000,485000,21
E01005176,Manchester 043E,275000,115000,750000,51
E01005414,Oldham 006C,275000,155000,740000,21
E01005716,Salford 013A,275000,113000,475000,20
E01006203,Trafford 010E,275000,210000,677500,13
E01005884,Stockport 020D,277500,160000,617000,24
E01006170,Trafford 013C,277500,160000,468250,29
E01005789,Stockport 039A,280000,178000,745000,31
E01005833,Stockport 021B,280000,130000,478234,15
E01005862,Stockport 003A,280000,193500,450000,27
E01005172,Manchester 043A,281250,140000,1500000,30
E01005791,Stockport 039B,282500,143000,520000,16
E01005299,Manchester 029F,285000,180000,545000,21
E01005650,Salford 010C,285000,77000,420000,14
E01005695,Salford 014A,287500,189950,950000,28
E01005738,Salford 014C,287500,95000,595000,38
E01005880,Stockport 017A,287500,145000,950000,24
E01006174,Trafford 014D,287500,97000,905000,23
E01005042,Bury 026C,290000,142000,745000,25
E01005783,Stockport 030B,290000,89000,383500,20
E01006120,Trafford 010A,291000,218000,620000,32
E01004885,Bolton 014B,292000,110000,860000,18
E01006113,Trafford 004A,293000,167000,400000,11
E01005048,Bury 002D,295000,133000,985000,27
E01005788,Stockport 034C,295000,155000,510000,22
E01006115,Trafford 004C,296000,148000,439000,17
E01005041,Bury 026B,297000,140000,825000,25
E01006164,Trafford 014C,297500,98000,635000,22
E01006094,Trafford 020B,298500,45000,447000,34
E01005775,Stockport 025D,299950,65000,547000,25
E01005415,Oldham 006D,300000,177500,662500,15
E01005909,Stockport 029A,300000,165000,760000,17
E01006210,Trafford 021E,300000,88000,600000,16
E01005868,Stockport 008D,302000,99950,475000,19
E01006093,Trafford 023A,302000,90000,535000,24
E01005155,Manchester 037C,302500,60000,412900,28
E01005717,Salford 013B,302500,97500,560000,30
E01006196,Trafford 021D,303500,200000,475000,24
E01005810,Stockport 037C,304250,136000,1325000,30
E01005079,Manchester 042C,305000,72000,500000,25
E01005159,Manchester 029D,305000,105000,613800,27
E01005932,Stockport 042D,305000,249000,420000,9
E01006102,Trafford 018A,305000,114000,405000,28
E01006153,Trafford 016D,305000,235000,425000,25
E01006202,Trafford 009E,305000,175000,525000,23
E01005153,Manchester 037B,305563,200000,875000,33
E01005854,Stockport 013B,305850,135000,595000,27
E01005768,Stockport 025A,306250,155000,480000,66
E01005807,Stockport 035B,307500,105000,390000,26
E01005794,Stockport 041B,310000,128565,450000,17
E01006149,Trafford 012B,310000,118500,750000,30
E01006143,Trafford 011B,311000,43750,586000,23
E01006172,Trafford 016E,312500,84673,685000,17
E01005796,Stockport 039E,314000,260000,755000,17
E01005929,Stockport 032C,315000,156000,1200000,17
E01006077,Trafford 027A,315000,81000,803000,39
E01006139,Trafford 026D,315000,82500,850000,35
E01005786,Stockport 030E,317475,116000,550000,22
E01006124,Trafford 005C,317500,165100,732000,18
E01005795,Stockport 039D,318000,230000,585000,23
E01005300,Manchester 033D,320000,115000,695000,17
E01005737,Salford 013F,320000,155000,755000,45
E01006103,Trafford 020E,320000,272000,485000,20
E01006195,Trafford 021C,320000,175000,535000,24
E01006080,Trafford 024B,320525,125000,790000,42
E01005034,Bury 022D,324995,100000,570000,46
E01005297,Manchester 028A,325000,90000,455000,32
E01005635,Salford 020E,325000,92000,1150000,26
E01005739,Salford 013G,325000,120000,559950,37
E01005773,Stockport 028C,325000,79950,785250,27
E01005803,Stockport 027D,325000,90000,558000,25
E01006162,Trafford 015D,325000,115000,650000,23
E01005156,Manchester 033B,326000,80000,485000,17
E01005860,Stockport 011C,327075,170000,570000,28
E01005168,Manchester 045B,327500,245000,569000,12
E01005839,Stockport 035C,327500,267500,547500,10
E01005865,Stockport 008B,329995,98000,850000,53
E01006208,Trafford 022D,335000,173000,626560,21
E01006079,Trafford 025D,335250,53500,1050000,82
E01006194,Trafford 024E,339125,88000,565000,52
E01005576,Rochdale 011C,340000,138000,600000,23
E01005906,Stockport 038B,340000,96000,740000,31
E01005931,Stockport 041D,340000,200000,755000,23
E01006191,Trafford 023B,341250,220000,685000,32
E01006192,Trafford 023C,341375,121500,775000,32
E01005882,Stockport 020C,345000,150226,559950,25
E01006193,Trafford 024D,345500,160000,653000,24
E01005784,Stockport 030C,346500,225000,1000000,20
E01006205,Trafford 023D,347500,250000,578000,24
E01006096,Trafford 020C,349050,235000,550000,19
E01005792,Stockport 041A,349975,200000,480000,16
E01006071,Tameside 015D,349995,95000,590000,37
E01005883,Stockport 017C,350000,113000,720000,19
E01006147,Trafford 012A,350000,237000,540000,19
E01005808,Stockport 037A,350500,165000,895000,18
E01005306,Manchester 040C,355000,150000,855000,35
E01005767,Stockport 028A,358000,198000,590000,17
E01033671,Manchester 039F,358500,130000,633500,56
E01005651,Salford 010D,360000,90000,730000,7
E01006148,Trafford 016A,370000,89950,880000,31
E01006190,Trafford 021B,370000,194950,568000,21
E01006151,Trafford 016B,371500,85000,1875000,26
E01005776,Stockport 028E,373000,187000,900000,27
E01005152,Manchester 029C,374000,251500,437000,21
E01005903,Stockport 010D,375000,115000,742500,17
E01005881,Stockport 017B,377500,215000,605000,20
E01006140,Trafford 026E,380000,145000,835000,21
E01006167,Trafford 019D,380000,63500,470000,7
E01004985,Bury 019B,381250,209000,1475000,24
E01006098,Trafford 014A,383000,165000,800000,18
E01006209,Trafford 023E,383000,106000,850000,22
E01006101,Trafford 021A,390000,285000,665000,21
E01004989,Bury 019C,395000,74000,830000,31
E01005927,Stockport 032A,395000,233500,815000,17
E01006138,Trafford 028E,395000,165000,828000,39
E01005787,Stockport 034B,398000,208500,1027500,26
E01005924,Stockport 042A,401500,245000,826000,14
E01004837,Bolton 020C,407000,190000,2750000,19
E01005923,Stockport 041C,407500,273000,1020000,31
