period,area_code,area_name,geography,sex,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
2023-06-30,E08000009,Trafford,Local authority,Persons,237480,49827,145580,42073,2188,2339,2526,2655,3041,3002,3180,3343,3273,3452,3439,3628,3715,3348,3382,3316,3148,3040,2735,1970,1613,1912,1977,2456,2575,2538,2580,2514,2473,2529,2642,2810,2913,2945,3148,3165,3190,3516,3584,3600,3546,3566,3824,3669,3595,3375,3198,3142,3249,3121,3184,3377,3364,3326,3142,3162,3104,3122,3158,3116,3000,2801,2710,2636,2520,2431,2312,2212,2132,2042,1958,1976,1997,1994,1964,2105,2128,1580,1597,1599,1454,1170,1104,1109,1138,1003,879,789,674,575,2151
2023-06-30,E08000009,Trafford,Local authority,Females,121563,24246,74192,23125,1030,1117,1192,1287,1524,1454,1598,1654,1582,1671,1677,1748,1816,1620,1639,1637,1529,1491,1342,954,680,917,991,1247,1267,1242,1215,1340,1181,1249,1326,1432,1560,1592,1722,1639,1745,1826,1893,1918,1856,1879,1991,1888,1898,1750,1636,1646,1602,1575,1612,1722,1697,1688,1546,1576,1602,1610,1572,1598,1510,1423,1421,1325,1271,1237,1167,1100,1111,1041,1040,1031,1053,1085,1029,1101,1156,894,906,916,831,669,642,680,648,574,521,466,403,358,1466
2023-06-30,E08000009,Trafford,Local authority,Males,115917,25581,71388,18948,1158,1222,1334,1368,1517,1548,1582,1689,1691,1781,1762,1880,1899,1728,1743,1679,1619,1549,1393,1016,933,995,986,1209,1308,1296,1365,1174,1292,1280,1316,1378,1353,1353,1426,1526,1445,1690,1691,1682,1690,1687,1833,1781,1697,1625,1562,1496,1647,1546,1572,1655,1667,1638,1596,1586,1502,1512,1586,1518,1490,1378,1289,1311,1249,1194,1145,1112,1021,1001,918,945,944,909,935,1004,972,686,691,683,623,501,462,429,490,429,358,323,271,217,685
