lsoa11cd,lsoa11nm,lad16nm,total_pop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01004795,Bolton 013D,Bolton,1586,31,20,26,12,32,18,16,14,16,18,17,11,28,16,20,6,10,12,11,12,12,18,23,29,16,26,27,23,11,24,27,22,18,15,22,28,23,19,21,23,16,18,23,18,25,23,17,28,15,21,25,24,22,27,19,20,18,16,19,16,20,14,13,17,9,18,18,19,16,21,12,21,13,17,21,10,7,15,12,9,8,10,12,5,5,4,10,12,5,5,25
E01004797,Bolton 013E,Bolton,1471,24,27,20,32,38,23,34,29,34,25,30,21,20,24,33,18,27,23,23,24,22,20,17,17,18,27,16,18,22,17,25,17,26,29,21,21,17,20,15,10,10,22,12,20,18,23,20,18,17,19,9,16,16,12,22,19,18,15,14,14,11,11,9,12,15,12,9,10,8,17,8,6,4,7,4,9,5,5,6,7,3,6,2,3,6,3,3,5,2,0,5
E01004775,Bolton 014A,Bolton,1792,22,16,21,28,19,25,20,17,10,18,18,23,15,17,15,12,17,17,14,11,13,7,13,13,13,16,26,23,23,28,41,35,21,25,24,20,14,19,18,18,21,12,20,28,24,23,17,27,32,22,27,22,26,26,27,23,29,19,21,27,14,23,22,19,20,21,23,26,27,25,29,24,27,24,17,14,14,19,16,14,14,11,11,12,13,5,8,11,3,6,42
E01004885,Bolton 014B,Bolton,1436,10,11,10,15,16,20,24,17,19,18,15,10,19,17,15,17,18,22,23,18,8,15,12,10,12,8,4,9,7,8,9,8,7,9,12,11,15,21,16,16,16,14,24,22,20,28,25,21,18,24,29,24,28,22,31,25,22,18,15,13,25,18,28,27,26,22,15,21,25,23,19,22,16,19,12,13,15,13,8,22,11,2,5,5,3,7,4,4,2,4,10
E01004886,Bolton 014C,Bolton,1320,8,10,14,15,20,11,27,16,10,20,11,13,14,15,15,24,18,20,16,11,14,14,23,22,20,13,14,9,12,17,10,12,14,13,22,11,20,15,18,17,18,19,25,21,15,24,18,23,22,23,24,16,21,25,15,23,16,19,14,10,16,11,14,12,18,17,10,18,22,21,14,6,9,14,11,4,19,6,7,13,4,5,6,6,2,6,5,5,1,1,8
E01004887,Bolton 014D,Bolton,1340,14,6,6,10,17,10,11,16,10,9,20,16,18,17,12,19,18,24,16,22,15,21,14,17,16,9,18,6,16,17,9,10,19,10,12,14,16,14,17,11,8,13,11,13,18,26,14,20,18,14,26,18,23,25,21,24,22,26,27,18,14,26,20,26,16,23,20,18,15,25,13,14,15,20,12,17,8,12,7,2,8,7,8,4,7,7,5,0,5,2,7
E01004868,Bolton 015A,Bolton,1698,17,33,28,33,38,20,36,21,25,33,20,23,17,26,24,27,29,21,24,20,24,20,31,20,23,33,27,32,34,37,19,30,28,26,26,27,24,23,24,24,26,22,19,22,21,19,30,24,19,23,19,20,27,27,31,25,24,16,17,22,12,14,14,13,8,6,8,12,9,12,5,4,9,8,6,9,5,6,9,5,4,1,5,1,1,2,0,1,1,2,6
E01004869,Bolton 015B,Bolton,1787,48,50,47,33,37,32,37,31,26,20,18,20,14,12,16,14,16,14,16,15,22,25,34,35,33,27,31,24,22,23,29,29,26,35,24,27,28,24,17,26,17,26,15,23,22,22,18,32,24,18,22,15,12,17,21,12,19,14,15,14,19,18,16,13,28,22,24,16,19,22,11,13,9,10,9,12,8,8,7,7,12,7,8,12,4,2,1,3,2,3,7
E01004870,Bolton 015C,Bolton,1800,23,24,25,21,20,17,13,24,18,16,17,18,22,27,21,23,15,19,30,25,32,28,30,50,26,33,37,34,43,30,36,37,27,29,24,31,27,26,34,17,22,25,20,29,17,23,23,15,24,21,21,26,15,22,20,13,23,16,19,15,21,14,17,17,18,7,14,10,13,13,7,13,15,12,16,8,8,14,14,5,10,12,3,9,8,4,9,4,2,4,21
E01004871,Bolton 015D,Bolton,1632,48,28,29,41,32,31,27,33,27,36,37,27,19,36,15,31,29,24,31,22,31,29,36,32,31,25,30,32,37,30,20,29,27,18,19,28,27,22,22,21,14,16,9,17,8,13,22,14,16,18,16,20,11,14,12,11,10,23,14,11,11,21,23,7,11,12,5,11,2,6,4,2,4,5,13,7,10,8,1,5,3,4,2,1,4,3,2,2,1,1,3
E01004922,Bolton 015E,Bolton,2053,37,43,33,37,26,30,37,38,25,37,31,15,26,22,27,20,27,28,17,21,26,20,29,43,29,33,33,34,48,26,50,37,42,30,47,32,24,20,31,27,27,16,27,34,31,32,37,26,43,15,18,20,27,19,17,25,24,21,22,21,14,17,15,17,15,16,18,12,19,19,18,15,15,6,9,11,7,5,3,5,4,3,5,2,8,6,6,2,4,8,9
E01004822,Bolton 016B,Bolton,1699,39,35,36,23,26,25,23,18,30,25,33,28,27,26,27,20,34,29,19,23,25,35,26,24,24,17,20,18,19,23,34,28,20,29,30,21,27,22,19,15,34,26,26,18,21,20,25,17,24,19,19,15,16,11,24,20,14,19,23,10,19,22,15,21,16,12,9,11,18,7,13,7,6,13,2,12,4,7,14,8,4,9,5,4,2,2,2,3,2,3,4
E01004823,Bolton 016C,Bolton,1883,22,25,33,32,23,32,23,31,29,30,29,32,21,24,18,25,29,22,31,20,29,30,38,34,24,35,27,20,25,33,17,24,19,17,24,15,27,20,18,15,27,30,27,36,37,23,33,25,26,28,25,23,20,29,16,26,22,16,20,19,20,19,27,23,14,14,14,21,25,13,17,10,9,17,9,5,13,12,16,7,7,11,6,4,4,2,1,3,2,3,5
E01004848,Bolton 016D,Bolton,1756,25,18,22,25,33,19,27,18,18,20,25,11,22,11,12,10,21,23,31,70,77,57,52,36,34,16,23,23,19,28,19,23,22,14,20,6,14,10,16,9,22,19,23,15,30,24,30,24,21,19,27,16,22,16,18,10,19,15,16,13,23,23,18,11,12,8,13,18,9,9,17,18,13,8,9,19,20,11,8,7,6,3,15,8,3,9,9,7,11,0,33
E01033217,Bolton 016E,Bolton,1170,14,15,12,13,6,6,7,8,9,5,6,7,11,8,7,10,6,14,15,13,30,16,20,42,41,33,28,26,34,24,21,34,33,23,21,20,19,15,11,12,15,21,18,22,16,14,12,15,12,17,8,14,10,9,8,13,6,15,7,16,7,6,13,7,6,11,6,6,11,7,3,6,5,7,11,6,6,4,10,9,12,6,3,6,6,1,4,6,3,2,11
E01033220,Bolton 016F,Bolton,1368,13,17,12,21,16,24,29,23,19,18,10,12,16,14,16,25,24,20,25,15,18,25,20,24,24,21,20,24,21,21,22,13,17,19,25,30,29,21,25,21,18,13,18,21,22,14,18,22,16,16,21,21,17,16,18,21,18,21,6,15,16,9,9,13,5,9,7,8,11,9,5,11,11,13,5,4,4,1,3,3,3,4,3,3,7,0,11,1,2,6,11
E01004818,Bolton 017A,Bolton,1678,23,24,25,22,22,18,22,22,22,23,14,11,17,18,15,12,15,17,14,16,30,32,42,37,46,39,25,30,35,29,18,34,25,18,18,28,26,31,20,24,25,22,30,19,22,17,18,29,22,23,24,20,14,26,19,22,16,13,22,20,14,13,10,14,20,17,8,10,11,10,3,9,7,5,7,5,7,5,5,8,12,8,8,10,5,5,7,5,3,9,36
E01004819,Bolton 017B,Bolton,1401,25,17,15,14,16,14,16,19,13,8,18,12,13,17,13,9,17,13,19,33,15,24,35,14,24,23,20,24,22,19,22,17,16,27,16,17,23,12,9,15,10,11,18,13,19,23,18,15,22,18,13,18,18,10,18,19,12,15,18,14,11,13,18,15,13,11,13,17,11,11,19,12,9,16,8,7,8,13,14,9,9,12,12,9,10,9,9,9,7,3,27
E01004928,Bolton 017C,Bolton,1440,29,28,19,32,20,24,27,22,17,20,13,8,13,4,8,15,10,7,22,23,10,15,19,14,22,25,29,24,42,29,19,25,21,25,26,19,19,16,17,14,18,12,14,18,12,22,23,21,21,15,21,19,15,22,22,17,18,20,18,12,12,12,16,12,14,10,16,17,16,14,10,8,9,11,4,11,17,10,4,13,5,4,7,5,7,5,4,5,1,7,3
E01004930,Bolton 017D,Bolton,1522,10,20,13,11,10,15,18,17,18,14,17,23,20,17,21,19,16,21,20,8,15,17,29,13,15,17,18,22,17,14,13,10,15,15,21,17,12,10,10,8,19,19,21,19,21,31,17,25,29,17,28,31,22,18,29,19,19,23,23,17,22,27,21,19,21,18,16,17,24,15,18,25,15,27,18,9,14,16,14,11,8,11,10,7,6,5,5,4,3,2,11
E01004931,Bolton 017E,Bolton,1621,23,17,27,23,21,17,23,26,16,17,10,12,14,12,17,15,18,18,13,10,12,29,20,24,16,25,29,32,29,20,25,19,17,27,25,11,16,13,7,12,22,21,21,14,26,21,28,19,20,32,23,30,11,29,20,20,12,13,11,12,13,15,24,19,18,23,15,29,27,25,13,23,17,13,16,16,15,12,17,7,14,12,9,11,5,8,12,10,8,3,10
E01004932,Bolton 017F,Bolton,1561,24,19,21,20,28,17,16,18,10,11,17,13,9,11,14,19,19,12,16,18,14,15,17,15,23,28,34,24,41,33,29,31,30,34,27,26,27,22,21,20,21,24,17,15,23,29,26,30,28,23,23,24,23,17,18,13,22,16,18,20,22,15,14,19,11,16,14,11,14,20,12,7,8,12,10,6,8,6,8,8,8,8,1,7,3,3,3,6,1,0,7
E01004834,Bolton 018A,Bolton,1758,37,24,32,30,30,40,43,31,27,33,27,23,33,33,36,30,38,29,41,32,17,28,26,30,20,28,21,36,34,24,19,24,19,26,28,28,17,26,21,17,20,25,24,18,20,23,16,22,20,21,20,13,23,15,18,18,19,14,19,11,8,16,18,18,12,14,14,16,12,8,10,5,6,3,4,8,9,11,11,4,4,3,2,3,1,3,6,0,4,3,5
E01004838,Bolton 018B,Bolton,1813,30,20,32,33,27,36,29,34,29,33,33,26,30,27,29,34,25,28,38,27,28,29,23,24,21,18,28,24,27,29,28,29,16,23,23,23,27,28,26,27,32,37,27,27,23,31,22,17,31,28,22,20,13,16,23,13,19,14,19,14,10,17,16,18,13,11,10,13,8,11,12,11,4,4,8,9,5,3,10,9,1,7,6,4,6,4,2,4,5,4,19
E01004843,Bolton 018C,Bolton,1501,18,15,16,8,14,13,26,20,17,21,26,18,11,12,17,22,23,20,26,16,13,10,25,20,25,10,12,11,6,9,13,16,11,12,16,14,20,13,18,19,13,14,19,17,17,23,26,36,33,24,20,25,25,24,21,29,21,18,27,24,19,18,21,15,20,21,10,13,14,20,12,12,13,20,13,10,12,7,15,8,8,7,7,9,16,7,11,8,3,4,20
E01004845,Bolton 018D,Bolton,1779,20,25,19,21,24,26,22,22,19,17,19,19,16,14,21,24,14,24,23,23,27,30,19,40,27,25,15,26,21,24,24,24,17,22,21,25,23,26,26,27,15,27,17,25,25,16,23,19,29,19,38,29,29,25,33,29,25,22,23,30,17,20,20,17,21,18,10,16,21,25,12,18,12,12,11,11,5,9,12,3,8,8,5,9,9,9,9,7,11,3,12
E01004923,Bolton 018E,Bolton,1636,25,19,24,20,17,21,21,28,20,19,24,17,16,19,13,20,22,23,23,12,17,26,40,15,24,22,27,27,31,36,36,34,34,27,31,21,23,18,13,23,26,20,21,22,25,20,22,23,26,28,20,22,18,22,19,21,28,22,15,11,13,18,14,15,24,16,16,13,14,13,5,6,7,7,8,4,12,10,4,5,7,8,6,3,2,5,4,4,4,5,5
E01004796,Bolton 019A,Bolton,1538,13,12,14,26,14,14,26,15,22,17,19,20,13,15,14,15,20,25,17,22,13,16,16,21,18,14,21,21,25,31,24,20,17,30,28,22,19,17,19,14,15,21,18,24,12,23,21,19,24,33,23,28,27,17,22,20,20,20,21,19,17,17,10,16,17,16,15,12,19,31,13,13,19,13,11,8,14,13,12,6,10,10,7,6,6,3,7,1,3,3,4
E01004798,Bolton 019B,Bolton,1636,22,22,24,27,24,29,27,29,24,33,13,21,22,20,21,23,20,20,21,17,14,19,17,21,21,27,22,18,20,28,13,28,18,28,26,12,15,22,21,13,23,26,13,20,28,25,14,26,19,21,31,13,26,15,29,19,16,25,21,8,23,16,20,9,17,10,21,16,17,26,17,8,17,12,12,10,8,13,8,11,10,6,3,8,9,1,9,2,3,2,12
E01004799,Bolton 019C,Bolton,1277,7,9,8,11,11,9,12,12,7,17,16,13,16,7,8,12,8,10,8,7,7,8,7,11,16,12,8,7,10,11,9,11,8,6,7,14,14,10,12,12,12,6,12,12,13,10,13,14,22,17,16,19,20,20,20,18,24,15,14,29,26,20,25,22,27,19,30,29,33,37,24,32,19,19,13,21,19,17,13,16,9,16,11,7,9,9,5,5,3,1,7
E01004800,Bolton 019D,Bolton,1215,14,12,10,13,12,16,17,14,11,10,8,12,11,12,11,13,8,13,12,6,15,15,15,17,20,14,12,9,9,11,12,11,5,11,14,15,8,16,11,13,5,10,17,17,19,21,18,26,23,16,22,17,26,15,21,23,34,21,22,11,20,20,22,20,17,26,27,32,34,28,15,14,8,9,13,5,2,5,3,4,3,4,1,2,2,2,2,1,1,0,1
E01004801,Bolton 019E,Bolton,1689,32,43,33,37,43,27,37,21,37,28,30,37,28,23,22,18,24,22,17,23,24,17,25,28,20,19,19,24,30,26,23,26,24,21,31,21,20,19,20,22,29,20,19,24,13,20,23,20,18,21,24,38,14,18,17,23,19,20,17,10,13,14,11,11,15,6,14,11,18,19,10,13,11,8,8,5,6,5,6,1,2,3,4,5,3,2,5,2,6,1,3
E01004917,Bolton 019F,Bolton,2194,25,29,32,23,38,30,41,36,43,39,36,27,34,33,26,30,22,37,18,19,24,18,21,28,13,23,25,33,37,32,40,24,26,28,38,25,23,33,39,24,38,30,37,32,30,34,34,21,34,39,26,31,39,28,29,31,19,30,23,24,23,26,18,16,37,19,23,23,30,29,22,19,18,11,15,7,4,13,6,12,6,5,8,3,5,6,2,1,0,0,6
E01004835,Bolton 020A,Bolton,1503,15,12,16,15,20,14,20,13,18,13,18,20,22,22,14,23,19,20,21,21,17,15,15,15,14,16,11,8,15,11,14,12,13,8,16,11,24,22,16,19,17,13,14,16,21,22,20,18,15,25,19,28,16,12,19,22,23,16,17,21,17,20,18,21,36,17,19,22,17,37,22,21,14,12,17,23,14,23,12,12,6,7,6,4,8,7,5,6,6,4,28
E01004836,Bolton 020B,Bolton,1580,23,17,20,20,24,23,26,21,22,21,19,26,20,21,12,17,15,16,12,8,16,20,12,21,18,19,19,10,12,7,12,12,13,8,17,19,31,19,21,19,26,12,21,23,24,20,22,24,20,26,14,24,20,11,18,15,12,15,16,25,11,20,13,18,11,11,18,17,16,22,21,20,16,26,22,17,19,13,27,19,13,15,9,18,15,9,11,5,2,3,27
E01004837,Bolton 020C,Bolton,1562,6,13,15,11,14,10,12,17,14,17,14,19,23,26,15,12,20,28,20,18,17,12,17,16,15,14,12,12,10,13,16,10,9,17,14,10,13,10,8,9,11,11,20,15,14,32,17,29,33,36,21,29,29,22,17,25,37,31,33,29,26,25,19,21,19,23,20,26,29,28,21,14,19,24,11,11,12,20,13,16,5,14,9,12,7,6,11,10,3,1,18
E01004844,Bolton 020D,Bolton,1582,10,17,11,14,16,14,16,20,24,15,16,17,18,22,18,27,16,18,16,12,8,15,14,12,9,9,10,9,10,11,11,5,7,9,17,9,19,16,13,13,23,21,13,15,26,17,26,18,18,23,25,28,20,26,18,29,27,18,31,19,27,27,18,30,27,27,32,36,48,37,10,22,17,21,16,12,20,16,15,6,9,13,2,15,6,10,10,5,5,8,31
E01004897,Bolton 020E,Bolton,1050,11,14,10,8,8,11,9,10,16,16,11,12,10,8,13,12,8,13,5,3,6,4,8,8,11,10,10,11,20,15,12,15,14,17,11,13,17,15,16,10,16,12,14,15,12,18,16,10,12,13,10,15,25,16,18,14,9,11,9,15,15,10,9,19,15,13,22,19,20,15,12,17,15,10,12,12,11,13,9,8,5,4,4,5,5,0,5,4,5,2,4
E01004827,Bolton 021A,Bolton,1787,47,30,41,41,46,50,42,39,30,41,20,27,27,20,25,24,24,19,29,17,11,20,15,16,22,28,22,23,32,19,31,26,26,26,33,27,35,23,25,26,18,20,20,20,22,24,22,24,18,21,28,18,27,20,20,24,19,17,18,18,10,14,8,11,9,9,15,12,6,19,10,7,10,13,17,7,8,5,5,4,6,5,7,4,4,0,3,3,1,1,11
E01004849,Bolton 021B,Bolton,1640,36,35,44,40,37,31,28,36,21,33,27,33,31,22,34,25,23,19,29,24,23,27,35,26,25,12,22,20,21,25,22,28,26,23,29,26,30,19,22,17,20,20,19,27,17,24,25,19,24,26,15,12,15,9,11,20,16,14,12,12,17,16,14,16,17,5,15,8,4,9,5,10,3,5,4,5,7,6,6,2,3,1,5,3,1,2,2,0,1,0,5
E01004850,Bolton 021C,Bolton,1760,26,40,31,30,39,30,29,33,28,23,34,34,30,21,25,19,21,19,21,18,16,27,20,33,23,20,23,25,30,22,28,30,24,29,24,25,36,21,23,29,29,26,32,26,33,26,22,28,24,23,25,14,29,31,14,18,16,20,24,7,12,16,17,17,11,12,14,10,8,7,5,10,11,12,4,5,7,5,7,5,7,5,4,2,5,0,3,3,0,3,7
E01004851,Bolton 021D,Bolton,1582,24,29,28,18,29,27,17,19,17,17,25,28,24,26,17,20,22,25,31,19,27,14,18,25,23,18,15,14,19,8,17,22,24,23,18,21,19,16,19,17,18,16,19,24,25,22,25,19,23,17,15,27,22,17,14,15,17,18,13,16,20,10,17,23,19,13,16,10,15,17,24,11,17,12,12,14,13,9,8,14,12,9,9,9,3,1,2,3,2,1,16
E01004853,Bolton 021E,Bolton,1646,38,39,42,23,30,27,31,28,28,24,35,22,24,28,26,33,26,28,34,26,20,28,28,21,25,19,24,28,30,25,26,26,19,19,17,21,40,25,26,25,21,15,27,29,24,17,22,26,20,16,10,13,16,12,20,19,11,20,16,21,12,14,8,10,14,8,7,7,8,12,10,5,4,7,5,8,11,5,7,7,1,1,4,0,3,1,1,1,0,1,5
E01004811,Bolton 022A,Bolton,1630,32,29,34,23,33,22,33,26,30,30,30,28,31,19,20,27,23,32,23,16,23,22,22,16,29,23,23,18,27,23,19,32,28,20,24,25,21,15,25,18,26,17,21,21,18,27,20,20,21,17,15,19,21,18,13,19,19,26,23,14,19,14,17,26,12,8,15,6,12,16,5,10,7,8,4,7,8,6,9,5,4,2,2,1,5,1,2,3,1,1,5
E01004812,Bolton 022B,Bolton,2e3,48,46,40,53,47,21,41,33,36,30,42,39,30,35,22,26,34,29,33,38,29,37,39,30,51,47,45,35,42,36,35,41,32,31,28,27,34,33,30,26,18,25,16,23,19,13,24,23,20,20,18,21,15,13,17,18,14,10,19,18,9,10,15,14,19,3,14,15,6,4,11,5,7,6,6,4,8,8,9,7,3,2,1,2,5,2,1,2,1,0,6
E01004813,Bolton 022C,Bolton,1452,28,24,26,27,18,35,20,22,24,21,19,19,15,15,14,19,22,21,19,22,14,17,20,18,18,14,24,19,18,31,18,19,26,22,25,32,22,25,21,16,13,12,18,14,12,17,19,14,14,16,24,15,25,11,25,18,18,16,13,12,5,17,16,12,18,13,13,18,8,13,3,9,9,9,6,9,3,11,8,4,9,8,8,4,7,9,3,4,4,4,13
E01004815,Bolton 022D,Bolton,1645,32,27,28,35,32,37,28,36,41,30,28,31,27,23,20,27,21,25,14,24,15,19,20,10,17,21,21,23,28,20,25,22,27,21,26,30,23,21,18,16,31,28,25,17,18,25,23,11,17,19,18,17,14,18,16,20,16,20,17,20,9,19,18,20,16,8,17,10,11,9,10,3,5,5,15,8,6,4,10,13,7,4,3,3,6,6,5,4,3,2,7
E01004817,Bolton 022E,Bolton,1680,29,23,15,24,14,20,13,18,11,9,13,17,13,10,12,9,12,11,23,23,38,45,39,47,44,48,37,26,58,37,27,23,28,21,28,16,17,25,21,31,21,16,15,22,21,21,21,24,26,24,24,14,19,17,14,24,23,17,13,10,21,20,19,18,10,17,20,12,10,12,9,8,11,11,10,12,9,12,11,15,10,3,5,2,8,2,2,3,3,3,11
E01004828,Bolton 023A,Bolton,1927,52,45,58,54,55,41,35,30,43,30,22,26,24,30,21,32,26,34,27,33,28,24,27,24,29,32,35,38,30,27,28,39,27,28,26,28,29,31,29,16,15,20,18,16,23,29,25,25,20,18,24,22,17,17,22,18,11,16,15,15,18,15,14,11,13,13,18,8,11,13,6,13,10,9,9,5,8,5,5,4,7,4,7,6,4,2,4,2,3,0,1
E01004829,Bolton 023B,Bolton,1404,27,26,24,21,29,23,28,19,23,22,21,15,20,17,18,16,22,26,21,19,12,18,19,23,16,29,25,24,25,23,21,19,19,17,22,21,21,22,21,21,22,19,24,20,21,14,29,21,21,15,15,17,16,20,23,23,18,10,14,9,14,9,11,10,9,9,3,8,10,8,8,3,8,4,5,6,5,8,6,6,6,4,4,3,2,2,0,4,1,0,2
E01004832,Bolton 023C,Bolton,1619,32,32,24,30,35,31,33,24,26,31,20,14,21,16,24,12,20,15,18,13,18,26,18,20,26,33,27,22,34,35,31,25,28,28,22,33,32,26,24,20,19,21,16,20,22,29,21,18,15,24,16,15,20,23,15,17,21,21,17,17,7,11,8,13,9,10,13,10,16,13,12,12,10,7,14,10,8,7,2,4,10,5,4,5,5,3,0,0,0,2,3
E01004854,Bolton 023D,Bolton,1577,34,26,35,33,34,30,28,26,30,25,23,16,19,15,15,28,23,25,26,26,24,15,27,25,34,27,28,28,28,29,31,24,23,25,25,22,21,23,24,25,14,32,19,21,19,15,24,16,19,22,24,19,16,19,22,22,16,17,16,18,9,8,10,13,5,14,11,10,8,6,3,7,2,6,8,3,6,0,7,5,1,3,3,2,2,1,3,0,1,0,5
E01004878,Bolton 023E,Bolton,1551,17,19,27,34,27,24,38,21,28,24,31,26,14,18,27,22,22,16,16,27,18,18,19,23,18,15,25,17,21,28,24,21,29,24,15,23,21,20,27,30,25,18,22,23,15,21,22,25,20,30,15,13,18,11,15,18,17,14,19,14,19,12,10,8,8,9,11,15,16,15,14,7,9,9,13,14,8,10,3,10,4,3,4,5,4,5,1,4,0,0,12
E01004911,Bolton 024A,Bolton,1596,21,25,16,21,16,20,26,17,17,14,11,21,14,12,15,16,20,11,12,28,15,13,17,13,24,27,26,11,16,20,19,23,19,22,23,20,16,18,10,14,21,19,21,22,29,23,34,24,28,29,14,34,32,27,30,20,13,15,18,18,23,21,22,17,16,24,23,21,26,19,23,22,26,15,13,8,8,9,9,5,14,6,5,4,5,4,2,4,1,4,7
E01004912,Bolton 024B,Bolton,1389,12,8,5,12,15,13,12,15,14,12,14,9,10,15,7,7,14,15,9,14,7,11,18,13,13,11,11,14,16,19,10,8,10,10,7,18,15,17,15,15,15,12,13,12,19,23,26,16,18,13,17,19,20,16,14,11,25,22,20,26,13,18,22,31,24,24,30,33,38,39,36,35,32,14,21,13,16,19,11,10,3,10,5,7,5,4,4,2,0,9,14
E01004913,Bolton 024C,Bolton,2038,22,21,23,32,41,42,37,37,42,48,29,29,30,27,24,23,32,26,27,21,27,33,27,26,24,27,24,35,24,27,28,21,27,29,28,22,30,29,41,32,27,30,32,31,34,38,41,25,40,27,28,31,27,21,21,22,23,20,15,25,11,14,18,21,10,17,23,18,20,13,10,12,15,11,7,5,6,7,8,7,5,9,4,5,4,7,3,0,1,5,10
E01004914,Bolton 024D,Bolton,1164,11,4,10,7,14,5,10,12,8,7,11,11,10,13,17,8,18,20,18,8,7,10,10,6,6,6,6,9,5,8,5,7,10,5,7,7,12,5,10,11,13,12,14,25,27,16,14,10,15,17,7,13,15,7,13,12,10,12,15,22,13,13,18,17,18,14,17,21,44,36,33,28,30,15,24,24,12,23,21,13,9,13,10,7,7,7,4,2,2,1,5
E01004915,Bolton 024E,Bolton,1295,10,10,9,11,9,13,15,12,17,13,8,14,6,9,15,12,20,22,19,15,11,13,12,12,14,13,9,9,9,12,11,7,11,17,6,10,10,10,15,7,14,11,22,19,18,23,22,19,15,20,25,10,31,21,17,16,23,16,17,19,21,25,32,22,21,22,21,18,31,34,30,19,21,24,15,13,7,7,4,5,6,5,3,1,3,6,5,5,3,3,8
E01004916,Bolton 024F,Bolton,1406,14,13,12,19,9,11,13,18,16,16,19,17,17,15,14,21,23,14,17,16,11,17,14,10,12,19,10,18,12,16,16,17,15,20,19,18,14,20,14,19,11,23,16,14,17,32,24,15,27,22,15,21,17,17,19,15,20,18,12,21,17,12,17,16,15,21,19,18,21,39,17,19,19,11,12,20,10,16,7,7,9,7,12,9,3,1,5,4,3,6,13
E01004918,Bolton 024G,Bolton,1238,18,11,15,13,6,13,13,10,17,13,16,8,13,16,15,5,14,13,12,11,20,10,7,16,14,12,9,11,9,9,9,10,10,11,5,13,8,14,12,14,15,25,16,13,23,22,13,24,17,24,13,12,15,14,21,16,20,18,15,19,22,16,18,17,24,18,27,22,21,27,20,18,13,15,15,8,10,17,21,5,10,8,4,5,7,1,4,2,5,0,8
E01004846,Bolton 025A,Bolton,1394,30,36,23,32,32,30,21,24,26,22,24,19,18,20,20,17,14,17,12,13,16,17,25,16,24,14,20,27,23,23,28,26,25,20,35,30,25,17,24,19,20,20,16,18,22,17,16,9,7,15,13,13,14,10,13,13,7,14,13,19,16,9,7,13,10,16,11,7,8,10,7,6,6,9,5,4,7,7,5,2,5,3,2,4,2,4,3,0,2,2,9
E01004847,Bolton 025B,Bolton,2123,41,59,51,46,46,50,57,38,51,44,47,35,37,38,31,39,34,30,32,33,28,27,27,26,26,27,23,27,24,27,31,27,36,34,29,30,33,33,31,21,34,33,37,25,25,24,29,34,23,16,23,26,20,15,15,19,14,18,21,12,22,17,27,6,10,10,8,9,8,5,11,6,6,10,5,8,5,10,9,3,12,5,3,5,3,3,3,2,2,4,17
E01004852,Bolton 025C,Bolton,1651,31,41,26,34,37,19,34,22,29,22,26,21,28,29,27,20,32,28,33,34,18,20,23,30,18,24,29,28,22,34,31,21,28,22,21,24,27,26,18,18,24,22,18,19,21,26,16,16,11,19,22,17,15,10,21,20,21,16,17,18,10,20,15,11,10,12,6,10,11,9,2,10,14,7,4,5,7,6,7,9,5,5,3,5,7,3,1,2,4,2,5
E01004877,Bolton 025D,Bolton,1912,44,42,37,34,41,45,37,48,41,35,38,34,30,29,24,36,20,31,26,27,25,28,24,20,23,29,26,22,33,28,23,30,32,23,16,23,30,24,20,24,16,29,22,27,19,27,24,23,23,20,19,25,12,17,11,22,16,15,13,9,10,12,13,14,12,13,14,23,15,21,9,10,8,14,9,10,12,10,8,11,8,11,7,12,2,6,1,9,0,8,9
E01004879,Bolton 025E,Bolton,1491,36,39,21,34,40,35,42,36,23,36,30,24,30,20,29,20,21,25,25,24,19,18,23,22,18,20,16,18,22,13,17,14,22,24,19,27,25,20,22,19,19,21,16,17,22,29,21,13,19,20,15,14,13,4,14,11,17,12,14,11,10,12,11,9,9,9,4,4,8,3,8,8,7,9,8,5,8,5,3,5,2,5,2,2,2,1,4,0,4,1,13
E01004830,Bolton 026A,Bolton,1604,35,24,23,26,29,28,30,27,21,15,21,14,20,28,17,13,16,19,12,23,13,14,18,20,16,32,24,31,37,26,29,23,17,18,17,15,28,16,15,18,19,18,12,19,26,25,20,22,20,25,19,17,15,16,12,17,13,20,20,18,17,20,14,11,12,7,16,28,20,14,19,11,11,9,7,20,11,21,10,16,12,5,3,9,2,8,6,6,1,7,10
E01004831,Bolton 026B,Bolton,1766,36,42,29,44,29,22,23,23,26,25,24,20,24,16,25,22,33,26,24,22,17,12,12,20,12,16,18,20,25,25,38,32,28,29,27,23,17,28,24,21,20,22,22,20,17,24,21,24,30,28,15,26,17,31,25,23,19,23,19,19,14,19,17,19,20,10,20,19,16,21,15,17,9,11,13,9,7,11,12,10,7,9,7,7,6,1,4,2,4,1,5
