lsoa11cd,lsoa11nm,lad16nm,total_pop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01005035,Bury 025C,Bury,1411,29,14,12,14,16,20,24,21,16,13,18,18,16,12,6,16,19,22,16,10,11,12,15,14,12,22,19,17,25,18,16,24,23,23,15,19,17,24,22,17,20,25,18,20,27,25,25,28,16,29,20,22,19,24,20,23,16,24,16,16,15,12,16,24,16,15,12,11,12,4,12,7,19,12,7,6,6,10,11,8,9,7,4,4,3,5,4,2,3,2,3
E01005038,Bury 025D,Bury,1371,22,18,24,18,21,22,17,16,15,14,12,16,17,13,12,15,19,16,23,13,15,11,17,10,14,12,12,17,11,7,22,17,17,13,20,19,14,16,18,18,21,21,13,19,23,15,15,23,27,23,26,19,16,21,24,31,21,17,24,17,15,18,9,23,16,14,16,19,12,21,16,17,13,10,8,8,12,10,11,4,5,4,3,6,4,0,2,1,4,3,8
E01005040,Bury 026A,Bury,1832,32,28,18,31,15,31,44,23,38,24,21,20,21,24,16,18,21,24,31,16,29,26,16,16,27,27,29,26,27,35,25,25,22,28,22,33,26,32,29,21,24,18,24,23,25,24,18,25,29,31,25,30,30,25,21,31,30,15,31,18,14,20,18,19,15,19,18,20,17,17,8,14,12,5,6,9,8,10,7,10,9,4,4,5,11,5,2,2,0,0,10
E01005041,Bury 026B,Bury,1674,18,27,25,38,34,24,33,25,34,25,38,28,28,35,28,26,23,40,38,28,16,18,20,13,25,13,15,20,16,18,19,23,15,13,13,22,23,14,17,14,18,18,19,13,17,23,24,32,21,25,15,19,25,18,16,22,26,32,17,27,19,16,12,20,21,16,17,16,23,15,12,16,7,7,8,7,5,3,3,5,4,5,2,4,6,6,5,5,4,5,11
E01005042,Bury 026C,Bury,1894,37,39,44,35,51,47,45,50,43,42,29,38,29,30,29,30,28,19,24,15,10,16,16,23,18,26,31,20,22,19,32,25,35,28,30,30,12,24,18,21,17,15,24,17,22,15,20,32,21,22,12,16,17,21,17,17,25,16,26,17,18,20,22,20,16,17,19,13,20,12,18,9,15,7,7,12,8,9,14,11,7,7,5,7,4,5,10,1,4,3,5
E01005043,Bury 026D,Bury,1926,52,52,53,55,52,60,65,56,56,43,63,57,53,42,38,26,31,25,15,14,14,14,17,14,22,22,15,32,24,26,21,22,32,22,27,33,27,28,22,20,19,19,8,17,13,19,15,23,17,12,15,19,8,10,15,15,13,17,10,21,21,20,6,9,9,15,7,15,12,14,9,7,11,13,9,7,11,12,7,6,3,7,3,3,2,4,3,1,4,4,5
E01005044,Bury 026E,Bury,1906,45,47,55,63,62,70,57,67,64,68,62,56,57,52,35,43,34,19,18,17,14,9,9,10,8,18,20,18,23,19,21,23,27,29,36,36,27,31,28,26,11,22,24,14,22,20,16,14,11,17,11,8,16,11,16,8,14,13,14,17,8,7,9,14,16,10,6,13,12,7,7,4,11,8,5,6,9,3,8,6,3,3,1,2,2,0,0,0,0,2,2
E01005098,Manchester 001A,Manchester,1585,23,19,24,25,15,18,20,19,24,17,21,14,22,13,23,15,18,22,15,15,17,17,15,22,18,34,24,20,22,18,23,15,20,24,16,16,23,25,19,17,26,10,16,14,24,31,32,23,24,27,18,26,21,24,24,18,21,16,19,23,17,27,21,16,21,20,16,18,22,21,14,14,13,13,8,6,12,7,9,7,7,3,13,4,3,2,2,5,3,2,15
E01005099,Manchester 001B,Manchester,1961,30,41,42,31,50,48,43,43,47,31,34,41,32,31,28,32,26,30,24,25,19,18,19,24,11,24,31,26,17,31,20,25,20,34,18,36,42,27,37,32,22,18,28,27,29,29,22,20,16,34,22,29,21,18,20,23,14,21,17,18,16,15,7,10,14,14,20,18,21,11,4,7,10,11,9,7,14,9,8,3,7,10,7,6,3,7,2,7,3,2,11
E01005100,Manchester 001C,Manchester,1575,27,28,12,32,20,24,19,31,25,26,24,20,19,13,21,16,17,25,22,27,18,18,15,19,12,31,22,32,21,25,16,15,16,17,23,17,30,19,16,22,17,18,16,18,18,14,18,26,20,21,18,15,25,17,24,11,17,25,23,27,22,21,12,22,21,20,8,17,16,20,16,11,11,15,14,10,13,12,9,9,6,4,4,8,1,1,2,3,1,2,4
E01005102,Manchester 001D,Manchester,1422,21,29,28,17,21,20,15,13,24,12,11,22,8,8,14,11,7,12,12,12,6,12,15,22,26,33,19,15,22,25,35,27,34,26,21,16,16,20,15,19,15,12,8,15,19,23,16,23,18,28,17,21,24,16,25,16,21,16,15,17,14,7,14,11,19,15,11,21,19,21,10,9,15,12,10,12,8,6,6,7,8,7,6,6,7,3,4,7,4,1,16
E01005103,Manchester 001E,Manchester,1759,28,26,29,26,36,17,26,24,21,20,19,21,14,19,16,20,25,18,17,16,24,18,20,23,21,28,24,27,32,26,27,24,20,26,21,30,25,20,19,22,13,29,14,19,18,16,15,17,19,26,14,25,23,15,21,25,21,31,23,23,19,19,14,17,17,22,14,16,23,20,11,21,17,16,19,14,10,13,16,9,14,9,13,9,7,9,10,7,3,4,25
E01005101,Manchester 002A,Manchester,1791,25,24,19,35,38,25,30,27,23,22,30,26,21,31,29,27,29,28,29,22,23,23,20,25,28,28,26,24,16,23,29,29,28,31,23,31,18,20,23,19,29,30,29,24,19,16,25,19,27,32,23,20,23,22,21,23,24,24,16,16,16,18,14,24,17,16,12,13,17,8,10,7,12,9,13,5,6,11,7,2,11,6,5,5,3,8,5,7,5,0,10
E01005135,Manchester 002B,Manchester,1708,27,21,19,26,28,37,37,25,31,26,25,25,22,27,24,29,41,26,34,24,18,17,16,20,25,31,22,24,28,24,26,20,24,32,25,25,35,32,23,18,23,24,21,26,21,25,22,23,28,18,26,17,26,21,21,24,20,21,13,20,16,11,8,12,7,13,12,11,13,11,10,6,15,10,15,5,6,5,6,5,8,5,1,1,4,4,1,3,1,2,2
E01005136,Manchester 002C,Manchester,1442,14,13,14,19,8,22,17,9,16,16,16,16,21,11,15,16,14,11,22,19,19,19,18,18,17,23,18,20,24,15,22,23,16,14,18,18,15,14,14,15,19,21,16,15,22,21,22,22,18,21,30,29,22,31,18,25,19,21,25,24,20,23,21,19,19,13,18,14,14,10,11,10,8,12,9,12,7,10,9,10,5,6,5,5,4,6,7,4,4,5,12
E01005138,Manchester 002D,Manchester,1951,48,43,41,45,29,44,35,41,31,42,34,42,33,32,23,24,14,25,24,27,15,25,23,36,31,29,46,51,33,45,29,35,32,30,21,25,30,21,26,26,24,16,24,19,27,31,22,15,25,25,26,24,25,20,15,13,20,16,10,21,14,11,6,9,6,13,14,15,13,9,10,8,9,13,8,8,9,3,7,6,7,10,8,5,7,2,4,5,1,2,5
E01005140,Manchester 002E,Manchester,3358,68,73,61,70,68,47,61,62,53,59,43,39,44,31,38,38,31,38,38,31,30,34,41,35,43,68,60,71,60,65,69,69,60,71,64,55,71,63,47,47,46,38,38,55,47,37,39,33,50,44,40,30,36,39,30,38,29,25,37,40,26,23,20,28,14,18,28,17,26,17,20,19,20,28,15,6,10,9,6,10,12,16,10,20,8,4,6,12,4,2,17
E01005139,Manchester 003B,Manchester,1720,29,29,33,19,31,30,32,22,31,19,23,17,13,15,19,26,20,22,11,17,18,17,16,17,16,28,27,35,33,27,23,27,27,29,22,24,26,20,18,22,21,21,24,28,19,33,21,25,15,17,25,29,30,21,23,29,29,19,20,26,21,22,12,21,14,12,11,21,12,11,9,16,13,10,8,9,9,9,8,14,10,6,10,7,2,1,4,1,0,0,12
E01005141,Manchester 003C,Manchester,1815,27,27,25,38,35,27,31,26,34,22,35,34,26,32,32,18,19,19,19,14,15,18,27,22,15,45,36,15,22,27,24,15,28,18,17,25,21,20,19,29,21,23,31,37,28,30,34,41,20,33,17,23,22,17,22,13,16,25,20,15,11,13,17,14,14,13,12,14,22,20,11,11,20,10,13,9,8,12,8,7,8,15,7,4,5,3,4,6,5,2,11
E01005251,Manchester 003D,Manchester,1675,34,29,22,25,29,32,39,28,31,31,27,25,24,20,29,21,30,19,24,29,23,16,14,16,18,32,28,19,23,21,34,28,24,27,26,25,30,25,22,19,18,19,25,18,26,22,16,24,31,26,20,29,15,14,27,26,18,17,16,16,15,10,8,10,16,12,10,13,11,12,9,9,10,8,5,4,9,7,5,10,2,5,6,0,6,10,3,2,0,1,6
E01005252,Manchester 003E,Manchester,1774,20,19,23,18,22,22,24,20,19,21,17,21,29,21,20,25,34,28,22,31,20,19,21,25,18,33,18,24,20,17,28,14,13,16,17,18,29,22,14,15,33,21,24,20,18,24,27,28,25,33,28,23,24,35,24,27,32,20,24,27,17,18,22,15,19,15,20,14,22,25,18,14,12,16,16,11,10,16,12,16,10,8,7,5,6,4,7,2,5,5,13
E01033685,Manchester 003F,Manchester,1620,32,30,31,20,27,29,25,27,23,24,28,29,13,22,21,15,16,16,16,14,27,16,29,25,24,25,24,22,20,22,20,28,25,41,30,32,31,36,28,33,17,30,11,15,27,23,16,22,25,17,11,25,16,16,15,29,18,17,11,18,6,15,10,24,7,21,11,11,12,9,10,7,14,5,8,12,7,5,8,6,5,8,8,5,3,0,1,1,1,0,5
E01033687,Manchester 003G,Manchester,1610,22,19,19,20,17,13,22,18,13,20,18,16,19,14,8,12,13,7,10,11,10,13,10,20,15,34,28,31,23,23,26,39,29,37,30,17,34,16,17,23,16,21,16,27,18,14,17,21,18,33,26,28,22,28,26,19,18,21,18,26,17,21,17,17,10,13,18,12,26,21,11,6,16,10,8,18,14,16,15,13,6,6,7,12,12,7,13,5,9,7,8
E01005104,Manchester 004A,Manchester,1943,45,39,26,34,32,25,40,33,33,42,34,35,23,32,22,23,18,18,17,25,26,23,21,30,25,41,42,46,42,49,33,48,41,45,45,28,32,25,29,25,31,28,23,20,29,25,20,19,26,29,24,15,23,22,15,25,19,13,14,22,12,6,15,12,12,14,7,4,12,11,9,9,6,5,6,8,5,3,4,2,2,3,8,3,2,3,7,3,5,3,8
E01005160,Manchester 004B,Manchester,1826,31,30,32,27,41,26,31,28,30,30,14,19,25,18,20,21,15,26,23,17,17,23,16,24,27,39,25,34,30,20,49,30,38,30,43,27,35,34,24,18,28,19,15,16,21,27,16,21,17,19,28,26,20,24,14,15,23,15,24,19,10,13,17,12,16,15,17,28,26,13,15,13,6,8,14,11,12,7,10,14,4,6,7,5,3,2,3,6,6,3,10
E01005161,Manchester 004C,Manchester,1584,31,33,36,23,31,31,19,29,23,15,21,23,17,21,21,17,19,21,17,12,14,17,20,13,19,28,38,25,29,19,23,22,22,23,32,16,20,11,22,13,25,28,16,20,21,29,20,17,18,29,25,20,15,25,21,12,16,25,11,8,13,17,9,22,13,12,7,15,17,17,15,10,12,8,16,14,7,9,12,8,6,8,4,5,3,1,2,2,4,2,7
E01005162,Manchester 004D,Manchester,1775,23,20,24,29,28,25,26,17,24,30,15,23,23,22,29,22,25,27,21,26,12,17,15,17,14,34,25,40,18,20,28,22,32,30,25,27,27,28,34,30,21,26,24,19,16,20,22,25,25,22,21,23,27,18,31,19,25,22,22,16,26,21,17,19,25,18,21,18,21,21,11,8,8,8,5,8,10,3,11,13,6,7,4,8,7,0,5,3,1,2,22
E01005163,Manchester 004E,Manchester,1691,30,24,34,20,34,19,29,22,29,25,21,26,18,27,22,14,15,16,21,18,23,12,11,24,15,32,24,36,23,27,42,26,36,24,34,13,26,17,19,25,22,22,20,17,18,19,21,15,18,18,35,36,18,22,25,18,25,12,27,20,21,9,9,11,20,14,17,13,21,17,8,10,11,8,7,10,9,9,13,11,9,15,3,8,2,5,5,3,3,0,9
E01005247,Manchester 005A,Manchester,1441,18,16,16,18,11,11,11,16,17,14,20,19,13,16,13,16,18,19,17,13,11,17,17,11,13,38,31,32,22,26,13,14,10,15,11,17,16,13,14,17,14,15,12,18,18,17,16,13,15,19,26,25,29,23,27,21,24,22,14,16,16,29,18,17,12,15,15,23,20,21,17,16,9,11,15,9,9,12,9,7,9,6,9,8,10,2,3,5,6,4,25
E01005248,Manchester 005B,Manchester,1353,19,13,17,12,9,8,12,11,8,17,13,9,10,8,9,14,9,12,13,13,16,18,12,12,14,19,25,19,16,19,11,19,6,19,12,13,14,18,9,11,16,14,11,16,12,19,15,20,17,16,22,28,26,17,27,26,17,24,26,21,18,28,16,23,25,26,20,25,20,17,12,15,16,17,15,11,15,10,13,16,11,12,3,7,9,3,1,4,2,3,12
E01005249,Manchester 005C,Manchester,2067,22,37,36,22,30,30,23,25,22,26,27,19,27,24,16,17,16,20,13,11,24,38,28,24,35,39,29,31,40,49,46,32,31,25,38,32,30,25,35,24,21,23,41,14,32,41,26,23,35,27,25,33,25,36,22,22,23,20,20,30,28,25,23,14,28,24,15,20,20,20,9,10,12,12,9,8,9,5,12,4,13,14,7,6,6,12,7,5,4,6,23
E01005250,Manchester 005D,Manchester,1911,27,37,32,30,39,37,37,33,29,30,38,30,22,29,21,26,23,16,22,15,23,23,19,24,20,40,30,22,21,31,33,43,23,37,21,37,37,27,23,29,16,20,23,17,21,22,19,29,24,27,16,22,26,22,26,26,22,31,18,18,21,14,17,10,10,12,17,14,16,16,12,9,7,10,10,15,11,13,14,10,4,5,9,7,10,7,4,2,4,2,18
E01005253,Manchester 005E,Manchester,1630,24,21,34,27,25,17,26,20,30,27,22,23,24,31,23,24,30,23,34,21,24,17,17,13,18,32,34,26,22,21,24,28,18,21,16,14,29,29,18,20,11,16,21,22,15,21,23,27,21,28,20,20,24,12,19,23,23,18,17,17,11,13,13,5,10,10,12,17,14,11,7,16,10,7,7,15,9,12,10,7,17,6,3,10,8,4,2,5,1,2,11
E01005254,Manchester 005F,Manchester,1559,21,18,22,17,12,19,20,12,17,18,16,19,12,9,17,17,8,14,16,23,20,16,21,17,22,32,27,33,25,20,22,22,24,21,20,30,21,12,19,12,12,17,22,18,24,18,27,34,35,31,24,29,22,33,30,22,14,16,19,25,16,15,17,18,13,14,16,13,20,12,9,13,9,7,13,17,11,8,7,11,8,9,6,4,7,5,2,9,6,0,9
E01005164,Manchester 006A,Manchester,1981,40,61,46,47,44,35,33,29,27,29,24,24,26,15,19,24,24,28,27,25,15,21,23,19,32,37,45,38,39,49,49,49,50,33,43,29,30,23,32,21,33,28,31,36,20,22,30,37,26,24,18,18,28,17,13,17,21,17,14,15,17,12,11,9,7,22,14,11,11,14,10,12,11,6,4,5,4,4,6,3,4,3,2,2,0,2,0,2,1,0,3
E01005205,Manchester 006B,Manchester,2206,42,45,45,45,29,45,39,38,31,33,39,26,39,31,27,30,23,25,31,31,22,28,28,24,28,43,44,38,24,33,32,44,24,40,37,36,37,30,32,34,31,25,27,25,29,17,41,36,24,36,29,25,23,17,30,18,21,22,18,19,15,14,15,12,17,13,15,14,17,18,19,11,9,11,8,14,12,7,7,9,9,16,14,8,10,2,8,3,1,1,12
E01005206,Manchester 006C,Manchester,1811,20,23,25,36,30,25,14,36,20,21,28,19,13,11,17,9,17,15,13,17,31,17,18,29,22,33,28,30,33,44,31,37,30,32,31,49,39,39,29,35,25,27,22,20,24,23,31,21,24,24,29,15,22,19,22,24,26,25,22,13,13,14,19,15,21,13,11,11,16,19,20,8,8,7,12,12,9,9,8,6,5,5,5,5,4,5,5,7,0,3,12
E01005207,Manchester 006D,Manchester,2089,43,56,39,46,31,29,37,33,37,25,29,33,20,24,22,26,23,20,19,23,21,24,21,33,19,45,58,59,34,35,37,44,36,41,37,29,37,24,33,30,39,36,43,41,32,25,24,17,18,24,23,27,23,24,21,17,14,27,9,17,26,22,10,15,18,16,17,12,13,23,8,9,8,9,6,8,8,5,5,8,2,2,5,2,5,2,2,0,3,0,7
E01005223,Manchester 007A,Manchester,1458,19,20,21,23,21,21,28,17,22,16,14,15,13,17,17,17,12,24,19,21,9,20,15,23,12,32,23,27,18,20,22,20,21,18,15,23,23,24,11,19,23,17,20,18,23,26,27,29,13,33,21,29,28,26,20,22,16,18,17,16,15,15,18,15,11,13,12,11,11,11,6,10,3,11,9,7,4,5,9,5,6,3,1,4,3,4,2,6,4,6,4
E01005224,Manchester 007B,Manchester,2075,35,45,49,45,50,35,46,41,35,30,51,30,40,37,37,31,25,27,21,21,18,32,25,29,25,30,29,30,36,23,37,37,33,20,33,28,34,35,24,26,35,33,28,41,34,38,35,42,30,37,21,19,28,21,26,23,20,18,14,12,15,12,17,13,14,14,9,9,4,14,5,4,9,5,4,6,4,12,6,2,3,2,4,5,4,0,5,1,0,0,3
E01005225,Manchester 007C,Manchester,2014,53,53,36,44,46,23,18,28,22,23,32,24,32,30,30,16,21,16,16,27,22,23,29,23,23,36,31,24,27,21,27,40,28,35,27,23,25,26,26,23,18,32,28,34,27,24,23,21,26,27,23,34,26,16,32,24,19,17,19,20,19,24,13,21,13,14,10,13,20,25,19,16,19,22,12,11,14,8,9,10,9,6,11,5,8,6,7,5,3,2,21
E01005226,Manchester 007D,Manchester,1872,36,43,35,39,32,34,40,33,32,37,30,28,24,24,27,18,20,21,16,15,16,24,18,29,24,37,35,36,24,34,36,26,33,32,26,24,35,24,22,31,25,26,29,24,20,31,30,32,25,32,31,20,20,14,10,26,18,17,22,15,14,15,19,15,10,8,10,12,8,8,8,9,8,4,7,8,6,5,6,10,10,15,6,9,4,3,5,3,1,3,6
E01005229,Manchester 007E,Manchester,1519,11,15,21,17,17,20,11,17,14,15,11,12,19,13,18,16,17,18,11,11,13,16,21,19,15,26,25,25,20,22,25,22,20,26,19,20,13,17,18,15,18,8,13,13,14,15,12,27,18,25,21,23,23,20,26,29,23,31,30,17,21,17,19,13,19,18,19,18,17,24,13,15,6,12,4,11,11,12,13,12,21,13,6,8,17,11,5,8,6,7,16
E01005145,Manchester 008A,Manchester,2978,72,79,65,74,74,68,72,56,53,54,48,50,54,43,49,36,39,34,36,33,42,32,27,41,36,57,50,56,44,63,67,55,60,61,64,61,55,56,52,48,41,47,41,46,38,32,31,39,23,32,25,19,18,22,19,23,17,18,14,22,19,11,14,16,8,18,8,9,9,4,10,14,17,6,9,11,15,10,11,4,10,5,7,8,3,3,8,5,4,3,16
E01005146,Manchester 008B,Manchester,2688,58,63,61,53,69,53,63,53,47,42,46,42,34,35,39,27,25,26,31,34,30,34,27,41,26,47,61,57,55,51,63,70,43,52,57,46,49,32,42,40,41,30,39,44,36,34,30,27,22,25,30,26,14,19,26,22,26,15,16,17,19,24,13,14,13,10,16,12,15,14,8,7,13,14,8,8,9,8,11,9,5,11,7,10,4,8,6,4,1,4,20
E01005149,Manchester 008C,Manchester,1857,36,45,41,36,40,36,35,35,32,41,35,34,32,39,32,30,27,39,26,23,31,25,29,28,22,29,30,23,35,26,32,34,28,22,21,28,35,18,28,22,35,31,21,40,22,26,25,27,26,16,15,20,13,12,13,9,13,13,15,15,13,6,14,13,8,12,12,7,13,7,5,6,6,4,7,5,5,4,6,5,9,14,8,4,2,3,1,3,4,2,2
E01005165,Manchester 008D,Manchester,2369,59,45,37,45,54,43,29,49,34,47,38,26,31,19,28,24,23,23,19,19,19,21,35,27,34,55,55,57,50,50,40,53,54,56,37,50,41,40,47,45,28,39,34,25,38,26,21,23,14,27,26,21,25,21,22,17,16,21,15,17,19,18,15,14,18,15,22,18,13,22,11,5,3,13,6,7,11,9,6,18,12,5,7,11,6,3,2,4,1,6,15
E01005166,Manchester 008E,Manchester,1946,43,39,32,33,38,35,35,33,33,39,22,31,21,28,20,31,31,27,25,21,22,22,23,23,24,36,36,27,21,33,39,41,41,35,35,31,27,35,27,31,22,26,28,32,25,27,19,20,22,25,14,24,12,18,18,22,12,13,18,15,14,18,18,16,14,10,10,10,13,5,3,2,5,8,9,5,14,14,9,10,8,11,10,6,13,6,7,7,7,9,17
E01005167,Manchester 008F,Manchester,2221,39,49,45,56,59,44,48,55,61,41,45,44,38,37,34,36,38,30,35,31,28,23,26,31,29,42,45,49,35,32,45,47,44,40,36,45,35,36,30,30,23,29,34,23,25,32,22,32,25,25,19,23,20,20,21,16,16,20,17,12,15,9,11,9,11,8,18,11,7,5,5,7,2,6,7,6,1,3,5,3,1,1,1,4,6,2,1,0,2,3,4
E01005202,Manchester 009A,Manchester,1944,24,46,42,36,38,52,30,47,40,41,24,37,24,34,20,25,22,28,27,33,19,16,18,16,14,31,30,27,34,19,28,27,24,35,20,31,35,16,22,24,23,29,30,37,26,27,27,24,24,24,23,26,25,23,32,17,15,20,19,14,20,11,16,20,13,16,22,14,12,22,11,11,9,7,3,8,9,13,8,11,8,7,4,7,2,1,1,3,6,2,6
E01005203,Manchester 009B,Manchester,2058,42,38,34,46,42,35,31,26,24,25,29,32,29,30,19,21,16,15,21,14,20,22,21,27,26,34,28,31,28,34,54,65,50,47,42,33,40,28,41,26,26,31,34,30,25,27,35,26,21,33,28,16,26,31,27,18,24,15,12,17,9,18,13,15,16,18,15,10,16,20,13,13,9,12,11,10,17,8,13,9,1,3,3,2,4,1,2,4,1,1,3
E01005227,Manchester 009D,Manchester,1974,52,35,46,43,34,47,46,42,42,37,31,39,23,33,29,17,16,23,24,21,19,21,27,22,23,40,32,33,26,30,33,29,26,31,32,22,25,22,27,24,18,27,24,26,25,21,17,24,14,27,26,37,31,26,22,24,16,19,20,20,24,13,13,24,17,16,9,14,16,19,15,13,13,11,6,7,5,4,4,7,7,4,1,3,2,3,3,3,4,1,5
E01005228,Manchester 009E,Manchester,2008,43,48,42,46,49,39,37,27,26,31,44,28,26,24,40,27,20,26,31,30,27,20,26,26,32,48,48,46,51,34,21,34,30,30,26,25,28,27,24,17,31,31,29,30,32,21,25,31,25,43,22,28,15,20,19,13,16,14,9,16,12,12,7,7,9,9,8,10,18,16,6,14,10,13,8,7,6,5,5,11,10,5,5,0,3,2,2,2,5,1,6
E01033678,Manchester 009F,Manchester,1779,26,22,31,34,37,36,41,21,38,39,33,24,21,28,27,24,26,32,25,21,25,30,20,21,24,42,29,39,31,29,23,27,23,25,23,21,33,30,23,25,30,27,32,34,23,21,20,26,23,19,22,27,21,22,19,15,13,19,13,10,13,18,8,8,5,7,12,13,2,8,6,4,6,7,2,12,5,10,11,7,8,9,6,7,7,3,3,2,2,1,2
E01033679,Manchester 009G,Manchester,1361,24,20,22,27,20,11,20,22,23,25,16,13,20,27,23,16,21,21,14,14,15,17,22,9,14,26,25,22,20,12,26,15,15,16,24,26,26,14,31,24,13,15,20,21,15,23,16,24,19,19,14,23,23,25,14,14,16,19,18,16,14,16,12,10,8,8,11,12,9,12,11,9,9,3,5,4,5,3,4,4,3,5,1,3,3,2,2,3,3,1,1
E01005256,Manchester 011A,Manchester,2491,61,45,52,44,42,42,58,59,41,37,38,27,27,30,22,24,38,36,23,25,25,26,20,24,26,46,46,41,51,56,50,51,52,38,39,40,37,37,40,31,35,32,28,35,35,33,34,29,26,37,23,23,21,29,27,25,23,23,31,26,28,19,15,16,19,21,16,17,12,21,16,24,19,9,13,16,7,21,7,4,6,7,4,6,4,2,2,1,3,3,11
E01005257,Manchester 011B,Manchester,1864,34,37,48,41,50,30,27,28,44,28,34,34,17,29,16,30,19,24,28,20,18,22,23,20,18,21,27,33,33,21,34,30,23,22,28,39,26,24,27,21,19,28,28,16,21,17,23,26,20,29,27,22,18,24,26,18,29,21,13,32,20,16,12,19,14,13,15,10,11,18,11,8,11,10,14,10,9,5,10,7,3,4,2,3,1,2,3,5,1,3,9
E01005258,Manchester 011C,Manchester,1762,31,21,25,26,29,25,24,23,30,29,19,15,15,15,16,19,10,11,14,19,19,21,18,31,23,39,33,20,27,23,28,32,31,22,22,15,19,28,10,15,23,17,23,20,19,22,21,20,22,18,28,24,24,20,22,18,23,24,22,26,17,19,17,26,20,22,24,21,18,28,14,16,11,15,16,7,5,9,13,8,11,9,8,13,8,12,8,5,4,9,21
E01005259,Manchester 011D,Manchester,1753,47,45,31,47,42,52,31,34,40,27,13,22,17,9,10,11,11,15,17,15,18,24,22,18,29,52,41,34,30,29,31,27,23,29,33,22,28,15,11,15,17,21,23,20,24,11,16,19,16,17,13,24,21,20,25,21,15,14,14,21,22,18,20,17,13,20,13,20,20,13,11,12,11,8,8,10,7,6,10,6,3,4,3,4,5,5,2,6,6,3,8
E01005260,Manchester 011E,Manchester,1410,15,16,14,16,15,12,13,14,15,19,20,18,12,11,12,10,21,14,13,22,13,14,8,16,16,46,24,37,27,30,19,17,10,20,15,14,23,23,15,19,14,11,14,12,16,15,16,15,22,23,23,34,20,19,25,23,20,17,17,11,18,15,19,15,16,5,13,29,19,23,9,14,10,15,15,8,6,12,7,8,7,6,6,4,2,5,5,12,4,1,7
E01005093,Manchester 012A,Manchester,1706,28,34,29,27,40,23,35,28,35,28,30,24,32,29,27,20,24,23,19,23,18,14,15,18,16,23,28,25,31,16,25,23,26,31,25,26,28,24,21,20,15,19,27,20,25,22,21,20,20,14,18,11,21,18,14,17,19,17,17,21,14,17,19,10,13,9,14,14,13,19,11,13,14,13,9,9,10,10,13,11,8,8,3,6,5,11,5,2,3,4,9
E01005094,Manchester 012B,Manchester,1491,23,32,33,30,29,33,24,30,24,22,24,21,28,17,22,19,28,19,15,18,16,9,20,14,15,26,24,21,19,15,21,19,27,15,19,15,24,20,18,20,24,13,10,20,22,20,29,20,18,17,13,19,22,17,16,21,21,11,16,23,14,13,10,10,9,12,19,15,15,13,9,5,7,7,5,12,6,5,12,12,2,3,2,2,3,12,6,2,0,5,4
E01005097,Manchester 012C,Manchester,1731,24,27,27,30,34,43,28,46,23,42,38,31,33,37,34,29,30,33,31,31,20,17,13,30,18,30,22,32,19,25,17,15,19,16,16,32,40,21,24,24,19,21,27,21,25,23,18,29,21,19,18,23,19,20,17,8,14,11,14,16,14,14,16,16,15,13,10,8,11,13,14,5,12,13,12,9,10,7,4,1,3,4,2,3,8,1,1,0,0,1,7
E01005255,Manchester 012D,Manchester,1681,24,34,22,20,29,34,30,32,25,23,20,26,18,16,30,18,16,15,24,18,9,19,19,21,15,37,24,30,24,14,28,30,24,21,15,27,20,18,26,28,19,26,22,16,21,30,15,27,27,15,20,29,22,21,22,23,14,25,16,25,14,18,18,16,18,20,7,18,12,17,8,12,20,12,14,14,12,18,8,4,5,2,4,3,9,2,1,10,1,2,4
E01005261,Manchester 012E,Manchester,1772,34,35,28,36,34,40,44,33,37,39,32,32,24,20,22,31,21,25,27,24,19,15,20,16,24,30,28,26,14,22,27,21,22,28,27,25,35,27,23,21,21,22,26,20,22,18,27,25,20,21,25,24,26,23,32,19,17,14,14,19,18,13,14,12,18,17,8,7,11,18,9,12,4,5,1,3,14,8,14,2,8,7,2,6,5,2,2,3,1,2,3
E01005129,Manchester 013B,Manchester,1615,22,21,23,19,23,39,32,29,23,29,24,32,27,15,33,14,19,19,17,19,23,18,15,18,15,31,37,26,32,31,37,32,20,28,30,35,20,30,27,20,26,22,22,17,22,11,14,16,11,17,20,27,24,26,19,24,26,16,18,21,18,12,16,17,11,14,10,2,12,9,9,11,3,4,8,7,6,5,8,0,5,3,2,1,1,2,4,4,0,1,7
E01005132,Manchester 013C,Manchester,1744,35,50,34,39,35,33,22,26,31,27,26,29,12,23,24,17,27,21,19,19,17,16,19,15,20,29,31,32,33,21,48,28,26,38,34,27,26,21,17,32,22,20,15,24,19,22,23,27,19,28,19,25,18,18,28,24,21,18,11,16,17,13,15,11,8,20,5,15,16,14,13,8,9,4,13,8,5,5,6,5,8,5,5,1,4,4,3,0,1,1,6
E01005133,Manchester 013D,Manchester,1759,22,13,7,21,11,21,15,14,9,13,10,9,5,11,8,16,7,10,13,16,31,53,45,52,50,71,64,65,56,54,49,49,45,44,38,28,22,27,17,20,23,22,24,24,20,15,15,15,19,25,19,21,18,14,19,18,18,19,12,22,14,12,17,14,10,18,17,14,16,11,7,6,6,8,6,6,6,10,4,7,6,4,1,3,5,3,4,4,2,2,3
