atco_code,common_name,street,area_code,area_name,lon,lat
1800SJ03511,Flixton Terminus,Carrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02271,Flixton Village,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02281,Flixton Village,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ10931,Football Ground,Stamford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ40991,Football Ground,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11881,Football Ground,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04651,Fountains Road,Winchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49471,Framingham Road,Brooklands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17781,Friars Court,Sibson Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17761,Furness Road,Winchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJH1481,Gaddum Rd,Bow Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11201,Garrick Playhouse,Barrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48541,George Richards Way,Manchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02331,Girls High School,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02341,Girls High School,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04401,Glen Avenue,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04441,Glen Avenue,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02261,Golf Club,Church Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02251,Golf Club,Church Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32161,Gorse Ave,Greatstone Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ32151,Gorse Ave,Greatstone Road,E08000009,Trafford,-2.36572,53.41671
1800SJ16921,Gorse Hill Park,Talbot Road,E08000009,Trafford,-2.36572,53.41671
1800SJ16931,Gorse Hill Park,Talbot Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48721,Gorsey Lane,Dunham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11111,Gorsey Lane,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11171,Gorsey Lane,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48571,Gorsey Lane,Dunham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41481,Grange Avenue,Hale Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47551,Gratrix Lane,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41351,Graysands Road,Hale Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41461,Graysands Road,Hale Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32181,Greatstone Road,The Quadrant,E08000009,Trafford,-2.36572,53.41671
1800SJ00391,Greatstone Road,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32171,Greatstone Road,The Quadrant,E08000009,Trafford,-2.36572,53.41671
1800SJ00151,Greatstone Road,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11651,Green Lane,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ17491,Green Lane,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11371,Greengate,Chapel Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04391,Grosvenor Road,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41311,Grove Lane,Ash Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ01581,Guiness Circle,Centenary Way,E08000009,Trafford,-2.36572,53.41671
1800SJ01641,Guinness Circle,Centenary Way,E08000009,Trafford,-2.36572,53.41671
1800SJ01631,Guinness Circle,Guiness Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11401,Hale Road,High Elm Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11411,Hale Road,High Elm Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11261,Hale Station,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11871,Hale Station,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11271,Hale Village,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11861,Hale Village,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02891,Hall Farm Ave,Cornhill Road,E08000009,Trafford,-2.36572,53.41671
1800SJ09031,Hall Farm Ave,Cornhill Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ05861,Harboro Road,Firs Road,E08000009,Trafford,-2.36572,53.41671
1800SJ09681,Harcourt Road,Manchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48271,Hardwick Road,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ40751,Hare and Hounds,Stockport Road,E08000009,Trafford,-2.36572,53.41671
1800SJ40891,Hare and Hounds,Stockport Road,E08000009,Trafford,-2.36572,53.41671
1800SJ12061,Harewood Avenue,Manor Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ02441,Hartford Road,Lostock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02431,Hartford Road,Lostock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11181,Hartley Road,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11101,Hartley Road,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01501,Hattons Road,Westinghouse Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01511,Hattons Road,Westinghouse Rd,E08000009,Trafford,-2.36572,53.41671
1800SJH1511,Hayeswater Road,Hayeswater Road,E08000009,Trafford,-2.36572,53.41671
1800SJH0141,Hayeswater Road,Hayeswater Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02471,Hayeswater Road,Davyhulme Road,E08000009,Trafford,-2.36572,53.41671
1800SJ18971,Hayfield Street,NA,E08000009,Trafford,-2.36572,53.41671
1800SJ12451,Hayfield Street,NA,E08000009,Trafford,-2.36572,53.41671
1800SJ11231,Hazel Road,Barrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11221,Hazel Road,Barrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ10791,Heald Road,Langham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ10631,Heald Road,Langham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03671,Health Centre,Central Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41181,Health Centre,Shay Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ41051,Health Centre,Shay Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ47701,Helsby Road,Norris Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47681,Helsby Road,Norris Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30491,Henrietta Street,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30481,Henrietta Street,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30471,Henry Street,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30461,Henry Street,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49151,Heyes Lane,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49301,Heyes Lane,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11391,High Elm Road,Greengate,E08000009,Trafford,-2.36572,53.41671
1800SJ00171,High Elm Road,Hale Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11351,High Elm Road,Chapel Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11461,High Elm Road,Chapel Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ10971,High School,Green Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11041,High School,Green Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ09221,Higher Rd,Higher Road,E08000009,Trafford,-2.36572,53.41671
1800SJ09231,Higher Rd,Higher Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32251,Hillingdon Road,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32261,Hillingdon Road,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04231,Hillington Road,Ashton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04361,Hillington Road,Ashton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ00641,Hilrose Avenue,Bradfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17791,Hilrose Avenue,Bradfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49101,Hollinscroft Avenue,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49031,Hollinscroft Avenue,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ08581,Holt Street,Sinderland Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48421,Holt Street,Sinderland Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03361,Homelands Road,Washway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03381,Homelands Road,Washway Road,E08000009,Trafford,-2.36572,53.41671
1800SJH1331,Humphrey Lane,Bradfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJH0751,Humphrey Park Rail Stn,Derbyshire Ln W,E08000009,Trafford,-2.36572,53.41671
1800SJ16981,Humphrey Park Station,Chatsworth Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04671,Humphrey Park Station,Chatsworth Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00671,Humphrey Pk Station,Derbyshire Ln W,E08000009,Trafford,-2.36572,53.41671
1800SJ03871,Hurst Avenue,Cherry Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03701,Hurst Avenue,Cherry Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ01361,Icopal,Barton Dock Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ17681,Imperial War Museum,Trafford  Wharf Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17691,Imperial War Museum,Trafford  Wharf Road,E08000009,Trafford,-2.36572,53.41671
1800SJ15681,Imperial War Museum Metrolink Stop,Trafford  Wharf Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04101,intu Trafford Centre Metrolink Stop,Barton Dock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04081,intu Trafford Centre Metrolink Stop,Barton Dock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02651,Irlam Rd,Woodsend Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ02661,Irlam Rd,Woodsend Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ15021,Irlam Road,Lytham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02301,Irlam Road,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ16481,Irlam Road,Lytham Road,E08000009,Trafford,-2.36572,53.41671
1800SJH2191,Irlam Road,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02291,Irlam Road,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ09101,John Gilbert Way,Wharfside Way,E08000009,Trafford,-2.36572,53.41671
1800SJ02081,John Gilbert Way,Wharfside Way,E08000009,Trafford,-2.36572,53.41671
1800SJ11191,John Leigh Park,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11091,John Leigh Park,Oldfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01551,Kellogg's,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01461,Kellogg's,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01421,Kellogg's,Barton Dock Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01351,Kellogg's,Barton Dock Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ49051,Keswick Road,Greystoke Ave,E08000009,Trafford,-2.36572,53.41671
1800SJ49081,Keswick Road,Greystoke Ave,E08000009,Trafford,-2.36572,53.41671
1800SJ30171,Kings Road,Seymour Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ30041,Kings Road,Upp Chorlton Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ30181,Kings Road,Seymour Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ32201,Kings Terrace,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32211,Kings Terrace,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03141,Kingsway Park,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ09701,Ladybrook Avenue,Langham Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ00721,Ladybrook Avenue,Langham Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ15941,Lake Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01701,Lake Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ49021,Lakes Medical Centre,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49111,Lakes Medical Centre,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ16951,Lancashire Cricket Ground,Talbot Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47991,Langdale Rd,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ48071,Langdale Rd,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49131,Larkhill Close,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49321,Larkhill Close,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH0411,Laurel Walk,Laurel Walk,E08000009,Trafford,-2.36572,53.41671
1800SJ02811,Lawrence Road,Moorside Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02801,Lawrence Road,Moorside Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48391,Lee Avenue,Craven Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47441,Legh Arms,Old Hall Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49201,Leys Road,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49181,Leys Road,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJ08661,Link Walk,Oak Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48051,Link Walk,Oak Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03931,Lismore Way,Iona Way,E08000009,Trafford,-2.36572,53.41671
1800SJ03941,Lismore Way,Iona Way,E08000009,Trafford,-2.36572,53.41671
1800SJ09631,Lloyd Street,The Downs,E08000009,Trafford,-2.36572,53.41671
1800SJH0221,Lock Lane,Lock Ln,E08000009,Trafford,-2.36572,53.41671
1800SJH0161,Lock Ln,Lock Ln,E08000009,Trafford,-2.36572,53.41671
1800SJ01241,Lodge Avenue,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48011,Long Walk,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ32341,Longford Park,Edge Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ32331,Longford Park,Edge Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH1861,Loreto Grammar School,Hartley Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ00971,Lostock Circle,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00961,Lostock Circle,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00941,Lostock Clinic,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00991,Lostock Shops,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47831,Lynwood Grove,Broad Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04141,Lyons Rd,Ashburton Rd W,E08000009,Trafford,-2.36572,53.41671
1800SJ03251,Lyons Road,Ashburton Rd W,E08000009,Trafford,-2.36572,53.41671
1800SJ02761,Lytham Road,Woodsend Cres R,E08000009,Trafford,-2.36572,53.41671
1800SJ04491,Magistrates Court,Ashton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11001,Mainwood Road,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11011,Mainwood Road,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49191,Malpas Drive,Park Road,E08000009,Trafford,-2.36572,53.41671
1800SJH0381,Manchester Rd,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ00561,Manchester Road,Sinderland Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03591,Manor Ave,Carrington Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04531,Manor Avenue,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03791,Manor Avenue,Firs Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03781,Manor Avenue,Firs Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03601,Manor Avenue,Carrington Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04521,Manor Avenue,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03641,Manor High School,Manor Avenue,E08000009,Trafford,-2.36572,53.41671
1800SB15551,Maple Rd,Brooklands Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ02821,Mardale Avenue,Moorside Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02831,Mardale Avenue,Moorside Road,E08000009,Trafford,-2.36572,53.41671
1800SJ05921,Market,Springfield Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ47341,Market,Springfield Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ03441,Marks and Spencer,Washway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03311,Marks and Spencer,Washway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49011,Marshfield Road,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49121,Marshfield Road,Mainwood Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47191,Marsland Rd,Marsland Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47621,Marsland Road,Derbyshire Rd S,E08000009,Trafford,-2.36572,53.41671
1800SJ47781,Marsland Road,Derbyshire Rd S,E08000009,Trafford,-2.36572,53.41671
1800SJ47241,Marsland Road,Link Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32231,Marston Road,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32241,Marston Road,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01781,Matt Busby Way,Wharfside Way,E08000009,Trafford,-2.36572,53.41671
1800SJ41291,Meadow Way,Grove Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ41111,Meadow Way,Grove Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03021,Medical Ctr,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ03111,Medical Ctr,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ01691,Mellors Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01941,Mellors Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ30151,Memorial Hospital,Seymour Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ30161,Memorial Hospital,Seymour Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ03581,Mersey Farm,Carrington Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03461,Mersey Road,Cross Street,E08000009,Trafford,-2.36572,53.41671
1800SJ40901,Merton Grove,Stockport Road,E08000009,Trafford,-2.36572,53.41671
1800SJ40971,Merton Grove,Stockport Road,E08000009,Trafford,-2.36572,53.41671
1800SJ14831,Methodist Church,Stockport Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48081,Methodist Church,Warburton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ48301,Methodist Church,Warburton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ48161,Millhouse Cafe,Manchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48191,Millhouse Cafe,Manchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47941,Milner Avenue,Barlow Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48381,Milner Avenue,Barlow Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04431,Milton Grove,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04411,Milton Grove,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00701,Milton Road,Renton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00651,Montrose Ave,Derbyshire Ln W,E08000009,Trafford,-2.36572,53.41671
1800SJ00661,Montrose Avenue,Derbyshire Lane West,E08000009,Trafford,-2.36572,53.41671
1800SJ01661,Moorings Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJH0911,Moorings Road,Moorings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47331,Moorside Court,Sibson Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01201,Moorside Road,Crofts Bank Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01161,Moorside Road East,Crofts Bank Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ03521,Morris Grove,Carrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03531,Morris Grove,Carrington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01911,Mosley Road,Village Way,E08000009,Trafford,-2.36572,53.41671
1800SJ01571,Mosley Road,Village Way,E08000009,Trafford,-2.36572,53.41671
1800SJ48591,Moss Brow,Dunham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48701,Moss Brow,Dunham Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49441,Moss Lane,Brookway,E08000009,Trafford,-2.36572,53.41671
1800SJH1241,Moss Lane,NA,E08000009,Trafford,-2.36572,53.41671
1800SJH0291,Moss Lane,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH1081,Moss Lane,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH1101,Moss Lane,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ48351,Moss Lane,Warburton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH1091,Moss Lane,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH0491,Moss Lane,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49351,Moss Lane,Brookway,E08000009,Trafford,-2.36572,53.41671
1800SJH0721,Moss Lane,NA,E08000009,Trafford,-2.36572,53.41671
1800SJH0521,Moss Ln,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ01431,Moss Park Road,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01051,Moss Park Road,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ12341,Moss Road,Davyhulme Rd E,E08000009,Trafford,-2.36572,53.41671
1800SJ00901,Moss Road,Derbyshire Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49451,Moss Trooper,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ49341,Moss Trooper,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ02421,Moss Vale Hotel,Lostock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02411,Moss Vale Hotel,Lostock Road,E08000009,Trafford,-2.36572,53.41671
1800SJ15861,Moss Vale Road,Winchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11641,Moss Vale Road,Winchester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49091,Mossfield Road,Greystoke Ave,E08000009,Trafford,-2.36572,53.41671
1800SJ11281,Murieston Road,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11851,Murieston Road,Ashley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03221,Nash Rd,Ashburton Rd W,E08000009,Trafford,-2.36572,53.41671
1800SJ04171,Nash Road,Ashburton Rd W,E08000009,Trafford,-2.36572,53.41671
1800SJ49371,Navigation Road Tram Stop,Wellington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49421,Navigation Road Tram Stop,Wellington Road,E08000009,Trafford,-2.36572,53.41671
1800SJH2811,New Wellington High School,Mossgrove Road,E08000009,Trafford,-2.36572,53.41671
1800SJH1701,New Wellington HS,Moss Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ47751,Newby Drive,Conway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47731,Newby Drive,Conway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ14921,Newton Road,Flixton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03621,Nisa,Manor Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ03631,Nisa,Manor Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ47451,Norley Drive,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJH0791,Norris Road,Norris Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47081,Norris Road,Brooklands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47761,Norris Road,Conway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47471,Norris Road,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJH0771,Norris Road,Norris Road,E08000009,Trafford,-2.36572,53.41671
1800SJ08941,Norris Road,Brooklands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47541,Norris Road,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47721,Norris Road,Conway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47641,Norris Road,Derbyshire Rd S,E08000009,Trafford,-2.36572,53.41671
1800SJ47691,Northenden Road,Norris Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47741,Northenden Road,Conway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32311,Norwood Road,Edge Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ32321,Norwood Road,Edge Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ30261,Nuttall Street,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30251,Nuttall Street,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48341,Oak Road,Warburton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ47971,Oak Road,Warburton Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ48031,Oak Road,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04201,Oaklands Drive,Oaklands Drive,E08000009,Trafford,-2.36572,53.41671
1800SJ32101,Oaklands House,Talbot Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32091,Oaklands House,Talbot Road,E08000009,Trafford,-2.36572,53.41671
1800SJ18521,Ocean Street,Atlantic St,E08000009,Trafford,-2.36572,53.41671
1800SJ04271,Okehampton Crescent,Firs Road,E08000009,Trafford,-2.36572,53.41671
1800SJ04301,Okehampton Crescent,Firs Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00951,Old Hall Road,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00981,Old Hall Road,Barton Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11051,Old Meadow Lane,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH2311,Old Meadow Lane,Old Meadow Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ10961,Old Meadow Lane,Thorley Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03161,Old Park Lane,Trafford Boulevard,E08000009,Trafford,-2.36572,53.41671
1800SJ03981,Old Park Lane,Trafford Boulevard,E08000009,Trafford,-2.36572,53.41671
1800SJ11141,Oldfield Road,Greenway,E08000009,Trafford,-2.36572,53.41671
1800SJ47841,Oldfield Road,Broad Road,E08000009,Trafford,-2.36572,53.41671
1800SJ15831,Oldfield Shops,Seamons Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48631,Paddock Lane,Townfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ48661,Paddock Lane,Townfield Road,E08000009,Trafford,-2.36572,53.41671
1800SJ30221,Paragon House,Seymour Grove,E08000009,Trafford,-2.36572,53.41671
1800SJ47421,Park House,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01011,Park Road,Derbyshire Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11841,Park Road,Ashley Road,E08000009,Trafford,-2.36572,53.41671
