AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,text,easting,northing,lng,lat
102357952017,2017-09-18,Sep,Mon,19,Pedal Cycle,Slight,Daylight,Male,36-45,Manchester,At 19:07 on Monday 18 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383759,400323,-2.2463003570530486,53.49935072664756
102357972017,2017-10-02,Oct,Mon,11,Taxi,Slight,Daylight,Male,46-55,Manchester,At 11:15 on Monday 02 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383561,395277,-2.2490191976841114,53.453989291131215
102358012017,2017-10-05,Oct,Thu,12,Car,Slight,Daylight,Female,36-45,Manchester,At 12:01 on Thursday 05 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,388373,396123,-2.1765881437745094,53.461722708039275
102358052017,2017-09-26,Sep,Tue,11,Car,Slight,Daylight,Female,46-55,Manchester,At 11:43 on Tuesday 26 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385370,395274,-2.2217778669358377,53.454016054852985
102358122017,2017-09-27,Sep,Wed,16,Pedal Cycle,Serious,Daylight,Male,36-45,Manchester,At 16:20 on Wednesday 27 September 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,384139,397471,-2.240426793686588,53.47372764086889
102358252017,2017-09-29,Sep,Fri,10,Car,Slight,Daylight,Male,21-25,Manchester,At 10:00 on Friday 29 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383380,394090,-2.251681676647644,53.443314347212976
102358252017,2017-09-29,Sep,Fri,10,Car,Slight,Daylight,Male,56-65,Manchester,At 10:00 on Friday 29 September 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,383380,394090,-2.251681676647644,53.443314347212976
102358252017,2017-09-29,Sep,Fri,10,Car,Slight,Daylight,Male,21-25,Manchester,At 10:00 on Friday 29 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,383380,394090,-2.251681676647644,53.443314347212976
102358352017,2017-10-06,Oct,Fri,21,Pedestrian,Slight,Dark,Female,21-25,Manchester,At 21:55 on Friday 06 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,387125,395894,-2.1953753966734055,53.45963506386003
102358402017,2017-09-12,Sep,Tue,9,Pedestrian,Slight,Daylight,Male,46-55,Manchester,At 09:14 on Tuesday 12 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384457,398010,-2.235662778991506,53.47858192254504
102358462017,2017-10-02,Oct,Mon,12,Bus or Coach,Slight,Daylight,Female,66-75,Manchester,At 12:55 on Monday 02 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384006,397727,-2.2424436566984527,53.47602460941478
102358692017,2017-10-07,Oct,Sat,21,Car,Serious,Dark,Male,21-25,Manchester,At 21:38 on Saturday 07 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,385139,393024,-2.2251493541317733,53.43378559324587
102358692017,2017-10-07,Oct,Sat,21,Car,Slight,Dark,Male,46-55,Manchester,At 21:38 on Saturday 07 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,385139,393024,-2.2251493541317733,53.43378559324587
102359042017,2017-09-30,Sep,Sat,15,Car,Slight,Daylight,Male,46-55,Manchester,At 15:10 on Saturday 30 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385793,395498,-2.215418229385853,53.456041126193554
102359042017,2017-09-30,Sep,Sat,15,Car,Slight,Daylight,Female,21-25,Manchester,At 15:10 on Saturday 30 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,385793,395498,-2.215418229385853,53.456041126193554
102359092017,2017-10-02,Oct,Mon,4,Pedal Cycle,Slight,Dark,Male,46-55,Manchester,At 04:35 on Monday 02 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384560,402523,-2.234334645942542,53.51914931741409
102359332017,2017-09-29,Sep,Fri,8,Pedal Cycle,Slight,Daylight,Female,36-45,Manchester,At 08:11 on Friday 29 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386201,395961,-2.2092944653492497,53.46021369226885
102359632017,2017-10-07,Oct,Sat,14,Car,Slight,Daylight,Male,16-20,Manchester,At 14:00 on Saturday 07 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,386285,392831,-2.2078917740386057,53.432082126042125
102359992017,2017-10-08,Oct,Sun,9,Car,Slight,Daylight,Female,26-35,Manchester,At 09:05 on Sunday 08 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,389634,396697,-2.157614738389332,53.46690866390404
102359992017,2017-10-08,Oct,Sun,9,Car,Slight,Daylight,Female,21-25,Manchester,At 09:05 on Sunday 08 October 2017 a slight collision occured involving  1 vehicle(s) and  2 casualtie(s).,389634,396697,-2.157614738389332,53.46690866390404
102359992017,2017-10-08,Oct,Sun,9,Car,Slight,Daylight,Male,21-25,Manchester,At 09:05 on Sunday 08 October 2017 a slight collision occured involving  1 vehicle(s) and  3 casualtie(s).,389634,396697,-2.157614738389332,53.46690866390404
102360382017,2017-10-06,Oct,Fri,17,Car,Slight,Daylight,Male,26-35,Manchester,At 17:08 on Friday 06 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385431,390238,-2.2206244756568134,53.408751962443056
102360382017,2017-10-06,Oct,Fri,17,Car,Slight,Daylight,Male,36-45,Manchester,At 17:08 on Friday 06 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,385431,390238,-2.2206244756568134,53.408751962443056
102360442017,2017-09-28,Sep,Thu,16,Pedestrian,Slight,Daylight,Female,11-15,Manchester,At 16:21 on Thursday 28 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,382248,387064,-2.2683256642923926,53.38012441157278
102360452017,2017-09-29,Sep,Fri,13,Pedal Cycle,Slight,Daylight,Male,16-20,Manchester,At 13:12 on Friday 29 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384200,401600,-2.239717209627418,53.51084233684336
102360482017,2017-10-07,Oct,Sat,21,Pedal Cycle,Slight,Dark,Female,26-35,Manchester,At 21:15 on Saturday 07 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383694,397184,-2.2471160136526276,53.47113429025334
102360502017,2017-10-14,Oct,Sat,18,Pedestrian,Slight,Dark,Male,21-25,Manchester,At 18:30 on Saturday 14 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383462,399765,-2.2507479337322738,53.49432592351533
102360582017,2017-10-12,Oct,Thu,15,Pedal Cycle,Slight,Daylight,Male,11-15,Manchester,At 15:20 on Thursday 12 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,387268,396954,-2.1932650385909422,53.4691662830972
102360592017,2017-10-11,Oct,Wed,8,Powered 2 Wheeler,Slight,Daylight,Male,26-35,Manchester,At 08:20 on Wednesday 11 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385934,402573,-2.213614508444683,53.51963759593717
102360612017,2017-10-10,Oct,Tue,16,Car,Slight,Daylight,Female,46-55,Manchester,At 16:35 on Tuesday 10 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386268,394805,-2.208234484089525,53.44982485116812
102360612017,2017-10-10,Oct,Tue,16,Car,Slight,Daylight,Female,46-55,Manchester,At 16:35 on Tuesday 10 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,386268,394805,-2.208234484089525,53.44982485116812
102360742017,2017-10-04,Oct,Wed,11,Pedal Cycle,Slight,Daylight,Male,16-20,Manchester,At 11:15 on Wednesday 04 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385590,394011,-2.2184066385441015,53.44266979341214
102361192017,2017-10-11,Oct,Wed,19,Car,Slight,Dark,Male,26-35,Manchester,At 19:40 on Wednesday 11 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386722,401913,-2.2017016871949164,53.51372596995312
102361322017,2017-10-08,Oct,Sun,2,Taxi,Slight,Dark,Male,36-45,Manchester,At 02:05 on Sunday 08 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383571,397976,-2.249010690917607,53.478249220213655
102361762017,2017-10-10,Oct,Tue,8,Car,Slight,Daylight,Male,66-75,Manchester,At 08:10 on Tuesday 10 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386427,394146,-2.205811712579323,53.44390563122549
102361982017,2017-10-19,Oct,Thu,4,Car,Slight,Dark,Male,56-65,Manchester,At 04:55 on Thursday 19 October 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,382204,388820,-2.2690867078136985,53.395906684999225
102361982017,2017-10-19,Oct,Thu,4,Car,Slight,Dark,Male,26-35,Manchester,At 04:55 on Thursday 19 October 2017 a slight collision occured involving  3 vehicle(s) and  2 casualtie(s).,382204,388820,-2.2690867078136985,53.395906684999225
102361982017,2017-10-19,Oct,Thu,4,Car,Slight,Dark,Female,26-35,Manchester,At 04:55 on Thursday 19 October 2017 a slight collision occured involving  3 vehicle(s) and  3 casualtie(s).,382204,388820,-2.2690867078136985,53.395906684999225
102361992017,2017-10-15,Oct,Sun,10,Car,Slight,Daylight,Female,66-75,Manchester,At 10:15 on Sunday 15 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382279,390038,-2.2680277044651933,53.40685716341274
102362032017,2017-10-16,Oct,Mon,11,Car,Slight,Daylight,Female,56-65,Manchester,At 11:35 on Monday 16 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384456,397252,-2.235640058000124,53.471768710816995
102362042017,2017-10-12,Oct,Thu,11,Car,Slight,Daylight,Male,26-35,Manchester,At 11:45 on Thursday 12 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,388150,394480,-2.179884346542216,53.44694969930339
102362042017,2017-10-12,Oct,Thu,11,Car,Slight,Daylight,Female,26-35,Manchester,At 11:45 on Thursday 12 October 2017 a slight collision occured involving  1 vehicle(s) and  2 casualtie(s).,388150,394480,-2.179884346542216,53.44694969930339
102362172017,2017-10-16,Oct,Mon,13,Car,Slight,Daylight,Female,26-35,Manchester,At 13:13 on Monday 16 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386546,393925,-2.2040106203898606,53.4419222640019
102362172017,2017-10-16,Oct,Mon,13,Car,Slight,Daylight,Female,56-65,Manchester,At 13:13 on Monday 16 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,386546,393925,-2.2040106203898606,53.4419222640019
102362222017,2017-10-06,Oct,Fri,10,Car,Slight,Daylight,Female,26-35,Manchester,At 10:10 on Friday 06 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,388291,403443,-2.1780990566850726,53.52751574243638
102362222017,2017-10-06,Oct,Fri,10,Car,Slight,Daylight,Male,46-55,Manchester,At 10:10 on Friday 06 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,388291,403443,-2.1780990566850726,53.52751574243638
102362392017,2017-10-16,Oct,Mon,8,Pedestrian,Slight,Daylight,Male,36-45,Manchester,At 08:15 on Monday 16 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385158,400646,-2.2252261627314165,53.50229559727008
102362642017,2017-10-14,Oct,Sat,15,Powered 2 Wheeler,Slight,Daylight,Male,26-35,Manchester,At 15:30 on Saturday 14 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,388371,400236,-2.176772092939233,53.49869192167263
102362712017,2017-10-01,Oct,Sun,23,Powered 2 Wheeler,Slight,Dark,Male,56-65,Manchester,At 23:15 on Sunday 01 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381979,394899,-2.2728201917324617,53.4505396077694
102362752017,2017-09-22,Sep,Fri,23,Car,Slight,Dark,Female,46-55,Manchester,At 23:12 on Friday 22 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,388811,396552,-2.170006640285633,53.465588321938014
102362952017,2017-10-20,Oct,Fri,20,Car,Slight,Dark,Male,6-10,Manchester,At 20:12 on Friday 20 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384771,394743,-2.230772130069451,53.44922610845982
102362982017,2017-10-14,Oct,Sat,23,Pedestrian,Slight,Dark,Male,21-25,Manchester,At 23:00 on Saturday 14 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384318,398936,-2.2378037385310625,53.4869009855577
102363032017,2017-10-10,Oct,Tue,15,Car,Slight,Daylight,Male,26-35,Manchester,At 15:25 on Tuesday 10 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383829,400926,-2.2452764399913483,53.504772855262736
102363082017,2017-10-20,Oct,Fri,18,Pedestrian,Slight,Dark,Female,26-35,Manchester,At 18:42 on Friday 20 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385732,395405,-2.2163326015391256,53.45520354249715
102363142017,2017-10-18,Oct,Wed,15,Pedestrian,Slight,Daylight,Male,Over 75,Manchester,At 15:20 on Wednesday 18 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,386116,392992,-2.210442545715769,53.43352480648745
102363152017,2017-10-13,Oct,Fri,23,Pedestrian,Slight,Dark,Male,46-55,Manchester,At 23:03 on Friday 13 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384036,397552,-2.2419827039092186,53.47445256304611
102363222017,2017-10-11,Oct,Wed,13,Car,Slight,Daylight,Female,26-35,Manchester,At 13:35 on Wednesday 11 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382613,389055,-2.262949138303707,53.3980326901102
102363292017,2017-09-08,Sep,Fri,8,Pedestrian,Slight,Daylight,Male,11-15,Manchester,At 08:12 on Friday 08 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385154,400649,-2.22528660911591,53.50232244850604
102363452017,2017-10-17,Oct,Tue,8,Pedestrian,Slight,Dark,Male,6-10,Manchester,At 08:20 on Tuesday 17 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386531,394302,-2.204252710414399,53.44531051709669
102363632017,2017-10-17,Oct,Tue,8,Powered 2 Wheeler,Serious,Daylight,Male,36-45,Manchester,At 08:00 on Tuesday 17 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,382556,397061,-2.264252802520819,53.46999200509409
102363832017,2017-10-25,Oct,Wed,10,Pedestrian,Slight,Daylight,Female,6-10,Manchester,At 10:40 on Wednesday 25 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384436,400504,-2.2361037950295986,53.500998228339576
102363832017,2017-10-25,Oct,Wed,10,Pedestrian,Slight,Daylight,Female,16-20,Manchester,At 10:40 on Wednesday 25 October 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,384436,400504,-2.2361037950295986,53.500998228339576
102363832017,2017-10-25,Oct,Wed,10,Car,Slight,Daylight,Female,46-55,Manchester,At 10:40 on Wednesday 25 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384436,400504,-2.2361037950295986,53.500998228339576
102364072017,2017-10-22,Oct,Sun,12,Taxi,Slight,Daylight,Male,46-55,Manchester,At 12:55 on Sunday 22 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381767,385472,-2.275463905732628,53.365798243856204
102364082017,2017-10-07,Oct,Sat,18,Pedestrian,Slight,Dark,Female,36-45,Manchester,At 18:50 on Saturday 07 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,383564,397537,-2.2490930281989665,53.474303111844414
102364292017,2017-10-06,Oct,Fri,16,Pedestrian,Slight,Daylight,Male,21-25,Manchester,At 16:30 on Friday 06 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385136,395467,-2.225310798172732,53.455744216550315
102364302017,2017-10-13,Oct,Fri,18,Pedal Cycle,Slight,Daylight,Male,26-35,Manchester,At 18:18 on Friday 13 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381842,394001,-2.274830907712964,53.44246330733449
102364602017,2017-10-23,Oct,Mon,17,Pedestrian,Slight,Daylight,Female,56-65,Manchester,At 17:30 on Monday 23 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384580,398163,-2.233817057879066,53.479960785971954
102364662017,2017-10-19,Oct,Thu,10,Pedal Cycle,Slight,Daylight,Female,16-20,Manchester,At 10:05 on Thursday 19 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385147,395399,-2.225141909055633,53.455133317744966
102364852017,2017-10-28,Oct,Sat,15,Car,Slight,Daylight,Female,46-55,Manchester,At 15:26 on Saturday 28 October 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,384419,400394,-2.236354570747363,53.500009005262385
102364852017,2017-10-28,Oct,Sat,15,Car,Slight,Daylight,Female,46-55,Manchester,At 15:26 on Saturday 28 October 2017 a slight collision occured involving  3 vehicle(s) and  2 casualtie(s).,384419,400394,-2.236354570747363,53.500009005262385
102364852017,2017-10-28,Oct,Sat,15,Car,Slight,Daylight,Female,21-25,Manchester,At 15:26 on Saturday 28 October 2017 a slight collision occured involving  3 vehicle(s) and  4 casualtie(s).,384419,400394,-2.236354570747363,53.500009005262385
102364852017,2017-10-28,Oct,Sat,15,Car,Slight,Daylight,Female,26-35,Manchester,At 15:26 on Saturday 28 October 2017 a slight collision occured involving  3 vehicle(s) and  3 casualtie(s).,384419,400394,-2.236354570747363,53.500009005262385
102364882017,2017-10-09,Oct,Mon,18,Pedestrian,Serious,Dark,Female,16-20,Manchester,At 18:30 on Monday 09 October 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,384294,398732,-2.238155144911322,53.48506664146821
102364912017,2017-10-24,Oct,Tue,13,Car,Slight,Dark,Male,46-55,Manchester,At 13:10 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,387207,395018,-2.1941044600659,53.451763222928975
102364922017,2017-10-16,Oct,Mon,16,Pedal Cycle,Slight,Daylight,Male,36-45,Manchester,At 16:30 on Monday 16 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385770,399728,-2.2159577767325835,53.494061344418185
102364972017,2017-10-26,Oct,Thu,17,Car,Slight,Dark,Male,26-35,Manchester,At 17:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384121,386065,-2.2401190203366155,53.3712049080998
102364972017,2017-10-26,Oct,Thu,17,Car,Slight,Dark,Female,16-20,Manchester,At 17:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384121,386065,-2.2401190203366155,53.3712049080998
102364972017,2017-10-26,Oct,Thu,17,Car,Slight,Dark,Female,11-15,Manchester,At 17:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,384121,386065,-2.2401190203366155,53.3712049080998
102364972017,2017-10-26,Oct,Thu,17,Car,Slight,Dark,Female,6-10,Manchester,At 17:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  4 casualtie(s).,384121,386065,-2.2401190203366155,53.3712049080998
102365302017,2017-10-24,Oct,Tue,15,Powered 2 Wheeler,Serious,Daylight,Male,46-55,Manchester,At 15:50 on Tuesday 24 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,382790,387047,-2.2601770680461177,53.37998965894005
102365692017,2017-10-10,Oct,Tue,7,Pedestrian,Slight,Daylight,Male,11-15,Manchester,At 07:57 on Tuesday 10 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,387915,400631,-2.1836614652596924,53.50223194546579
102365852017,2017-10-26,Oct,Thu,18,Pedal Cycle,Slight,Dark,Female,21-25,Manchester,At 18:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384754,392743,-2.2309304957567444,53.43124876792527
102365882017,2017-10-21,Oct,Sat,11,Car,Slight,Daylight,Male,36-45,Manchester,At 11:05 on Saturday 21 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385606,402053,-2.2185373170331046,53.51495472173511
102365882017,2017-10-21,Oct,Sat,11,Car,Slight,Daylight,Male,46-55,Manchester,At 11:05 on Saturday 21 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,385606,402053,-2.2185373170331046,53.51495472173511
102365942017,2017-10-29,Oct,Sun,16,Car,Slight,Daylight,Male,26-35,Manchester,At 16:33 on Sunday 29 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383798,399108,-2.245649254675019,53.48843111471205
102365972017,2017-10-26,Oct,Thu,15,Bus or Coach,Slight,Dark,Female,Over 75,Manchester,At 15:51 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386606,395849,-2.2031899782355886,53.45921753198833
102366042017,2017-10-27,Oct,Fri,17,Pedal Cycle,Slight,Daylight,Male,26-35,Manchester,At 17:30 on Friday 27 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382362,395216,-2.2670710864465957,53.453401966318374
102366132017,2017-10-24,Oct,Tue,16,Powered 2 Wheeler,Slight,Daylight,Male,46-55,Manchester,At 16:15 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383634,397528,-2.248037945275507,53.474224412400105
102366202017,2017-10-23,Oct,Mon,11,Car,Slight,Daylight,Female,26-35,Manchester,At 11:30 on Monday 23 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,386684,392104,-2.201855433141097,53.425557831203236
102366342017,2017-10-29,Oct,Sun,3,Taxi,Slight,Dark,Male,36-45,Manchester,At 03:43 on Sunday 29 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385967,399838,-2.2129933745900168,53.4950553973252
102366482017,2017-10-30,Oct,Mon,9,Pedal Cycle,Serious,Daylight,Male,26-35,Manchester,At 09:25 on Monday 30 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,383296,398049,-2.253158097168706,53.478896655730736
102366522017,2017-10-17,Oct,Tue,11,Pedestrian,Slight,Daylight,Female,16-20,Manchester,At 11:49 on Tuesday 17 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384188,396819,-2.239655524081081,53.46786870763417
102366522017,2017-10-17,Oct,Tue,11,Car,Slight,Daylight,Male,26-35,Manchester,At 11:49 on Tuesday 17 October 2017 a slight collision occured involving  1 vehicle(s) and  2 casualtie(s).,384188,396819,-2.239655524081081,53.46786870763417
102366742017,2017-10-30,Oct,Mon,18,Powered 2 Wheeler,Serious,Dark,Male,26-35,Manchester,At 18:00 on Monday 30 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,381963,386422,-2.272573064977929,53.374344086165344
102366762017,2017-11-01,Nov,Wed,4,Taxi,Slight,Dark,Male,26-35,Manchester,At 04:00 on Wednesday 01 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384122,398252,-2.240722680500456,53.48074703418259
102367012017,2017-10-19,Oct,Thu,18,Pedal Cycle,Serious,Dark,Female,16-20,Manchester,At 18:25 on Thursday 19 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,385339,395041,-2.222233740984213,53.45192088717996
102367072017,2017-10-30,Oct,Mon,11,Pedestrian,Slight,Daylight,Male,46-55,Manchester,At 11:00 on Monday 30 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385372,394942,-2.2217321877186764,53.45103195877421
102367082017,2017-10-21,Oct,Sat,11,Car,Slight,Daylight,Female,36-45,Manchester,At 11:45 on Saturday 21 October 2017 a slight collision occured involving  5 vehicle(s) and  1 casualtie(s).,385574,390601,-2.2184901049713517,53.412018738365276
102367082017,2017-10-21,Oct,Sat,11,Car,Slight,Daylight,Female,26-35,Manchester,At 11:45 on Saturday 21 October 2017 a slight collision occured involving  5 vehicle(s) and  2 casualtie(s).,385574,390601,-2.2184901049713517,53.412018738365276
102367352017,2017-10-23,Oct,Mon,14,Car,Slight,Daylight,Male,46-55,Manchester,At 14:50 on Monday 23 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,386085,399893,-2.211217189445104,53.49555291657431
102367562017,2017-11-03,Nov,Fri,15,Pedestrian,Serious,Daylight,Female,26-35,Manchester,At 15:33 on Friday 03 November 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,387135,395910,-2.195225449953511,53.459779124974936
102367832017,2017-10-27,Oct,Fri,22,Pedestrian,Slight,Dark,Male,46-55,Manchester,At 22:30 on Friday 27 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384948,393090,-2.228027380630654,53.43437337053443
102367852017,2017-10-23,Oct,Mon,23,Car,Serious,Dark,Female,26-35,Manchester,At 23:30 on Monday 23 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,383672,387366,-2.2469349583101605,53.38288517781279
102367982017,2017-10-20,Oct,Fri,14,Powered 2 Wheeler,Serious,Daylight,Male,46-55,Manchester,At 14:32 on Friday 20 October 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,384043,401307,-2.2420695629771217,53.508203986483224
102368002017,2017-10-26,Oct,Thu,18,Powered 2 Wheeler,Slight,Dark,Male,66-75,Manchester,At 18:30 on Thursday 26 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385433,395843,-2.2208557345746893,53.459132216073336
102368042017,2017-10-28,Oct,Sat,18,Car,Slight,Dark,Female,36-45,Manchester,At 18:40 on Saturday 28 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384952,398412,-2.2282238262775933,53.48220973501955
102368042017,2017-10-28,Oct,Sat,18,Car,Slight,Dark,Female,46-55,Manchester,At 18:40 on Saturday 28 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384952,398412,-2.2282238262775933,53.48220973501955
102368202017,2017-10-30,Oct,Mon,18,Car,Slight,Dark,Female,11-15,Manchester,At 18:40 on Monday 30 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383362,397934,-2.252157508055894,53.47786509990111
102368202017,2017-10-30,Oct,Mon,18,Car,Slight,Dark,Male,6-10,Manchester,At 18:40 on Monday 30 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,383362,397934,-2.252157508055894,53.47786509990111
102368292017,2017-10-25,Oct,Wed,14,Car,Slight,Dark,Male,46-55,Manchester,At 14:51 on Wednesday 25 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383593,402750,-2.248930694388651,53.52116015491414
102368292017,2017-10-25,Oct,Wed,14,Car,Slight,Dark,Male,26-35,Manchester,At 14:51 on Wednesday 25 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,383593,402750,-2.248930694388651,53.52116015491414
102368462017,2017-10-23,Oct,Mon,9,Car,Slight,Daylight,Male,46-55,Manchester,At 09:20 on Monday 23 October 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,385292,400652,-2.2232062868878053,53.502353320674985
102368462017,2017-10-23,Oct,Mon,9,Car,Slight,Daylight,Female,26-35,Manchester,At 09:20 on Monday 23 October 2017 a slight collision occured involving  3 vehicle(s) and  2 casualtie(s).,385292,400652,-2.2232062868878053,53.502353320674985
