AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,text,easting,northing,lng,lat
101349092017,2017-09-08,Sep,Fri,8,Pedestrian,Slight,Daylight,Female,6-10,Bury,At 08:55 on Friday 08 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381624,411938,-2.2791717767817468,53.60367819531909
101349472017,2017-09-11,Sep,Mon,16,Pedestrian,Slight,Daylight,Male,0-5,Bury,At 16:54 on Monday 11 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381064,411198,-2.2875891758364224,53.59700691295483
101349892017,2017-09-18,Sep,Mon,6,Pedestrian,Serious,Daylight,Female,46-55,Bury,At 06:12 on Monday 18 September 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,381661,403228,-2.2780981655823123,53.52539226544848
101350342017,2017-09-13,Sep,Wed,17,Car,Slight,Daylight,Male,26-35,Bury,At 17:10 on Wednesday 13 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,381512,408727,-2.280672822294949,53.57481324274032
101350342017,2017-09-13,Sep,Wed,17,Car,Slight,Daylight,Male,56-65,Bury,At 17:10 on Wednesday 13 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381512,408727,-2.280672822294949,53.57481324274032
101350842017,2017-09-10,Sep,Sun,16,Car,Slight,Dark,Female,11-15,Bury,At 16:35 on Sunday 10 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381444,405175,-2.2814875261980383,53.54288471390232
101350992017,2017-09-15,Sep,Fri,15,Car,Slight,Daylight,Female,46-55,Bury,At 15:05 on Friday 15 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380962,404654,-2.2887290893845496,53.53818449009796
101351842017,2017-09-24,Sep,Sun,15,Car,Slight,Daylight,Female,16-20,Bury,At 15:18 on Sunday 24 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381155,405595,-2.2858740411793104,53.54664941521085
101351842017,2017-09-24,Sep,Sun,15,Car,Slight,Daylight,Female,46-55,Bury,At 15:18 on Sunday 24 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,381155,405595,-2.2858740411793104,53.54664941521085
101354102017,2017-09-04,Sep,Mon,18,Car,Slight,Daylight,Male,21-25,Bury,At 18:00 on Monday 04 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381255,410747,-2.2846759974205733,53.592960164138546
101354102017,2017-09-04,Sep,Mon,18,Car,Slight,Daylight,Male,16-20,Bury,At 18:00 on Monday 04 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,381255,410747,-2.2846759974205733,53.592960164138546
101354272017,2017-09-12,Sep,Tue,20,Pedal Cycle,Serious,Dark,Male,36-45,Bury,At 20:20 on Tuesday 12 September 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,379602,411173,-2.3096774937857725,53.59672703508781
101354942017,2017-09-27,Sep,Wed,16,Car,Slight,Daylight,Female,36-45,Bury,At 16:44 on Wednesday 27 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,377756,408359,-2.3373675918825327,53.57135896908053
101355212017,2017-09-27,Sep,Wed,18,Pedestrian,Slight,Daylight,Male,46-55,Bury,At 18:45 on Wednesday 27 September 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,380377,409449,-2.2978586926829165,53.581261221839654
101355922017,2017-09-27,Sep,Wed,16,Car,Slight,Daylight,Female,26-35,Bury,At 16:35 on Wednesday 27 September 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,382184,405590,-2.270344583778781,53.546640617925654
101356712017,2017-09-30,Sep,Sat,21,Car,Slight,Dark,Male,36-45,Bury,At 21:10 on Saturday 30 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380020,406479,-2.3030596831518886,53.55455278082416
101357452017,2017-09-27,Sep,Wed,8,Car,Slight,Daylight,Male,26-35,Bury,At 08:40 on Wednesday 27 September 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,382825,411602,-2.2610038094947447,53.600699175419116
101357452017,2017-09-27,Sep,Wed,8,Car,Slight,Daylight,Male,6-10,Bury,At 08:40 on Wednesday 27 September 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382825,411602,-2.2610038094947447,53.600699175419116
101358312017,2017-10-05,Oct,Thu,17,Car,Slight,Daylight,Female,36-45,Bury,At 17:00 on Thursday 05 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380914,411184,-2.28985472911681,53.596875605787616
101358312017,2017-10-05,Oct,Thu,17,Car,Slight,Daylight,Female,56-65,Bury,At 17:00 on Thursday 05 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,380914,411184,-2.28985472911681,53.596875605787616
101358992017,2017-10-09,Oct,Mon,19,Car,Slight,Dark,Male,36-45,Bury,At 19:25 on Monday 09 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,378747,403682,-2.322083645871335,53.52936251646663
101358992017,2017-10-09,Oct,Mon,19,Car,Slight,Dark,Female,36-45,Bury,At 19:25 on Monday 09 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,378747,403682,-2.322083645871335,53.52936251646663
101358992017,2017-10-09,Oct,Mon,19,Car,Slight,Dark,Male,11-15,Bury,At 19:25 on Monday 09 October 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,378747,403682,-2.322083645871335,53.52936251646663
101358992017,2017-10-09,Oct,Mon,19,Car,Slight,Dark,Male,11-15,Bury,At 19:25 on Monday 09 October 2017 a slight collision occured involving  2 vehicle(s) and  4 casualtie(s).,378747,403682,-2.322083645871335,53.52936251646663
101360422017,2017-10-03,Oct,Tue,11,Pedestrian,Slight,Daylight,Female,56-65,Bury,At 11:56 on Tuesday 03 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,378783,416324,-2.3224048795668932,53.642991953435605
101360862017,2017-10-11,Oct,Wed,17,Car,Slight,Daylight,Female,26-35,Bury,At 17:27 on Wednesday 11 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381335,405066,-2.283125810878806,53.54190111046262
101361602017,2017-10-13,Oct,Fri,13,Pedestrian,Slight,Daylight,Male,66-75,Bury,At 13:44 on Friday 13 October 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,380707,410988,-2.2929701731659176,53.595106306471095
101361842017,2017-06-08,Jun,Thu,1,Car,Slight,Dark,Male,36-45,Bury,At 01:22 on Thursday 08 June 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380908,411170,-2.289944523096813,53.59674955195995
101361842017,2017-06-08,Jun,Thu,1,Car,Slight,Dark,Male,26-35,Bury,At 01:22 on Thursday 08 June 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,380908,411170,-2.289944523096813,53.59674955195995
101361842017,2017-06-08,Jun,Thu,1,Car,Slight,Dark,Male,26-35,Bury,At 01:22 on Thursday 08 June 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,380908,411170,-2.289944523096813,53.59674955195995
101363882017,2017-10-23,Oct,Mon,22,Car,Slight,Dark,Female,0-5,Bury,At 22:45 on Monday 23 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380924,402298,-2.289158053023748,53.517006788984055
101363992017,2017-10-24,Oct,Tue,17,Powered 2 Wheeler,Slight,Dark,Male,21-25,Bury,At 17:35 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380715,402064,-2.2922954852403574,53.514895863999236
101364092017,2017-10-12,Oct,Thu,6,Car,Slight,Dark,Male,36-45,Bury,At 06:30 on Thursday 12 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381761,412495,-2.2771342597391366,53.608689405046576
101364682017,2017-10-14,Oct,Sat,15,Car,Slight,Daylight,Male,56-65,Bury,At 15:45 on Saturday 14 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,378750,417051,-2.322953991807869,53.64952491302768
101364682017,2017-10-14,Oct,Sat,15,Car,Slight,Daylight,Female,56-65,Bury,At 15:45 on Saturday 14 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,378750,417051,-2.322953991807869,53.64952491302768
101367202017,2017-11-01,Nov,Wed,18,Pedestrian,Slight,Dark,Male,6-10,Bury,At 18:00 on Wednesday 01 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,379454,412300,-2.311988367600105,53.606850831271714
101367392017,2017-10-18,Oct,Wed,21,Car,Slight,Dark,Male,66-75,Bury,At 21:15 on Wednesday 18 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381773,403019,-2.276396522004689,53.523517639243686
101367392017,2017-10-18,Oct,Wed,21,Car,Slight,Dark,Female,66-75,Bury,At 21:15 on Wednesday 18 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,381773,403019,-2.276396522004689,53.523517639243686
101367542017,2017-10-24,Oct,Tue,15,Car,Slight,Daylight,Male,56-65,Bury,At 15:25 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380927,411056,-2.2896504307654735,53.59572559932365
101367542017,2017-10-24,Oct,Tue,15,Car,Slight,Daylight,Female,46-55,Bury,At 15:25 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,380927,411056,-2.2896504307654735,53.59572559932365
101369582017,2017-11-06,Nov,Mon,12,Pedestrian,Slight,Daylight,Male,16-20,Bury,At 12:45 on Monday 06 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381371,410731,-2.282922507827543,53.59282051392368
101371032017,2017-11-15,Nov,Wed,6,Car,Fatal,Dark,Male,56-65,Bury,At 06:11 on Wednesday 15 November 2017 a fatal collision occured involving  1 vehicle(s) and  1 casualtie(s).,377966,415234,-2.3346850451320176,53.633161044607455
101372242017,2017-11-07,Nov,Tue,17,Powered 2 Wheeler,Slight,Dark,Male,26-35,Bury,At 17:16 on Tuesday 07 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380470,406541,-2.29627114586184,53.55512708127383
101373742017,2017-11-17,Nov,Fri,11,Car,Slight,Dark,Female,Over 75,Bury,At 11:20 on Friday 17 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380767,411080,-2.292069355955759,53.59593543365635
101373962017,2017-11-08,Nov,Wed,20,Pedestrian,Serious,Dark,Male,11-15,Bury,At 20:45 on Wednesday 08 November 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,381874,404529,-2.27496109018031,53.53709342055534
101374542017,2017-11-20,Nov,Mon,8,Pedestrian,Slight,Dark,Male,11-15,Bury,At 08:45 on Monday 20 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381850,411136,-2.275709515642428,53.59647762497335
101375022017,2017-11-27,Nov,Mon,2,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bury,At 02:27 on Monday 27 November 2017 a serious collision occured involving  3 vehicle(s) and  1 casualtie(s).,380748,412596,-2.292450619542964,53.60956074104215
101375052017,2017-11-15,Nov,Wed,16,Pedal Cycle,Serious,Dark,Male,16-20,Bury,At 16:17 on Wednesday 15 November 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,380048,410616,-2.3029028990417655,53.591737906607285
101375202017,2017-11-23,Nov,Thu,15,Pedestrian,Slight,Daylight,Male,11-15,Bury,At 15:40 on Thursday 23 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381033,405109,-2.2876855563007523,53.54227671912328
101376382017,2017-11-22,Nov,Wed,22,Car,Slight,Dark,Female,26-35,Bury,At 22:35 on Wednesday 22 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380043,417761,-2.3034391120382156,53.65595763163395
101376462017,2017-10-24,Oct,Tue,11,Car,Slight,Daylight,Male,26-35,Bury,At 11:30 on Tuesday 24 October 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,379044,407913,-2.3178883853413526,53.567403557215236
101376792017,2017-10-17,Oct,Tue,3,Car,Slight,Dark,Male,26-35,Bury,At 03:30 on Tuesday 17 October 2017 a slight collision occured involving  5 vehicle(s) and  1 casualtie(s).,379294,412590,-2.3144258112154357,53.60945104878092
101376862017,2017-07-10,Jul,Mon,10,Car,Serious,Daylight,Female,Over 75,Bury,At 10:47 on Monday 10 July 2017 a serious collision occured involving  3 vehicle(s) and  1 casualtie(s).,380523,409764,-2.2956733112024907,53.58409796654598
101377682017,2017-11-28,Nov,Tue,17,Pedestrian,Slight,Dark,Female,0-5,Bury,At 17:25 on Tuesday 28 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,381043,410347,-2.2878544352735055,53.58935723308338
101378222017,2017-11-23,Nov,Thu,20,Pedestrian,Slight,Dark,Female,36-45,Bury,At 20:30 on Thursday 23 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,378733,406741,-2.3225039251316244,53.55685684318439
101378352017,2017-11-30,Nov,Thu,16,Pedestrian,Serious,Dark,Male,6-10,Bury,At 16:45 on Thursday 30 November 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,381105,406937,-2.286710214092835,53.55870978926908
101378672017,2017-11-28,Nov,Tue,13,Pedestrian,Slight,Daylight,Male,Over 75,Bury,At 13:00 on Tuesday 28 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,380706,411349,-2.293007751970189,53.598350988428336
101379732017,2017-11-28,Nov,Tue,8,Pedal Cycle,Slight,Daylight,Female,46-55,Bury,At 08:15 on Tuesday 28 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380603,412082,-2.294609953035286,53.60493546540802
101379832017,2017-12-01,Dec,Fri,13,Car,Slight,Daylight,Male,36-45,Bury,At 13:00 on Friday 01 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382164,410650,-2.2709372308830416,53.592120225394964
101379982017,2017-11-30,Nov,Thu,16,Car,Slight,Dark,Male,36-45,Bury,At 16:20 on Thursday 30 November 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,383779,406888,-2.246341396478083,53.55835939665573
101380322017,2017-12-04,Dec,Mon,7,Pedestrian,Slight,Dark,Female,16-20,Bury,At 07:30 on Monday 04 December 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,379028,410351,-2.318294655181309,53.58931601899744
101380652017,2017-11-28,Nov,Tue,8,Pedestrian,Slight,Daylight,Female,11-15,Bury,At 08:15 on Tuesday 28 November 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,380265,405770,-2.2993165704539655,53.548189464485034
101381242017,2017-12-10,Dec,Sun,18,Pedestrian,Slight,Dark,Female,26-35,Bury,At 18:25 on Sunday 10 December 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,379039,411693,-2.31821918014314,53.601378521283316
101381252017,2017-12-05,Dec,Tue,13,Pedestrian,Serious,Daylight,Female,56-65,Bury,At 13:30 on Tuesday 05 December 2017 a serious collision occured involving  4 vehicle(s) and  1 casualtie(s).,378653,407121,-2.3237376261582683,53.560269084239266
101382272017,2017-12-04,Dec,Mon,7,Pedestrian,Serious,Daylight,Female,46-55,Bury,At 07:35 on Monday 04 December 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,381103,411175,-2.28699850537706,53.596801601593704
101382952017,2017-12-08,Dec,Fri,10,Pedestrian,Slight,Daylight,Male,56-65,Bury,At 10:25 on Friday 08 December 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,382135,407446,-2.271190819142688,53.56332108120966
101383122017,2017-12-15,Dec,Fri,16,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bury,At 16:53 on Friday 15 December 2017 a serious collision occured involving  2 vehicle(s) and  1 casualtie(s).,381753,403058,-2.276700474307009,53.523867483199936
101383182017,2017-12-06,Dec,Wed,10,Car,Slight,Daylight,Female,36-45,Bury,At 10:05 on Wednesday 06 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,377467,407402,-2.341662170303079,53.5627449199705
101383852017,2017-12-11,Dec,Mon,13,Car,Slight,Dark,Male,66-75,Bury,At 13:49 on Monday 11 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,379998,418488,-2.304167062537727,53.66249020619445
101384342017,2017-12-04,Dec,Mon,7,Goods Vehicle,Slight,Dark,Male,26-35,Bury,At 07:15 on Monday 04 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382348,405648,-2.2678728694310126,53.547167509857765
101384522017,2017-12-18,Dec,Mon,16,Car,Slight,Dark,Female,46-55,Bury,At 16:35 on Monday 18 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,375740,409061,-2.3678643611298242,53.57757883381482
101384522017,2017-12-18,Dec,Mon,16,Car,Slight,Dark,Male,26-35,Bury,At 16:35 on Monday 18 December 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,375740,409061,-2.3678643611298242,53.57757883381482
101384542017,2017-12-19,Dec,Tue,13,Pedal Cycle,Serious,Daylight,Male,66-75,Bury,At 13:30 on Tuesday 19 December 2017 a serious collision occured involving  3 vehicle(s) and  1 casualtie(s).,380614,408263,-2.29420501037718,53.570610115904636
101384852017,2017-12-23,Dec,Sat,14,Pedal Cycle,Slight,Daylight,Male,16-20,Bury,At 14:33 on Saturday 23 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,377390,409441,-2.3429730277307463,53.58106839931703
101385662017,2017-12-23,Dec,Sat,19,Car,Slight,Dark,Female,21-25,Bury,At 19:45 on Saturday 23 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380744,410599,-2.2923869886998176,53.59161128591835
101385662017,2017-12-23,Dec,Sat,19,Car,Slight,Dark,Female,26-35,Bury,At 19:45 on Saturday 23 December 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,380744,410599,-2.2923869886998176,53.59161128591835
101385662017,2017-12-23,Dec,Sat,19,Car,Slight,Dark,Male,26-35,Bury,At 19:45 on Saturday 23 December 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,380744,410599,-2.2923869886998176,53.59161128591835
101386232017,2017-12-27,Dec,Wed,16,Car,Slight,Dark,Male,46-55,Bury,At 16:30 on Wednesday 27 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382585,403139,-2.2641555972142635,53.52462394262977
101386742017,2017-12-18,Dec,Mon,16,Car,Slight,Dark,Female,46-55,Bury,At 16:20 on Monday 18 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,379070,410717,-2.3176848687324587,53.592607361771144
101386772017,2017-12-29,Dec,Fri,10,Car,Slight,Daylight,Female,66-75,Bury,At 10:05 on Friday 29 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,381712,411283,-2.277803269702266,53.59779405668806
101386942017,2017-12-18,Dec,Mon,8,Car,Slight,Dark,Female,46-55,Bury,At 08:01 on Monday 18 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,377105,407401,-2.347127261605753,53.562720185553935
101386942017,2017-12-18,Dec,Mon,8,Car,Slight,Dark,Female,36-45,Bury,At 08:01 on Monday 18 December 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,377105,407401,-2.347127261605753,53.562720185553935
101388032017,2017-11-16,Nov,Thu,8,Pedal Cycle,Slight,Daylight,Male,16-20,Bury,At 08:40 on Thursday 16 November 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380039,409423,-2.3029621057817025,53.58101470064691
101389032017,2017-12-26,Dec,Tue,17,Car,Slight,Dark,Male,26-35,Bury,At 17:20 on Tuesday 26 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380536,408603,-2.2954041284904925,53.57366319104652
101390342017,2017-12-13,Dec,Wed,16,Pedestrian,Slight,Dark,Male,16-20,Bury,At 16:45 on Wednesday 13 December 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,380096,412039,-2.3022691017353183,53.60452985285655
101390742017,2017-12-27,Dec,Wed,18,Car,Slight,Dark,Female,36-45,Bury,At 18:15 on Wednesday 27 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,380734,405299,-2.2922092189768666,53.54397353324899
101390742017,2017-12-27,Dec,Wed,18,Car,Slight,Dark,Male,21-25,Bury,At 18:15 on Wednesday 27 December 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,380734,405299,-2.2922092189768666,53.54397353324899
101391162017,2017-12-18,Dec,Mon,18,Pedestrian,Slight,Dark,Male,21-25,Bury,At 18:23 on Monday 18 December 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,376458,410223,-2.3571089188942946,53.58805588514414
101393862017,2017-12-11,Dec,Mon,17,Car,Slight,Dark,Female,26-35,Bury,At 17:15 on Monday 11 December 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382461,402580,-2.2659944688637803,53.51959534634348
102128942017,2017-06-08,Jun,Thu,16,Car,Slight,Daylight,Female,26-35,Manchester,At 16:40 on Thursday 08 June 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,387805,393350,-2.185034556053137,53.436784809667905
102128942017,2017-06-08,Jun,Thu,16,Car,Slight,Daylight,Male,56-65,Manchester,At 16:40 on Thursday 08 June 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,387805,393350,-2.185034556053137,53.436784809667905
102208012017,2017-01-25,Jan,Wed,8,Pedestrian,Serious,Daylight,Female,11-15,Manchester,At 08:50 on Wednesday 25 January 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,389088,402721,-2.166051033051194,53.52104349610184
102217002017,2017-02-08,Feb,Wed,17,Car,Slight,Dark,Male,21-25,Manchester,At 17:45 on Wednesday 08 February 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384814,401800,-2.2304685653674436,53.512658225303724
102217002017,2017-02-08,Feb,Wed,17,Car,Slight,Dark,Female,26-35,Manchester,At 17:45 on Wednesday 08 February 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384814,401800,-2.2304685653674436,53.512658225303724
102217002017,2017-02-08,Feb,Wed,17,Car,Slight,Dark,Male,26-35,Manchester,At 17:45 on Wednesday 08 February 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,384814,401800,-2.2304685653674436,53.512658225303724
102247232017,2017-01-05,Jan,Thu,17,Pedestrian,Fatal,Dark,Male,66-75,Manchester,At 17:57 on Thursday 05 January 2017 a fatal collision occured involving  1 vehicle(s) and  1 casualtie(s).,387787,402908,-2.185680739210713,53.522695409313656
102250252017,2017-01-02,Jan,Mon,14,Pedestrian,Slight,Daylight,Male,21-25,Manchester,At 14:15 on Monday 02 January 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,385576,400666,-2.218925397051777,53.50248708429838
102253942017,2017-01-09,Jan,Mon,15,Pedestrian,Slight,Dark,Male,26-35,Manchester,At 15:29 on Monday 09 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385550,390479,-2.2188455225351853,53.410921482703664
102255552017,2017-01-01,Jan,Sun,23,Powered 2 Wheeler,Slight,Dark,Male,36-45,Manchester,At 23:30 on Sunday 01 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383604,398004,-2.248514943288054,53.47850193013684
102256182017,2017-01-03,Jan,Tue,11,Car,Slight,Dark,Male,21-25,Manchester,At 11:35 on Tuesday 03 January 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384831,397478,-2.230001682503965,53.47381110157966
102256182017,2017-01-03,Jan,Tue,11,Car,Slight,Dark,Male,26-35,Manchester,At 11:35 on Tuesday 03 January 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,384831,397478,-2.230001682503965,53.47381110157966
102256182017,2017-01-03,Jan,Tue,11,Car,Slight,Dark,Female,36-45,Manchester,At 11:35 on Tuesday 03 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384831,397478,-2.230001682503965,53.47381110157966
102256362017,2017-01-01,Jan,Sun,0,Pedestrian,Serious,Dark,Male,16-20,Manchester,At 00:45 on Sunday 01 January 2017 a serious collision occured involving  1 vehicle(s) and  1 casualtie(s).,385576,393934,-2.2186138473362416,53.44197729856339
102256392017,2017-01-05,Jan,Thu,9,Pedal Cycle,Slight,Dark,Male,21-25,Manchester,At 09:00 on Thursday 05 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,382982,394746,-2.257709243723895,53.44919794849185
102256462017,2017-01-06,Jan,Fri,1,Car,Slight,Dark,Male,21-25,Manchester,At 01:05 on Friday 06 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384212,399908,-2.2394504541357,53.49563445951827
102256462017,2017-01-06,Jan,Fri,1,Car,Slight,Dark,Male,21-25,Manchester,At 01:05 on Friday 06 January 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,384212,399908,-2.2394504541357,53.49563445951827
102256462017,2017-01-06,Jan,Fri,1,Car,Slight,Dark,Female,21-25,Manchester,At 01:05 on Friday 06 January 2017 a slight collision occured involving  2 vehicle(s) and  3 casualtie(s).,384212,399908,-2.2394504541357,53.49563445951827
102256552017,2017-01-05,Jan,Thu,18,Pedestrian,Slight,Dark,Female,56-65,Manchester,At 18:10 on Thursday 05 January 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,386672,395742,-2.202191405472199,53.45825746025802
102256652017,2017-01-08,Jan,Sun,16,Car,Slight,Dark,Female,46-55,Manchester,At 16:50 on Sunday 08 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,384122,398255,-2.2407228332998965,53.48077399924748
102257362017,2017-01-03,Jan,Tue,17,Car,Slight,Dark,Male,26-35,Manchester,At 17:27 on Tuesday 03 January 2017 a slight collision occured involving  3 vehicle(s) and  1 casualtie(s).,386739,392618,-2.201049582372152,53.43017929685368
102257362017,2017-01-03,Jan,Tue,17,Car,Slight,Dark,Female,36-45,Manchester,At 17:27 on Tuesday 03 January 2017 a slight collision occured involving  3 vehicle(s) and  2 casualtie(s).,386739,392618,-2.201049582372152,53.43017929685368
102257382017,2017-01-01,Jan,Sun,1,Car,Slight,Dark,Male,36-45,Manchester,At 01:00 on Sunday 01 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,383648,398255,-2.2478651418941955,53.480759384629856
102257392017,2017-01-05,Jan,Thu,15,Car,Slight,Dark,Male,26-35,Manchester,At 15:44 on Thursday 05 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,385635,391985,-2.217636012266572,53.4244604501533
102257392017,2017-01-05,Jan,Thu,15,Car,Slight,Dark,Female,36-45,Manchester,At 15:44 on Thursday 05 January 2017 a slight collision occured involving  2 vehicle(s) and  2 casualtie(s).,385635,391985,-2.217636012266572,53.4244604501533
102258062017,2017-01-10,Jan,Tue,17,Pedestrian,Slight,Dark,Female,21-25,Manchester,At 17:20 on Tuesday 10 January 2017 a slight collision occured involving  1 vehicle(s) and  1 casualtie(s).,384831,397519,-2.2300036773770366,53.4741796248371
102258142017,2017-01-10,Jan,Tue,13,Pedal Cycle,Slight,Daylight,Male,21-25,Manchester,At 13:05 on Tuesday 10 January 2017 a slight collision occured involving  2 vehicle(s) and  1 casualtie(s).,389143,395957,-2.164985002099261,53.46024723053301
