date,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2017-06-30,E01006170,Trafford 013C,LSOA,Persons,1555,316,963,276,18,16,18,21,13,35,25,25,21,20,22,21,11,14,14,22,18,13,10,8,10,10,13,17,15,9,9,10,14,10,11,22,26,21,22,28,29,27,19,19,25,21,22,25,21,25,18,27,27,22,22,25,26,18,29,31,23,24,20,16,21,20,27,21,17,15,18,19,4,16,18,11,12,11,15,7,14,8,14,12,8,5,5,9,6,7,1,9,6,6,20
2017-06-30,E01006171,Trafford 013D,LSOA,Persons,1830,418,1189,223,28,17,23,17,22,27,29,29,26,32,26,27,34,23,34,24,25,23,20,19,12,15,16,20,24,29,22,21,27,26,25,26,28,27,28,28,28,29,25,18,25,17,23,19,26,29,20,28,32,28,22,33,34,25,28,26,27,31,20,35,27,17,18,20,18,15,7,12,15,9,15,8,15,6,12,6,6,13,9,10,10,6,6,8,8,2,3,5,3,5,9
2017-06-30,E01006098,Trafford 014A,LSOA,Persons,1371,320,742,309,7,15,22,20,10,31,31,26,28,16,25,21,20,16,20,12,8,12,16,4,12,10,12,10,12,6,9,5,7,8,7,8,19,23,15,17,13,17,24,15,19,19,36,19,16,19,17,26,26,18,24,21,14,21,25,17,12,15,16,12,15,10,8,12,16,27,20,21,11,12,21,15,17,15,8,7,7,13,13,9,13,15,8,3,9,7,2,8,6,2,20
2017-06-30,E01006099,Trafford 014B,LSOA,Persons,1339,280,819,240,24,20,15,30,21,17,15,17,23,18,18,13,12,21,6,10,16,11,19,12,6,5,8,11,9,8,13,12,8,13,28,19,25,17,17,18,20,27,25,23,27,25,26,28,13,11,20,22,17,15,20,23,15,22,27,16,22,12,14,10,12,9,13,15,15,11,16,16,12,14,12,10,15,8,11,8,10,9,15,9,8,10,6,6,9,6,5,2,2,2,8
2017-06-30,E01006164,Trafford 014C,LSOA,Persons,1817,390,1057,370,21,31,25,34,29,31,27,26,25,23,17,18,23,26,15,19,15,19,12,14,14,13,13,6,11,14,8,12,19,21,8,22,23,26,23,24,18,28,28,31,42,31,24,30,33,19,27,31,23,29,26,18,31,29,21,19,25,23,25,17,21,26,21,17,27,23,16,20,21,19,10,16,17,16,10,10,12,18,12,19,9,16,12,13,14,13,9,9,12,7,17
2017-06-30,E01006174,Trafford 014D,LSOA,Persons,1903,378,1159,366,26,21,30,26,29,30,26,29,23,28,23,21,19,17,16,14,16,15,16,9,13,14,13,15,13,19,38,32,24,28,33,22,23,23,38,26,37,31,32,31,30,33,36,31,34,25,24,22,25,24,23,31,28,27,28,24,17,26,19,13,22,14,14,15,13,16,26,20,18,21,19,13,14,11,24,12,15,10,15,16,10,17,9,15,13,8,11,8,5,2,18
2017-06-30,E01006178,Trafford 014E,LSOA,Persons,1943,417,1199,327,31,26,23,31,32,27,22,42,30,27,28,23,21,17,18,19,22,17,12,13,5,13,15,18,13,18,22,25,15,24,21,16,29,29,31,28,34,44,46,42,35,22,36,32,21,24,24,27,25,20,33,24,30,38,21,21,23,22,26,24,32,18,18,25,26,14,22,16,13,20,27,18,15,13,17,19,14,15,12,3,16,8,8,13,5,10,5,5,3,3,13
2017-06-30,E01006097,Trafford 015A,LSOA,Persons,1953,375,1127,451,27,20,22,22,19,27,42,17,28,31,25,19,20,27,18,11,14,12,7,7,19,19,15,28,24,30,24,25,23,27,19,27,34,26,31,22,27,34,29,28,38,23,33,23,34,29,24,19,19,24,19,28,21,20,22,18,18,21,28,20,20,19,22,12,22,20,21,19,16,17,18,20,16,21,18,19,19,27,19,19,22,15,17,17,19,9,13,14,6,7,23
2017-06-30,E01006160,Trafford 015B,LSOA,Persons,2067,335,1345,387,26,15,20,27,22,25,22,26,23,31,26,26,16,7,8,15,7,9,13,11,7,10,25,31,22,38,25,27,32,37,22,39,41,30,32,51,62,48,51,50,43,38,40,29,37,22,30,28,23,21,23,31,27,21,15,25,18,25,17,16,24,23,14,14,21,17,14,16,12,18,17,16,14,21,14,9,13,12,12,18,13,14,10,16,19,15,14,12,5,6,40
2017-06-30,E01006161,Trafford 015C,LSOA,Persons,2292,461,1480,351,24,27,21,33,36,38,27,43,27,39,32,18,30,18,23,25,23,28,15,9,20,10,19,21,21,24,30,38,26,35,35,38,44,42,38,41,51,31,38,41,48,48,32,44,45,29,35,37,36,38,36,27,31,34,25,23,25,14,22,21,16,28,28,17,23,27,20,17,17,19,26,15,13,9,13,12,16,18,5,12,12,9,7,8,8,7,5,10,9,8,29
2017-06-30,E01006162,Trafford 015D,LSOA,Persons,1696,343,1116,237,13,21,13,21,23,26,30,20,20,20,37,16,24,22,25,12,22,14,14,10,7,12,12,23,20,17,26,21,15,18,24,21,18,28,23,25,31,27,28,26,20,31,33,29,31,42,31,43,23,26,27,40,23,33,30,30,21,14,21,19,13,13,14,16,11,16,17,18,17,22,18,18,17,15,12,5,9,13,4,5,5,5,2,2,5,2,0,3,1,1,5
2017-06-30,E01006163,Trafford 015E,LSOA,Persons,1923,375,1347,201,21,42,17,23,31,30,33,23,25,31,23,20,17,19,9,11,15,17,12,16,12,14,13,21,23,26,30,36,38,28,43,36,45,45,36,42,45,29,37,40,44,37,45,32,37,34,21,27,27,32,29,19,33,23,26,31,34,14,15,21,13,18,11,12,13,16,11,15,14,17,12,11,7,8,6,6,5,4,8,7,8,6,1,5,3,4,6,1,6,2,12
2017-06-30,E01006148,Trafford 016A,LSOA,Persons,1814,285,1069,460,12,16,14,8,15,13,8,16,16,22,28,33,21,18,20,25,14,26,22,8,6,10,20,17,17,21,18,16,18,24,17,18,24,19,20,19,17,11,23,18,16,24,25,23,24,32,18,36,33,35,20,22,15,41,35,33,32,27,24,18,19,20,26,25,23,16,29,19,22,28,25,17,16,23,8,23,16,21,21,18,10,8,18,21,12,15,14,11,16,6,27
2017-06-30,E01006151,Trafford 016B,LSOA,Persons,1560,296,913,351,15,11,9,20,16,15,14,21,14,24,23,18,28,18,28,22,26,18,19,13,12,13,17,15,17,5,10,7,5,8,13,10,11,17,9,11,12,9,16,18,19,24,20,26,24,18,21,33,30,15,22,35,25,30,32,27,18,20,21,25,23,31,26,19,18,16,15,18,19,22,19,26,15,19,23,7,7,11,14,9,8,11,7,9,7,9,12,7,9,5,27
2017-06-30,E01006152,Trafford 016C,LSOA,Persons,1607,271,901,435,11,10,10,11,15,21,9,16,16,22,20,17,16,25,30,22,23,25,32,15,16,8,12,8,12,8,13,14,9,13,15,6,8,12,8,17,19,17,7,14,13,14,16,26,17,22,25,24,24,24,22,26,25,22,37,23,24,22,24,33,28,20,25,20,14,23,31,21,26,19,38,24,24,26,21,17,16,16,12,11,19,13,7,15,9,9,3,8,3,6,18
2017-06-30,E01006153,Trafford 016D,LSOA,Persons,1548,287,847,414,17,17,10,20,14,10,27,26,14,19,24,13,23,17,14,22,16,22,24,12,7,8,13,12,11,11,13,8,6,11,12,12,14,17,11,11,14,17,17,21,21,24,24,15,22,21,18,24,28,24,30,19,24,25,20,18,23,19,17,17,15,21,11,24,23,20,19,27,20,33,26,18,19,15,16,14,15,17,19,13,18,8,9,9,7,6,11,8,7,2,38
2017-06-30,E01006172,Trafford 016E,LSOA,Persons,1526,273,823,430,15,13,10,19,13,7,17,18,23,21,16,13,18,22,26,22,26,18,17,14,4,5,9,8,10,8,9,11,10,10,6,10,1,17,9,14,15,16,16,12,16,16,20,23,16,33,23,21,14,18,18,24,32,33,24,23,24,23,18,20,17,24,26,25,17,14,28,21,25,23,14,28,25,26,22,24,15,17,18,12,17,15,17,15,7,10,3,3,4,5,22
2017-06-30,E01006104,Trafford 017A,LSOA,Persons,1509,265,892,352,18,17,21,15,13,15,21,14,20,22,13,16,22,17,10,11,16,16,14,14,18,10,20,12,11,15,16,18,18,17,19,14,21,19,15,17,13,14,13,11,13,15,10,12,15,16,14,27,22,21,16,20,34,29,28,25,23,25,27,10,26,22,22,26,23,15,18,18,15,23,29,12,11,24,19,16,8,11,16,6,10,16,14,12,9,12,5,7,7,6,13
2017-06-30,E01006105,Trafford 017B,LSOA,Persons,2212,757,1278,177,41,42,58,56,51,56,42,50,72,51,45,45,50,33,40,25,35,32,26,22,15,15,20,27,12,24,45,26,33,31,31,36,40,37,44,30,37,32,39,28,27,12,25,15,22,21,23,24,34,20,29,33,31,27,32,22,21,32,20,20,19,11,20,12,9,14,12,15,17,11,10,3,13,3,4,5,8,5,6,6,3,8,5,5,4,1,4,5,4,1,5
2017-06-30,E01006106,Trafford 017C,LSOA,Persons,1538,344,906,288,23,12,23,20,26,27,30,31,21,23,18,17,21,19,14,19,13,13,17,14,16,20,20,18,21,21,26,20,10,17,22,16,21,15,18,20,21,12,10,14,14,13,17,12,17,13,15,24,12,21,27,25,25,23,31,23,24,20,21,19,18,31,14,21,11,10,18,19,19,13,20,17,10,12,11,12,8,10,10,9,15,6,6,4,6,7,12,8,11,5,10
2017-06-30,E01006107,Trafford 017D,LSOA,Persons,1568,318,920,330,25,19,21,15,16,23,30,19,15,25,8,18,23,24,21,16,15,21,14,18,22,26,12,16,21,17,15,20,13,12,18,22,15,13,23,15,17,16,13,18,20,21,15,15,20,15,23,19,13,24,20,20,29,20,24,22,21,17,25,24,23,17,21,21,19,18,24,10,28,28,24,7,9,9,12,11,16,15,17,12,9,2,11,6,11,5,9,4,2,6,25
2017-06-30,E01006108,Trafford 017E,LSOA,Persons,1805,585,1118,102,40,42,39,41,38,34,43,49,28,35,40,37,36,25,28,30,31,23,28,20,22,23,18,21,31,30,30,30,37,23,38,35,25,26,23,32,21,28,23,24,15,19,27,26,16,24,16,16,24,22,18,20,24,30,16,18,19,16,23,23,20,13,13,13,5,13,8,4,13,8,6,9,1,3,3,3,6,6,2,2,2,0,2,1,1,2,0,1,0,0,6
2017-06-30,E01006102,Trafford 018A,LSOA,Persons,1392,330,795,267,25,16,27,26,22,26,18,17,20,19,21,22,20,15,12,24,15,13,16,10,8,8,9,8,9,12,8,5,7,11,17,12,17,15,20,17,27,24,32,21,22,15,20,23,24,19,18,20,21,15,16,25,22,23,23,14,16,13,20,14,15,21,11,16,8,20,18,12,11,11,21,12,9,18,12,5,9,7,8,8,10,7,7,5,6,11,8,11,4,3,14
2017-06-30,E01006173,Trafford 018B,LSOA,Persons,1509,329,878,302,34,15,24,23,18,19,29,15,23,21,19,22,20,11,19,17,13,15,13,6,11,18,14,14,15,5,9,12,10,9,8,18,24,27,17,32,12,17,24,19,23,25,22,27,16,25,30,21,20,26,23,23,28,19,25,17,16,16,17,17,15,19,11,20,15,24,19,19,13,15,24,15,12,18,7,10,14,7,7,6,12,10,7,13,9,8,4,8,5,5,11
2017-06-30,E01006175,Trafford 018C,LSOA,Persons,1664,395,989,280,28,28,19,23,33,29,21,24,30,30,21,31,20,16,21,21,24,32,24,20,13,13,10,23,17,22,24,16,25,30,16,21,24,38,24,14,19,16,22,24,21,19,20,17,21,19,21,23,15,15,25,25,22,17,31,19,19,17,24,21,15,12,10,18,12,14,18,24,17,13,20,9,8,15,10,7,6,11,9,6,6,9,10,8,5,9,4,12,7,8,15
2017-06-30,E01006176,Trafford 018D,LSOA,Persons,1730,339,1055,336,27,18,17,25,14,34,27,19,25,25,17,25,19,18,21,8,15,10,19,10,22,17,12,21,11,16,25,17,20,16,25,28,19,26,27,26,25,36,26,35,17,28,26,16,25,35,28,21,14,13,28,25,23,23,22,25,22,23,21,24,17,16,24,14,21,19,24,14,25,24,29,12,12,17,19,5,14,10,10,15,7,16,10,8,7,6,4,9,3,5,12
2017-06-30,E01006177,Trafford 018E,LSOA,Persons,1723,419,1113,191,20,24,22,33,20,21,21,33,24,30,28,19,29,29,28,38,33,22,33,25,26,22,13,18,21,18,16,14,15,16,16,29,23,27,26,24,25,40,33,32,32,23,24,19,21,34,35,25,33,31,31,18,29,23,22,17,14,15,12,15,12,13,20,13,15,14,16,17,13,16,13,10,7,7,8,8,7,7,5,4,7,6,5,4,3,2,0,0,2,4,6
2017-06-30,E01006091,Trafford 019A,LSOA,Persons,2766,738,1829,199,40,50,43,60,53,53,58,43,41,49,40,53,46,40,35,34,17,23,25,16,19,15,27,23,21,31,37,33,39,49,42,49,72,60,56,54,64,53,72,56,48,61,68,46,48,47,37,48,35,30,42,31,37,36,32,29,26,22,32,31,18,22,18,16,16,21,9,20,17,19,12,10,7,13,7,9,5,11,3,10,6,4,2,3,2,1,0,1,0,0,7
2017-06-30,E01006092,Trafford 019B,LSOA,Persons,1382,362,903,117,17,23,21,28,19,21,23,29,26,24,29,35,17,17,16,17,16,19,17,22,13,18,20,22,28,17,27,21,24,20,21,23,27,27,22,21,27,21,25,21,15,20,17,19,14,12,21,19,17,17,19,16,17,22,24,14,11,14,7,9,14,11,12,14,9,3,10,10,8,5,14,12,4,6,5,3,6,5,5,3,3,1,2,2,1,2,1,0,2,1,3
2017-06-30,E01006095,Trafford 019C,LSOA,Persons,1817,400,1132,285,18,29,30,17,20,27,24,27,30,37,17,27,25,25,17,30,19,27,22,13,14,9,11,9,14,14,16,16,21,22,24,23,21,24,32,28,24,30,35,36,23,27,25,27,27,23,41,35,29,39,26,22,25,23,20,31,20,17,27,27,18,22,18,17,19,14,14,17,20,21,23,16,16,18,13,13,9,12,10,12,11,12,4,2,7,5,1,1,6,1,7
2017-06-30,E01006167,Trafford 019D,LSOA,Persons,1655,360,1090,205,17,25,23,26,15,26,28,19,15,21,21,24,28,15,25,32,25,19,24,21,17,16,28,34,15,36,26,19,17,20,20,22,21,16,18,19,23,14,24,13,19,18,20,22,15,32,29,27,28,27,30,30,37,28,24,27,27,24,18,11,30,17,18,13,12,8,14,13,8,6,12,12,12,15,17,8,10,4,10,12,10,5,10,5,2,1,2,2,1,1,5
2017-06-30,E01006168,Trafford 019E,LSOA,Persons,1994,552,1240,202,35,46,30,33,30,36,40,33,46,37,35,32,39,30,29,21,29,28,33,24,20,30,19,25,26,30,41,26,27,26,27,30,29,29,29,29,28,25,30,21,22,21,29,21,34,35,33,34,30,31,36,24,29,31,20,24,29,24,23,10,8,10,8,6,7,9,9,19,11,14,6,10,15,17,13,9,11,8,5,5,5,10,3,3,1,4,2,3,3,2,5
2017-06-30,E01006090,Trafford 020A,LSOA,Persons,2234,422,1418,394,29,21,18,24,29,47,32,31,32,21,24,27,19,18,25,25,21,12,20,14,13,16,23,27,26,27,38,28,20,32,30,35,34,45,48,31,45,40,41,34,36,27,43,26,36,46,28,24,30,33,33,29,32,37,31,29,25,27,29,21,21,24,15,14,22,27,26,20,17,32,23,20,23,13,11,14,10,11,13,11,14,11,10,9,10,10,12,5,1,5,36
2017-06-30,E01006094,Trafford 020B,LSOA,Persons,1549,349,877,323,16,16,12,17,18,23,12,28,17,30,23,28,21,34,25,29,13,25,14,9,16,2,18,9,13,11,8,7,8,10,12,12,20,22,15,15,16,12,11,18,30,33,18,28,28,34,22,29,23,21,26,16,16,15,24,16,25,24,16,22,13,25,20,20,17,13,18,21,22,17,18,21,18,10,18,8,9,13,13,10,10,7,8,10,6,4,12,9,5,3,20
2017-06-30,E01006096,Trafford 020C,LSOA,Persons,1629,421,974,234,19,27,25,21,33,24,29,24,24,34,37,27,33,29,23,12,25,18,24,13,9,7,9,14,9,10,15,13,16,16,16,12,22,18,15,28,20,22,37,25,30,27,25,21,33,31,32,38,32,36,31,28,17,15,25,14,14,23,15,13,11,8,9,20,13,20,13,9,20,16,9,15,15,11,13,8,5,6,9,6,8,2,6,4,7,5,5,4,4,3,11
2017-06-30,E01006100,Trafford 020D,LSOA,Persons,1539,324,925,290,19,21,21,25,25,19,20,26,23,24,16,20,13,22,15,15,12,18,20,11,10,7,23,17,16,14,17,15,10,19,10,13,24,21,9,13,17,23,16,15,23,21,32,22,19,19,35,22,11,25,22,23,23,21,25,26,25,20,27,23,25,23,12,13,18,13,15,19,26,24,18,11,14,12,15,9,9,4,6,4,11,10,11,9,8,9,3,11,1,6,12
2017-06-30,E01006103,Trafford 020E,LSOA,Persons,1635,394,975,266,17,24,21,21,30,30,25,23,27,34,26,26,20,25,23,22,18,21,19,7,10,11,13,12,10,13,9,5,6,15,7,15,18,19,24,19,22,26,16,26,28,23,24,17,40,31,27,23,24,21,35,30,33,19,26,32,19,22,25,25,18,19,13,17,23,22,19,13,12,18,11,17,20,14,13,8,11,9,6,10,3,5,9,5,5,3,9,5,4,6,9
2017-06-30,E01006101,Trafford 021A,LSOA,Persons,1472,304,880,288,15,9,15,18,21,19,20,21,21,19,21,20,17,22,24,22,18,11,14,13,8,13,7,13,13,11,10,12,8,9,10,12,8,13,7,21,21,20,24,13,21,16,18,14,30,23,36,23,31,23,25,22,30,16,27,18,19,30,18,21,22,24,29,11,24,23,21,16,14,20,28,12,8,10,14,6,4,8,15,9,4,15,12,18,5,4,7,3,3,1,8
2017-06-30,E01006190,Trafford 021B,LSOA,Persons,1735,379,1004,352,23,16,23,24,35,28,26,24,29,22,13,24,29,25,20,18,17,22,19,12,13,11,9,16,14,11,16,7,15,12,11,11,13,15,17,21,23,18,27,29,24,19,25,27,34,37,31,21,23,29,25,28,20,26,17,33,26,22,22,20,21,31,28,16,20,18,21,22,26,24,22,20,14,18,12,13,9,12,13,18,11,8,13,6,9,3,5,6,6,4,19
2017-06-30,E01006195,Trafford 021C,LSOA,Persons,1808,368,1089,351,22,16,22,33,24,23,29,23,22,20,25,23,28,13,24,21,18,24,26,12,10,12,15,15,16,21,14,19,11,17,23,18,11,14,28,21,23,29,26,28,27,29,30,21,39,32,29,32,19,29,30,30,32,41,27,27,21,26,12,20,14,20,14,15,22,29,23,21,18,18,22,17,8,18,17,19,14,13,11,21,13,14,8,8,6,10,6,7,3,4,3
2017-06-30,E01006196,Trafford 021D,LSOA,Persons,1873,417,1184,272,20,24,15,29,21,24,29,30,34,31,24,34,27,25,31,19,16,23,22,12,13,11,13,12,19,12,20,16,16,14,17,25,26,23,22,30,30,33,35,21,38,30,38,30,31,32,32,33,31,31,23,31,33,20,33,38,30,28,35,32,20,15,9,17,13,16,11,26,13,12,15,20,11,17,9,9,14,12,13,6,10,6,7,7,7,5,6,3,5,6,6
2017-06-30,E01006210,Trafford 021E,LSOA,Persons,1720,374,1037,309,13,19,19,19,21,30,22,25,36,24,25,29,20,23,24,25,21,24,15,15,6,6,10,9,12,9,16,12,11,10,10,21,26,18,22,29,31,22,22,28,20,22,39,29,30,35,20,33,36,32,21,31,28,22,22,29,15,20,21,26,28,19,19,16,19,18,18,23,12,14,16,13,19,18,18,14,9,8,10,9,11,7,6,9,9,4,3,12,8,5,16
2017-06-30,E01006204,Trafford 022A,LSOA,Persons,1599,293,897,409,16,7,17,21,11,24,18,20,23,24,17,19,22,21,15,18,14,20,18,7,11,9,13,13,13,15,19,19,22,18,7,10,11,11,12,15,13,15,25,12,16,8,27,26,18,25,29,25,25,26,21,20,22,24,26,24,23,19,21,31,21,23,18,25,12,24,14,20,19,23,17,22,22,22,18,18,17,15,14,7,10,15,6,11,13,16,11,12,4,11,28
2017-06-30,E01006206,Trafford 022B,LSOA,Persons,1885,429,1156,300,17,24,14,17,15,19,29,25,29,40,39,35,35,35,25,31,36,30,29,18,19,18,33,24,23,15,17,16,14,17,15,17,21,26,22,36,21,26,32,35,28,26,32,22,26,30,25,19,24,26,28,32,36,22,28,26,19,23,25,25,13,13,22,14,12,15,18,13,24,18,21,15,19,11,13,7,10,8,7,11,12,7,9,10,9,6,6,1,1,5,24
2017-06-30,E01006207,Trafford 022C,LSOA,Persons,1706,367,1044,295,21,25,23,21,15,17,31,30,28,29,30,14,24,18,20,21,17,23,17,14,12,8,17,21,17,28,20,19,21,21,24,21,22,17,18,25,18,21,17,21,20,27,22,30,21,22,24,31,26,34,27,22,29,26,19,31,25,21,24,19,14,19,20,16,16,15,15,13,17,17,22,14,14,13,12,8,11,14,7,15,10,6,8,8,8,7,9,6,8,5,13
2017-06-30,E01006208,Trafford 022D,LSOA,Persons,1637,394,945,298,19,28,17,37,17,19,24,18,22,28,30,27,33,29,23,23,29,27,28,19,12,10,16,18,11,12,19,16,14,6,14,17,23,16,14,20,13,17,19,19,12,22,28,26,18,31,26,23,21,17,21,25,29,24,21,24,16,22,13,15,24,19,17,23,19,12,16,17,13,33,17,22,22,22,15,9,11,6,15,11,8,6,9,8,4,3,3,3,1,2,10
2017-06-30,E01006211,Trafford 022E,LSOA,Persons,1562,335,937,290,12,16,18,21,28,18,23,22,20,23,24,24,17,20,18,31,26,26,38,15,18,17,11,18,11,9,12,8,19,17,17,18,11,18,22,14,16,20,24,27,17,23,24,29,21,25,22,21,24,22,27,26,24,30,21,17,14,17,20,11,10,15,16,16,13,16,17,18,17,20,8,18,14,19,11,14,8,11,11,9,10,7,11,9,8,6,4,5,4,2,13
2017-06-30,E01006093,Trafford 023A,LSOA,Persons,1576,320,968,288,15,21,16,15,20,33,25,15,22,17,21,18,21,24,23,14,30,24,17,11,8,8,15,11,10,12,10,12,9,15,14,13,21,25,19,23,24,26,24,21,19,33,20,20,26,37,22,24,40,33,16,18,15,20,29,26,18,10,16,18,22,22,24,16,22,17,14,20,16,14,24,15,17,18,11,10,9,9,6,6,10,10,10,8,5,9,3,10,3,3,11
2017-06-30,E01006191,Trafford 023B,LSOA,Persons,1551,320,898,333,20,17,24,27,19,13,23,25,9,12,25,26,11,20,26,23,15,17,20,13,8,8,13,17,13,13,10,7,10,10,15,13,11,15,17,18,21,19,24,27,23,25,20,23,20,23,24,29,20,16,17,27,29,21,30,19,23,20,19,15,18,22,28,15,18,15,18,23,15,19,20,17,17,21,16,12,9,13,17,10,7,8,10,14,11,4,1,5,5,4,22
2017-06-30,E01006192,Trafford 023C,LSOA,Persons,1477,256,852,369,7,10,10,14,17,17,20,17,20,21,13,14,21,17,25,13,27,29,15,13,13,15,10,14,12,13,15,11,7,12,7,10,7,10,11,13,21,22,11,15,21,21,24,22,18,19,17,21,23,19,23,31,26,19,29,28,18,28,19,27,18,15,17,8,8,20,15,18,19,19,15,13,14,15,19,15,15,11,12,18,17,12,20,10,6,8,8,9,11,3,27
2017-06-30,E01006205,Trafford 023D,LSOA,Persons,1360,259,763,338,12,10,12,10,15,19,19,18,23,18,18,19,16,13,23,14,14,22,25,7,7,9,15,4,11,7,6,3,7,5,5,11,8,5,12,8,12,11,12,21,17,20,18,24,30,30,30,25,18,23,13,22,22,17,23,21,22,21,15,23,14,18,14,15,21,17,10,23,19,15,18,23,24,17,15,8,10,14,18,22,9,10,7,10,8,12,3,5,7,5,9
2017-06-30,E01006209,Trafford 023E,LSOA,Persons,1637,343,858,436,11,15,8,20,21,20,20,24,27,29,22,33,22,26,26,19,17,16,24,11,7,9,9,9,11,8,5,6,11,13,11,14,7,19,13,15,24,13,16,16,22,15,16,20,27,33,33,27,28,25,28,22,30,21,23,19,16,18,27,17,19,18,22,13,15,24,24,25,25,22,27,9,22,17,22,18,20,20,16,12,13,11,6,5,11,19,15,16,9,11,17
2017-06-30,E01006078,Trafford 024A,LSOA,Persons,2050,434,1406,210,26,35,43,26,35,31,29,28,29,24,23,27,22,18,20,18,15,16,16,10,10,15,14,15,27,24,30,38,43,55,44,60,61,50,61,41,45,38,34,34,36,31,35,31,27,35,27,30,20,20,28,21,24,33,19,11,15,22,21,29,24,19,18,22,12,8,13,10,12,10,16,12,8,16,9,7,10,10,8,7,7,8,12,3,6,1,1,4,3,4,5
2017-06-30,E01006080,Trafford 024B,LSOA,Persons,1984,438,1157,389,31,23,28,30,43,25,28,32,32,23,26,27,28,19,24,19,7,15,16,10,5,12,13,14,9,17,12,15,22,18,27,33,38,39,34,24,46,29,29,35,31,31,41,34,45,39,30,29,22,23,26,27,29,25,36,18,26,13,20,12,22,7,23,15,14,16,16,14,22,15,17,15,13,15,9,19,23,11,12,12,14,12,13,14,6,22,13,14,12,7,33
2017-06-30,E01006089,Trafford 024C,LSOA,Persons,1819,448,1141,230,33,33,26,32,33,31,29,20,22,27,27,28,29,24,23,31,25,30,27,12,13,13,13,19,23,37,25,24,35,37,31,26,26,40,29,26,42,30,26,35,35,26,26,30,22,21,26,16,23,23,17,22,19,21,22,22,15,20,16,17,9,13,14,9,13,15,25,17,12,15,19,11,12,9,11,5,4,10,3,9,5,6,8,4,10,3,2,1,4,3,7
2017-06-30,E01006193,Trafford 024D,LSOA,Persons,1544,340,905,299,17,23,20,19,21,30,22,25,35,24,26,16,23,14,12,13,16,14,12,12,11,15,16,12,13,16,15,13,12,11,2,17,17,22,11,23,29,29,31,32,14,19,23,16,17,21,25,20,26,34,13,21,26,19,27,13,20,20,25,18,19,17,16,17,18,19,16,23,23,27,15,16,16,18,13,8,9,9,10,22,3,5,11,6,2,2,2,7,5,0,12
2017-06-30,E01006194,Trafford 024E,LSOA,Persons,2521,645,1655,221,35,42,39,37,34,51,50,37,55,46,39,43,34,33,43,27,19,25,30,20,15,16,23,21,15,32,29,29,30,36,37,41,46,51,49,53,54,52,56,38,61,54,58,69,52,47,41,43,37,29,29,36,20,32,36,17,27,18,18,27,11,15,17,29,15,15,18,17,13,13,21,12,6,10,18,10,9,8,5,5,6,4,3,6,4,0,0,3,3,0,12
2017-06-30,E01006074,Trafford 025A,LSOA,Persons,1703,409,999,295,25,31,26,23,25,26,28,22,23,22,24,28,27,29,22,28,31,23,17,12,11,7,10,10,16,14,15,17,14,16,13,13,16,28,26,24,27,20,18,29,25,24,20,23,25,24,42,14,26,31,29,18,32,22,26,29,21,25,14,24,16,23,7,17,15,9,17,12,21,16,17,15,15,14,13,10,12,15,14,10,6,14,6,7,3,4,7,6,4,5,23
2017-06-30,E01006075,Trafford 025B,LSOA,Persons,2291,423,1443,425,21,21,32,27,28,29,23,34,26,26,33,17,34,24,29,19,33,24,21,10,15,19,18,16,37,35,21,37,36,32,41,32,32,25,36,31,42,30,43,38,42,46,40,37,33,38,38,22,29,23,26,29,32,38,44,36,25,27,25,18,21,25,14,14,17,17,26,22,16,21,22,15,19,19,15,17,11,17,16,14,16,13,15,10,14,14,13,6,15,12,30
2017-06-30,E01006076,Trafford 025C,LSOA,Persons,1760,263,960,537,16,11,13,10,12,16,20,13,23,16,15,22,14,18,22,22,22,17,17,10,6,11,9,13,13,16,9,13,14,20,11,14,23,12,14,15,20,13,17,11,13,25,26,21,19,27,32,23,32,40,24,33,24,40,20,27,19,22,20,22,30,9,25,23,24,18,14,9,28,24,20,24,26,29,16,14,13,24,27,17,19,18,21,20,20,13,26,16,13,15,53
2017-06-30,E01006079,Trafford 025D,LSOA,Persons,2305,459,1507,339,20,33,30,32,32,30,51,28,33,30,29,20,22,25,18,26,23,22,24,14,20,14,12,38,22,31,32,29,48,49,35,32,30,49,43,41,39,45,35,35,29,26,41,33,33,31,39,24,30,26,29,27,38,37,36,39,24,31,28,31,31,31,23,14,14,21,23,18,19,19,19,16,20,18,13,12,15,13,9,15,12,18,11,11,4,6,3,3,5,4,12
2017-06-30,E01006087,Trafford 025E,LSOA,Persons,1510,278,869,363,12,18,21,14,11,16,13,20,11,20,17,22,28,17,20,18,20,20,17,11,10,12,15,19,16,8,9,9,8,11,12,12,24,20,19,11,8,12,9,9,17,16,14,18,15,23,30,25,23,33,22,25,16,29,21,28,24,24,31,25,16,16,15,23,19,19,25,16,23,20,24,25,19,22,23,16,12,15,22,13,8,5,4,7,6,12,3,5,6,3,10
