name,type,address,postcode,area_name,lon,lat
Amigo Pizza Limited,Restaurant/Cafe/Canteen," 402 Barton Road, Stretford, Manchester",M32 9RW,Trafford,-2.32587,53.454613
China Bowl,Restaurant/Cafe/Canteen," 91 Washway Road, Sale",M33 7TQ,Trafford,-2.3293180000000002,53.421588
Double Tree Indian Restaurant,Restaurant/Cafe/Canteen," 42-44 Railway Street, Altrincham",WA14 2RE,Trafford,-2.351844,53.385129
Pizza Hut Restaurant,Restaurant/Cafe/Canteen," 12 The Orient, Trafford Centre, Trafford Park",M17 8EB,Trafford,-2.34902,53.466187
Cinnamon Indian Restaurant,Restaurant/Cafe/Canteen," 134 Ashley Road, Hale Altrincham, Cheshire",WA14 2UN,Trafford,-2.349054,53.37854
Busby Burgers,Mobile caterer," Sir matt busby, Stretford",NA,Trafford,-2.28811,53.46138
Billy's Beef Burgers,Mobile caterer," 20 Winster Avenue, Stretford, Manchester",M32 9SG,Trafford,-2.327376,53.456622
Reds Burger Bar (Mobile. Reg: NV05 0TL),Mobile caterer,"White City Retail Park, Chester Road, Stretford, Manchester",M16 0RP,Trafford,-2.28394293785095,53.4611206054688
McDonald's Restaurant,Restaurant/Cafe/Canteen," 7 The Orient, Trafford Centre, Trafford Park",M17 8EH,Trafford,-2.34902000427246,53.4661865234375
McDonald's Restaurant,Restaurant/Cafe/Canteen," Neary Way, Davyhulme, Manchester",M41 7FP,Trafford,-2.358362,53.462941
McDonald's Restaurant,Restaurant/Cafe/Canteen,"Unit 11 Altrincham Retail Park, George Richards Way, Altrincham",WA14 5GR,Trafford,-2.3567714,53.4008702
Pret a Manger within Selfridges,Restaurant/Cafe/Canteen," 1 The Dome, The Trafford Centre, Manchester",M17 8DF,Trafford,-2.34902,53.466187
McDonald's Restaurants,Restaurant/Cafe/Canteen,"Asda Stores Ltd, Traders Avenue, Barton Dock Road Urmston, Manchester",M41 7ZA,Trafford,-2.344839,53.468869
