AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,long,lat
201506E098205,2015-02-19,Feb,Thu,16,Pedal Cycle,Slight,Daylight,Female,55-59,Manchester,-2.224057,53.429257
201506E098228,2015-03-07,Mar,Sat,7,Pedal Cycle,Slight,Daylight,Male,65-69,Manchester,-2.261562,53.385227
201506E098239,2015-03-02,Mar,Mon,20,Pedestrian,Fatal,Dark,Male,75-79,Manchester,-2.212916,53.45867
201506E098274,2015-02-28,Feb,Sat,19,Car,Slight,Dark,Male,50-54,Manchester,-2.276686,53.445326
201506E098280,2015-02-16,Feb,Mon,7,Car,Slight,Daylight,Male,35-39,Manchester,-2.248183,53.462917
201506E098340,2015-03-11,Mar,Wed,5,Pedestrian,Fatal,Dark,Male,50-54,Manchester,-2.227144,53.471947
201506E098362,2015-02-27,Feb,Fri,11,Pedestrian,Slight,Daylight,Male,75-79,Manchester,-2.231514,53.416839
201506E098422,2015-03-09,Mar,Mon,7,Pedal Cycle,Serious,Daylight,Male,35-39,Manchester,-2.25324,53.401514
201506E098450,2015-03-07,Mar,Sat,21,Pedal Cycle,Serious,Dark,Male,35-39,Manchester,-2.252384,53.460121
201506E098712,2015-03-12,Mar,Thu,22,Pedal Cycle,Slight,Dark,Male,20-24,Manchester,-2.241444,53.443246
201506E098725,2015-03-22,Mar,Sun,3,Pedestrian,Serious,Dark,Male,40-44,Manchester,-2.234803,53.467438
201506E098757,2015-03-09,Mar,Mon,12,Car,Slight,Daylight,Female,20-24,Manchester,-2.227629,53.450014
201506E098766,2015-03-14,Mar,Sat,15,Car,Slight,Daylight,Male,50-54,Manchester,-2.244322,53.446296
201506E098777,2015-03-11,Mar,Wed,10,Pedestrian,Slight,Daylight,Female,30-34,Manchester,-2.201617,53.457881
201506E098780,2015-03-06,Mar,Fri,8,Pedal Cycle,Slight,Daylight,Male,45-49,Manchester,-2.238188,53.453319
201506E098792,2015-03-19,Mar,Thu,20,Powered 2 Wheeler,Slight,Dark,Female,25-29,Manchester,-2.244286,53.440094
201506E098804,2015-03-19,Mar,Thu,17,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.225706,53.4564
201506E098826,2015-03-19,Mar,Thu,21,Car,Slight,Dark,Male,25-29,Manchester,-2.230891,53.468434
201506E098847,2015-03-18,Mar,Wed,22,Pedal Cycle,Slight,Dark,Male,25-29,Manchester,-2.245149,53.459238
201506E098925,2015-03-18,Mar,Wed,8,Car,Slight,Daylight,Female,20-24,Manchester,-2.267336,53.442831
201506E099370,2015-03-30,Mar,Mon,15,Pedal Cycle,Slight,Daylight,Male,15-19,Manchester,-2.281474,53.440731
201506E099429,2015-04-08,Apr,Wed,14,Car,Slight,Daylight,Male,25-29,Manchester,-2.245017,53.436227
201506E099429,2015-04-08,Apr,Wed,14,Car,Slight,Daylight,Female,50-54,Manchester,-2.245017,53.436227
201506E099429,2015-04-08,Apr,Wed,14,Car,Slight,Daylight,Male,20-24,Manchester,-2.245017,53.436227
201506E099455,2015-03-21,Mar,Sat,11,Car,Slight,Daylight,Female,45-49,Manchester,-2.18543,53.441099
201506E099474,2015-04-02,Apr,Thu,17,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.191618,53.444684
201506E099505,2015-03-25,Mar,Wed,13,Car,Slight,Daylight,Male,40-44,Manchester,-2.229912,53.454414
201506E099534,2015-03-22,Mar,Sun,7,Car,Serious,Daylight,Male,30-34,Manchester,-2.199114,53.46993
201506E099637,2015-04-01,Apr,Wed,16,Car,Slight,Daylight,Male,30-34,Manchester,-2.203569,53.456619
201506E099637,2015-04-01,Apr,Wed,16,Car,Slight,Daylight,Female,30-34,Manchester,-2.203569,53.456619
201506E099749,2015-04-04,Apr,Sat,15,Car,Slight,Daylight,Female,30-34,Manchester,-2.207818,53.432433
201506E099755,2015-03-27,Mar,Fri,15,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.265476,53.434206
201506E099797,2015-04-11,Apr,Sat,10,Pedal Cycle,Serious,Daylight,Female,30-34,Manchester,-2.202899,53.442419
201506E099800,2015-03-22,Mar,Sun,15,Car,Slight,Daylight,Female,30-34,Manchester,-2.271131,53.447766
201506E099833,2015-04-12,Apr,Sun,18,Other Vehicle,Slight,Daylight,Male,30-34,Manchester,-2.260754,53.474215
201506E099833,2015-04-12,Apr,Sun,18,Car,Slight,Daylight,Female,50-54,Manchester,-2.260754,53.474215
201506E099888,2015-04-09,Apr,Thu,23,Pedestrian,Slight,Dark,Male,15-19,Manchester,-2.244987,53.457171
201506E099976,2015-04-16,Apr,Thu,12,Pedal Cycle,Slight,Daylight,Male,10-14,Manchester,-2.196864,53.439642
201506E099978,2015-04-16,Apr,Thu,18,Car,Slight,Daylight,Female,25-29,Manchester,-2.268285,53.40238
201506E099988,2015-04-15,Apr,Wed,8,Pedal Cycle,Serious,Daylight,Male,30-34,Manchester,-2.221297,53.419555
201506EM06421,2015-09-25,Sep,Fri,6,Car,Slight,Daylight,Female,65-69,Manchester,-2.314636,53.405773
201506F000007,2015-04-16,Apr,Thu,12,Car,Slight,Daylight,Male,50-54,Salford,-2.272675,53.477245
201506F000007,2015-04-16,Apr,Thu,12,Car,Slight,Daylight,Male,35-39,Salford,-2.272675,53.477245
201506F000110,2015-04-18,Apr,Sat,22,Car,Slight,Dark,Female,30-34,Salford,-2.34326,53.504657
201506F000171,2015-04-21,Apr,Tue,10,Car,Slight,Daylight,Male,40-44,Salford,-2.271188,53.480304
201506F000182,2015-04-20,Apr,Mon,10,Car,Slight,Daylight,Male,30-34,Salford,-2.351591,53.49106
201506F000440,2015-04-22,Apr,Wed,20,Powered 2 Wheeler,Slight,Dark,Male,15-19,Salford,-2.396331,53.520852
201506F000518,2015-04-27,Apr,Mon,10,Bus or Coach,Slight,Daylight,Female,80-84,Salford,-2.325953,53.489066
201506F000518,2015-04-27,Apr,Mon,10,Bus or Coach,Slight,Daylight,Female,40-44,Salford,-2.325953,53.489066
201506F000518,2015-04-27,Apr,Mon,10,Bus or Coach,Slight,Daylight,Female,40-44,Salford,-2.325953,53.489066
201506F000542,2015-04-26,Apr,Sun,17,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Salford,-2.417534,53.499028
201506F000588,2015-04-25,Apr,Sat,0,Car,Slight,Dark,Male,20-24,Salford,-2.336642,53.525619
201506F000588,2015-04-25,Apr,Sat,0,Car,Slight,Dark,Male,25-29,Salford,-2.336642,53.525619
201506F000704,2015-05-02,May,Sat,9,Car,Slight,Daylight,Male,30-34,Salford,-2.270254,53.499362
201506F000704,2015-05-02,May,Sat,9,Goods Vehicle,Slight,Daylight,Male,55-59,Salford,-2.270254,53.499362
201506F000714,2015-04-29,Apr,Wed,6,Car,Slight,Daylight,Female,40-44,Salford,-2.259507,53.492195
201506F000738,2015-05-05,May,Tue,22,Pedestrian,Slight,Dark,Male,40-44,Salford,-2.387479,53.509466
201506F000835,2015-04-30,Apr,Thu,5,Pedal Cycle,Slight,Daylight,Female,25-29,Salford,-2.296031,53.477459
201506F001017,2015-04-11,Apr,Sat,10,Pedal Cycle,Slight,Daylight,Female,35-39,Salford,-2.270254,53.499362
201506F001180,2015-05-09,May,Sat,22,Car,Serious,Dark,Male,30-34,Salford,-2.28098,53.479922
201506F001341,2015-05-14,May,Thu,15,Pedestrian,Slight,Daylight,Female,5-9,Salford,-2.349279,53.521538
201506F001566,2015-05-04,May,Mon,16,Car,Slight,Daylight,Female,25-29,Salford,-2.282258,53.468144
201506F001605,2015-05-14,May,Thu,17,Car,Slight,Daylight,Female,50-54,Salford,-2.252702,53.513602
201506F001642,2015-05-12,May,Tue,17,Car,Slight,Daylight,Male,20-24,Salford,-2.287087,53.491682
201506F001695,2015-05-12,May,Tue,20,Powered 2 Wheeler,Slight,Daylight,Male,45-49,Salford,-2.412401,53.451676
201506F001730,2015-05-27,May,Wed,15,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Salford,-2.431169,53.535383
201506F001764,2015-06-01,Jun,Mon,9,Car,Slight,Daylight,Female,30-34,Salford,-2.429695,53.523972
201506F001774,2015-06-04,Jun,Thu,14,Powered 2 Wheeler,Serious,Daylight,Male,45-49,Salford,-2.377509,53.473454
201506F001774,2015-06-04,Jun,Thu,14,Car,Slight,Daylight,Female,70-74,Salford,-2.377509,53.473454
201506F001927,2015-05-17,May,Sun,17,Car,Slight,Daylight,Female,40-44,Salford,-2.34896,53.501135
201506F001977,2015-06-02,Jun,Tue,18,Pedal Cycle,Slight,Daylight,Male,50-54,Salford,-2.285243,53.508945
201506F002062,2015-06-07,Jun,Sun,15,Powered 2 Wheeler,Serious,Daylight,Male,25-29,Salford,-2.436987,53.426421
201506F002121,2015-05-30,May,Sat,16,Powered 2 Wheeler,Serious,Daylight,Male,25-29,Salford,-2.257142,53.49975
201506F002125,2015-06-11,Jun,Thu,18,Powered 2 Wheeler,Serious,Daylight,Male,35-39,Salford,-2.419031,53.528594
201506F002212,2015-06-03,Jun,Wed,15,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Salford,-2.30005,53.49183
201506F002238,2015-06-06,Jun,Sat,18,Car,Slight,Daylight,Female,15-19,Salford,-2.345767,53.516245
201506F002238,2015-06-06,Jun,Sat,18,Car,Slight,Daylight,Female,20-24,Salford,-2.345767,53.516245
201506F002321,2015-06-10,Jun,Wed,18,Pedal Cycle,Slight,Daylight,Male,25-29,Salford,-2.282282,53.471739
201506F002326,2015-06-07,Jun,Sun,10,Car,Slight,Daylight,Male,30-34,Salford,-2.33357,53.518617
201506F002511,2015-06-08,Jun,Mon,10,Car,Slight,Daylight,Male,25-29,Salford,-2.26307,53.483289
201506F002588,2015-05-14,May,Thu,13,Car,Slight,Daylight,Female,70-74,Salford,-2.382574,53.500583
201506F002690,2015-06-24,Jun,Wed,22,Car,Serious,Dark,Male,20-24,Salford,-2.309894,53.477603
201506F002690,2015-06-24,Jun,Wed,22,Car,Slight,Dark,Female,30-34,Salford,-2.309894,53.477603
201506F002748,2015-06-24,Jun,Wed,12,Car,Slight,Daylight,Female,90+,Salford,-2.410181,53.502559
201506F002802,2015-06-25,Jun,Thu,10,Pedestrian,Slight,Daylight,Male,15-19,Salford,-2.302806,53.497935
201506F002866,2015-06-11,Jun,Thu,17,Car,Slight,Daylight,Male,25-29,Salford,-2.291575,53.486818
201506F002866,2015-06-11,Jun,Thu,17,Car,Slight,Daylight,Male,15-19,Salford,-2.291575,53.486818
201506F002892,2015-06-26,Jun,Fri,18,Car,Slight,Daylight,Male,55-59,Salford,-2.360952,53.510807
201506F002892,2015-06-26,Jun,Fri,18,Car,Slight,Daylight,Male,35-39,Salford,-2.360952,53.510807
201506F002892,2015-06-26,Jun,Fri,18,Car,Slight,Daylight,Male,65-69,Salford,-2.360952,53.510807
201506F002892,2015-06-26,Jun,Fri,18,Car,Slight,Daylight,Male,60-64,Salford,-2.360952,53.510807
201506F002961,2015-06-17,Jun,Wed,18,Car,Slight,Daylight,Male,5-9,Salford,-2.324485,53.513968
201506F002961,2015-06-17,Jun,Wed,18,Car,Slight,Daylight,Female,30-34,Salford,-2.324485,53.513968
201506F002975,2015-06-13,Jun,Sat,17,Pedestrian,Slight,Daylight,Male,50-54,Salford,-2.34966,53.494572
201506F003017,2015-07-03,Jul,Fri,19,Car,Slight,Daylight,Male,45-49,Salford,-2.400868,53.458277
201506F003289,2015-07-07,Jul,Tue,9,Car,Slight,Daylight,Male,20-24,Salford,-2.334769,53.517715
201506F003289,2015-07-07,Jul,Tue,9,Car,Slight,Daylight,Female,65-69,Salford,-2.334769,53.517715
201506F003319,2015-07-04,Jul,Sat,21,Powered 2 Wheeler,Fatal,Daylight,Male,15-19,Salford,-2.251337,53.512346
201506F003320,2015-07-03,Jul,Fri,22,Pedal Cycle,Slight,Dark,Male,20-24,Salford,-2.329716,53.507841
201506F003397,2015-07-11,Jul,Sat,16,Car,Slight,Daylight,Male,30-34,Salford,-2.344756,53.484699
201506F003397,2015-07-11,Jul,Sat,16,Car,Slight,Daylight,Male,80-84,Salford,-2.344756,53.484699
201506F003417,2015-07-09,Jul,Thu,8,Pedal Cycle,Slight,Daylight,Male,40-44,Salford,-2.311001,53.505375
201506F003493,2015-07-09,Jul,Thu,18,Car,Slight,Daylight,Male,65-69,Salford,-2.418015,53.440691
201506F003493,2015-07-09,Jul,Thu,18,Car,Slight,Daylight,Male,55-59,Salford,-2.418015,53.440691
201506F003590,2015-07-07,Jul,Tue,12,Car,Slight,Daylight,Male,55-59,Salford,-2.351502,53.516768
201506F003724,2015-07-13,Jul,Mon,19,Car,Slight,Daylight,Female,30-34,Salford,-2.342211,53.505379
201506F003724,2015-07-13,Jul,Mon,19,Car,Slight,Daylight,Male,20-24,Salford,-2.342211,53.505379
201506F003728,2015-07-17,Jul,Fri,18,Powered 2 Wheeler,Serious,Daylight,Male,45-49,Salford,-2.409053,53.526292
201506F003741,2015-07-16,Jul,Thu,19,Pedal Cycle,Slight,Daylight,Male,5-9,Salford,-2.420895,53.533981
201506F003846,2015-07-20,Jul,Mon,12,Pedestrian,Slight,Daylight,Female,5-9,Salford,-2.41744,53.535521
201506F003863,2015-07-23,Jul,Thu,12,Powered 2 Wheeler,Slight,Daylight,Male,40-44,Salford,-2.271166,53.476889
201506F003865,2015-07-17,Jul,Fri,14,Car,Slight,Daylight,Female,30-34,Salford,-2.38269,53.513436
201506F003879,2015-07-19,Jul,Sun,22,Powered 2 Wheeler,Serious,Dark,Male,25-29,Salford,-2.31298,53.507976
201506F003919,2015-07-20,Jul,Mon,18,Pedal Cycle,Slight,Daylight,Male,30-34,Salford,-2.388694,53.510361
201506F003938,2015-07-19,Jul,Sun,12,Powered 2 Wheeler,Slight,Daylight,Male,55-59,Salford,-2.410483,53.502558
201506F003966,2015-07-21,Jul,Tue,16,Pedestrian,Slight,Daylight,Female,25-29,Salford,-2.340306,53.512306
201506F003974,2015-07-25,Jul,Sat,23,Pedal Cycle,Slight,Dark,Male,20-24,Salford,-2.417347,53.449322
201506F003976,2015-07-22,Jul,Wed,8,Powered 2 Wheeler,Serious,Daylight,Male,35-39,Salford,-2.386059,53.502549
201506F003976,2015-07-22,Jul,Wed,8,Powered 2 Wheeler,Slight,Daylight,Female,25-29,Salford,-2.386059,53.502549
201506F003984,2015-07-22,Jul,Wed,18,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Salford,-2.25133,53.485741
201506F004126,2015-07-24,Jul,Fri,10,Goods Vehicle,Slight,Daylight,Male,20-24,Salford,-2.28013,53.488193
201506F004165,2015-07-25,Jul,Sat,21,Car,Slight,Daylight,Male,25-29,Salford,-2.325953,53.489066
201506F004165,2015-07-25,Jul,Sat,21,Car,Slight,Daylight,Female,25-29,Salford,-2.325953,53.489066
201506F004382,2015-07-30,Jul,Thu,17,Car,Slight,Daylight,Male,25-29,Salford,-2.357017,53.509111
201506F004382,2015-07-30,Jul,Thu,17,Car,Slight,Daylight,Female,25-29,Salford,-2.357017,53.509111
201506F004382,2015-07-30,Jul,Thu,17,Car,Slight,Daylight,Male,30-34,Salford,-2.357017,53.509111
201506F004440,2015-08-17,Aug,Mon,17,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Salford,-2.265414,53.496676
201506F004450,2015-08-16,Aug,Sun,13,Pedal Cycle,Slight,Daylight,Male,10-14,Salford,-2.262275,53.501087
201506F004608,2015-08-05,Aug,Wed,15,Car,Slight,Daylight,Female,20-24,Salford,-2.338033,53.510964
201506F004614,2015-08-02,Aug,Sun,19,Car,Slight,Daylight,Male,30-34,Salford,-2.264983,53.476004
201506F004614,2015-08-02,Aug,Sun,19,Car,Slight,Daylight,Male,30-34,Salford,-2.264983,53.476004
201506F004718,2015-08-06,Aug,Thu,18,Pedestrian,Slight,Daylight,Female,0-4,Salford,-2.425473,53.539088
201506F004732,2015-08-20,Aug,Thu,17,Pedestrian,Serious,Daylight,Female,65-69,Salford,-2.367136,53.476093
201506F004739,2015-08-06,Aug,Thu,15,Pedal Cycle,Slight,Daylight,Male,10-14,Salford,-2.341342,53.509876
201506F004840,2015-08-23,Aug,Sun,15,Pedestrian,Slight,Daylight,Female,5-9,Salford,-2.252087,53.511716
201506F004872,2015-08-21,Aug,Fri,8,Car,Slight,Daylight,Male,65-69,Salford,-2.286834,53.498964
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,60-64,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,35-39,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,55-59,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,45-49,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Female,20-24,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,45-49,Salford,-2.283163,53.468322
201506F005000,2015-08-31,Aug,Mon,18,Car,Slight,Daylight,Male,20-24,Salford,-2.283163,53.468322
201506F005031,2015-08-23,Aug,Sun,7,Taxi,Slight,Daylight,Male,45-49,Salford,-2.341113,53.481383
201506F005144,2015-08-29,Aug,Sat,13,Car,Slight,Daylight,Female,60-64,Salford,-2.294775,53.491933
201506F005217,2015-08-28,Aug,Fri,17,Car,Slight,Daylight,Male,20-24,Salford,-2.259381,53.49615
201506F005217,2015-08-28,Aug,Fri,17,Car,Slight,Daylight,Female,25-29,Salford,-2.259381,53.49615
201506F005371,2015-08-21,Aug,Fri,9,Pedal Cycle,Serious,Daylight,Male,40-44,Salford,-2.285277,53.491507
201506F005386,2015-08-22,Aug,Sat,9,Powered 2 Wheeler,Serious,Daylight,Male,20-24,Salford,-2.252592,53.495176
201506F005671,2015-09-12,Sep,Sat,20,Pedestrian,Slight,Dark,Male,55-59,Salford,-2.284053,53.466342
201506F005680,2015-09-13,Sep,Sun,15,Powered 2 Wheeler,Slight,Daylight,Male,35-39,Salford,-2.335412,53.522746
201506F005707,2015-09-15,Sep,Tue,17,Car,Slight,Daylight,Male,30-34,Salford,-2.334952,53.521759
201506F005783,2015-09-11,Sep,Fri,20,Pedestrian,Serious,Dark,Male,5-9,Salford,-2.311913,53.485868
201506F005818,2015-09-10,Sep,Thu,10,Pedestrian,Serious,Daylight,Male,20-24,Salford,-2.253424,53.508387
201506F006060,2015-09-10,Sep,Thu,7,Pedal Cycle,Slight,Daylight,Male,25-29,Salford,-2.262629,53.509536
201506F006065,2015-09-17,Sep,Thu,9,Pedestrian,Slight,Daylight,Female,45-49,Salford,-2.291637,53.473874
201506F006234,2015-09-29,Sep,Tue,19,Car,Slight,Dark,Female,65-69,Salford,-2.410483,53.502558
201506F006270,2015-09-22,Sep,Tue,18,Pedestrian,Slight,Daylight,Male,50-54,Salford,-2.346512,53.515164
201506F006301,2015-09-28,Sep,Mon,17,Car,Slight,Daylight,Female,25-29,Salford,-2.342361,53.505379
201506F006398,2015-10-06,Oct,Tue,17,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Salford,-2.338012,53.489392
201506F006478,2015-10-01,Oct,Thu,8,Car,Slight,Daylight,Female,25-29,Salford,-2.257343,53.483301
201506F006487,2015-10-12,Oct,Mon,9,Pedal Cycle,Serious,Daylight,Male,30-34,Salford,-2.307684,53.48462
201506F006511,2015-10-04,Oct,Sun,20,Car,Slight,Dark,Female,70-74,Salford,-2.392176,53.511877
201506F006511,2015-10-04,Oct,Sun,20,Car,Slight,Dark,Male,55-59,Salford,-2.392176,53.511877
201506F006572,2015-10-01,Oct,Thu,5,Car,Slight,Dark,Female,55-59,Salford,-2.281577,53.479022
201506F006572,2015-10-01,Oct,Thu,5,Car,Slight,Dark,Male,45-49,Salford,-2.281577,53.479022
201506F006620,2015-10-02,Oct,Fri,20,Taxi,Slight,Dark,Male,15-19,Salford,-2.283422,53.507241
201506F006620,2015-10-02,Oct,Fri,20,Powered 2 Wheeler,Serious,Dark,Male,20-24,Salford,-2.283422,53.507241
201506F006620,2015-10-02,Oct,Fri,20,Powered 2 Wheeler,Serious,Dark,Male,20-24,Salford,-2.283422,53.507241
201506F006666,2015-09-29,Sep,Tue,20,Car,Slight,Dark,Female,40-44,Salford,-2.280942,53.474169
201506F006668,2015-09-28,Sep,Mon,16,Pedal Cycle,Slight,Daylight,Male,30-34,Salford,-2.309776,53.502771
201506F006845,2015-10-06,Oct,Tue,20,Pedal Cycle,Serious,Dark,Male,20-24,Salford,-2.31038,53.50295
201506F006866,2015-10-05,Oct,Mon,15,Pedestrian,Slight,Daylight,Female,10-14,Salford,-2.435207,53.428944
201506F007071,2015-10-12,Oct,Mon,15,Pedestrian,Serious,Daylight,Female,5-9,Salford,-2.417117,53.502625
201506F007090,2015-10-09,Oct,Fri,22,Powered 2 Wheeler,Serious,Dark,Male,15-19,Salford,-2.413751,53.451132
201506F007183,2015-09-12,Sep,Sat,23,Pedestrian,Slight,Dark,Male,55-59,Salford,-2.357539,53.481515
201506F007201,2015-10-15,Oct,Thu,16,Car,Slight,Daylight,Male,20-24,Salford,-2.249245,53.515677
201506F007201,2015-10-15,Oct,Thu,16,Car,Slight,Daylight,Female,45-49,Salford,-2.249245,53.515677
201506F007245,2015-10-19,Oct,Mon,6,Pedestrian,Slight,Dark,Male,45-49,Salford,-2.392666,53.467023
201506F007250,2015-10-08,Oct,Thu,15,Powered 2 Wheeler,Slight,Daylight,Male,20-24,Salford,-2.441506,53.426764
201506F007250,2015-10-08,Oct,Thu,15,Car,Slight,Daylight,Female,55-59,Salford,-2.441506,53.426764
201506F007309,2015-09-26,Sep,Sat,17,Car,Slight,Daylight,Male,40-44,Salford,-2.312981,53.508156
201506F007336,2015-10-19,Oct,Mon,13,Car,Slight,Daylight,Female,65-69,Salford,-2.25791,53.502086
201506F007336,2015-10-19,Oct,Mon,13,Car,Slight,Daylight,Male,50-54,Salford,-2.25791,53.502086
201506F007336,2015-10-19,Oct,Mon,13,Car,Slight,Daylight,Female,20-24,Salford,-2.25791,53.502086
201506F007462,2015-10-28,Oct,Wed,11,Pedestrian,Slight,Daylight,Male,10-14,Salford,-2.334618,53.517625
201506F007489,2015-10-09,Oct,Fri,8,Other Vehicle,Slight,Daylight,Female,30-34,Salford,-2.276572,53.49719
201506F007592,2015-10-22,Oct,Thu,14,Pedal Cycle,Slight,Daylight,Male,10-14,Salford,-2.273981,53.492882
201506F007605,2015-10-15,Oct,Thu,17,Powered 2 Wheeler,Slight,Daylight,Male,35-39,Salford,-2.424536,53.430421
201506F007717,2015-10-30,Oct,Fri,7,Pedal Cycle,Slight,Daylight,Male,10-14,Salford,-2.260647,53.505945
201506F007840,2015-10-21,Oct,Wed,4,Pedal Cycle,Slight,Dark,Male,30-34,Salford,-2.421526,53.445622
201506F007912,2015-11-07,Nov,Sat,10,Powered 2 Wheeler,Slight,Daylight,Male,45-49,Salford,-2.265133,53.475913
201506F008096,2015-11-06,Nov,Fri,17,Car,Slight,Dark,Male,60-64,Salford,-2.363666,53.493182
201506F008230,2015-11-13,Nov,Fri,13,Car,Slight,Daylight,Female,55-59,Salford,-2.299775,53.474214
201506F008251,2015-11-11,Nov,Wed,1,Car,Slight,Dark,Male,30-34,Salford,-2.265133,53.475913
201506F008278,2015-11-04,Nov,Wed,17,Pedestrian,Slight,Dark,Female,15-19,Salford,-2.323485,53.521251
201506F008287,2015-11-11,Nov,Wed,19,Car,Slight,Dark,Female,30-34,Salford,-2.320791,53.484046
201506F008293,2015-11-15,Nov,Sun,11,Car,Slight,Daylight,Male,25-29,Salford,-2.370725,53.490284
201506F008304,2015-11-11,Nov,Wed,20,Car,Slight,Dark,Female,15-19,Salford,-2.25806,53.501995
201506F008304,2015-11-11,Nov,Wed,20,Car,Slight,Dark,Male,45-49,Salford,-2.25806,53.501995
201506F008496,2015-11-18,Nov,Wed,18,Powered 2 Wheeler,Serious,Dark,Male,55-59,Salford,-2.344895,53.48317
201506F008603,2015-11-14,Nov,Sat,11,Car,Slight,Daylight,Female,30-34,Salford,-2.351421,53.506971
201506F008603,2015-11-14,Nov,Sat,11,Car,Slight,Daylight,Female,60-64,Salford,-2.351421,53.506971
201506F008681,2015-11-18,Nov,Wed,17,Pedestrian,Serious,Dark,Female,45-49,Salford,-2.295541,53.493729
201506F008701,2015-11-18,Nov,Wed,7,Other Vehicle,Slight,Daylight,Male,25-29,Salford,-2.423884,53.531094
201506F008711,2015-11-18,Nov,Wed,18,Pedal Cycle,Slight,Dark,Male,50-54,Salford,-2.276236,53.491888
201506F008926,2015-11-22,Nov,Sun,13,Car,Slight,Daylight,Female,5-9,Salford,-2.341064,53.512843
201506F008942,2015-11-24,Nov,Tue,16,Pedestrian,Slight,Dark,Male,10-14,Salford,-2.328879,53.516652
201506F008973,2015-11-18,Nov,Wed,8,Pedestrian,Slight,Daylight,Female,15-19,Salford,-2.424928,53.529922
201506F008999,2015-12-02,Dec,Wed,16,Powered 2 Wheeler,Serious,Dark,Male,30-34,Salford,-2.250738,53.513067
201506F009030,2015-11-28,Nov,Sat,22,Pedestrian,Serious,Dark,Male,15-19,Salford,-2.340065,53.519857
201506F009037,2015-11-14,Nov,Sat,13,Goods Vehicle,Slight,Daylight,Male,45-49,Salford,-2.324799,53.49581
201506F009037,2015-11-14,Nov,Sat,13,Car,Slight,Daylight,Male,25-29,Salford,-2.324799,53.49581
201506F009037,2015-11-14,Nov,Sat,13,Car,Slight,Daylight,Female,10-14,Salford,-2.324799,53.49581
201506F009193,2015-12-05,Dec,Sat,13,Car,Slight,Daylight,Male,0-4,Salford,-2.392177,53.512057
201506F009193,2015-12-05,Dec,Sat,13,Car,Slight,Daylight,Female,30-34,Salford,-2.392177,53.512057
201506F009344,2015-12-04,Dec,Fri,15,Powered 2 Wheeler,Slight,Daylight,Male,50-54,Salford,-2.354533,53.482423
201506F009398,2015-12-15,Dec,Tue,20,Car,Slight,Dark,Male,30-34,Salford,-2.427181,53.43895
201506F009436,2015-12-13,Dec,Sun,18,Pedestrian,Slight,Dark,Female,60-64,Salford,-2.357988,53.481154
201506F009453,2015-11-24,Nov,Tue,9,Car,Slight,Daylight,Male,70-74,Salford,-2.374372,53.47652
201506F009455,2015-11-30,Nov,Mon,19,Car,Slight,Dark,Female,35-39,Salford,-2.249396,53.515586
201506F009469,2015-12-20,Dec,Sun,19,Car,Slight,Dark,Male,20-24,Salford,-2.370876,53.490283
201506F009469,2015-12-20,Dec,Sun,19,Car,Slight,Dark,Male,50-54,Salford,-2.370876,53.490283
201506F009524,2015-12-09,Dec,Wed,13,Car,Slight,Daylight,Female,20-24,Salford,-2.416815,53.502626
201506F009592,2015-12-17,Dec,Thu,10,Car,Slight,Daylight,Male,25-29,Salford,-2.41465,53.45068
201506F009770,2015-12-21,Dec,Mon,13,Car,Slight,Daylight,Female,20-24,Salford,-2.435798,53.427863
201506F009770,2015-12-21,Dec,Mon,13,Pedestrian,Slight,Daylight,Female,10-14,Salford,-2.435798,53.427863
201506F009828,2015-12-15,Dec,Tue,10,Car,Slight,Daylight,Female,40-44,Salford,-2.348702,53.506349
201506F009851,2015-12-03,Dec,Thu,17,Pedal Cycle,Slight,Dark,Male,30-34,Salford,-2.305215,53.49757
201506F009866,2015-12-19,Dec,Sat,5,Car,Slight,Dark,Male,25-29,Salford,-2.33297,53.519068
201506F009909,2015-12-24,Dec,Thu,9,Car,Slight,Daylight,Male,40-44,Salford,-2.294998,53.480607
201506F009909,2015-12-24,Dec,Thu,9,Car,Slight,Daylight,Male,45-49,Salford,-2.294998,53.480607
201506F009910,2015-11-29,Nov,Sun,5,Powered 2 Wheeler,Serious,Dark,Male,35-39,Salford,-2.341345,53.510236
