area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,2319
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,1805
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,27
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,1366
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,4398
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,677
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,942
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,137
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,462
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,1238
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,2610
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,6810
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,302
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,2926
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,358
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,2063
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,3984
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,2823
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,1525
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,4855
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,3588
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,633
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,435
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,786
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,961
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,1668
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,103
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,3448
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,1444
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,245
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,323
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,139
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,5041
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,351
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,4369
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,279
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,13501
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,1391
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Hairdressers and Related Services,Count,Persons,1846
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Housekeeping and Related Services,Count,Persons,1359
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Cleaning and Housekeeping Managers and Supervisors,Count,Persons,637
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Bed and Breakfast and Guest House Owners and Proprietors,Count,Persons,7
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Community and Civil Enforcement Occupations,Count,Persons,206
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Assistants and Retail Cashiers,Count,Persons,12709
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Related Occupations,Count,Persons,723
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Shopkeepers and Sales Supervisors,Count,Persons,2190
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Occupations,Count,Persons,5911
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,187
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,1691
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,203
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,388
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,895
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,1131
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,221
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,9189
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,774
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,542
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,87
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,1270
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,1942
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,1371
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,7959
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,4279
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,606
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,5293
E08000003,Manchester,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,8844
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,143882
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,145
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,1994
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,2079
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,31
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,1588
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,72
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,369
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,55
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,917
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,282
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,631
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,1452
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,204
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,1143
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,1505
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,245
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,57
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,127
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,351
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,332
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,2395
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinarians,Count,Persons,22
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Health Professionals,Count,Persons,689
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and other Educational Professionals,Count,Persons,2827
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Educational Professionals,Count,Persons,748
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Professionals,Count,Persons,673
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Professionals,Count,Persons,981
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Business, Research and Administrative Professionals",Count,Persons,529
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business and Financial Project Management Professionals,Count,Persons,454
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",Count,Persons,515
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare Professionals,Count,Persons,588
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,34
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,366
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,196
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,771
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,130
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,617
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,394
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,1022
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,985
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,45
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,1183
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,613
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,150
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,398
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,31
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,229
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,546
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,880
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,1968
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,174
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,968
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,214
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,911
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,1995
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,1259
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,867
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,2492
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,2031
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,468
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,708
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,837
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,925
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,1518
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,125
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,2824
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,851
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,149
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,159
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,112
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,2228
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,240
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,2488
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,168
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,5886
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,383
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Hairdressers and Related Services,Count,Persons,916
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Housekeeping and Related Services,Count,Persons,458
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Cleaning and Housekeeping Managers and Supervisors,Count,Persons,158
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Bed and Breakfast and Guest House Owners and Proprietors,Count,Persons,10
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Community and Civil Enforcement Occupations,Count,Persons,147
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Assistants and Retail Cashiers,Count,Persons,5185
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Related Occupations,Count,Persons,334
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Shopkeepers and Sales Supervisors,Count,Persons,1103
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Occupations,Count,Persons,1900
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,74
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,1373
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,208
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,370
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,891
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,605
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,203
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,5064
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,460
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,189
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,53
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,676
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,1150
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,609
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,2391
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,1511
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,307
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,3709
E08000004,Oldham,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,2613
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,129314
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,161
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,1972
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,1980
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,46
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,1713
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,78
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,473
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,66
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,826
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,316
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,675
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,1440
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,222
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,1144
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,1561
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,220
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,61
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,101
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,464
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,401
E08000005,Rochdale,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,2419
