area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,105
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,1737
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,259
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,525
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,913
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,692
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,288
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,4339
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,503
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,373
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,47
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,615
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,1088
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,606
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,2656
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,1260
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,410
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,2091
E08000008,Tameside,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,2428
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,123494
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,613
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,2337
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,5703
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,75
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,2076
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,82
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,657
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,84
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,1117
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,297
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,632
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,2982
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,488
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,1857
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,4202
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,517
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,191
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,460
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,2944
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,1064
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,2435
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinarians,Count,Persons,55
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Health Professionals,Count,Persons,1518
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and other Educational Professionals,Count,Persons,5252
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Educational Professionals,Count,Persons,950
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Professionals,Count,Persons,2005
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Professionals,Count,Persons,2158
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Business, Research and Administrative Professionals",Count,Persons,1719
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business and Financial Project Management Professionals,Count,Persons,1065
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",Count,Persons,1140
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare Professionals,Count,Persons,687
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,59
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,621
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,739
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,850
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,302
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,932
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,503
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,927
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,923
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,60
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,975
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,1630
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,332
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,699
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,104
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,276
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,909
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,1319
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,3713
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,155
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,1494
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,277
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,931
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,2366
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,1370
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,1138
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,2771
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,2388
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,592
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,185
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,571
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,610
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,1113
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,81
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,1931
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,598
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,125
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,81
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,86
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,1453
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,216
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,2141
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,218
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,3565
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,375
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Hairdressers and Related Services,Count,Persons,857
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Housekeeping and Related Services,Count,Persons,436
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Cleaning and Housekeeping Managers and Supervisors,Count,Persons,142
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Bed and Breakfast and Guest House Owners and Proprietors,Count,Persons,3
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Community and Civil Enforcement Occupations,Count,Persons,55
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Assistants and Retail Cashiers,Count,Persons,4690
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Related Occupations,Count,Persons,306
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Shopkeepers and Sales Supervisors,Count,Persons,878
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Occupations,Count,Persons,2004
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,57
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,475
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,104
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,198
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,313
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,398
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,120
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,2370
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,253
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,243
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,41
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,365
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,366
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,475
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,1707
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,1045
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,216
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,1314
E08000009,Trafford,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,2060
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,174716
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,212
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,3522
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,3356
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,100
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,2556
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,136
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,744
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,117
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,1250
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,497
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,1291
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,2369
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,332
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,2290
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,2584
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,385
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,127
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,182
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,535
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,676
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,4393
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinarians,Count,Persons,45
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Health Professionals,Count,Persons,835
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and other Educational Professionals,Count,Persons,4777
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Educational Professionals,Count,Persons,1041
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Professionals,Count,Persons,763
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Professionals,Count,Persons,1447
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Business, Research and Administrative Professionals",Count,Persons,960
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business and Financial Project Management Professionals,Count,Persons,753
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",Count,Persons,1035
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare Professionals,Count,Persons,886
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,38
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,706
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,274
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,1471
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,270
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,993
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,695
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,1487
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,1387
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,116
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,2484
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,824
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,215
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,770
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,48
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,307
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,926
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,1349
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,3567
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,241
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,1602
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,502
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,1722
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,2979
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,2131
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,1412
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,3813
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,2981
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,904
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,908
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,1535
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,1506
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,2621
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,265
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,5493
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,1827
E08000010,Wigan,Local authority,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,393
