area_code,area_name,geography,period,indicator,religion,measure,unit,value
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,1
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,1
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,1
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,2
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,540
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5033
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,28
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,46
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,25
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,216
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,20
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,4155
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,8
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,16
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,3
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,542
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,3402
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,54
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,103
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,30
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,5105
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,420
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,9
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,2
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,4
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,3372
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,2
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,3
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,19
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,19
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,4
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,3
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,14
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,4
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,3
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,794
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5357
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,35
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,92
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,11
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,227
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,41
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,6
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,2
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,3372
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,3
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,7
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,6
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,5
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,5
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,409
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5990
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,31
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,32
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,20
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,188
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,5
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,3408
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,2
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,3
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,4
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,6
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,3
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,465
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,6378
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,28
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,60
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,21
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,104
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,17
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,3
E05000828,Flixton,Electoral ward,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,3
