period,area_code,area_name,geography,sex,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
2022-06-30,E08000009,Trafford,Local authority,Persons,236301,49323,145158,41820,2283,2426,2507,2888,2872,3049,3242,3110,3365,3282,3517,3684,3307,3343,3298,3150,3030,2981,2726,1728,1804,1713,2192,2486,2443,2547,2375,2431,2451,2563,2753,2849,2884,3087,3086,3163,3439,3509,3564,3497,3526,3801,3632,3598,3377,3195,3176,3276,3156,3211,3442,3401,3372,3225,3211,3183,3205,3210,3212,3075,2879,2764,2671,2581,2478,2355,2261,2187,2102,2009,1998,2030,2050,2018,2166,2192,1631,1667,1663,1538,1240,1169,1183,1225,1079,989,902,757,660,615,2134
2022-06-30,E08000009,Trafford,Local authority,Females,121052,24013,74021,23018,1115,1146,1197,1446,1394,1533,1605,1509,1627,1572,1684,1806,1597,1618,1629,1535,1488,1453,1325,779,864,838,1114,1231,1200,1225,1268,1186,1191,1267,1374,1529,1533,1663,1622,1720,1783,1840,1891,1821,1878,1987,1878,1889,1751,1635,1660,1617,1600,1626,1759,1725,1728,1599,1612,1627,1649,1599,1649,1565,1449,1448,1339,1298,1249,1184,1108,1138,1067,1065,1041,1066,1115,1049,1129,1183,907,944,944,875,699,674,715,696,616,586,536,445,399,373,1464
2022-06-30,E08000009,Trafford,Local authority,Males,115249,25310,71137,18802,1168,1280,1310,1442,1478,1516,1637,1601,1738,1710,1833,1878,1710,1725,1669,1615,1542,1528,1401,949,940,875,1078,1255,1243,1322,1107,1245,1260,1296,1379,1320,1351,1424,1464,1443,1656,1669,1673,1676,1648,1814,1754,1709,1626,1560,1516,1659,1556,1585,1683,1676,1644,1626,1599,1556,1556,1611,1563,1510,1430,1316,1332,1283,1229,1171,1153,1049,1035,944,957,964,935,969,1037,1009,724,723,719,663,541,495,468,529,463,403,366,312,261,242,670
