period,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2018-06-30,E08000009,Trafford,Local authority,Female,120791,24632,73629,22530,1252,1462,1495,1393,1577,1511,1592,1703,1665,1646,1685,1621,1584,1536,1476,1434,1459,1346,1330,872,772,875,1055,1092,1055,1113,1212,1286,1329,1326,1377,1409,1592,1722,1748,1636,1812,1940,1751,1883,1800,1673,1722,1717,1643,1759,1878,1824,1819,1754,1790,1772,1811,1827,1847,1737,1626,1566,1433,1427,1396,1264,1208,1221,1123,1109,1055,1144,1197,1119,1191,1254,998,1018,1012,947,786,761,839,824,764,724,703,646,619,497,482,482,480,354,1525
2018-06-30,E08000009,Trafford,Local authority,Male,115579,25853,71478,18248,1417,1412,1545,1520,1628,1617,1809,1742,1683,1695,1793,1668,1685,1641,1485,1513,1421,1376,1375,1030,941,1059,1028,1234,1320,1227,1276,1361,1223,1337,1460,1309,1444,1458,1575,1561,1558,1718,1643,1696,1610,1630,1524,1672,1668,1680,1777,1741,1657,1742,1650,1578,1670,1702,1688,1713,1613,1425,1445,1402,1371,1307,1241,1190,1152,1069,1069,1068,1053,1052,1186,1135,869,836,863,797,662,601,621,650,601,517,508,430,420,386,341,297,288,222,707
2018-06-30,E08000009,Trafford,Local authority,Persons,236370,50485,145107,40778,2669,2874,3040,2913,3205,3128,3401,3445,3348,3341,3478,3289,3269,3177,2961,2947,2880,2722,2705,1902,1713,1934,2083,2326,2375,2340,2488,2647,2552,2663,2837,2718,3036,3180,3323,3197,3370,3658,3394,3579,3410,3303,3246,3389,3311,3439,3655,3565,3476,3496,3440,3350,3481,3529,3535,3450,3239,2991,2878,2829,2767,2571,2449,2411,2275,2178,2124,2212,2250,2171,2377,2389,1867,1854,1875,1744,1448,1362,1460,1474,1365,1241,1211,1076,1039,883,823,779,768,576,2232
